theta1,theta3,density
0.10472,2.61799,0.0173102
0.10472,2.82743,0.0184029
0.10472,3.03687,0.0190462
0.314159,-3.03687,0.0197038
0.314159,-2.82743,0.0191922
0.314159,-2.61799,0.0180491
0.314159,-2.40855,0.0164665
0.314159,-2.19911,0.0145591
0.314159,-1.98968,0.0125514
0.314159,-1.78024,0.0106758
0.314159,-1.5708,0.00912394
0.314159,-1.36136,0.00775969
0.314159,-1.15192,0.00667683
0.314159,-0.942478,0.00584257
0.314159,-0.733038,0.00522788
0.314159,-0.523599,0.00471997
0.314159,-0.314159,0.00440615
0.314159,-0.10472,0.00424447
0.314159,0.10472,0.00425894
0.314159,0.314159,0.00445647
0.314159,0.523599,0.00467023
0.314159,0.733038,0.00512111
0.314159,0.942478,0.00581819
0.314159,1.15192,0.00664804
0.314159,1.36136,0.00777336
0.314159,1.5708,0.00918495
0.314159,1.78024,0.0106977
0.314159,1.98968,0.0125115
0.314159,2.19911,0.0143323
0.314159,2.40855,0.0160955
0.314159,2.61799,0.0178884
0.314159,2.82743,0.0189649
0.314159,3.03687,0.0195477
0.523599,-3.03687,0.0210095
0.523599,-2.82743,0.0204648
0.523599,-2.61799,0.0192379
0.523599,-2.40855,0.0176201
0.523599,-2.19911,0.0155058
0.523599,-1.98968,0.0133894
0.523599,-1.78024,0.0113861
0.523599,-1.5708,0.00963429
0.523599,-1.36136,0.00817967
0.523599,-1.15192,0.00700185
0.523599,-0.942478,0.00612266
0.523599,-0.733038,0.00550366
0.523599,-0.523599,0.00502406
0.523599,-0.314159,0.00468853
0.523599,-0.10472,0.00454877
0.523599,0.10472,0.00454375
0.523599,0.314159,0.00477214
0.523599,0.523599,0.00509734
0.523599,0.733038,0.00556438
0.523599,0.942478,0.00622581
0.523599,1.15192,0.00709023
0.523599,1.36136,0.00828951
0.523599,1.5708,0.00973576
0.523599,1.78024,0.0114012
0.523599,1.98968,0.0132992
0.523599,2.19911,0.0153256
0.523599,2.40855,0.0171536
0.523599,2.61799,0.0189816
0.523599,2.82743,0.0202113
0.523599,3.03687,0.0209665
0.733038,-3.03687,0.0230996
0.733038,-2.82743,0.0225591
0.733038,-2.61799,0.0214031
0.733038,-2.40855,0.0193147
0.733038,-2.19911,0.0169032
0.733038,-1.98968,0.0146382
0.733038,-1.78024,0.0125531
0.733038,-1.5708,0.0106033
0.733038,-1.36136,0.00898381
0.733038,-1.15192,0.00758196
0.733038,-0.942478,0.00659049
0.733038,-0.733038,0.00590216
0.733038,-0.523599,0.00538763
0.733038,-0.314159,0.00511019
0.733038,-0.10472,0.00491323
0.733038,0.10472,0.00498958
0.733038,0.314159,0.0051292
0.733038,0.523599,0.00550037
0.733038,0.733038,0.00610547
0.733038,0.942478,0.00691268
0.733038,1.15192,0.00787142
0.733038,1.36136,0.00916707
0.733038,1.5708,0.0106237
0.733038,1.78024,0.0123541
0.733038,1.98968,0.0144817
0.733038,2.19911,0.0166816
0.733038,2.40855,0.0187789
0.733038,2.61799,0.0207882
0.733038,2.82743,0.0221788
0.733038,3.03687,0.0231184
0.942478,-3.03687,0.0261914
0.942478,-2.82743,0.0253386
0.942478,-2.61799,0.0239762
0.942478,-2.40855,0.0216137
0.942478,-2.19911,0.0190269
0.942478,-1.98968,0.0165632
0.942478,-1.78024,0.0140877
0.942478,-1.5708,0.0119027
0.942478,-1.36136,0.0101611
0.942478,-1.15192,0.00859434
0.942478,-0.942478,0.00747657
0.942478,-0.733038,0.00669612
0.942478,-0.523599,0.00613293
0.942478,-0.314159,0.00580837
0.942478,-0.10472,0.00561281
0.942478,0.10472,0.00567573
0.942478,0.314159,0.00581007
0.942478,0.523599,0.00620338
0.942478,0.733038,0.00688819
0.942478,0.942478,0.00777782
0.942478,1.15192,0.00888885
0.942478,1.36136,0.0103194
0.942478,1.5708,0.0120082
0.942478,1.78024,0.0140379
0.942478,1.98968,0.0163428
0.942478,2.19911,0.0188359
0.942478,2.40855,0.0210553
0.942478,2.61799,0.0232612
0.942478,2.82743,0.024852
0.942478,3.03687,0.0258646
1.15192,-3.03687,0.0300639
1.15192,-2.82743,0.0291814
1.15192,-2.61799,0.0272283
1.15192,-2.40855,0.0245635
1.15192,-2.19911,0.021851
1.15192,-1.98968,0.0190515
1.15192,-1.78024,0.0162294
1.15192,-1.5708,0.0137769
1.15192,-1.36136,0.0117196
1.15192,-1.15192,0.00991823
1.15192,-0.942478,0.00864598
1.15192,-0.733038,0.00772738
1.15192,-0.523599,0.00705656
1.15192,-0.314159,0.00663149
1.15192,-0.10472,0.00651667
1.15192,0.10472,0.00654127
1.15192,0.314159,0.00676461
1.15192,0.523599,0.00717638
1.15192,0.733038,0.00797616
1.15192,0.942478,0.00901054
1.15192,1.15192,0.0102837
1.15192,1.36136,0.0119291
1.15192,1.5708,0.0139009
1.15192,1.78024,0.0163529
1.15192,1.98968,0.0190219
1.15192,2.19911,0.0217624
1.15192,2.40855,0.0242849
1.15192,2.61799,0.0267959
1.15192,2.82743,0.0285982
1.15192,3.03687,0.0297514
1.36136,-3.03687,0.0347883
1.36136,-2.82743,0.0337901
1.36136,-2.61799,0.0315186
1.36136,-2.40855,0.0286866
1.36136,-2.19911,0.0254609
1.36136,-1.98968,0.0222358
1.36136,-1.78024,0.0189632
1.36136,-1.5708,0.0159971
1.36136,-1.36136,0.0135742
1.36136,-1.15192,0.0115143
1.36136,-0.942478,0.0101022
1.36136,-0.733038,0.0090967
1.36136,-0.523599,0.0082722
1.36136,-0.314159,0.00765303
1.36136,-0.10472,0.00742179
1.36136,0.10472,0.00743662
1.36136,0.314159,0.00778359
1.36136,0.523599,0.00833725
1.36136,0.733038,0.00926209
1.36136,0.942478,0.0105057
1.36136,1.15192,0.0120462
1.36136,1.36136,0.0139286
1.36136,1.5708,0.0164104
1.36136,1.78024,0.0192684
1.36136,1.98968,0.0222371
1.36136,2.19911,0.0255962
1.36136,2.40855,0.0286983
1.36136,2.61799,0.0314011
1.36136,2.82743,0.0333316
1.36136,3.03687,0.0344973
1.5708,-3.03687,0.040662
1.5708,-2.82743,0.0392431
1.5708,-2.61799,0.0367118
1.5708,-2.40855,0.0336135
1.5708,-2.19911,0.0298828
1.5708,-1.98968,0.0261584
1.5708,-1.78024,0.0223342
1.5708,-1.5708,0.0187051
1.5708,-1.36136,0.0159462
1.5708,-1.15192,0.01356
1.5708,-0.942478,0.011824
1.5708,-0.733038,0.0106707
1.5708,-0.523599,0.00976418
1.5708,-0.314159,0.00904214
1.5708,-0.10472,0.00870301
1.5708,0.10472,0.00877311
1.5708,0.314159,0.009119
1.5708,0.523599,0.00994238
1.5708,0.733038,0.0108802
1.5708,0.942478,0.012264
1.5708,1.15192,0.0142161
1.5708,1.36136,0.0164481
1.5708,1.5708,0.019478
1.5708,1.78024,0.022943
1.5708,1.98968,0.0264488
1.5708,2.19911,0.0302256
1.5708,2.40855,0.0337836
1.5708,2.61799,0.0368662
1.5708,2.82743,0.0389728
1.5708,3.03687,0.0403607
1.78024,-3.03687,0.0474552
1.78024,-2.82743,0.0457688
1.78024,-2.61799,0.0429349
1.78024,-2.40855,0.0393543
1.78024,-2.19911,0.0350868
1.78024,-1.98968,0.0307829
1.78024,-1.78024,0.0262359
1.78024,-1.5708,0.0219935
1.78024,-1.36136,0.0185855
1.78024,-1.15192,0.0160888
1.78024,-0.942478,0.0141067
1.78024,-0.733038,0.0125529
1.78024,-0.523599,0.0114196
1.78024,-0.314159,0.0106946
1.78024,-0.10472,0.0101699
1.78024,0.10472,0.0102602
1.78024,0.314159,0.0106168
1.78024,0.523599,0.0115533
1.78024,0.733038,0.0127081
1.78024,0.942478,0.0143841
1.78024,1.15192,0.0165579
1.78024,1.36136,0.0193153
1.78024,1.5708,0.0230134
1.78024,1.78024,0.0269891
1.78024,1.98968,0.0314698
1.78024,2.19911,0.0358493
1.78024,2.40855,0.0400996
1.78024,2.61799,0.0436034
1.78024,2.82743,0.0458664
1.78024,3.03687,0.0474635
1.98968,-3.03687,0.0550132
1.98968,-2.82743,0.0530191
1.98968,-2.61799,0.050138
1.98968,-2.40855,0.0456308
1.98968,-2.19911,0.0406432
1.98968,-1.98968,0.0355906
1.98968,-1.78024,0.0304258
1.98968,-1.5708,0.0257422
1.98968,-1.36136,0.0217383
1.98968,-1.15192,0.0188415
1.98968,-0.942478,0.0166083
1.98968,-0.733038,0.0145823
1.98968,-0.523599,0.013181
1.98968,-0.314159,0.0123249
1.98968,-0.10472,0.0119365
1.98968,0.10472,0.0120244
1.98968,0.314159,0.012566
1.98968,0.523599,0.0134017
1.98968,0.733038,0.014538
1.98968,0.942478,0.0164454
1.98968,1.15192,0.0189291
1.98968,1.36136,0.0223835
1.98968,1.5708,0.0267072
1.98968,1.78024,0.0315217
1.98968,1.98968,0.0367348
1.98968,2.19911,0.0418374
1.98968,2.40855,0.0469907
1.98968,2.61799,0.0511238
1.98968,2.82743,0.0540392
1.98968,3.03687,0.0555707
2.19911,-3.03687,0.0635217
2.19911,-2.82743,0.0610763
2.19911,-2.61799,0.0575429
2.19911,-2.40855,0.0521134
2.19911,-2.19911,0.046262
2.19911,-1.98968,0.0402844
2.19911,-1.78024,0.0348473
2.19911,-1.5708,0.0297379
2.19911,-1.36136,0.0252679
2.19911,-1.15192,0.0218108
2.19911,-0.942478,0.0189072
2.19911,-0.733038,0.0166972
2.19911,-0.523599,0.0150169
2.19911,-0.314159,0.0142303
2.19911,-0.10472,0.013827
2.19911,0.10472,0.0138647
2.19911,0.314159,0.014337
2.19911,0.523599,0.0151956
2.19911,0.733038,0.0165796
2.19911,0.942478,0.01878
2.19911,1.15192,0.0217517
2.19911,1.36136,0.0254718
2.19911,1.5708,0.0304492
2.19911,1.78024,0.0360352
2.19911,1.98968,0.0421698
2.19911,2.19911,0.04823
2.19911,2.40855,0.0542725
2.19911,2.61799,0.059209
2.19911,2.82743,0.0623465
2.19911,3.03687,0.064059
2.40855,-3.03687,0.0718272
2.40855,-2.82743,0.0690194
2.40855,-2.61799,0.0647136
2.40855,-2.40855,0.0587429
2.40855,-2.19911,0.0521596
2.40855,-1.98968,0.0453882
2.40855,-1.78024,0.0392781
2.40855,-1.5708,0.0336943
2.40855,-1.36136,0.0286283
2.40855,-1.15192,0.0245793
2.40855,-0.942478,0.0213129
2.40855,-0.733038,0.0189623
2.40855,-0.523599,0.0170479
2.40855,-0.314159,0.016046
2.40855,-0.10472,0.0156228
2.40855,0.10472,0.0156263
2.40855,0.314159,0.0159786
2.40855,0.523599,0.017019
2.40855,0.733038,0.0186548
2.40855,0.942478,0.0210507
2.40855,1.15192,0.0243647
2.40855,1.36136,0.0285906
2.40855,1.5708,0.0340913
2.40855,1.78024,0.0401756
2.40855,1.98968,0.0468785
2.40855,2.19911,0.0542125
2.40855,2.40855,0.0612945
2.40855,2.61799,0.0669385
2.40855,2.82743,0.0706169
2.40855,3.03687,0.0723391
2.61799,-3.03687,0.0788616
2.61799,-2.82743,0.0758539
2.61799,-2.61799,0.0709423
2.61799,-2.40855,0.0645241
2.61799,-2.19911,0.0573435
2.61799,-1.98968,0.0502499
2.61799,-1.78024,0.0432947
2.61799,-1.5708,0.03704
2.61799,-1.36136,0.0317171
2.61799,-1.15192,0.0271569
2.61799,-0.942478,0.0235863
