model_version,mode,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,guided,10,2,0.10000000000000001,10,256,500,20,0.5,0.00050000000000000001,0.69999999999999996,2026083405,1,5,40,-0.11593916850733028,-92.622929301285424,2.153162460171488,18.815215506487213,18.84301322599195,1,45,1,0,5.3673747220552883,6.0764521372666953e-05
