mode,n,clone_count,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,horizons_available,penultimate_horizon,final_horizon,residual_delta_final_minus_penultimate,combined_residual_se,late_half_delta_final_minus_penultimate,combined_late_half_se,both_support_gate,time_convergence_gate
controlled_exact,30,4096,1.0,0.0005,0.4,0.1,0.5,1.0,3,40.0,60.0,0.003827743856773466,0.003809420456372659,0.0031708330043944757,0.0048902285036482454,1,1
controlled_exact,30,4096,2.0,0.00025,0.4,0.1,0.5,1.0,3,40.0,60.0,0.001237362959558272,0.003347285770784208,-0.0009094835452911482,0.004640850434253823,1,1
controlled_exact,30,4096,2.0,0.0005,0.4,0.1,0.5,1.0,3,40.0,60.0,0.0008083502303868201,0.0030042041390043748,0.0011304629656476856,0.0032571615360661057,1,1
