temperature,n,x,mean_I_interpolated,se_I_interpolated,sqrt_n_mean_I,se_sqrt_n_mean_I
T6,25,0.01,0.49396566094390465,0.0006419732939971527,2.469828304719523,0.0032098664699857634
T6,25,0.02,0.4923008985001589,0.0006855460833177325,2.4615044925007945,0.0034277304165886624
T6,25,0.03,0.49063613605641315,0.0007291188726383121,2.453180680282066,0.003645594363191561
T6,25,0.04,0.4889713736126674,0.0007726916619588918,2.444856868063337,0.0038634583097944594
T6,25,0.05,0.48913668073789485,0.0007850920255096303,2.445683403689474,0.003925460127548151
T6,25,0.06,0.48966800177691694,0.0007912579039064003,2.4483400088845846,0.003956289519532002
T6,25,0.07,0.49019932281593903,0.0007974237823031705,2.450996614079695,0.003987118911515853
T6,25,0.08,0.49073064385496107,0.0008035896606999406,2.4536532192748055,0.004017948303499703
T6,25,0.09,0.4910388167901728,0.0008023807640569474,2.455194083950864,0.004011903820284737
T6,25,0.1,0.49123541567347934,0.0007974844798940726,2.456177078367397,0.003987422399470363
T6,25,0.11,0.49143201455678587,0.0007925881957311977,2.457160072783929,0.003962940978655989
T6,25,0.12,0.4916286134400924,0.0007876919115683229,2.458143067200462,0.003938459557841614
T6,25,0.13,0.49183881461635226,0.0007871729013367702,2.459194073081761,0.003935864506683851
T6,25,0.14,0.49206261808556545,0.0007910311650365399,2.460313090427827,0.003955155825182699
T6,25,0.15,0.49228642155477864,0.0007948894287363094,2.461432107773893,0.003974447143681547
T6,25,0.16,0.4925102250239919,0.0007987476924360789,2.462551125119959,0.003993738462180395
T6,25,0.17,0.49282033346046195,0.0008035801344857918,2.4641016673023097,0.004017900672428959
T6,25,0.18,0.49330305183144574,0.000810360933235391,2.466515259157229,0.004051804666176955
T6,25,0.19,0.4937857702024296,0.0008171417319849902,2.468928851012148,0.004085708659924951
T6,25,0.2,0.4942684885734134,0.0008239225307345894,2.471342442867067,0.004119612653672946
T6,25,0.21,0.49471891047158484,0.0008306446547367905,2.473594552357924,0.004153223273683952
T6,25,0.22,0.49500785000569475,0.0008370734050020013,2.4750392500284737,0.004185367025010006
T6,25,0.23,0.49529678953980466,0.0008435021552672122,2.4764839476990232,0.00421751077633606
T6,25,0.24,0.4955857290739145,0.000849930905532423,2.4779286453695724,0.004249654527662115
T6,25,0.25,0.4958746686080244,0.0008563596557976338,2.4793733430401224,0.004281798278988169
T6,25,0.26,0.4957860214430967,0.0008671970839859251,2.4789301072154837,0.0043359854199296255
T6,25,0.27,0.4956973742781689,0.0008780345121742163,2.4784868713908446,0.004390172560871082
T6,25,0.28,0.49560872711324117,0.0008888719403625077,2.478043635566206,0.004444359701812538
T6,25,0.29,0.4955200799483134,0.0008997093685507989,2.4776003997415668,0.004498546842753994
T6,25,0.3,0.49586509127219053,0.0009046054269362958,2.479325456360953,0.004523027134681479
T6,25,0.31,0.4962968342938286,0.0009083132113612337,2.481484171469143,0.004541566056806169
T6,25,0.32,0.4967285773154667,0.0009120209957861717,2.4836428865773335,0.004560104978930858
T6,25,0.33,0.49716032033710483,0.0009157287802111097,2.485801601685524,0.004578643901055548
T6,25,0.34,0.49734373063114473,0.0009224995873359288,2.4867186531557235,0.004612497936679644
T6,25,0.35000000000000003,0.4974029745613856,0.0009308019058106885,2.487014872806928,0.004654009529053442
T6,25,0.36,0.4974622184916265,0.0009391042242854481,2.4873110924581323,0.004695521121427241
T6,25,0.37,0.49752146242186734,0.0009474065427602078,2.4876073121093367,0.004737032713801039
T6,25,0.38,0.4976992985029987,0.0009502953983285978,2.4884964925149937,0.004751476991642989
T6,25,0.39,0.49799572673502046,0.0009477707909906182,2.4899786336751024,0.004738853954953091
T6,25,0.4,0.49829215496704227,0.0009452461836526385,2.491460774835211,0.004726230918263193
T6,25,0.41000000000000003,0.4985885831990641,0.0009427215763146589,2.4929429159953203,0.004713607881573294
T6,25,0.42,0.49885176841037066,0.0009501603422632557,2.4942588420518534,0.004750801711316279
T6,25,0.43,0.49904846758024696,0.0009775258547850062,2.4952423379012347,0.004887629273925031
T6,25,0.44,0.4992451667501233,0.0010048913673067566,2.4962258337506165,0.005024456836533783
T6,25,0.45,0.4994418659199996,0.001032256879828507,2.497209329599998,0.005161284399142535
T6,25,0.46,0.49962787870355535,0.0010564495928321448,2.4981393935177767,0.005282247964160724
T6,25,0.47000000000000003,0.49976045955550835,0.0010647783082452197,2.4988022977775417,0.0053238915412260985
T6,25,0.48,0.4998930404074613,0.0010731070236582943,2.4994652020373067,0.0053655351182914715
T6,25,0.49,0.5000256212594143,0.001081435739071369,2.5001281062970717,0.0054071786953568445
T6,25,0.5,0.5001582021113673,0.0010897644544844438,2.5007910105568367,0.005448822272422219
T6,25,0.51,0.5004628277769348,0.0010948823084990335,2.502314138884674,0.005474411542495168
T6,25,0.52,0.5007674534425025,0.001100000162513623,2.5038372672125124,0.005500000812568115
T6,25,0.53,0.5010720791080701,0.0011051180165282128,2.5053603955403503,0.0055255900826410645
T6,25,0.54,0.5013767047736376,0.0011102358705428026,2.506883523868188,0.005551179352714012
T6,25,0.55,0.5015408267457518,0.001116961826727953,2.507704133728759,0.0055848091336397655
T6,25,0.56,0.5016768479791754,0.001124009403347216,2.5083842398958773,0.005620047016736079
T6,25,0.5700000000000001,0.501812869212599,0.0011310569799664787,2.509064346062995,0.0056552848998323935
T6,25,0.58,0.5019488904460225,0.0011381045565857415,2.5097444522301124,0.005690522782928708
T6,25,0.59,0.5018561012948826,0.001151904743239305,2.509280506474413,0.005759523716196525
T6,25,0.6,0.5016489069514606,0.001169081234910019,2.508244534757303,0.005845406174550095
T6,25,0.61,0.5014417126080387,0.0011862577265807329,2.5072085630401935,0.005931288632903664
T6,25,0.62,0.5012345182646168,0.0012034342182514468,2.506172591323084,0.006017171091257234
T6,25,0.63,0.5012250055593233,0.001217584784011556,2.5061250277966165,0.00608792392005778
T6,25,0.64,0.5014131744921578,0.0012287094238610603,2.5070658724607893,0.006143547119305302
T6,25,0.65,0.5016013434249925,0.0012398340637105648,2.5080067171249625,0.006199170318552824
T6,25,0.66,0.5017895123578271,0.001250958703560069,2.5089475617891352,0.006254793517800346
T6,25,0.67,0.5019702492961226,0.0012668093073690428,2.5098512464806126,0.0063340465368452135
T6,25,0.68,0.5021361222453397,0.001292111839096955,2.5106806112266984,0.006460559195484775
T6,25,0.6900000000000001,0.5023019951945566,0.0013174143708248672,2.5115099759727832,0.006587071854124335
T6,25,0.7000000000000001,0.5024678681437738,0.0013427169025527791,2.512339340718869,0.0067135845127638955
T6,25,0.71,0.5025924990369779,0.0013654827526237646,2.5129624951848895,0.006827413763118823
T6,25,0.72,0.5025109196501177,0.0013755651944101174,2.512554598250589,0.0068778259720505865
T6,25,0.73,0.5024293402632575,0.0013856476361964701,2.5121467013162873,0.00692823818098235
T6,25,0.74,0.5023477608763973,0.001395730077982823,2.5117388043819866,0.006978650389914115
T6,25,0.75,0.5022661814895371,0.0014058125197691758,2.511330907447685,0.007029062598845879
T6,25,0.76,0.5023298853716291,0.001410203561472852,2.5116494268581455,0.00705101780736426
T6,25,0.77,0.5023935892537211,0.0014145946031765284,2.5119679462686055,0.007072973015882642
T6,25,0.78,0.5024572931358132,0.0014189856448802046,2.512286465679066,0.007094928224401022
T6,25,0.79,0.5025209970179052,0.0014233766865838807,2.512604985089526,0.0071168834329194035
T6,25,0.8,0.5023740217310663,0.0014341119543712331,2.5118701086553314,0.007170559771856166
T6,25,0.81,0.5021849106104411,0.001446116067375321,2.5109245530522055,0.007230580336876605
T6,25,0.8200000000000001,0.5019957994898161,0.0014581201803794085,2.5099789974490805,0.007290600901897043
T6,25,0.8300000000000001,0.501806688369191,0.001470124293383496,2.509033441845955,0.00735062146691748
T6,25,0.84,0.5019063264907239,0.0014859965911589972,2.509531632453619,0.0074299829557949865
T6,25,0.85,0.5021503392333359,0.0015038029813202055,2.5107516961666794,0.007519014906601028
T6,25,0.86,0.5023943519759478,0.0015216093714814137,2.511971759879739,0.007608046857407068
T6,25,0.87,0.5026383647185598,0.001539415761642622,2.5131918235927992,0.00769707880821311
T6,25,0.88,0.5027710533164825,0.0015582333516346721,2.5138552665824125,0.0077911667581733604
T6,25,0.89,0.502792417769716,0.0015780621414575638,2.51396208884858,0.00789031070728782
T6,25,0.9,0.5028137822229494,0.0015978909312804556,2.5140689111147467,0.007989454656402278
T6,25,0.91,0.5028351466761829,0.0016177197211033473,2.5141757333809145,0.008088598605516736
T6,25,0.92,0.5028289931061999,0.001631666476286192,2.5141449655309995,0.00815833238143096
T6,25,0.93,0.5027678034897842,0.0016338491621889428,2.5138390174489214,0.008169245810944714
T6,25,0.9400000000000001,0.5027066138733685,0.0016360318480916935,2.5135330693668423,0.008180159240458467
T6,25,0.9500000000000001,0.5026454242569528,0.001638214533994444,2.513227121284764,0.00819107266997222
T6,25,0.96,0.5016024540577706,0.001621693381641175,2.508012270288853,0.008108466908205875
T6,25,0.97,0.49565058094475584,0.001511653038007803,2.4782529047237793,0.0075582651900390155
T6,25,0.98,0.4896987078317411,0.001401612694374431,2.4484935391587053,0.007008063471872155
T6,25,0.99,0.4837468347187263,0.001291572350741059,2.4187341735936316,0.006457861753705295
T6,25,1.0,0.47779496160571155,0.001181532007107687,2.388974808028558,0.0059076600355384345
T6,50,0.0,0.3423559420686894,0.0008943752408385767,2.420822082162791,0.006324187977223093
T6,50,0.01,0.33710815729351273,0.000926150969665752,2.3837146401554414,0.006548876310531498
T6,50,0.02,0.3318603725183361,0.0009579266984929275,2.3466071981480927,0.006773564643839903
T6,50,0.03,0.3327391563407511,0.000985355162626848,2.352821138148359,0.006967513173706176
T6,50,0.04,0.33387864520987204,0.0010125986367738216,2.3608785412127795,0.00716015362683023
T6,50,0.05,0.3348632992029223,0.0010078588377681295,2.3678410963688616,0.007126638186646369
T6,50,0.06,0.33583419009587745,0.001000276081148867,2.37470633171087,0.007073020000390691
T6,50,0.07,0.3368369543294488,0.0009917505979983392,2.3817969456057666,0.007012735730904393
T6,50,0.08,0.33784416600589695,0.0009830935716108906,2.388919007670834,0.006951521310269635
T6,50,0.09,0.3385024333710145,0.0010180230283604438,2.393573660847918,0.007198509867577348
T6,50,0.1,0.33909261404123825,0.0010614571647464854,2.3977468683883227,0.007505635591312862
T6,50,0.11,0.33978741752890124,0.0010851254879299201,2.4026598709655085,0.007672995909536077
T6,50,0.12,0.3405090473800102,0.0011037256538819174,2.4077625645777663,0.007804518944294601
T6,50,0.13,0.34111531608595935,0.0011019778716058394,2.412049531709745,0.007792160257300077
T6,50,0.14,0.34168417036645127,0.0010936307547693047,2.416071938902173,0.007733137228115376
T6,50,0.15,0.342266123616831,0.0010971407879791827,2.4201869697989435,0.007757956910964323
T6,50,0.16,0.3428533164551658,0.0011053936812076258,2.424339050177451,0.00781631367862673
T6,50,0.17,0.3437409772296567,0.0011035942271731673,2.4306157597078086,0.007803589617124738
T6,50,0.18,0.3447743194277383,0.0010969209077991199,2.437922592463306,0.0077564021233006136
T6,50,0.19,0.34547834059167076,0.0011253579249801493,2.442900773854461,0.007957482200154856
T6,50,0.2,0.34599114309061335,0.001174181589193159,2.446526835098578,0.008302717640628798
T6,50,0.21,0.3466455516122337,0.0011965699175280754,2.451154202131618,0.0084610270284793
T6,50,0.22,0.34739761945983866,0.0012007269797401693,2.4564721248811563,0.00849042189727916
T6,50,0.23,0.347997699617495,0.0012078964320435905,2.4607153323684994,0.008541117580690587
T6,50,0.24,0.3484739379537116,0.0012175204244214265,2.464082845938497,0.008609169483415141
T6,50,0.25,0.34909014935643773,0.0012380176814198464,2.4684401185536182,0.008754106977608202
T6,50,0.26,0.34984073490301293,0.0012689532724540263,2.4737475598520575,0.008972854639611026
T6,50,0.27,0.35061257131320417,0.0012823377713721174,2.4792052674481866,0.009067497339088688
T6,50,0.28,0.35140843043878744,0.0012758819052894124,2.484832841293878,0.009021847472233559
T6,50,0.29,0.35189339474957243,0.0012872971985293197,2.4882620568217733,0.009102565784825272
T6,50,0.3,0.3519638326406264,0.0013225407041993766,2.4887601279259406,0.009351775003346111
T6,50,0.31,0.3523442126418965,0.0013494895414497387,2.491449820709199,0.009542332058994348
T6,50,0.32,0.35321397492245526,0.0013633415338268984,2.4975999687752326,0.009640280436422687
T6,50,0.33,0.3540574483681898,0.0013805720653865925,2.5035642267075295,0.009762118693515773
T6,50,0.34,0.3548514369483728,0.00140416220011341,2.50917857379985,0.009928926135860142
T6,50,0.35000000000000003,0.35564193982774667,0.0014391183136521568,2.5147682732653776,0.01017610318513189
T6,50,0.36,0.3564245417852865,0.0014998373124979426,2.5203021047768406,0.010605451343439022
T6,50,0.37,0.3570178810319266,0.001544390851989462,2.524497646825274,0.010920492442442182
T6,50,0.38,0.35708710815607503,0.0015441785040383948,2.524987156514548,0.010918990915680476
T6,50,0.39,0.3570505858545055,0.001539874161309664,2.524728904843504,0.01088855461636011
T6,50,0.4,0.35664874735500135,0.0015214338366217328,2.5218874775640923,0.01075816183001893
T6,50,0.41000000000000003,0.3565377182111874,0.0015134731333799293,2.5211023829590906,0.010701871157566002
T6,50,0.42,0.35771917509266327,0.0015520885254542492,2.5294565446848014,0.01097492321350529
T6,50,0.43,0.35877212857580065,0.001589390181342479,2.536902050166806,0.011238685751785835
T6,50,0.44,0.3590540616689072,0.0016188094201141665,2.538895618186571,0.011446711184113898
T6,50,0.45,0.3592706815056226,0.001644585728829563,2.5404273517413807,0.011628977210980046
T6,50,0.46,0.3589125446860962,0.0016383042530495999,2.5378949420045838,0.011584560469781336
T6,50,0.47000000000000003,0.3586131363532018,0.0016334851284639353,2.53577780537925,0.011550484113042275
T6,50,0.48,0.35921423148199894,0.001651088722190845,2.540028189796357,0.011674960318017784
T6,50,0.49,0.359807916849071,0.001669141090506374,2.544226179285835,0.01180260983854166
T6,50,0.5,0.36004593365333964,0.0017087346390756196,2.5459092122491827,0.012082578505387185
T6,50,0.51,0.36028395045760836,0.001748328187644865,2.54759224521253,0.012362547172232709
T6,50,0.52,0.36063794259975795,0.001770371982442943,2.5500953476545374,0.012518420340080764
T6,50,0.53,0.36099435089478,0.0017920501573707882,2.55261553487735,0.01267170818503304
T6,50,0.54,0.3615122683244333,0.0017938114403856786,2.556277764143375,0.012684162336667217
T6,50,0.55,0.3620407189585191,0.0017942737956671154,2.560014474412219,0.01268743168221543
T6,50,0.56,0.3622980799836039,0.0018480767775721969,2.5618342916727253,0.013067876215746833
T6,50,0.5700000000000001,0.36252463537130225,0.0019079411943208736,2.5634362801822834,0.013491181566094503
T6,50,0.58,0.3633201502898808,0.0019485177777355076,2.569061420116903,0.013778101338993194
T6,50,0.59,0.36421049179693943,0.001985879722261135,2.575357085289033,0.014042290182317061
T6,50,0.6,0.36580738137722246,0.002030324897082804,2.586648799799276,0.0143565650273913
T6,50,0.61,0.36756324427398096,0.0020763637987210822,2.599064625410594,0.01468210922285937
T6,50,0.62,0.3682133911459279,0.002073810603935972,2.6036618580298025,0.014664055409396954
T6,50,0.63,0.36854346232648194,0.00205719127597567,2.605995813730243,0.014546539014402027
T6,50,0.64,0.3687178690392402,0.002052453497227172,2.607229055423001,0.014513037859593781
T6,50,0.65,0.3688360635830722,0.0020520062779162693,2.60806481705743,0.014509875541519614
T6,50,0.66,0.36905873976455605,0.0020846499800193964,2.6096393754367893,0.014740701372721161
T6,50,0.67,0.3693275107861804,0.0021318926180404767,2.6115398735565596,0.015074757269779634
T6,50,0.68,0.369430278097571,0.002144640904887292,2.6122665481842455,0.015164901270558577
T6,50,0.6900000000000001,0.36944485593789983,0.0021390640676727793,2.612369629081761,0.015125467076439022
T6,50,0.7000000000000001,0.36970306804610026,0.002162974863712976,2.614195464408691,0.015294541936674937
T6,50,0.71,0.3701155818572861,0.002205561160814488,2.6171123775409173,0.01559567253133598
T6,50,0.72,0.37011514976910376,0.0022496739858830763,2.6171093222160793,0.015907597308768926
T6,50,0.73,0.3698050082563953,0.0022949317069269714,2.614916290548443,0.0162276177232808
T6,50,0.74,0.36930232465673696,0.0023302442820041518,2.6113617807273464,0.016477315336263135
T6,50,0.75,0.3686293153647768,0.0023567592279569293,2.6066028863858803,0.01666480431712317
T6,50,0.76,0.3687446157169811,0.002400899533878391,2.607418182995049,0.016976923413530312
T6,50,0.77,0.3696810719485233,0.0024633995897672314,2.614039928511128,0.017418865546965687
T6,50,0.78,0.3704489615406907,0.0025011173396440275,2.6194697278893693,0.01768557031405549
T6,50,0.79,0.3710099738936252,0.0025084204412333146,2.623436684280264,0.017737211040630283
T6,50,0.8,0.37133367157777364,0.002503064707451733,2.625725572555421,0.017699340283878425
T6,50,0.81,0.37131326299218215,0.0024793536623823934,2.6255812620627594,0.017531677876302925
T6,50,0.8200000000000001,0.3710101671646398,0.0024612452573526773,2.6234380509127138,0.017403632116373077
T6,50,0.8300000000000001,0.37022022108707087,0.0024527858435023126,2.6178522886305067,0.017343815027388514
T6,50,0.84,0.3696667926042012,0.0024543923093666266,2.6139389582991175,0.017355174456452523
T6,50,0.85,0.36960118166039885,0.002476759652142466,2.6134750188662905,0.017513335453991724
T6,50,0.86,0.36938786533495194,0.0025019669923449085,2.6119666446636773,0.017691578265919956
T6,50,0.87,0.3688052855553935,0.0025342743261138577,2.607847183536598,0.017920025613820768
T6,50,0.88,0.3683953563181066,0.002571547645822545,2.604948546101676,0.018183587785054238
T6,50,0.89,0.36851776625282373,0.0026241327555120934,2.605814115050907,0.018555420661563418
T6,50,0.9,0.3686231401637696,0.0026759269489936145,2.606559221120807,0.018921660915932136
T6,50,0.91,0.36866207358200764,0.0027246365692638295,2.6068345219613156,0.019266089943953044
T6,50,0.92,0.36867726773730075,0.002771659313317718,2.6069419608637374,0.019598590955858083
T6,50,0.93,0.3685707981700007,0.002810036816762932,2.6061891073334587,0.019869960885169295
T6,50,0.9400000000000001,0.3683995625448069,0.002848146415597603,2.604978288615906,0.02013943644281224
T6,50,0.9500000000000001,0.36776417017137353,0.002884336031390047,2.6004853860562167,0.020395335670165972
T6,50,0.96,0.36698164726934523,0.0029131713078139406,2.5949521135516367,0.020599231865133207
T6,50,0.97,0.3645439059206232,0.0028592702663416403,2.577714679167035,0.020218093945752396
T6,50,0.98,0.361310564884649,0.0027845089398165486,2.554851505442774,0.01968945153618846
T6,50,0.99,0.3393806311982501,0.0022195309145508647,2.3997834572365346,0.01569445360732096
T6,50,1.0,0.3174506975118513,0.0016545528892851808,2.244715409030295,0.011699455678453463
T6,100,0.0,0.2381961139713838,0.0007852717564922134,2.381961139713838,0.007852717564922134
T6,100,0.01,0.22695449070741136,0.0009303193626819653,2.2695449070741134,0.009303193626819653
T6,100,0.02,0.22977258302666936,0.0009343312125858251,2.2977258302666934,0.00934331212585825
T6,100,0.03,0.23070591080931624,0.000988989152751499,2.3070591080931626,0.00988989152751499
T6,100,0.04,0.23192885463847726,0.001004768177238098,2.3192885463847728,0.01004768177238098
T6,100,0.05,0.23166431932011775,0.000998296247977556,2.3166431932011773,0.009982962479775561
T6,100,0.06,0.2332285371300166,0.0011037983145716055,2.332285371300166,0.011037983145716055
T6,100,0.07,0.23465439760783174,0.001199086569080696,2.3465439760783173,0.01199086569080696
T6,100,0.08,0.2351722509222379,0.0011847208043931098,2.351722509222379,0.011847208043931098
T6,100,0.09,0.23530823723612873,0.0012244846312920196,2.3530823723612873,0.012244846312920197
T6,100,0.1,0.23659351642420604,0.0012779829291897859,2.3659351642420603,0.01277982929189786
T6,100,0.11,0.2376566437227236,0.0013868164606230607,2.376566437227236,0.013868164606230606
T6,100,0.12,0.23878076768947598,0.0014277989128603835,2.38780767689476,0.014277989128603836
T6,100,0.13,0.23860956508329093,0.001407722250703555,2.3860956508329094,0.014077222507035551
T6,100,0.14,0.23950043816216612,0.001425810191412943,2.395004381621661,0.01425810191412943
T6,100,0.15,0.2402711101020854,0.001499980066956408,2.402711101020854,0.01499980066956408
T6,100,0.16,0.2416283217348744,0.0016136165642309957,2.416283217348744,0.016136165642309956
T6,100,0.17,0.24157574296264486,0.0016110836397045022,2.415757429626449,0.016110836397045022
T6,100,0.18,0.24149735784549697,0.0015818496436360075,2.41497357845497,0.015818496436360074
T6,100,0.19,0.24206381591547155,0.0016154392935282282,2.4206381591547155,0.016154392935282282
T6,100,0.2,0.2421690423611652,0.0016492892114990823,2.4216904236116523,0.016492892114990824
T6,100,0.21,0.24333117391309267,0.0017069428123249006,2.433311739130927,0.017069428123249006
T6,100,0.22,0.24463109792075224,0.0017278805966807306,2.4463109792075226,0.017278805966807306
T6,100,0.23,0.24438169312988675,0.0017564954132076476,2.4438169312988673,0.017564954132076475
T6,100,0.24,0.24435628952896032,0.001764510448421795,2.4435628952896034,0.017645104484217952
T6,100,0.25,0.2444794819241755,0.001759693975717743,2.4447948192417552,0.01759693975717743
T6,100,0.26,0.24565644532621778,0.0017576973527650374,2.4565644532621778,0.017576973527650374
T6,100,0.27,0.24675383568144207,0.0018396146599905148,2.467538356814421,0.01839614659990515
T6,100,0.28,0.24640655184588436,0.0018382201250579202,2.4640655184588436,0.0183822012505792
T6,100,0.29,0.24615280759175376,0.001758022091872264,2.4615280759175375,0.01758022091872264
T6,100,0.3,0.24840995652358908,0.0018051869045150862,2.4840995652358906,0.01805186904515086
T6,100,0.31,0.24964576679685296,0.0019125477352820199,2.4964576679685297,0.0191254773528202
T6,100,0.32,0.24820599076133318,0.001931789554617464,2.4820599076133316,0.019317895546174642
T6,100,0.33,0.24823940558767116,0.0019005727724333262,2.4823940558767115,0.01900572772433326
T6,100,0.34,0.2493317939102654,0.0019173317840776006,2.4933179391026536,0.019173317840776007
T6,100,0.35000000000000003,0.24958948489484506,0.0019536731866457665,2.4958948489484505,0.019536731866457664
T6,100,0.36,0.250638030883987,0.001993067962227854,2.50638030883987,0.01993067962227854
T6,100,0.37,0.25173010955932545,0.002043651130741669,2.5173010955932544,0.020436511307416687
T6,100,0.38,0.25210964440714234,0.0020598113844317125,2.521096444071423,0.020598113844317124
T6,100,0.39,0.2525654964506176,0.0021186037894650117,2.525654964506176,0.021186037894650116
T6,100,0.4,0.2532618704540222,0.0021559823541885048,2.532618704540222,0.02155982354188505
T6,100,0.41000000000000003,0.25355934033489064,0.002121011891782166,2.5355934033489063,0.02121011891782166
T6,100,0.42,0.2538457733578994,0.0020818837801634365,2.5384577335789937,0.020818837801634366
T6,100,0.43,0.2544799786162072,0.0020563037741066098,2.5447997861620717,0.020563037741066097
T6,100,0.44,0.255858091582252,0.002132370234085979,2.5585809158225197,0.02132370234085979
T6,100,0.45,0.25710578458077693,0.002195409658219015,2.5710578458077693,0.02195409658219015
T6,100,0.46,0.2572647145861583,0.0021337900389002476,2.572647145861583,0.021337900389002476
T6,100,0.47000000000000003,0.25728924302914474,0.0020887783880956623,2.5728924302914473,0.020887783880956624
T6,100,0.48,0.2575796444329463,0.002096323396612831,2.575796444329463,0.020963233966128307
T6,100,0.49,0.25796630535009907,0.002113316173558388,2.579663053500991,0.021133161735583883
T6,100,0.5,0.2584727406395009,0.0021109176251859394,2.5847274063950088,0.021109176251859395
T6,100,0.51,0.2591234300975656,0.002091095159022882,2.591234300975656,0.02091095159022882
T6,100,0.52,0.2601511117981003,0.0020960506355591443,2.601511117981003,0.020960506355591442
T6,100,0.53,0.2606751047531429,0.0021468951090229493,2.6067510475314295,0.021468951090229494
T6,100,0.54,0.26066287499829127,0.0022032154413617333,2.606628749982913,0.022032154413617333
T6,100,0.55,0.26128443758320574,0.002232472934248267,2.6128443758320574,0.02232472934248267
T6,100,0.56,0.2621076126248382,0.0022424999241903417,2.6210761262483824,0.022424999241903415
T6,100,0.5700000000000001,0.26207912903311836,0.0022378820986626736,2.6207912903311836,0.022378820986626736
T6,100,0.58,0.2615444091683897,0.0022514034828232587,2.615444091683897,0.02251403482823259
T6,100,0.59,0.2613739407804809,0.00225478893732019,2.613739407804809,0.0225478893732019
T6,100,0.6,0.2612940682530162,0.0022598129827369248,2.612940682530162,0.022598129827369248
T6,100,0.61,0.2613339789432896,0.002247035224990184,2.613339789432896,0.02247035224990184
T6,100,0.62,0.2610353869700243,0.0022171154760070133,2.6103538697002433,0.022171154760070134
T6,100,0.63,0.26105266952878753,0.002240032495954401,2.6105266952878754,0.022400324959544013
T6,100,0.64,0.2619283145975802,0.002288846004174348,2.619283145975802,0.022888460041743483
T6,100,0.65,0.2623622515734441,0.0023180996088045117,2.623622515734441,0.023180996088045115
T6,100,0.66,0.2621412081557762,0.002296927655400713,2.6214120815577617,0.022969276554007132
T6,100,0.67,0.26281396592338413,0.002298584651446044,2.6281396592338413,0.02298584651446044
T6,100,0.68,0.26322708344517975,0.002296955746376851,2.6322708344517975,0.02296955746376851
T6,100,0.6900000000000001,0.2629727450849974,0.0022826194057870702,2.629727450849974,0.022826194057870702
T6,100,0.7000000000000001,0.26353149861213415,0.0023820635790222137,2.6353149861213416,0.023820635790222137
T6,100,0.71,0.2649442938777266,0.0024817141639709816,2.649442938777266,0.024817141639709817
T6,100,0.72,0.2657538986605644,0.0025343869984193164,2.657538986605644,0.025343869984193163
T6,100,0.73,0.26651559494888455,0.0025654388205185435,2.6651559494888453,0.025654388205185435
T6,100,0.74,0.26780774366726257,0.002551622395942642,2.6780774366726257,0.025516223959426418
T6,100,0.75,0.26905155267051595,0.00259420916541163,2.6905155267051595,0.025942091654116296
T6,100,0.76,0.2699035957910639,0.002659771750136659,2.6990359579106387,0.02659771750136659
T6,100,0.77,0.26986858583466944,0.002720428992865175,2.6986858583466944,0.027204289928651752
T6,100,0.78,0.2690256041901065,0.002743457815038203,2.690256041901065,0.02743457815038203
T6,100,0.79,0.26848953541400417,0.002714853214706259,2.6848953541400418,0.02714853214706259
T6,100,0.8,0.268348196556615,0.0027431444184728084,2.68348196556615,0.027431444184728083
T6,100,0.81,0.2687008394950464,0.002772618361420801,2.687008394950464,0.02772618361420801
T6,100,0.8200000000000001,0.2694706430075384,0.0028164094001563644,2.6947064300753842,0.028164094001563646
T6,100,0.8300000000000001,0.26957991958591687,0.00279153390995731,2.695799195859169,0.0279153390995731
T6,100,0.84,0.26950146078921566,0.002815342223211149,2.6950146078921566,0.02815342223211149
T6,100,0.85,0.27086348153840406,0.002900232356377611,2.7086348153840407,0.02900232356377611
T6,100,0.86,0.270964130058123,0.003044514902461676,2.7096413005812297,0.03044514902461676
T6,100,0.87,0.27032956244512146,0.0030741481299757954,2.7032956244512145,0.030741481299757956
T6,100,0.88,0.270743043556704,0.003040016534000863,2.7074304355670398,0.030400165340008632
T6,100,0.89,0.2707932604024406,0.0031229790196451133,2.707932604024406,0.031229790196451133
T6,100,0.9,0.26976069240492406,0.0031847426200057316,2.6976069240492406,0.031847426200057316
T6,100,0.91,0.26928090056611514,0.0032286621494185762,2.6928090056611516,0.03228662149418576
T6,100,0.92,0.26982628110995227,0.0033024420237290886,2.698262811099523,0.03302442023729089
T6,100,0.93,0.2689046149520382,0.0033058437576479285,2.689046149520382,0.033058437576479284
T6,100,0.9400000000000001,0.2677570413816617,0.0032696184582319443,2.6775704138166168,0.032696184582319446
T6,100,0.9500000000000001,0.2687882207893436,0.0033672183846214223,2.687882207893436,0.033672183846214225
T6,100,0.96,0.2687378122195446,0.0034181137391778187,2.6873781221954465,0.03418113739177819
T6,100,0.97,0.2686080420788291,0.0035168811096722035,2.686080420788291,0.035168811096722034
T6,100,0.98,0.26659826517130575,0.003650371944782673,2.6659826517130574,0.03650371944782673
T6,100,0.99,0.25786480493661695,0.003331193556784373,2.5786480493661696,0.03331193556784373
T6,100,1.0,0.21951079070898455,0.0019821624112125002,2.1951079070898456,0.019821624112125003
