temperature,n,x,mean_I_interpolated,se_I_interpolated,sqrt_n_mean_I,se_sqrt_n_mean_I
T10,50,0.09,0.43592481724033694,0.0013532840062488705,3.082453943581487,0.009569162976898745
T10,50,0.1,0.43796347313213363,0.0013536747699063952,3.09686941763744,0.009571926093219515
T10,50,0.11,0.4388171760499186,0.0013684674377347163,3.102906008860285,0.009676526050551974
T10,50,0.12,0.43936704487180317,0.0013869529015042672,3.1067941685874616,0.009807238018400251
T10,50,0.13,0.4401835031814507,0.001379931600833504,3.11256740066054,0.00975758992522979
T10,50,0.14,0.44108642294658895,0.0013646378360199364,3.1189520075485064,0.009649446677134329
T10,50,0.15,0.4421058997836662,0.0013538908357035608,3.1261607973961056,0.009573453909123097
T10,50,0.16,0.44317199944951896,0.0013449625411860624,3.1336992604275578,0.00951032133314556
T10,50,0.17,0.444239246332255,0.0013603748949710963,3.141245835507386,0.009619303131899995
T10,50,0.18,0.4453070494413586,0.0013875887752058428,3.1487963437015787,0.009811734324463873
T10,50,0.19,0.44596690997278676,0.0014197616189059686,3.153462262265681,0.010039230683968012
T10,50,0.2,0.4463899006204033,0.0014548138607472824,3.1564532578187623,0.010287087462985851
T10,50,0.21,0.4472737920018906,0.0014874006274757524,3.1627033137155824,0.010517510700292304
T10,50,0.22,0.44847554595846123,0.0015182870665401923,3.1712009974356707,0.010735910805384009
T10,50,0.23,0.44966680031567,0.0015393678092662083,3.1796244377766745,0.01088497416672416
T10,50,0.24,0.45084949944376923,0.0015524587253461007,3.1879873835124983,0.010977540922044518
T10,50,0.25,0.4518773664120068,0.0015506300914145351,3.195255500546483,0.01096461052751134
T10,50,0.26,0.4527565945067772,0.00153447868947197,3.2014725820267014,0.010850402869118765
T10,50,0.27,0.45369519725310914,0.0015388757919455138,3.2081095056944178,0.010881495078884916
T10,50,0.28,0.45470091917077154,0.0015665016385416164,3.215221033574088,0.01107683931352615
T10,50,0.29,0.4553552024369387,0.0015981792642837354,3.219847514917325,0.011300833953267569
T10,50,0.3,0.4555409008344457,0.001635259262220544,3.2211606008786515,0.011563029133142574
T10,50,0.31,0.45606860921079234,0.0016513175454617376,3.224892062592688,0.011676578342883197
T10,50,0.32,0.45713633334320153,0.0016341836476045928,3.2324420123373185,0.01155542338925375
T10,50,0.33,0.4581874937249058,0.0016280959941271003,3.239874838677496,0.011512377178699261
T10,50,0.34,0.45920747528175376,0.0016428012712466,3.24708719743282,0.011616359190403517
T10,50,0.35000000000000003,0.4603481134630822,0.0016701176943853331,3.2551527273617964,0.01180951547079511
T10,50,0.36,0.46176223999323285,0.0017260193818343281,3.2651521119510494,0.012204800093544663
T10,50,0.37,0.4629769416791817,0.0017759566978715305,3.273741349943581,0.012557910241586279
T10,50,0.38,0.463639389950418,0.0018093772930760743,3.278425566591346,0.012794229536590514
T10,50,0.39,0.46424711859353973,0.0018390791081770734,3.282722857038073,0.013004253085305168
T10,50,0.4,0.46466581579408384,0.0018559342283749184,3.2856834933357586,0.013123436783201273
T10,50,0.41000000000000003,0.4651765213873647,0.0018733983299277718,3.2892947272177464,0.013246926629554805
T10,50,0.42,0.46609615317058634,0.001893569015280663,3.2957975059188533,0.013389554913496901
T10,50,0.43,0.4670182815145073,0.0019169009753757695,3.3023179379699616,0.013554536785513138
T10,50,0.44,0.46795538922262414,0.001959200583924167,3.3089442901210777,0.013853640185974223
T10,50,0.45,0.4688656935826698,0.00199827557384783,3.3153811139803975,0.014129942089472401
T10,50,0.46,0.4695401284796891,0.002008973919873828,3.3201500888719098,0.014205590819697037
T10,50,0.47000000000000003,0.4701673005354198,0.0020192236822359068,3.324584865007688,0.014278067584414801
T10,50,0.48,0.4700697756913896,0.0020225951617512247,3.323895260222209,0.01430190754469393
T10,50,0.49,0.4699949891997346,0.0020264615673071104,3.323366439868305,0.01432924716056777
T10,50,0.5,0.47101164362208575,0.0020540844228102637,3.330555272229983,0.01452457024498793
T10,50,0.51,0.4720282980444369,0.0020817072783134165,3.337744104591661,0.014719893329408084
T10,50,0.52,0.4731977040350755,0.0021662880206054997,3.346013053651068,0.015317969493733322
T10,50,0.53,0.47437029235005346,0.002252055385539019,3.354304505141678,0.01592443634722325
T10,50,0.54,0.4753550869208262,0.0023179577784824957,3.361268054332369,0.01639043663669078
T10,50,0.55,0.4763276340734986,0.0023825646297744485,3.3681450011991525,0.016847276063287286
T10,50,0.56,0.4771693237069546,0.0024682754144954295,3.374096645673864,0.017453342834257545
T10,50,0.5700000000000001,0.4779961431677724,0.0025563843734697092,3.379943142149477,0.01807636725799755
T10,50,0.58,0.4790604546982452,0.002570740571617075,3.3874689611544007,0.018177880908618153
T10,50,0.59,0.4801643482403273,0.0025728046429599554,3.395274667247543,0.01819247609705219
T10,50,0.6,0.48047315533485474,0.002583990189363495,3.397458263153732,0.018271569854184384
T10,50,0.61,0.48060306797868246,0.0025972280676556827,3.3983768842678566,0.018365175789273665
T10,50,0.62,0.4809050606473828,0.002598487939667731,3.400512294906923,0.018374084429705128
T10,50,0.63,0.4812568659548621,0.00259628049407237,3.402999934092683,0.01835847543220933
T10,50,0.64,0.4813989878366677,0.002595532115636144,3.4040048875564803,0.018353183597537837
T10,50,0.65,0.48146539070364663,0.0025953106225629387,3.404474426731791,0.018351617404997345
T10,50,0.66,0.48103215218241124,0.002611074159994015,3.401410967769423,0.018463082447127365
T10,50,0.67,0.4803784836369636,0.0026338899167652153,3.3967888331580793,0.01862441421043555
T10,50,0.68,0.4805139655101064,0.0026424033559545586,3.3977468346703508,0.01868461331625559
T10,50,0.6900000000000001,0.4810686835431252,0.0026433186889285405,3.401669283498291,0.01869108569778505
T10,50,0.7000000000000001,0.48138602087353594,0.0026800473777627643,3.403913197280862,0.018950796747172757
T10,50,0.71,0.4815530170922949,0.0027394578586418064,3.405094038868032,0.019370892286204
T10,50,0.72,0.48179104058386485,0.002822569167662248,3.4067771191177396,0.019958577988220448
T10,50,0.73,0.482082334530043,0.002923456097788738,3.4088368783643515,0.020671956312475794
T10,50,0.74,0.4822196967845999,0.0029841982568590453,3.409808176181114,0.021101468238301054
T10,50,0.75,0.4822208886965689,0.0030094277338411904,3.409816604271472,0.0212798675808997
T10,50,0.76,0.482167897353847,0.003042812849314058,3.409441898893644,0.021515935996315308
T10,50,0.77,0.48205846512082234,0.003084693421548096,3.408668096153123,0.02181207636258192
T10,50,0.78,0.4819739666248944,0.0031345962031355842,3.408070601558416,0.022164942315187765
T10,50,0.79,0.48192006862449427,0.003194344423475034,3.4076894851426625,0.022587426032846292
T10,50,0.8,0.4816794146280347,0.0032308434008955834,3.4059878044145004,0.022845512777250745
T10,50,0.81,0.48116796443728893,0.0032336309760837272,3.4023713054333458,0.022865223910436782
T10,50,0.8200000000000001,0.4808981948596005,0.003234902217888485,3.4004637464559324,0.022874212947443504
T10,50,0.8300000000000001,0.4810446530043998,0.0032335619966440787,3.401499361929408,0.022864736152141404
T10,50,0.84,0.4812754554528275,0.0032452833928305826,3.403131381693385,0.022947618939425915
T10,50,0.85,0.48168021802748895,0.00328394437496834,3.4059934853065212,0.023220993365795316
T10,50,0.86,0.48201734512935185,0.0033201051860572623,3.408377333905012,0.023476688913137145
T10,50,0.87,0.4821853835492183,0.0033500155695240993,3.409565544966886,0.023688187262910047
T10,50,0.88,0.48240814759834727,0.00338151770887431,3.411140724664323,0.023910941026474224
T10,50,0.89,0.48279964900436906,0.0034179277621982553,3.4139090576547435,0.024168398982561477
T10,50,0.9,0.48303506490026044,0.003455472529546781,3.4155736994185824,0.024433880578463615
T10,50,0.91,0.482661747306643,0.0034974426815911667,3.4129339453987515,0.02473065436964377
T10,50,0.92,0.48235199795475103,0.0035404752713131243,3.4107436867268417,0.02503494072968792
T10,50,0.93,0.4823680358417023,0.0035889528541326386,3.410857091713033,0.02537772900516003
T10,50,0.9400000000000001,0.4824053127806622,0.0036413136759801366,3.411120679476237,0.025747975927128696
T10,50,0.9500000000000001,0.4825948029256839,0.0037215043775281798,3.412460577141366,0.026315009815655974
T10,50,0.96,0.4823267232277733,0.003785975847242249,3.410564967418456,0.02677089194993479
T10,50,0.97,0.4769109827968746,0.0036736059588241233,3.3722698995801097,0.025976316848918466
T10,50,0.98,0.4703707478569509,0.0035358947326705986,3.326023454814377,0.02500255143033175
T10,50,0.99,0.437404891954939,0.002802662069735198,3.0929196522550653,0.01981781354884083
T10,50,1.0,0.4044390360529271,0.0020694294067997976,2.859815849695753,0.014633075667349914
T10,100,0.0,0.3059915627337606,0.0009134593158987159,3.059915627337606,0.009134593158987158
T10,100,0.01,0.2901359909102948,0.0010506926418688922,2.901359909102948,0.010506926418688922
T10,100,0.02,0.29438238138770706,0.001080253632894591,2.9438238138770707,0.01080253632894591
T10,100,0.03,0.29657282995644624,0.0011277255035398634,2.9657282995644625,0.011277255035398635
T10,100,0.04,0.2968549339975276,0.0011348706635578173,2.968549339975276,0.011348706635578173
T10,100,0.05,0.2980362583067642,0.001186424603738273,2.980362583067642,0.01186424603738273
T10,100,0.06,0.29971741065591384,0.0012491461184212453,2.9971741065591386,0.012491461184212453
T10,100,0.07,0.30049412988921226,0.0012852515202220625,3.0049412988921227,0.012852515202220626
T10,100,0.08,0.3016516805809785,0.0013451941322502384,3.0165168058097853,0.013451941322502384
T10,100,0.09,0.3015387612098908,0.0013387599177234002,3.015387612098908,0.013387599177234002
T10,100,0.1,0.30341373204743505,0.001433896602805896,3.0341373204743505,0.01433896602805896
T10,100,0.11,0.3044462286100663,0.0014858409495466793,3.0444622861006634,0.014858409495466794
T10,100,0.12,0.30588585664344864,0.001510764804006938,3.0588585664344863,0.01510764804006938
T10,100,0.13,0.3064430085955766,0.0015651045951362043,3.064430085955766,0.015651045951362044
T10,100,0.14,0.3074508041810301,0.001674925330744003,3.074508041810301,0.01674925330744003
T10,100,0.15,0.3087926715845089,0.0017626311800486801,3.087926715845089,0.0176263118004868
T10,100,0.16,0.3097440249076133,0.0017849418581741222,3.0974402490761332,0.017849418581741223
T10,100,0.17,0.3104194169414684,0.0017549665621690936,3.104194169414684,0.017549665621690934
T10,100,0.18,0.3103989711998252,0.0017835227748890221,3.103989711998252,0.017835227748890223
T10,100,0.19,0.3115110532841498,0.0018268359776701037,3.115110532841498,0.018268359776701038
T10,100,0.2,0.3124141714325645,0.0017847761043556295,3.124141714325645,0.017847761043556294
T10,100,0.21,0.3138016725174604,0.0018185151158997628,3.138016725174604,0.018185151158997628
T10,100,0.22,0.3161057381876255,0.0019440642137429178,3.161057381876255,0.019440642137429177
T10,100,0.23,0.31756328226926894,0.0020671306161005316,3.1756328226926893,0.020671306161005317
T10,100,0.24,0.31906300808265914,0.0021462873061837786,3.1906300808265913,0.021462873061837785
T10,100,0.25,0.319984568616081,0.002128562631926358,3.1998456861608098,0.021285626319263583
T10,100,0.26,0.3222997483951055,0.0021487933575480905,3.222997483951055,0.021487933575480907
T10,100,0.27,0.32364192335197217,0.0021961887692018866,3.2364192335197215,0.021961887692018865
T10,100,0.28,0.3249440046528694,0.0022499279095414093,3.2494400465286937,0.022499279095414094
T10,100,0.29,0.3262159827356946,0.0023181681759093303,3.2621598273569457,0.023181681759093305
T10,100,0.3,0.3267583580158222,0.0023511179382035975,3.267583580158222,0.023511179382035976
T10,100,0.31,0.326951502389938,0.0024122935855170778,3.2695150238993795,0.02412293585517078
T10,100,0.32,0.32657790924662117,0.002484113989435948,3.265779092466212,0.02484113989435948
T10,100,0.33,0.3270487473427781,0.002487464712135055,3.270487473427781,0.024874647121350547
T10,100,0.34,0.3278345395906763,0.0024878553134831086,3.278345395906763,0.024878553134831085
T10,100,0.35000000000000003,0.3280155341214588,0.002426190663392104,3.280155341214588,0.02426190663392104
T10,100,0.36,0.32865842192833483,0.0023999993277366615,3.2865842192833483,0.023999993277366613
T10,100,0.37,0.32984607561803,0.002437784508918338,3.2984607561802997,0.02437784508918338
T10,100,0.38,0.33054424329657706,0.002469380584128785,3.3054424329657706,0.02469380584128785
T10,100,0.39,0.3310421608549234,0.002498032861841248,3.310421608549234,0.02498032861841248
T10,100,0.4,0.3316653343117726,0.002507365949801495,3.316653343117726,0.02507365949801495
T10,100,0.41000000000000003,0.3324144814687822,0.0025016846768772484,3.324144814687822,0.025016846768772485
T10,100,0.42,0.33301038197268407,0.0024995356382523076,3.3301038197268404,0.024995356382523076
T10,100,0.43,0.3333124949861068,0.0024577712911503006,3.333124949861068,0.024577712911503007
T10,100,0.44,0.33373126597087077,0.002472508064414006,3.337312659708708,0.024725080644140057
T10,100,0.45,0.3341719467099118,0.0025941665793171886,3.341719467099118,0.025941665793171885
T10,100,0.46,0.3344997356711939,0.00261357764052003,3.344997356711939,0.0261357764052003
T10,100,0.47000000000000003,0.33477661509901746,0.002589389420350716,3.3477661509901746,0.025893894203507163
T10,100,0.48,0.33483637510406417,0.0026051519697696647,3.3483637510406417,0.026051519697696646
T10,100,0.49,0.3356061281295478,0.002645006355976542,3.356061281295478,0.02645006355976542
T10,100,0.5,0.33734366469787075,0.0027076783760773496,3.3734366469787074,0.027076783760773496
T10,100,0.51,0.338567338241564,0.0027331241467397067,3.3856733824156398,0.027331241467397068
T10,100,0.52,0.33929076694864185,0.0027219444633719315,3.3929076694864184,0.027219444633719315
T10,100,0.53,0.3404863469445754,0.002725344897840331,3.404863469445754,0.02725344897840331
T10,100,0.54,0.34117978124093035,0.002736372081543615,3.4117978124093034,0.02736372081543615
T10,100,0.55,0.34091334746882296,0.00267744227773572,3.40913347468823,0.026774422777357202
T10,100,0.56,0.34077710393816024,0.002652658751005082,3.4077710393816023,0.02652658751005082
T10,100,0.5700000000000001,0.3407832955554723,0.002715227058981599,3.4078329555547233,0.027152270589815987
T10,100,0.58,0.3412296724243582,0.002757420983518528,3.412296724243582,0.027574209835185277
T10,100,0.59,0.3421491194038774,0.0028201019719614785,3.421491194038774,0.028201019719614785
T10,100,0.6,0.3423523759710199,0.002875821802152265,3.423523759710199,0.02875821802152265
T10,100,0.61,0.3418420235865125,0.002827984873011512,3.418420235865125,0.02827984873011512
T10,100,0.62,0.341839051924746,0.0027834515521193075,3.41839051924746,0.027834515521193075
T10,100,0.63,0.34310451049507046,0.0028758813254664327,3.4310451049507047,0.028758813254664325
T10,100,0.64,0.34417869740410123,0.002928563335007403,3.4417869740410123,0.029285633350074027
T10,100,0.65,0.34446183419579707,0.0028884509935018063,3.4446183419579706,0.028884509935018062
T10,100,0.66,0.3446540445383954,0.002866249141973892,3.446540445383954,0.02866249141973892
T10,100,0.67,0.3441786027673351,0.002851263552872319,3.4417860276733507,0.028512635528723188
T10,100,0.68,0.34409543892656125,0.0028555046757906106,3.4409543892656123,0.028555046757906107
T10,100,0.6900000000000001,0.3454406920119527,0.002902642535196103,3.454406920119527,0.02902642535196103
T10,100,0.7000000000000001,0.34605991016355436,0.0028949515473714747,3.4605991016355437,0.028949515473714747
T10,100,0.71,0.3458518407091157,0.0028547902066457173,3.458518407091157,0.028547902066457173
T10,100,0.72,0.34630579366563297,0.0028946647496897963,3.4630579366563294,0.028946647496897963
T10,100,0.73,0.34693643559038184,0.002969214581509461,3.4693643559038185,0.029692145815094613
T10,100,0.74,0.34767811396218307,0.003029727539469208,3.4767811396218304,0.03029727539469208
T10,100,0.75,0.34652305596312283,0.0030159649700885415,3.4652305596312285,0.030159649700885416
T10,100,0.76,0.3461984413424776,0.003033169455277477,3.4619844134247764,0.03033169455277477
T10,100,0.77,0.34646741591343294,0.0030403372951911356,3.4646741591343293,0.030403372951911357
T10,100,0.78,0.34761828521941857,0.003107951390226204,3.4761828521941855,0.03107951390226204
T10,100,0.79,0.3473396484591,0.0031439431201945776,3.473396484591,0.031439431201945776
T10,100,0.8,0.34694452823203753,0.0031796485590518905,3.4694452823203754,0.031796485590518904
T10,100,0.81,0.34720111362360684,0.003240093816372153,3.4720111362360684,0.03240093816372153
T10,100,0.8200000000000001,0.3468290425064934,0.0032492493375028014,3.468290425064934,0.03249249337502801
T10,100,0.8300000000000001,0.34775387266960395,0.003350864478098825,3.4775387266960394,0.03350864478098825
T10,100,0.84,0.34908906575291176,0.0034359347642810784,3.4908906575291176,0.03435934764281078
T10,100,0.85,0.34877808032059354,0.0034716444287783317,3.4877808032059354,0.03471644428778332
T10,100,0.86,0.34774577359212866,0.003484915149102136,3.477457735921287,0.03484915149102136
T10,100,0.87,0.3454877899915693,0.003471847011806892,3.4548778999156933,0.03471847011806892
T10,100,0.88,0.3441372883897385,0.0034839504881496474,3.441372883897385,0.03483950488149647
T10,100,0.89,0.34363439673422325,0.0034731819474269274,3.4363439673422325,0.034731819474269274
T10,100,0.9,0.34346604592130736,0.0034595470631417157,3.434660459213074,0.03459547063141716
T10,100,0.91,0.343102012517975,0.003499870227428603,3.4310201251797503,0.03499870227428603
T10,100,0.92,0.3437639945609965,0.003593909545609918,3.437639945609965,0.035939095456099183
T10,100,0.93,0.34597018161366094,0.0037766344055973045,3.4597018161366093,0.037766344055973046
T10,100,0.9400000000000001,0.34671385673391303,0.0038936868591711972,3.46713856733913,0.03893686859171197
T10,100,0.9500000000000001,0.34731955875279974,0.0039686614799080535,3.4731955875279974,0.03968661479908053
T10,100,0.96,0.3469971666530021,0.004013925346774151,3.469971666530021,0.04013925346774151
T10,100,0.97,0.3468315833110253,0.0040121381291789845,3.4683158331102533,0.04012138129178985
T10,100,0.98,0.3437969971561099,0.004027732550151912,3.437969971561099,0.04027732550151912
T10,100,0.99,0.33213681874265266,0.0037263274664580594,3.3213681874265264,0.0372632746645806
T10,100,1.0,0.2805222520091365,0.0022269760207748427,2.805222520091365,0.022269760207748426
T6,25,0.0,0.4956304233876504,0.000598400504676573,2.478152116938252,0.002992002523382865
