case,split,stream_id,function,mean_Lf
driven_dt1e-3,test,14,sin_theta1,0.4758974209960632
driven_dt1e-3,test,14,cos_theta1,-0.97296770996416
driven_dt1e-3,test,14,sin_theta3,-0.047684407828730124
driven_dt1e-3,test,14,cos_theta3,-0.7812285654677954
driven_dt1e-3,test,14,I1_sin_theta1,-0.025639219588338893
driven_dt1e-3,test,14,I2_sin_theta1,0.1761081942089681
driven_dt1e-3,test,14,I3_sin_theta3,0.06679777873303018
driven_dt1e-3,test,14,I2_sin_theta3,1.0525869306078688
driven_dt1e-3,test,14,I1_I2_sin_theta1,0.014460419845383949
driven_dt1e-3,test,14,I1_I2_cos_theta1,-0.012344258209491142
driven_dt1e-3,test,14,I3_I2_sin_theta3,0.07862396090501009
driven_dt1e-3,test,14,I3_I2_cos_theta3,-0.09275182321280939
driven_dt1e-3,test,14,M,0.10583932227583538
driven_dt1e-3,test,14,M_sq,1.8915501402175807
driven_dt1e-3,test,14,E,0.541693453503434
driven_dt1e-3,test,19,I1,0.06500079527310802
driven_dt1e-3,test,19,I2,-0.00020393524788492296
driven_dt1e-3,test,19,I3,0.1235081202074344
driven_dt1e-3,test,19,I1_sq,0.4630787060813491
driven_dt1e-3,test,19,I2_sq,-0.021751558282129217
driven_dt1e-3,test,19,I3_sq,0.7070842174068525
driven_dt1e-3,test,19,I1_I2,0.04203458119836938
driven_dt1e-3,test,19,I2_I3,0.34036387512431837
driven_dt1e-3,test,19,I1_I3,0.34588070784270314
driven_dt1e-3,test,19,sin_theta1,1.2643783116659044
driven_dt1e-3,test,19,cos_theta1,-1.580517827608286
driven_dt1e-3,test,19,sin_theta3,0.6408187444729152
driven_dt1e-3,test,19,cos_theta3,-2.07352639684071
driven_dt1e-3,test,19,I1_sin_theta1,-0.033724086634226554
driven_dt1e-3,test,19,I2_sin_theta1,3.8307292643779207
driven_dt1e-3,test,19,I3_sin_theta3,-0.07615113452200675
driven_dt1e-3,test,19,I2_sin_theta3,-3.182053441387985
driven_dt1e-3,test,19,I1_I2_sin_theta1,-0.10396212946483202
driven_dt1e-3,test,19,I1_I2_cos_theta1,0.018883717890288563
driven_dt1e-3,test,19,I3_I2_sin_theta3,0.00250350848172393
driven_dt1e-3,test,19,I3_I2_cos_theta3,-0.14969738055691348
driven_dt1e-3,test,19,M,0.18830498023265746
driven_dt1e-3,test,19,M_sq,2.6049696935368716
driven_dt1e-3,test,19,E,0.8845683428002886
driven_dt1e-3,test,24,I1,0.06332949443730049
driven_dt1e-3,test,24,I2,0.002183944492029881
driven_dt1e-3,test,24,I3,0.06168658714579142
driven_dt1e-3,test,24,I1_sq,0.20192655155837236
driven_dt1e-3,test,24,I2_sq,0.0056357822877335945
driven_dt1e-3,test,24,I3_sq,0.6759143620648198
driven_dt1e-3,test,24,I1_I2,0.19367746889996307
driven_dt1e-3,test,24,I2_I3,-0.08718046420410723
driven_dt1e-3,test,24,I1_I3,0.18137802748846402
driven_dt1e-3,test,24,sin_theta1,-1.781127609779389
driven_dt1e-3,test,24,cos_theta1,-0.9966585596403724
driven_dt1e-3,test,24,sin_theta3,-0.5576868656691226
driven_dt1e-3,test,24,cos_theta3,1.6195323925980492
driven_dt1e-3,test,24,I1_sin_theta1,0.04935387096257125
driven_dt1e-3,test,24,I2_sin_theta1,-0.21624221056934315
driven_dt1e-3,test,24,I3_sin_theta3,0.07552619341422574
driven_dt1e-3,test,24,I2_sin_theta3,-2.5073701864590796
driven_dt1e-3,test,24,I1_I2_sin_theta1,0.15263314877282144
driven_dt1e-3,test,24,I1_I2_cos_theta1,-0.09958258580093732
driven_dt1e-3,test,24,I3_I2_sin_theta3,0.5554933320533374
driven_dt1e-3,test,24,I3_I2_cos_theta3,0.14767702506756472
driven_dt1e-3,test,24,M,0.1272000260751221
driven_dt1e-3,test,24,M_sq,1.4592267602795665
driven_dt1e-3,test,24,E,0.5568386454286792
driven_dt1e-3,test,25,I1,0.03141105201046072
driven_dt1e-3,test,25,I2,1.347366685201162e-05
driven_dt1e-3,test,25,I3,-0.07820424996012539
driven_dt1e-3,test,25,I1_sq,0.16726580943395483
driven_dt1e-3,test,25,I2_sq,-0.002104788037647973
driven_dt1e-3,test,25,I3_sq,-0.8425516508859912
driven_dt1e-3,test,25,I1_I2,0.04520339415217579
driven_dt1e-3,test,25,I2_I3,-0.2104619780375144
driven_dt1e-3,test,25,I1_I3,0.0366377201054162
driven_dt1e-3,test,25,sin_theta1,0.7546521701001236
driven_dt1e-3,test,25,cos_theta1,-0.21622373157364408
driven_dt1e-3,test,25,sin_theta3,-1.4494296894159509
driven_dt1e-3,test,25,cos_theta3,-0.2289418086670058
driven_dt1e-3,test,25,I1_sin_theta1,-0.03075582849180122
driven_dt1e-3,test,25,I2_sin_theta1,-0.0028325128556101553
driven_dt1e-3,test,25,I3_sin_theta3,0.11912747555496654
driven_dt1e-3,test,25,I2_sin_theta3,-3.61860524819595
driven_dt1e-3,test,25,I1_I2_sin_theta1,-0.039049613050054964
driven_dt1e-3,test,25,I1_I2_cos_theta1,0.16142912110609922
driven_dt1e-3,test,25,I3_I2_sin_theta3,0.12663171836522893
driven_dt1e-3,test,25,I3_I2_cos_theta3,0.2618680821742234
driven_dt1e-3,test,25,M,-0.04677972428281473
driven_dt1e-3,test,25,M_sq,-0.9346323570495366
driven_dt1e-3,test,25,E,0.12532868212797554
driven_dt1e-3,test,40,I1,-0.009714625828014932
driven_dt1e-3,test,40,I2,0.003233822953694217
driven_dt1e-3,test,40,I3,0.09889853523178456
driven_dt1e-3,test,40,I1_sq,-0.16351613980609783
driven_dt1e-3,test,40,I2_sq,0.0313148609138376
driven_dt1e-3,test,40,I3_sq,0.2755550152686721
driven_dt1e-3,test,40,I1_I2,-0.13019242600554956
driven_dt1e-3,test,40,I2_I3,0.18047269928731818
driven_dt1e-3,test,40,I1_I3,0.19641784017539846
driven_dt1e-3,test,40,sin_theta1,-8.913207212513552
driven_dt1e-3,test,40,cos_theta1,-12.120522211565813
driven_dt1e-3,test,40,sin_theta3,-2.342179695831518
driven_dt1e-3,test,40,cos_theta3,-1.5362249747462762
driven_dt1e-3,test,40,I1_sin_theta1,-0.06012012037984852
driven_dt1e-3,test,40,I2_sin_theta1,-12.947409502771032
driven_dt1e-3,test,40,I3_sin_theta3,-0.14462700693035435
driven_dt1e-3,test,40,I2_sin_theta3,-4.340678175218238
driven_dt1e-3,test,40,I1_I2_sin_theta1,-0.11289219045459552
driven_dt1e-3,test,40,I1_I2_cos_theta1,0.11890151017685306
driven_dt1e-3,test,40,I3_I2_sin_theta3,-0.2870005013331811
driven_dt1e-3,test,40,I3_I2_cos_theta3,-0.060949618059940265
driven_dt1e-3,test,40,M,0.09241773235746349
driven_dt1e-3,test,40,M_sq,0.6367499632907446
driven_dt1e-3,test,40,E,0.340488439668181
driven_dt1e-3,test,45,I1,-0.018794398241746925
driven_dt1e-3,test,45,I2,0.003153577111484237
driven_dt1e-3,test,45,I3,0.019849007241915954
driven_dt1e-3,test,45,I1_sq,0.3620163453369818
driven_dt1e-3,test,45,I2_sq,0.009319582371656933
driven_dt1e-3,test,45,I3_sq,0.5026949909946422
driven_dt1e-3,test,45,I1_I2,-0.015631649414764373
driven_dt1e-3,test,45,I2_I3,0.1766673298737219
driven_dt1e-3,test,45,I1_I3,-0.23084340951100646
driven_dt1e-3,test,45,sin_theta1,0.8267184585579488
driven_dt1e-3,test,45,cos_theta1,0.0689107252959946
driven_dt1e-3,test,45,sin_theta3,2.3370653044959795
driven_dt1e-3,test,45,cos_theta3,-5.460533750402734
driven_dt1e-3,test,45,I1_sin_theta1,-0.13804989560027847
driven_dt1e-3,test,45,I2_sin_theta1,2.7970256138932914
driven_dt1e-3,test,45,I3_sin_theta3,0.010888683125933175
driven_dt1e-3,test,45,I2_sin_theta3,2.033003913047536
driven_dt1e-3,test,45,I1_I2_sin_theta1,-0.12535946325774092
driven_dt1e-3,test,45,I1_I2_cos_theta1,0.08417287344530185
driven_dt1e-3,test,45,I3_I2_sin_theta3,-0.18254210609608573
driven_dt1e-3,test,45,I3_I2_cos_theta3,0.16084736452099646
driven_dt1e-3,test,45,M,0.004208186111650945
driven_dt1e-3,test,45,M_sq,0.7344154605991814
driven_dt1e-3,test,45,E,0.3937202385900722
driven_dt1e-3,test,48,I1,-0.045263710768923625
driven_dt1e-3,test,48,I2,0.001634503852693679
driven_dt1e-3,test,48,I3,-0.09021379664192611
driven_dt1e-3,test,48,I1_sq,-0.5382333225550674
driven_dt1e-3,test,48,I2_sq,0.05177154692200808
driven_dt1e-3,test,48,I3_sq,-0.45759958389017447
driven_dt1e-3,test,48,I1_I2,-0.07772271103406919
driven_dt1e-3,test,48,I2_I3,-0.3039426844058622
driven_dt1e-3,test,48,I1_I3,-0.3664641990973336
driven_dt1e-3,test,48,sin_theta1,-0.1554283798524839
driven_dt1e-3,test,48,cos_theta1,1.4612819651431488
driven_dt1e-3,test,48,sin_theta3,2.278615669927608
driven_dt1e-3,test,48,cos_theta3,-1.8812210193964083
driven_dt1e-3,test,48,I1_sin_theta1,0.09833250253502612
driven_dt1e-3,test,48,I2_sin_theta1,-1.3169191404525333
driven_dt1e-3,test,48,I3_sin_theta3,0.032328132383055076
driven_dt1e-3,test,48,I2_sin_theta3,3.534968772522227
driven_dt1e-3,test,48,I1_I2_sin_theta1,0.19318577290992445
driven_dt1e-3,test,48,I1_I2_cos_theta1,0.19321161517370272
driven_dt1e-3,test,48,I3_I2_sin_theta3,-0.17793729593486368
driven_dt1e-3,test,48,I3_I2_cos_theta3,0.33696718000995984
driven_dt1e-3,test,48,M,-0.13384300355815684
driven_dt1e-3,test,48,M_sq,-2.4403205485977466
driven_dt1e-3,test,48,E,-0.4539661392344055
driven_dt1e-3,test,51,I1,0.09276360502684824
driven_dt1e-3,test,51,I2,0.005254730887162756
driven_dt1e-3,test,51,I3,-0.14432185174690268
driven_dt1e-3,test,51,I1_sq,0.2917432945901589
driven_dt1e-3,test,51,I2_sq,0.029004079779333745
driven_dt1e-3,test,51,I3_sq,-0.23900938087438967
driven_dt1e-3,test,51,I1_I2,0.08186385027789167
driven_dt1e-3,test,51,I2_I3,-0.24403749640106454
driven_dt1e-3,test,51,I1_I3,0.05622732244437842
driven_dt1e-3,test,51,sin_theta1,0.12675205729977407
driven_dt1e-3,test,51,cos_theta1,0.660244892523289
driven_dt1e-3,test,51,sin_theta3,-0.9400571483226612
driven_dt1e-3,test,51,cos_theta3,-1.9862314554596645
driven_dt1e-3,test,51,I1_sin_theta1,-0.037037473498095295
driven_dt1e-3,test,51,I2_sin_theta1,1.4029109307082244
driven_dt1e-3,test,51,I3_sin_theta3,-0.0919879030965793
driven_dt1e-3,test,51,I2_sin_theta3,-5.515886452858114
driven_dt1e-3,test,51,I1_I2_sin_theta1,-0.1457734392186006
driven_dt1e-3,test,51,I1_I2_cos_theta1,-0.026493100676160095
driven_dt1e-3,test,51,I3_I2_sin_theta3,-0.3327806123429372
driven_dt1e-3,test,51,I3_I2_cos_theta3,0.2913218583777239
driven_dt1e-3,test,51,M,-0.046303515832891995
driven_dt1e-3,test,51,M_sq,-0.13015465386248287
driven_dt1e-3,test,51,E,0.17931693239654087
driven_dt1e-3,test,54,I1,-0.018053910049816553
driven_dt1e-3,test,54,I2,-0.003077494650220595
driven_dt1e-3,test,54,I3,0.1515366107908312
driven_dt1e-3,test,54,I1_sq,-0.06135460204977999
driven_dt1e-3,test,54,I2_sq,-0.017488184382622503
driven_dt1e-3,test,54,I3_sq,0.9337014694136733
driven_dt1e-3,test,54,I1_I2,0.047731841526589755
driven_dt1e-3,test,54,I2_I3,0.13500191100431042
driven_dt1e-3,test,54,I1_I3,-0.03657420194086707
driven_dt1e-3,test,54,sin_theta1,-3.687790790701218
driven_dt1e-3,test,54,cos_theta1,-0.9574622862040315
driven_dt1e-3,test,54,sin_theta3,-134.17289097517877
driven_dt1e-3,test,54,cos_theta3,-112.54525165130123
driven_dt1e-3,test,54,I1_sin_theta1,-0.05629798198867353
driven_dt1e-3,test,54,I2_sin_theta1,-6.063678692438709
driven_dt1e-3,test,54,I3_sin_theta3,-0.2544307087645096
driven_dt1e-3,test,54,I2_sin_theta3,-55.773308732420105
driven_dt1e-3,test,54,I1_I2_sin_theta1,0.08801499956605718
driven_dt1e-3,test,54,I1_I2_cos_theta1,-0.06213509458414356
driven_dt1e-3,test,54,I3_I2_sin_theta3,-0.5887059735594579
driven_dt1e-3,test,54,I3_I2_cos_theta3,-0.060468792928202245
driven_dt1e-3,test,54,M,0.13040520609079265
driven_dt1e-3,test,54,M_sq,1.1471777841613346
driven_dt1e-3,test,54,E,0.23727033382300755
driven_dt1e-3,test,59,I1,0.027774348340830604
driven_dt1e-3,test,59,I2,0.0009597753551430693
driven_dt1e-3,test,59,I3,-0.015780915872525066
driven_dt1e-3,test,59,I1_sq,0.10145378527906795
driven_dt1e-3,test,59,I2_sq,-0.0030146161108792337
driven_dt1e-3,test,59,I3_sq,-0.004406355816840476
driven_dt1e-3,test,59,I1_I2,0.059210691262159415
driven_dt1e-3,test,59,I2_I3,-0.11388006039293229
driven_dt1e-3,test,59,I1_I3,-0.02739725333386107
driven_dt1e-3,test,59,sin_theta1,-1.0332993445960543
driven_dt1e-3,test,59,cos_theta1,-0.06896688098798602
driven_dt1e-3,test,59,sin_theta3,-2.183272945222743
driven_dt1e-3,test,59,cos_theta3,-0.43593405063531265
driven_dt1e-3,test,59,I1_sin_theta1,0.041573501413608493
driven_dt1e-3,test,59,I2_sin_theta1,-1.0046494189923967
driven_dt1e-3,test,59,I3_sin_theta3,0.0840366785227061
driven_dt1e-3,test,59,I2_sin_theta3,-5.397428857782791
driven_dt1e-3,test,59,I1_I2_sin_theta1,-0.06311175542725214
driven_dt1e-3,test,59,I1_I2_cos_theta1,-0.02745508569076747
driven_dt1e-3,test,59,I3_I2_sin_theta3,0.35065590972924393
driven_dt1e-3,test,59,I3_I2_cos_theta3,0.11226835002993749
driven_dt1e-3,test,59,M,0.012953207823448094
driven_dt1e-3,test,59,M_sq,-0.07010043157791565
driven_dt1e-3,test,59,E,0.026254845212368816
driven_dt1e-3,test,61,I1,0.006577429230425314
driven_dt1e-3,test,61,I2,-0.0005229370815177137
driven_dt1e-3,test,61,I3,-0.08085183068180335
driven_dt1e-3,test,61,I1_sq,-0.01002312533538705
driven_dt1e-3,test,61,I2_sq,-0.013227724768877229
driven_dt1e-3,test,61,I3_sq,-0.1006724884203119
driven_dt1e-3,test,61,I1_I2,-0.001165055518658167
driven_dt1e-3,test,61,I2_I3,-0.3621953119854569
driven_dt1e-3,test,61,I1_I3,-0.11969128477379068
driven_dt1e-3,test,61,sin_theta1,-0.0292798521829511
driven_dt1e-3,test,61,cos_theta1,-1.2206322944257877
driven_dt1e-3,test,61,sin_theta3,-49.10977422994556
driven_dt1e-3,test,61,cos_theta3,-24.499243359617648
driven_dt1e-3,test,61,I1_sin_theta1,0.015005261605224548
driven_dt1e-3,test,61,I2_sin_theta1,-1.1852377160620033
driven_dt1e-3,test,61,I3_sin_theta3,0.043354238654634634
driven_dt1e-3,test,61,I2_sin_theta3,-17.472981256618958
driven_dt1e-3,test,61,I1_I2_sin_theta1,0.06682115229697608
driven_dt1e-3,test,61,I1_I2_cos_theta1,-0.06500636624056434
driven_dt1e-3,test,61,I3_I2_sin_theta3,0.19964030954156028
driven_dt1e-3,test,61,I3_I2_cos_theta3,-0.04522737373759953
driven_dt1e-3,test,61,M,-0.07479733853289688
driven_dt1e-3,test,61,M_sq,-1.0900266430803751
driven_dt1e-3,test,61,E,-0.6242662268872123
driven_dt1e-3,train,0,I1,-0.0481373833751275
driven_dt1e-3,train,0,I2,-0.0009106649629966289
driven_dt1e-3,train,0,I3,0.017533958601457362
driven_dt1e-3,train,0,I1_sq,-0.25100234107145214
driven_dt1e-3,train,0,I2_sq,-0.026314684608077843
driven_dt1e-3,train,0,I3_sq,-0.02341135803596208
driven_dt1e-3,train,0,I1_I2,-0.1264375481032975
driven_dt1e-3,train,0,I2_I3,-0.14357200270862433
driven_dt1e-3,train,0,I1_I3,-0.08092518489291234
driven_dt1e-3,train,0,sin_theta1,-0.0477249921313255
driven_dt1e-3,train,0,cos_theta1,0.1412991777384166
driven_dt1e-3,train,0,sin_theta3,-0.4103657428760904
driven_dt1e-3,train,0,cos_theta3,-0.5414497461739669
driven_dt1e-3,train,0,I1_sin_theta1,0.01790343198066482
driven_dt1e-3,train,0,I2_sin_theta1,0.16924089183136606
driven_dt1e-3,train,0,I3_sin_theta3,-0.08444828995754129
driven_dt1e-3,train,0,I2_sin_theta3,-1.4034961496452967
driven_dt1e-3,train,0,I1_I2_sin_theta1,0.07255496185846204
driven_dt1e-3,train,0,I1_I2_cos_theta1,0.10241950080706663
driven_dt1e-3,train,0,I3_I2_sin_theta3,-0.3460219357823015
driven_dt1e-3,train,0,I3_I2_cos_theta3,0.2627207701693917
driven_dt1e-3,train,0,M,-0.031514089736667805
driven_dt1e-3,train,0,M_sq,-1.0025978551251473
driven_dt1e-3,train,0,E,-0.06097656065724923
driven_dt1e-3,train,8,I1,-0.022391827960248432
driven_dt1e-3,train,8,I2,-0.0004287342373059345
driven_dt1e-3,train,8,I3,-0.08127202598540001
driven_dt1e-3,train,8,I1_sq,-0.33030372454544815
driven_dt1e-3,train,8,I2_sq,0.010645509060483888
driven_dt1e-3,train,8,I3_sq,0.30185346557720394
driven_dt1e-3,train,8,I1_I2,0.048325644172193136
driven_dt1e-3,train,8,I2_I3,-0.297301855799121
driven_dt1e-3,train,8,I1_I3,-0.026023112312115113
driven_dt1e-3,train,8,sin_theta1,-0.01113460743115288
driven_dt1e-3,train,8,cos_theta1,-0.18198064551799276
driven_dt1e-3,train,8,sin_theta3,-4.974120526188515
driven_dt1e-3,train,8,cos_theta3,-5.283203313249854
driven_dt1e-3,train,8,I1_sin_theta1,-0.07258983353893438
driven_dt1e-3,train,8,I2_sin_theta1,-0.28204642681286074
driven_dt1e-3,train,8,I3_sin_theta3,0.0850601127616719
driven_dt1e-3,train,8,I2_sin_theta3,-2.2091992159453713
driven_dt1e-3,train,8,I1_I2_sin_theta1,-0.06107719966572085
driven_dt1e-3,train,8,I1_I2_cos_theta1,-0.014597114455734219
driven_dt1e-3,train,8,I3_I2_sin_theta3,0.08232043498077028
driven_dt1e-3,train,8,I3_I2_cos_theta3,0.015626157990517028
driven_dt1e-3,train,8,M,-0.10409258818295354
driven_dt1e-3,train,8,M_sq,-0.5678033977858613
driven_dt1e-3,train,8,E,-0.2784214678812014
driven_dt1e-3,train,11,I1,-0.018332928227549984
driven_dt1e-3,train,11,I2,-0.0017183707554151895
driven_dt1e-3,train,11,I3,-0.06787041901155806
driven_dt1e-3,train,11,I1_sq,-0.17643018977551694
driven_dt1e-3,train,11,I2_sq,-0.019725713396862892
driven_dt1e-3,train,11,I3_sq,-0.18988155039127594
driven_dt1e-3,train,11,I1_I2,-0.045933220731422024
driven_dt1e-3,train,11,I2_I3,0.1987125150921959
driven_dt1e-3,train,11,I1_I3,-0.20025030049736475
driven_dt1e-3,train,11,sin_theta1,-0.5447378568843128
driven_dt1e-3,train,11,cos_theta1,-2.1681573745023495
driven_dt1e-3,train,11,sin_theta3,-8.478050435875314
driven_dt1e-3,train,11,cos_theta3,-12.402078669166587
driven_dt1e-3,train,11,I1_sin_theta1,0.011089163267936759
driven_dt1e-3,train,11,I2_sin_theta1,-2.101003330572159
driven_dt1e-3,train,11,I3_sin_theta3,-0.1520688597905475
driven_dt1e-3,train,11,I2_sin_theta3,-20.208822862082027
driven_dt1e-3,train,11,I1_I2_sin_theta1,-0.10359143499760677
driven_dt1e-3,train,11,I1_I2_cos_theta1,-0.013228571819206515
driven_dt1e-3,train,11,I3_I2_sin_theta3,-0.5028765290785067
driven_dt1e-3,train,11,I3_I2_cos_theta3,-0.2498311839881762
driven_dt1e-3,train,11,M,-0.08792171799452307
