mode,n,clone_count,horizon,selection_time,dt,k,one_minus_k,gauge_shift,control_scale,resample_threshold,residual,residual_se,residual_ci_low,residual_ci_high,late_half_residual,late_half_residual_se,late_half_ci_low,late_half_ci_high,paired_support_gate,paired_gc_gate
controlled_exact,40,512,20.0,1.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.001551500504900865,0.007966134517390103,-0.02253555294047845,0.02563855395028018,0.023359225308133925,0.00951738064295148,-0.002354588000800715,0.04907303861706856,0,0
controlled_exact,40,512,20.0,2.0,0.00025,0.4,0.6,0.1,0.5,1.0,-0.010039689908153848,0.007129648537994255,-0.031901082997835714,0.011821703181528018,-0.005271451397180417,0.008850892130915732,-0.02884057875991188,0.018297675965551045,0,0
controlled_exact,40,512,20.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.020733646638868054,0.0048048881562599505,-0.03407653527993207,-0.007390757997804039,-0.008525267168089344,0.007188540058177362,-0.026282034207519754,0.009231499871341066,0,0
controlled_exact,40,512,40.0,1.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.00033874669890858466,0.0066016831204209975,-0.020054766551099057,0.019377273153281888,-0.0022289939027180378,0.00569872142904896,-0.01786732163685697,0.013409333831420893,1,1
controlled_exact,40,512,40.0,2.0,0.00025,0.4,0.6,0.1,0.5,1.0,-0.0044966180676299095,0.0057507647938007155,-0.02082463973200703,0.011831403596747211,0.0010464537728940362,0.007225820578186722,-0.01818293131863223,0.020275838864420304,1,1
controlled_exact,40,512,40.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0065401074342354044,0.00466278754931641,-0.017953337812419895,0.004873122943949088,0.007653431770397241,0.010254437935211103,-0.018965916247168767,0.03427277978796325,1,1
controlled_exact,40,512,60.0,1.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.00016353927168226076,0.005362475485439881,-0.016170816918294337,0.01649789546165886,-0.00020143870338414083,0.005196940789152898,-0.016581609406866836,0.016178732000098554,1,1
controlled_exact,40,512,60.0,2.0,0.00025,0.4,0.6,0.1,0.5,1.0,-0.00021683057394307134,0.004396865530395055,-0.013489161993255129,0.013055500845368986,0.002116751644100544,0.007515342085656604,-0.01794752472719476,0.022181028015395846,1,1
controlled_exact,40,512,60.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.004472511264288596,0.0048802533596648675,-0.017356511635421915,0.008411489106844722,0.005664885540842567,0.007717859706636957,-0.01535050084019286,0.026680271921877993,1,1
controlled_exact,40,512,80.0,1.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.0015659835288469523,0.003941638330415563,-0.0102498976317569,0.013381864689450804,0.0034707137566024997,0.0024465700019765135,-0.0027095250195684527,0.009650952532773451,1,1
controlled_exact,40,512,80.0,2.0,0.00025,0.4,0.6,0.1,0.5,1.0,0.0004935081623405474,0.002572185771580183,-0.006482393235134488,0.0074694095598155825,0.005483634392311011,0.005944096676060623,-0.009714683502967848,0.020681952287589872,1,1
controlled_exact,40,512,80.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0006777228240913286,0.00376442280687567,-0.01035018304230605,0.008994737394123393,0.005184661786052758,0.00418667616817469,-0.005499709606980237,0.01586903317908575,1,1
controlled_exact,40,512,100.0,1.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.00472081570316514,0.0020509146935932293,-0.0003205833267593723,0.009762214733089653,0.009009230416422823,0.003721540620131151,-0.00016061553544798046,0.018179076368293627,1,1
controlled_exact,40,512,100.0,2.0,0.00025,0.4,0.6,0.1,0.5,1.0,0.0011050349664388295,0.0029076370505918218,-0.006525842601875549,0.008735912534753209,0.00501023458775246,0.003054806232971225,-0.0026803587921120607,0.012700827967616981,1,1
controlled_exact,40,512,100.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0005023432405522263,0.0030394010280308643,-0.008147624083280066,0.0071429376021756134,0.0027233343051202216,0.005170908920173589,-0.013158430358609863,0.018605098968850306,1,1
controlled_exact,40,512,120.0,1.0,0.0005,0.4,0.6,0.1,0.5,1.0,0.007362854897903816,0.0022007191814877643,0.0015319365736353218,0.01319377322217231,0.014562170524125367,0.004456497229146381,0.0025836672567576355,0.0265406737914931,1,0
controlled_exact,40,512,120.0,2.0,0.00025,0.4,0.6,0.1,0.5,1.0,0.0018752492965687442,0.002832190898724676,-0.0051947709936117584,0.008945269586749247,0.003967329167080563,0.003271817077812757,-0.004100936996808689,0.012035595330969815,1,1
controlled_exact,40,512,120.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0001094918331167663,0.00280615197554938,-0.007071362098259347,0.0068523784320258145,0.004253527598055057,0.0030046522531048305,-0.0035250604882934664,0.01203211568440358,1,1
