label,temperature,slope,slope_bootstrap_se,slope_sigma_from_zero,slope_ci_low,slope_ci_high,intercept,intercept_bootstrap_se,intercept_ci_low,intercept_ci_high,weighted_r2,supported_bin_pairs,total_symmetric_bins,abs_rate_q99,fd_width_unclamped,minimum_count_per_side
T6,6.0,-0.0001180344402677124,0.0013342910640737062,-0.08846228791141195,-0.002739557852662919,0.0024998066144711036,2.344663593082501e-05,0.00013410473216611435,-0.00024297399455210848,0.0002870912149093113,5.310056742735547e-05,80,80,0.26787334924913825,0.0018792931348408939,200
T10,10.0,-0.0001257201309898014,0.0014682253448398907,-0.08562727202036628,-0.002985093886519155,0.0027597149544511734,-1.2255236458838697e-05,0.00014971492165480985,-0.0003024312264158043,0.0002748898799378188,7.127543194807018e-05,80,80,0.2681394568199076,0.0018857398487664098,200
