theta1,theta3,density
-2.19911,-0.439823,0.0152148
-2.19911,-0.314159,0.0145707
-2.19911,-0.188496,0.0145564
-2.19911,-0.0628319,0.0135259
-2.19911,0.0628319,0.014628
-2.19911,0.188496,0.0149572
-2.19911,0.314159,0.0140841
-2.19911,0.439823,0.0145707
-2.19911,0.565487,0.0157158
-2.19911,0.69115,0.0170326
-2.19911,0.816814,0.0167606
-2.19911,0.942478,0.0176051
-2.19911,1.06814,0.0208255
-2.19911,1.19381,0.0215412
-2.19911,1.31947,0.0244467
-2.19911,1.44513,0.0304296
-2.19911,1.5708,0.031589
-2.19911,1.69646,0.030902
-2.19911,1.82212,0.0343657
-2.19911,1.94779,0.036069
-2.19911,2.07345,0.0420375
-2.19911,2.19911,0.0466034
-2.19911,2.32478,0.0502246
-2.19911,2.45044,0.050196
-2.19911,2.57611,0.0563506
-2.19911,2.70177,0.060115
-2.19911,2.82743,0.0640224
-2.19911,2.9531,0.0638364
-2.19911,3.07876,0.0634356
-2.07345,-3.07876,0.0596856
-2.07345,-2.9531,0.0594279
-2.07345,-2.82743,0.0550195
-2.07345,-2.70177,0.0543182
-2.07345,-2.57611,0.0532161
-2.07345,-2.45044,0.0516416
-2.07345,-2.32478,0.0476626
-2.07345,-2.19911,0.0451721
-2.07345,-2.07345,0.0421807
-2.07345,-1.94779,0.038173
-2.07345,-1.82212,0.0360547
-2.07345,-1.69646,0.0312312
-2.07345,-1.5708,0.0298857
-2.07345,-1.44513,0.0261214
-2.07345,-1.31947,0.0243609
-2.07345,-1.19381,0.0213408
-2.07345,-1.06814,0.0190793
-2.07345,-0.942478,0.0178484
-2.07345,-0.816814,0.0164744
-2.07345,-0.69115,0.0159162
-2.07345,-0.565487,0.0138551
-2.07345,-0.439823,0.0122806
-2.07345,-0.314159,0.0125383
-2.07345,-0.188496,0.0124238
-2.07345,-0.0628319,0.0128675
-2.07345,0.0628319,0.0133112
-2.07345,0.188496,0.0126528
-2.07345,0.314159,0.0133827
-2.07345,0.439823,0.0128532
-2.07345,0.565487,0.0142988
-2.07345,0.69115,0.017462
-2.07345,0.816814,0.0175765
-2.07345,0.942478,0.0162883
-2.07345,1.06814,0.016961
-2.07345,1.19381,0.0190364
-2.07345,1.31947,0.0223141
-2.07345,1.44513,0.0245469
-2.07345,1.5708,0.0296997
-2.07345,1.69646,0.0308018
-2.07345,1.82212,0.0314172
-2.07345,1.94779,0.0319897
-2.07345,2.07345,0.0372999
-2.07345,2.19911,0.0423095
-2.07345,2.32478,0.0439125
-2.07345,2.45044,0.0478343
-2.07345,2.57611,0.0519422
-2.07345,2.70177,0.0557208
-2.07345,2.82743,0.0586121
-2.07345,2.9531,0.0607304
-2.07345,3.07876,0.0566083
-1.94779,-3.07876,0.0562647
-1.94779,-2.9531,0.0561645
-1.94779,-2.82743,0.0531874
-1.94779,-2.70177,0.0505395
-1.94779,-2.57611,0.0510405
-1.94779,-2.45044,0.0505538
-1.94779,-2.32478,0.0441416
-1.94779,-2.19911,0.0402627
-1.94779,-2.07345,0.0360547
-1.94779,-1.94779,0.0329201
-1.94779,-1.82212,0.0324907
-1.94779,-1.69646,0.0296853
-1.94779,-1.5708,0.0277817
-1.94779,-1.44513,0.0225431
-1.94779,-1.31947,0.0201099
-1.94779,-1.19381,0.0209687
-1.94779,-1.06814,0.0179629
-1.94779,-0.942478,0.0169753
-1.94779,-0.816814,0.0163599
-1.94779,-0.69115,0.0149572
-1.94779,-0.565487,0.0130392
-1.94779,-0.439823,0.0116222
-1.94779,-0.314159,0.0114791
-1.94779,-0.188496,0.0117797
-1.94779,-0.0628319,0.011794
-1.94779,0.0628319,0.0120659
-1.94779,0.188496,0.0120946
-1.94779,0.314159,0.0126098
-1.94779,0.439823,0.0138837
-1.94779,0.565487,0.0133541
-1.94779,0.69115,0.0153007
-1.94779,0.816814,0.0147425
-1.94779,0.942478,0.0152148
-1.94779,1.06814,0.0168465
-1.94779,1.19381,0.017233
-1.94779,1.31947,0.0196519
-1.94779,1.44513,0.0216271
-1.94779,1.5708,0.0244897
-1.94779,1.69646,0.0275956
-1.94779,1.82212,0.0297569
-1.94779,1.94779,0.0311166
-1.94779,2.07345,0.0339363
-1.94779,2.19911,0.0382016
-1.94779,2.32478,0.0421091
-1.94779,2.45044,0.0448572
-1.94779,2.57611,0.0472475
-1.94779,2.70177,0.0478773
-1.94779,2.82743,0.0516273
-1.94779,2.9531,0.0561645
-1.94779,3.07876,0.0565224
-1.82212,-3.07876,0.0489937
-1.82212,-2.9531,0.0500958
-1.82212,-2.82743,0.0475624
-1.82212,-2.70177,0.0473334
-1.82212,-2.57611,0.0464746
-1.82212,-2.45044,0.0430824
-1.82212,-2.32478,0.0400051
-1.82212,-2.19911,0.0358257
-1.82212,-2.07345,0.0313743
-1.82212,-1.94779,0.0317035
-1.82212,-1.82212,0.0279821
-1.82212,-1.69646,0.0252626
-1.82212,-1.5708,0.024776
-1.82212,-1.44513,0.0215984
-1.82212,-1.31947,0.0192082
-1.82212,-1.19381,0.0190078
-1.82212,-1.06814,0.0153723
-1.82212,-0.942478,0.0144276
-1.82212,-0.816814,0.0128245
-1.82212,-0.69115,0.0123236
-1.82212,-0.565487,0.0113503
-1.82212,-0.439823,0.0118369
-1.82212,-0.314159,0.0109638
-1.82212,-0.188496,0.0105631
-1.82212,-0.0628319,0.0117797
-1.82212,0.0628319,0.0114362
-1.82212,0.188496,0.0111928
-1.82212,0.314159,0.0110068
-1.82212,0.439823,0.011293
-1.82212,0.565487,0.0132253
-1.82212,0.69115,0.0146995
-1.82212,0.816814,0.0144419
-1.82212,0.942478,0.0154724
-1.82212,1.06814,0.0148284
-1.82212,1.19381,0.0152864
-1.82212,1.31947,0.0167177
-1.82212,1.44513,0.0199524
-1.82212,1.5708,0.022858
-1.82212,1.69646,0.0238885
-1.82212,1.82212,0.0276672
-1.82212,1.94779,0.030129
-1.82212,2.07345,0.0342655
-1.82212,2.19911,0.0349526
-1.82212,2.32478,0.0396616
-1.82212,2.45044,0.042195
-1.82212,2.57611,0.0436692
-1.82212,2.70177,0.0418228
-1.82212,2.82743,0.0432971
-1.82212,2.9531,0.0458878
-1.82212,3.07876,0.0509116
-1.69646,-3.07876,0.0450147
-1.69646,-2.9531,0.0482208
-1.69646,-2.82743,0.0437265
-1.69646,-2.70177,0.0416368
-1.69646,-2.57611,0.0418944
-1.69646,-2.45044,0.0356968
-1.69646,-2.32478,0.0368276
-1.69646,-2.19911,0.0324764
-1.69646,-2.07345,0.0324048
-1.69646,-1.94779,0.0283256
-1.69646,-1.82212,0.0263647
-1.69646,-1.69646,0.0234735
-1.69646,-1.5708,0.0229152
-1.69646,-1.44513,0.020711
-1.69646,-1.31947,0.0164314
-1.69646,-1.19381,0.0135688
-1.69646,-1.06814,0.0140411
-1.69646,-0.942478,0.0127959
-1.69646,-0.816814,0.0113789
-1.69646,-0.69115,0.0109352
-1.69646,-0.565487,0.0109924
-1.69646,-0.439823,0.0102911
-1.69646,-0.314159,0.00933213
-1.69646,-0.188496,0.0100764
-1.69646,-0.0628319,0.00865942
-1.69646,0.0628319,0.00908881
-1.69646,0.188496,0.0102625
-1.69646,0.314159,0.0101623
-1.69646,0.439823,0.00923194
-1.69646,0.565487,0.00916037
-1.69646,0.69115,0.0101194
-1.69646,0.816814,0.0126385
-1.69646,0.942478,0.012753
-1.69646,1.06814,0.014127
-1.69646,1.19381,0.0149429
-1.69646,1.31947,0.0167606
-1.69646,1.44513,0.0180059
-1.69646,1.5708,0.0190364
-1.69646,1.69646,0.0210116
-1.69646,1.82212,0.0247616
-1.69646,1.94779,0.0264935
-1.69646,2.07345,0.0308733
-1.69646,2.19911,0.0308304
-1.69646,2.32478,0.0353104
-1.69646,2.45044,0.0372426
-1.69646,2.57611,0.0391892
-1.69646,2.70177,0.0397045
-1.69646,2.82743,0.0376434
-1.69646,2.9531,0.0398763
-1.69646,3.07876,0.0451148
-1.5708,-3.07876,0.0411931
-1.5708,-2.9531,0.0413648
-1.5708,-2.82743,0.0398619
-1.5708,-2.70177,0.0398047
-1.5708,-2.57611,0.0392322
-1.5708,-2.45044,0.0354678
-1.5708,-2.32478,0.0333781
-1.5708,-2.19911,0.0303581
-1.5708,-2.07345,0.0292559
-1.5708,-1.94779,0.0245326
-1.5708,-1.82212,0.0226433
-1.5708,-1.69646,0.0210689
-1.5708,-1.5708,0.0204391
-1.5708,-1.44513,0.0195374
-1.5708,-1.31947,0.0180488
-1.5708,-1.19381,0.0144419
-1.5708,-1.06814,0.0134543
-1.5708,-0.942478,0.0118942
-1.5708,-0.816814,0.0108636
-1.5708,-0.69115,0.0104342
-1.5708,-0.565487,0.0101337
-1.5708,-0.439823,0.00913175
-1.5708,-0.314159,0.00958977
-1.5708,-0.188496,0.00986172
-1.5708,-0.0628319,0.00865942
-1.5708,0.0628319,0.00827296
-1.5708,0.188496,0.0103197
-1.5708,0.314159,0.0108493
-1.5708,0.439823,0.00979015
-1.5708,0.565487,0.00916037
-1.5708,0.69115,0.00938938
-1.5708,0.816814,0.0107921
-1.5708,0.942478,0.0123522
-1.5708,1.06814,0.0147139
-1.5708,1.19381,0.0134543
-1.5708,1.31947,0.0146566
-1.5708,1.44513,0.0168751
-1.5708,1.5708,0.0187788
-1.5708,1.69646,0.0198666
-1.5708,1.82212,0.0196662
-1.5708,1.94779,0.0206681
-1.5708,2.07345,0.0276386
-1.5708,2.19911,0.0304296
-1.5708,2.32478,0.0339506
-1.5708,2.45044,0.0337073
-1.5708,2.57611,0.0361119
-1.5708,2.70177,0.0346377
-1.5708,2.82743,0.0366558
-1.5708,2.9531,0.0358686
-1.5708,3.07876,0.0390747
-1.44513,-3.07876,0.0358972
-1.44513,-2.9531,0.0369134
-1.44513,-2.82743,0.0374144
-1.44513,-2.70177,0.0350814
-1.44513,-2.57611,0.0321758
-1.44513,-2.45044,0.031088
-1.44513,-2.32478,0.0304153
-1.44513,-2.19911,0.0283685
-1.44513,-2.07345,0.026608
-1.44513,-1.94779,0.0247903
-1.44513,-1.82212,0.022128
-1.44513,-1.69646,0.0213551
-1.44513,-1.5708,0.018607
-1.44513,-1.44513,0.0179057
-1.44513,-1.31947,0.0134257
-1.44513,-1.19381,0.0130535
-1.44513,-1.06814,0.0121661
-1.44513,-0.942478,0.00970427
-1.44513,-0.816814,0.00970427
-1.44513,-0.69115,0.00921763
-1.44513,-0.565487,0.00997622
-1.44513,-0.439823,0.00874529
-1.44513,-0.314159,0.00863079
-1.44513,-0.188496,0.0086451
-1.44513,-0.0628319,0.00791514
-1.44513,0.0628319,0.0074428
-1.44513,0.188496,0.00843041
-1.44513,0.314159,0.00877392
-1.44513,0.439823,0.00709929
-1.44513,0.565487,0.00883117
-1.44513,0.69115,0.00788651
-1.44513,0.816814,0.0089743
-1.44513,0.942478,0.0106346
-1.44513,1.06814,0.0124238
-1.44513,1.19381,0.012939
-1.44513,1.31947,0.0152864
-1.44513,1.44513,0.01417
-1.44513,1.5708,0.0161738
-1.44513,1.69646,0.0183064
-1.44513,1.82212,0.0192082
-1.44513,1.94779,0.0225145
-1.44513,2.07345,0.0262502
-1.44513,2.19911,0.0277817
-1.44513,2.32478,0.0298142
-1.44513,2.45044,0.0331777
-1.44513,2.57611,0.032276
-1.44513,2.70177,0.0344802
-1.44513,2.82743,0.0328485
-1.44513,2.9531,0.0347092
-1.44513,3.07876,0.0377579
-1.31947,-3.07876,0.0332207
-1.31947,-2.9531,0.0344516
-1.31947,-2.82743,0.0355108
-1.31947,-2.70177,0.0326052
-1.31947,-2.57611,0.0296281
-1.31947,-2.45044,0.0286405
-1.31947,-2.32478,0.0268943
-1.31947,-2.19911,0.024504
-1.31947,-2.07345,0.025692
-1.31947,-1.94779,0.0234162
-1.31947,-1.82212,0.0216843
-1.31947,-1.69646,0.0192797
-1.31947,-1.5708,0.015544
-1.31947,-1.44513,0.0152291
-1.31947,-1.31947,0.0113073
-1.31947,-1.19381,0.0104915
-1.31947,-1.06814,0.0107921
-1.31947,-0.942478,0.0104056
-1.31947,-0.816814,0.0100764
-1.31947,-0.69115,0.00877392
-1.31947,-0.565487,0.00926057
-1.31947,-0.439823,0.00920331
-1.31947,-0.314159,0.00721379
-1.31947,-0.188496,0.00707066
-1.31947,-0.0628319,0.0067844
-1.31947,0.0628319,0.00760025
-1.31947,0.188496,0.00771475
-1.31947,0.314159,0.00814415
-1.31947,0.439823,0.00656971
-1.31947,0.565487,0.00747143
-1.31947,0.69115,0.00845903
-1.31947,0.816814,0.00950389
-1.31947,0.942478,0.0104342
-1.31947,1.06814,0.0105917
-1.31947,1.19381,0.0115793
-1.31947,1.31947,0.0129104
-1.31947,1.44513,0.0131967
-1.31947,1.5708,0.0148999
-1.31947,1.69646,0.0170612
-1.31947,1.82212,0.0186643
-1.31947,1.94779,0.0205822
-1.31947,2.07345,0.022586
-1.31947,2.19911,0.0248761
-1.31947,2.32478,0.0268943
-1.31947,2.45044,0.0291271
-1.31947,2.57611,0.0289124
-1.31947,2.70177,0.0298714
-1.31947,2.82743,0.0324764
-1.31947,2.9531,0.0344087
-1.31947,3.07876,0.0321901
-1.19381,-3.07876,0.0297712
-1.19381,-2.9531,0.0309592
-1.19381,-2.82743,0.0313743
-1.19381,-2.70177,0.029213
-1.19381,-2.57611,0.0263933
-1.19381,-2.45044,0.025005
-1.19381,-2.32478,0.0233876
-1.19381,-2.19911,0.0227721
-1.19381,-2.07345,0.0234735
-1.19381,-1.94779,0.0197377
-1.19381,-1.82212,0.0198093
-1.19381,-1.69646,0.0163026
-1.19381,-1.5708,0.0143417
-1.19381,-1.44513,0.0119085
-1.19381,-1.31947,0.0106632
-1.19381,-1.19381,0.0105058
-1.19381,-1.06814,0.00947526
-1.19381,-0.942478,0.00893137
-1.19381,-0.816814,0.00887411
-1.19381,-0.69115,0.00745712
-1.19381,-0.565487,0.00745712
-1.19381,-0.439823,0.00671284
-1.19381,-0.314159,0.00593993
-1.19381,-0.188496,0.00712792
-1.19381,-0.0628319,0.00748574
-1.19381,0.0628319,0.00636932
-1.19381,0.188496,0.00702772
-1.19381,0.314159,0.00801533
-1.19381,0.439823,0.00751437
-1.19381,0.565487,0.00562504
-1.19381,0.69115,0.00804395
-1.19381,0.816814,0.00906018
-1.19381,0.942478,0.00944664
-1.19381,1.06814,0.00927488
-1.19381,1.19381,0.00926057
-1.19381,1.31947,0.0106203
-1.19381,1.44513,0.0136547
-1.19381,1.5708,0.0145421
