theta1,theta3,density
-3.03687,-3.03687,0.0922612
-3.03687,-2.82743,0.0839487
-3.03687,-2.61799,0.077982
-3.03687,-2.40855,0.0725344
-3.03687,-2.19911,0.0670107
-3.03687,-1.98968,0.0566627
-3.03687,-1.78024,0.0494521
-3.03687,-1.5708,0.0436145
-3.03687,-1.36136,0.0341363
-3.03687,-1.15192,0.0290383
-3.03687,-0.942478,0.0259142
-3.03687,-0.733038,0.0237843
-3.03687,-0.523599,0.0208226
-3.03687,-0.314159,0.0196213
-3.03687,-0.10472,0.0175057
-3.03687,0.10472,0.0193313
-3.03687,0.314159,0.0205842
-3.03687,0.523599,0.0208704
-3.03687,0.733038,0.0213802
-3.03687,0.942478,0.0259199
-3.03687,1.15192,0.0303666
-3.03687,1.36136,0.0354126
-3.03687,1.5708,0.0390701
-3.03687,1.78024,0.0496626
-3.03687,1.98968,0.0555774
-3.03687,2.19911,0.0628051
-3.03687,2.40855,0.0725318
-3.03687,2.61799,0.0801139
-3.03687,2.82743,0.0821707
-3.03687,3.03687,0.0890115
-2.82743,-3.03687,0.0867021
-2.82743,-2.82743,0.0823206
-2.82743,-2.61799,0.0750851
-2.82743,-2.40855,0.0688474
-2.82743,-2.19911,0.0604661
-2.82743,-1.98968,0.0551291
-2.82743,-1.78024,0.0467403
-2.82743,-1.5708,0.0410296
-2.82743,-1.36136,0.0326812
-2.82743,-1.15192,0.0279637
-2.82743,-0.942478,0.0238891
-2.82743,-0.733038,0.0232131
-2.82743,-0.523599,0.0215595
-2.82743,-0.314159,0.0195749
-2.82743,-0.10472,0.0186575
-2.82743,0.10472,0.017354
-2.82743,0.314159,0.0178916
-2.82743,0.523599,0.0200986
-2.82743,0.733038,0.0223069
-2.82743,0.942478,0.0252387
-2.82743,1.15192,0.0284086
-2.82743,1.36136,0.0328977
-2.82743,1.5708,0.0386115
-2.82743,1.78024,0.047816
-2.82743,1.98968,0.0562825
-2.82743,2.19911,0.0602949
-2.82743,2.40855,0.0672146
-2.82743,2.61799,0.0773178
-2.82743,2.82743,0.0805564
-2.82743,3.03687,0.0826558
-2.61799,-3.03687,0.0777598
-2.61799,-2.82743,0.0730216
-2.61799,-2.61799,0.0695671
-2.61799,-2.40855,0.0660666
-2.61799,-2.19911,0.0604077
-2.61799,-1.98968,0.0520489
-2.61799,-1.78024,0.0415896
-2.61799,-1.5708,0.0369151
-2.61799,-1.36136,0.0321383
-2.61799,-1.15192,0.0283918
-2.61799,-0.942478,0.0232628
-2.61799,-0.733038,0.0202928
-2.61799,-0.523599,0.0192958
-2.61799,-0.314159,0.0183118
-2.61799,-0.10472,0.0172142
-2.61799,0.10472,0.0177264
-2.61799,0.314159,0.0174397
-2.61799,0.523599,0.0192503
-2.61799,0.733038,0.0207526
-2.61799,0.942478,0.0247686
-2.61799,1.15192,0.0284737
-2.61799,1.36136,0.0346917
-2.61799,1.5708,0.0363768
-2.61799,1.78024,0.0436973
-2.61799,1.98968,0.0516574
-2.61799,2.19911,0.0599613
-2.61799,2.40855,0.0658524
-2.61799,2.61799,0.0680364
-2.61799,2.82743,0.0727008
-2.61799,3.03687,0.0757943
-2.40855,-3.03687,0.0724787
-2.40855,-2.82743,0.066683
-2.40855,-2.61799,0.0689166
-2.40855,-2.40855,0.0617684
-2.40855,-2.19911,0.0557748
-2.40855,-1.98968,0.0472448
-2.40855,-1.78024,0.0383098
-2.40855,-1.5708,0.034142
-2.40855,-1.36136,0.0309927
-2.40855,-1.15192,0.0267258
-2.40855,-0.942478,0.0208959
-2.40855,-0.733038,0.0188149
-2.40855,-0.523599,0.0170391
-2.40855,-0.314159,0.0170689
-2.40855,-0.10472,0.0166709
-2.40855,0.10472,0.0165075
-2.40855,0.314159,0.0179876
-2.40855,0.523599,0.0188255
-2.40855,0.733038,0.0193308
-2.40855,0.942478,0.0214421
-2.40855,1.15192,0.0256817
-2.40855,1.36136,0.0308784
-2.40855,1.5708,0.0359964
-2.40855,1.78024,0.0395093
-2.40855,1.98968,0.0452929
-2.40855,2.19911,0.0509825
-2.40855,2.40855,0.0617004
