model_version,coordinates,energy_convention,n,T1,Tn,gamma,dt,burnin,block_time,blocks_per_stream,batches,lanes,n_streams,n_blocks,bond,seed,threads,mean_q_left_rate,mean_q_right_rate,mean_energy_drift_rate,mean_entropy_rate,mean_action_current,mean_energy_balance_error_rate,rms_energy_balance_error_rate,midpoint_failure_count,midpoint_failure_rate,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate,elapsed_seconds
gibbs-cartesian-entropy-ft-n3-endpoints-v1,cartesian+reduced-endpoints,E=H/2,3,10,2,0.10000000000000001,0.00050000000000000001,500,20,7813,8,16,128,1000064,1,2026083133,8,6.2209094305550554,-6.2209113799123346,-1.2409081415279654e-06,2.4883647469008188,1.2522831988650356,-7.084495104044687e-07,1.4869135689490981e-05,0,0,5.3972691638491961,7.0809593019758896e-07,1538.8626618329999
