stream_id,time,energy
0,50,5.7845236301273708
0,100,7.0180045888117544
0,150,4.376644031387297
0,200,3.3203533788751538
0,250,11.399890601225511
0,300,14.116289757147607
0,350,3.6069118910549944
0,400,4.1532255295721736
0,450,15.678954290478565
0,500,9.8301443771987778
1,50,7.7592314264029012
1,100,4.255498022951949
1,150,11.129599295179364
1,200,4.8298416366350096
1,250,16.479421031741886
1,300,5.6511908320514141
1,350,21.763589647969148
1,400,5.6649199179159506
1,450,8.5542339311796098
1,500,13.107925663252015
2,50,5.3764429992115028
2,100,2.3899494158880521
2,150,20.335095123757434
2,200,4.6668687808513267
2,250,22.349398066909302
2,300,2.4711726379682157
2,350,7.7258647133024692
2,400,9.3381048618027123
2,450,3.1717970271248639
2,500,17.247311283903841
3,50,9.1155849251964138
3,100,7.2700141722442373
3,150,8.2252477786795914
3,200,0.31923345932226699
3,250,1.0908355886609129
3,300,9.0697649981659971
3,350,6.5629685783493787
3,400,3.1101946111209302
3,450,15.87455521039934
3,500,9.5842115076126149
4,50,2.6425384856787284
4,100,33.114052214836995
4,150,7.6157588160667906
4,200,14.94198736802959
4,250,4.0916024104480595
4,300,10.116388108085355
4,350,5.4426038998035562
4,400,21.967675805873217
4,450,23.511022591150017
4,500,21.853910700166036
5,50,15.783847828043054
5,100,2.9631858923132341
5,150,3.383853001715559
5,200,7.6789629247307234
5,250,9.240974259746606
5,300,13.866862764126298
5,350,20.285941952525356
5,400,5.5854714858710448
5,450,3.3521286783816588
5,500,1.2790132330727924
6,50,3.5268979782422756
6,100,3.9310674924154498
6,150,2.2700587486016897
6,200,1.1525998410941518
6,250,25.564404405962225
6,300,1.149716794956543
6,350,8.2401207513389885
6,400,5.0331972804485181
6,450,3.1283913317316756
6,500,16.139393562393476
7,50,0.53145547019456219
7,100,6.7125755257245823
7,150,1.4000905665321353
7,200,16.411896992480241
7,250,6.1522320958062409
7,300,9.3723464285190143
7,350,1.0846835459828519
7,400,2.8627386813895308
