# mode_index   <I_j>
# total_samples=1013760512
0 0.349557
1 0.335712
2 0.339431
3 0.341054
4 0.342182
5 0.343302
6 0.344359
7 0.345345
8 0.346277
9 0.347141
10 0.347999
11 0.348967
12 0.349752
13 0.350485
14 0.35113
15 0.351652
16 0.35222
17 0.352727
18 0.353281
19 0.353707
20 0.354082
21 0.354374
22 0.35462
23 0.354783
24 0.354944
25 0.354899
26 0.354787
27 0.354618
28 0.354359
29 0.354155
30 0.353785
31 0.35333
32 0.352801
33 0.352315
34 0.351719
35 0.351081
36 0.35041
37 0.349701
38 0.348819
39 0.348037
40 0.347211
41 0.346276
42 0.345312
43 0.344335
44 0.343284
45 0.342207
46 0.341183
47 0.339486
48 0.33576
49 0.349573
