# mode_index   <I_j>
# total_samples=1013760000
0 0.638517
1 0.593826
2 0.590721
3 0.584605
4 0.578013
5 0.571342
6 0.564319
7 0.557069
8 0.549747
9 0.542242
10 0.534255
11 0.526048
12 0.517604
13 0.509055
14 0.500164
15 0.49087
16 0.481296
17 0.471323
18 0.46108
19 0.450289
20 0.439042
21 0.427215
22 0.414235
23 0.401953
24 0.333478
