# mode_index   <I_j>
# total_samples=1013760512
0 0.357151
1 0.322041
2 0.327341
3 0.32845
4 0.328883
5 0.329369
6 0.32965
7 0.329856
8 0.33007
9 0.330363
10 0.33058
11 0.330817
12 0.330849
13 0.331014
14 0.331009
15 0.331133
16 0.331152
17 0.331043
18 0.330952
19 0.330853
20 0.330733
21 0.330608
22 0.330307
23 0.329997
24 0.329629
25 0.329147
26 0.32884
27 0.32821
28 0.327713
29 0.327122
30 0.326331
31 0.325461
32 0.324725
33 0.323975
34 0.32319
35 0.322307
36 0.321288
37 0.319987
38 0.318788
39 0.317627
40 0.31649
41 0.31522
42 0.313917
43 0.31251
44 0.311243
45 0.30985
46 0.30836
47 0.306895
48 0.305272
49 0.30369
50 0.302064
51 0.3001
52 0.298321
53 0.29662
54 0.294768
55 0.293043
56 0.29118
57 0.28913
58 0.287243
59 0.285357
60 0.283416
61 0.281264
62 0.279145
63 0.277027
64 0.274863
65 0.272717
66 0.270382
67 0.267902
68 0.265581
69 0.263145
70 0.260751
71 0.258185
72 0.255585
73 0.25308
74 0.250571
75 0.248
76 0.245278
77 0.242519
78 0.239677
79 0.237149
80 0.234436
81 0.231471
82 0.228334
83 0.225305
84 0.222255
85 0.219276
86 0.216102
87 0.212809
88 0.209569
89 0.206359
90 0.20301
91 0.199665
92 0.196256
93 0.192772
94 0.189347
95 0.185823
96 0.182102
97 0.177151
98 0.160869
99 0.07184
