# mode_index   <I_j>
# total_samples=202752000
0 0.358353
1 0.329589
2 0.332196
3 0.332174
4 0.332079
5 0.331749
6 0.331749
7 0.331545
8 0.331369
9 0.330963
10 0.330608
11 0.330405
12 0.32996
13 0.329723
14 0.329123
15 0.328364
16 0.327986
17 0.327448
18 0.327123
19 0.326644
20 0.325765
21 0.325275
22 0.32471
23 0.324222
24 0.323764
25 0.323293
26 0.3228
27 0.322005
28 0.321495
29 0.320969
30 0.320226
31 0.319421
32 0.318154
33 0.317155
34 0.316366
35 0.315663
36 0.314319
37 0.313457
38 0.312398
39 0.311618
40 0.310457
41 0.309326
42 0.308222
43 0.307077
44 0.305742
45 0.304769
46 0.30344
47 0.301933
48 0.300647
49 0.29936
50 0.297884
51 0.296261
52 0.294911
53 0.293293
54 0.291416
55 0.289183
56 0.287097
57 0.285706
58 0.283966
59 0.281863
60 0.280207
61 0.278708
62 0.277168
63 0.275215
64 0.273101
65 0.270804
66 0.268692
67 0.266588
68 0.264407
69 0.261974
70 0.259771
71 0.25759
72 0.255109
73 0.252629
74 0.249718
75 0.247165
76 0.245062
77 0.242781
78 0.240026
79 0.237338
80 0.234794
81 0.231844
82 0.229267
83 0.226439
84 0.223557
85 0.220566
86 0.217839
87 0.214743
88 0.211659
89 0.208191
90 0.205094
91 0.202217
92 0.198988
93 0.195896
94 0.192779
95 0.189386
96 0.185761
97 0.181424
98 0.168329
99 0.0721028
