model_version,mode,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,observable_left_heat_coefficient,observable_right_heat_coefficient,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,mean_population_observable_rate,mean_log_likelihood_ratio_rate,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_root_weight_ess,resampling_events,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v2,controlled_exact,10,2,0.10000000000000001,20,1024,500,60,2,0.00025000000000000001,0.40000000000000002,0.10000000000000001,0.5,1,0,-0.40000000000000002,91005,5,10,30,-0.086386522743763058,0.59506574153096814,0.11003350269594396,0.57565327730767535,-0.21407546182920098,531.59432155743218,492.28920187793426,20.262338164251208,20.262338164251208,30,629,55,0,5.0042595860072545,-5.3699368772069362e-08
