event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_observable_rate,tilted_mean_observable_rate,population_mean_action_current,population_mean_potential_rate,population_mean_log_likelihood_ratio_rate,weight_ess,max_weight_fraction,resampled,unique_parents,parent_count_ess,unique_roots,root_count_ess,root_weight_ess
1,2,-0.087403753255298255,-0.087403753255298255,-0.043701876627649128,0.38904073806293993,-0.34978933598999484,0.41999967393278709,-0.21031960160771188,0.12032071399358278,0,-0.20811707803266002,603.42766519244401,0.00477001060813539,1,684,551.3017875920084,684,551.3017875920084,551.3017875920084
2,4,-0.18023350714898001,-0.26763726040427827,-0.066909315101069566,0.42523917901239056,-0.37656084600574763,0.46389224615718228,-0.16421318274844859,0.11367109568243344,0,-0.23472768998658963,590.28795159948311,0.0045204252917501334,1,684,557.16046758767266,507,370.25988700564972,370.25988700564972
3,6,-0.20101355589151026,-0.46865081629578853,-0.078108469382631426,0.59529247658447937,-0.30897390396707058,0.56048147190195108,-0.14673653455765542,0.18092003511068358,0,-0.22529096729861617,564.6526089070328,0.0066374946310816712,1,658,522.71984047856427,405,276.81520591341075,276.81520591341075
4,8,-0.21860325449454088,-0.68725407079032941,-0.085906758848791176,0.70600408233670853,-0.20421964357558153,0.6165451751348382,-0.13908567256993884,0.072299168490930196,0,-0.22273363697647783,575.7009547013497,0.0060222204406638735,1,662,530.65587044534414,336,202.74091260634185,202.74091260634185
5,10,-0.14031810730951744,-0.82757217809984684,-0.082757217809984684,0.48282503901167434,-0.31755058708260003,0.51255492835103744,-0.15834740874393918,0.14736007899442238,0,-0.19055449184998757,576.91310308709035,0.0048499806351352077,1,665,536.63050153531219,275,148.86087450312323,148.86087450312323
6,12,-0.20227283624806436,-1.0298450143479112,-0.085820417862325929,0.63169427633782227,-0.26318630056010017,0.60347421283412506,-0.1175611419551784,0.14544205068527141,0,-0.20833489914277833,563.77397009965171,0.0048747683751616732,1,646,513.50440744368268,226,126.45634346357936,126.45634346357936
7,14,-0.20007481423129736,-1.2299198285792086,-0.087851416327086332,0.56936273210464183,-0.25018178478241704,0.58048324296024267,-0.10807622503556845,0.12489070622832653,0,-0.20848019070933088,562.72791725534807,0.0067904771899020347,1,665,521.67960199004972,198,109.50041771094402,109.50041771094402
8,16,-0.18161817348257703,-1.4115380020617856,-0.088221125128861599,0.54557928742464923,-0.28164071308064254,0.54501567656508021,-0.13158326679834895,0.088691895798378953,0,-0.19195284551860442,582.25450655909867,0.0040830090368783531,1,668,537.73128205128205,174,102.18047164295459,102.18047164295459
9,18,-0.24816983822637084,-1.6597078402881564,-0.092205991127119802,0.6353477415737262,-0.11413442663086942,0.60741216604149639,-0.077099821524951484,0.10919510585803363,0,-0.22176914136404308,568.65485377150128,0.0052933800320334864,1,663,527.98388721047331,160,88.05643265031911,88.05643265031911
10,20,-0.1104471208204858,-1.7701549611086422,-0.088507748055432114,0.38459140385284613,-0.269569974235912,0.40769629451820688,-0.13305437004482984,0.17557063449755936,0,-0.20305277142272324,588.67850175332535,0.0044560044616179188,1,679,543.86721991701245,144,80.007324889363645,80.007324889363645
