theta1,theta3,diff
1.5708,-2.40855,-4.46803e-05
1.5708,-2.19911,7.30882e-05
1.5708,-1.98968,0.000384396
1.5708,-1.78024,0.000301831
1.5708,-1.5708,-0.00012283
1.5708,-1.36136,0.000184846
1.5708,-1.15192,1.77312e-05
1.5708,-0.942478,0.000105061
1.5708,-0.733038,0.00031524
1.5708,-0.523599,0.000477804
1.5708,-0.314159,0.000263739
1.5708,-0.10472,0.000274939
1.5708,0.10472,0.00039472
1.5708,0.314159,0.000382288
1.5708,0.523599,0.000718015
1.5708,0.733038,0.000432743
1.5708,0.942478,0.000485844
1.5708,1.15192,0.000823313
1.5708,1.36136,0.000538227
1.5708,1.5708,0.000757329
1.5708,1.78024,0.00101773
1.5708,1.98968,0.00060464
1.5708,2.19911,0.000443124
1.5708,2.40855,-7.75794e-05
1.5708,2.61799,-0.000423375
1.5708,2.82743,-0.000946004
1.5708,3.03687,-0.000875419
1.78024,-3.03687,-0.0010465
1.78024,-2.82743,-0.00119261
1.78024,-2.61799,-0.00102828
1.78024,-2.40855,-0.000370101
1.78024,-2.19911,-0.000164388
1.78024,-1.98968,0.0003409
1.78024,-1.78024,0.000287208
1.78024,-1.5708,-0.000156228
1.78024,-1.36136,-0.000182381
1.78024,-1.15192,0.000129416
1.78024,-0.942478,0.0002917
1.78024,-0.733038,0.000436426
1.78024,-0.523599,0.00029082
1.78024,-0.314159,0.000506904
1.78024,-0.10472,7.8966e-05
1.78024,0.10472,0.000349961
1.78024,0.314159,0.000157484
1.78024,0.523599,0.000512414
1.78024,0.733038,0.000559405
1.78024,0.942478,0.00055946
1.78024,1.15192,0.000618929
1.78024,1.36136,0.000576013
1.78024,1.5708,0.00115733
1.78024,1.78024,0.000863022
1.78024,1.98968,0.00108796
1.78024,2.19911,0.00057379
1.78024,2.40855,0.000292974
1.78024,2.61799,-0.000217811
1.78024,2.82743,-0.00138179
1.78024,3.03687,-0.0010925
1.98968,-3.03687,-0.00218259
1.98968,-2.82743,-0.00217215
1.98968,-2.61799,-0.00102042
1.98968,-2.40855,-0.00113585
1.98968,-2.19911,-0.000583636
1.98968,-1.98968,-3.29709e-05
1.98968,-1.78024,-0.000185609
1.98968,-1.5708,-7.05159e-05
1.98968,-1.36136,-0.000206368
1.98968,-1.15192,0.000116745
1.98968,-0.942478,0.000607729
1.98968,-0.733038,0.000240745
1.98968,-0.523599,0.000329353
1.98968,-0.314159,0.000143152
1.98968,-0.10472,0.000277383
1.98968,0.10472,0.000440029
1.98968,0.314159,0.000512921
1.98968,0.523599,0.00048992
1.98968,0.733038,0.000202534
1.98968,0.942478,0.000300612
1.98968,1.15192,0.000133132
1.98968,1.36136,0.000516016
1.98968,1.5708,0.000889837
1.98968,1.78024,0.00108123
1.98968,1.98968,0.00108537
1.98968,2.19911,0.000486154
1.98968,2.40855,0.000416378
1.98968,2.61799,-0.000347289
1.98968,2.82743,-0.00102906
1.98968,3.03687,-0.00134642
2.19911,-3.03687,-0.00248197
2.19911,-2.82743,-0.00251063
2.19911,-2.61799,-0.00177259
2.19911,-2.40855,-0.00203441
2.19911,-2.19911,-0.00136573
2.19911,-1.98968,-0.00113216
2.19911,-1.78024,-0.000371654
2.19911,-1.5708,-0.000124779
2.19911,-1.36136,1.75568e-05
2.19911,-1.15192,0.00033044
2.19911,-0.942478,0.000196902
2.19911,-0.733038,0.000259228
2.19911,-0.523599,-1.81032e-05
2.19911,-0.314159,0.000301375
2.19911,-0.10472,0.000359977
2.19911,0.10472,0.000396961
2.19911,0.314159,0.000316444
2.19911,0.523599,0.000244958
2.19911,0.733038,5.22579e-05
2.19911,0.942478,0.000120261
2.19911,1.15192,0.000295918
