# bc_label=BC2
# b_I=2*gamma*(2*T-F)
# b_phi=0
# sigma_I=2*sqrt(2*gamma*T*I)
# sigma_phi=sqrt(2*gamma*T/I)
# n=50 T1=6 Tn=6 gamma=0.1 dt_max=0.0005 burnin=8000 measure=2000 seeds=2026211000;2026211001 samples=512 nonfinite_trajectories=0 discarded_trajectories=0 projection_count=25329850
j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta
1,0.3504676159441027,0.0003732309130048124,0.002077936960067899,0.00022225606185491883
2,0.3420987552484565,0.0007291346517732445,0.004787224854598324,0.0005498866210643877
3,0.3433880509585186,0.0007742008879628572,0.005145094614677043,0.0005511983674470164
4,0.3436601476000073,0.0007639116439974666,0.005230511005393016,0.0005286721882180868
5,0.3442038694969961,0.0007678561230673658,0.004071442721518256,0.0005437605436048273
6,0.3457817270063401,0.0007804076687952903,0.004253693492265236,0.0005619253277354294
7,0.3455535272034703,0.0008049798470362434,0.0038685812242099755,0.0005667161306866946
8,0.34497282355969733,0.0008023867451107247,0.0038155021420388778,0.0005916902563632281
9,0.345852580057711,0.000830705483950276,0.004186115608494199,0.0005547471731594047
10,0.3458813179459941,0.0008359513404248576,0.0034954585196190387,0.0005695344553696192
11,0.346188411815889,0.0008507376676345848,0.0030524507914413664,0.0005402624085479238
12,0.3474098015060267,0.0008380124503800087,0.0028104522029037612,0.0005921160989848642
13,0.3474004270658396,0.000842505581762511,0.003733625613696031,0.0005630922114245905
14,0.3484367153681208,0.0008565970428975728,0.003707233364633265,0.0005845283549237816
15,0.3479738505482928,0.0008521348896325474,0.0031332084457521303,0.000551532947369308
16,0.3481441261185127,0.000885876160529783,0.003127296463493889,0.0005912048594266354
17,0.3476253707989621,0.000846312017714837,0.002126184882087749,0.0005543859660859619
18,0.3468328819151937,0.0008657819222483248,0.0018431154175568114,0.0005927772255405506
19,0.34712521480457614,0.0008692983158247582,0.00044648539615731257,0.0005837905879542693
20,0.3480599839938801,0.0008566515179603768,0.0007190651485481525,0.0005449942589448438
21,0.34839837202802104,0.0008694424413166511,0.0008336533245409791,0.0005647808093637287
22,0.3490262334629648,0.0008964030480998026,0.0004955098780954392,0.0005802509471272852
23,0.34925200792867545,0.0008756781782857453,0.0009060849883017995,0.0005626811529757147
24,0.34939796191880723,0.000894005197637878,0.000196910417071474,0.0005742985601136598
25,0.34927834082117704,0.0008577331817321443,-4.274225763243407e-05,0.0005445074080879873
26,0.3485429891733186,0.0008808280084998054,0.0007500438489048235,0.0005483463804844855
27,0.3482151798887979,0.0008898829231422877,-0.00026981413034004263,0.000558331468242728
28,0.3491705450864009,0.0008744991474088654,-0.000640917194265609,0.0005600680415088085
29,0.3484466773447885,0.0008680490227525734,-0.0025554651188932466,0.0005569459474265514
30,0.34857726517593074,0.0009024477850333099,-0.002649526799762567,0.0005396129704787973
31,0.348289074424874,0.0008739500069722462,-0.0031205364030391543,0.000592598169978111
32,0.34788848660100147,0.0008844201886370433,-0.003272897108340389,0.0005745528521726224
33,0.3480868311853026,0.0008722978065789624,-0.0037129853064192895,0.0005666267211321111
34,0.3480834122336963,0.0008748976697392176,-0.003314788991948192,0.0005469653419373134
35,0.34739162065692064,0.0008643142600111555,-0.00317871742300434,0.0005472294063355553
36,0.3469611178661045,0.0008813232733755179,-0.0028401939083700397,0.0005433864486000969
37,0.34697325643045696,0.0008615891125061314,-0.00245638186777449,0.0005863556538886429
38,0.3473597682463922,0.0008490562572301609,-0.002793550543727651,0.0005629274523376649
39,0.3471991383577805,0.0008775951134997766,-0.002353194425481607,0.000583731888921035
40,0.34711284171338386,0.0008625969930152925,-0.003382794351918776,0.0005749820383185397
41,0.346886859250921,0.0008158934635728064,-0.004147547936676821,0.0005629817452417735
42,0.3465563069707464,0.0007733779594715232,-0.004277821650883703,0.0005706737872936482
43,0.34600292299564694,0.0008342822957556944,-0.004596244599816852,0.0005595537711168315
44,0.3453626736892762,0.0007898897818842026,-0.004523572493769102,0.0005441058172194199
45,0.3449948309030966,0.0007453716738403183,-0.004869351898224115,0.000574124354726539
46,0.3444769805312943,0.0007257796639480428,-0.005744817553387693,0.0005438787667871719
47,0.34405128889170117,0.0007274858316152821,-0.005700491589120182,0.0005335192006452057
48,0.3431540123364806,0.0006895175025878732,-0.0042583109028092115,0.0005303309501069306
49,0.34256939939576464,0.0006525113937590454,-0.0025652219056898455,0.000203110988551933
50,0.3503802281430306,0.0003765580248521737,nan,nan
