observable,lag_index,time,C,SE_C,SNR_C,C_discard_first_quarter,lambda_eff,lambda_ci_low,lambda_ci_high
cos_theta1,299,2.99,0.0020346269372093044,0.0008147048362327669,2.4973792307622893,0.0013623450018079187,-0.76535481502136,-2.6449231677686056,0.24023350160599963
cos_theta1,316,3.16,0.0028854463918143863,0.0008081345228016934,3.570502571540853,0.002346725257440006,-0.7011549881790649,-3.4909630465403727,0.8376297138172231
cos_theta1,335,3.35,0.0024202660096362336,0.0009862320911081242,2.4540531903771634,0.0020947822663362065,-3.153492180380374,-5.122809452600996,0.4915272652889614
cos_theta1,355,3.5500000000000003,0.001358044947034539,0.000907618509839144,1.49627286388774,0.0015362857382294544,-1.112375620808067,-3.694891398125226,0.29077450942877153
cos_theta1,376,3.7600000000000002,0.00017944679888204872,0.0008529528051616962,0.21038303385148088,0.000595320877589872,-2.5509791184386623,-4.868710854261059,0.41265657487482454
cos_theta1,398,3.98,0.0011589699163461907,0.0009228403824663407,1.2558725629764718,0.0015899043605245027,-1.1492030370577953,-3.5993652651802934,1.7095509266302054
cos_theta1,422,4.22,0.0002630333687235755,0.0010361393390520036,0.25385906973113576,0.0006416231852422461,1.6191338229671377,-1.5405036971823893,3.592904026028178
cos_theta1,447,4.47,0.0004717903019995578,0.0008668115703711467,0.5442824232232493,0.0009602412068674179,-0.307465543683648,-2.3969804110992037,1.858029063973366
cos_theta1,473,4.73,0.0008630206226101047,0.0009102869148469269,0.9480753908840154,0.001381707494585349,nan,-3.224318281989067,2.3394348417402
cos_theta1,501,5.01,0.0008443755638177382,0.0008753468801563106,0.9646182364492556,0.0011756644972371526,nan,-3.079414921165851,1.8968407975261394
cos_theta1,531,5.3100000000000005,-1.1095173295509414e-05,0.0009287566860995223,-0.011946264787719109,0.0003772300718807212,nan,-3.0963764841547254,1.1986167457138985
cos_theta1,562,5.62,-0.00017959416792259967,0.0008298975454893947,-0.21640522845105187,-8.740232933792004e-05,nan,-3.9450631720049474,-0.126304466503925
cos_theta1,596,5.96,-0.0003334002913405889,0.0008761272577741625,-0.3805386584907838,-0.000515222803867534,nan,-2.6051531498390013,1.6448760641959355
cos_theta1,631,6.3100000000000005,-0.0019230933346666616,0.00095033120892668,-2.0236032623180242,-0.0023211722809339435,nan,-1.971943780678972,2.2086246452607843
cos_theta1,668,6.68,-0.0005461301031439607,0.0009496904750830967,-0.575061156737594,-0.001057491899456308,nan,-1.1994870792806958,1.2418788430811545
cos_theta1,708,7.08,-0.0005706144753113945,0.0009472750964915747,-0.602374618972652,-0.000454369532063287,nan,nan,nan
cos_theta1,750,7.5,-0.0020540342389674697,0.0009792069378589206,-2.0976508228778554,-0.002203993571925966,nan,nan,nan
cos_theta1,794,7.94,-0.002043852621499938,0.0008535904358614604,-2.3944183716599885,-0.0024632314269163996,nan,-3.0861617553493317,1.3340384223291475
cos_theta1,841,8.41,-0.0025692575966406997,0.00091875449181651,-2.7964571814619457,-0.002205512961191662,nan,-0.8631677753734124,1.2054035224103725
cos_theta1,891,8.91,-0.0019106091401940104,0.0010840867131079498,-1.762413575493899,-0.0016517516499424557,nan,-0.738605104623821,1.5510375612949883
cos_theta1,944,9.44,-0.0002457522992521593,0.0009942052059300423,-0.24718468359081575,0.0002677845993797699,nan,nan,nan
cos_theta1,1000,10.0,0.0002902221194565609,0.0010052802605844374,0.28869772026343693,0.00023170068647256734,nan,nan,nan
sin_theta1,0,0.0,0.4675028565716866,0.0005863490429192551,797.3115369032255,0.467580063284951,nan,nan,nan
sin_theta1,1,0.01,0.4477039988865197,0.0006122930515440556,731.1923559438051,0.4477298745314032,nan,nan,nan
sin_theta1,2,0.02,0.428865818066338,0.0006370144190830761,673.2435015892593,0.42887416146244195,-4.73747778092361,-4.77766692413777,-4.697402232148248
sin_theta1,3,0.03,0.40852018933840006,0.0006696507765326855,610.049601455902,0.4085424764839743,-5.173348353654542,-5.2176594055647545,-5.1303628042694625
sin_theta1,4,0.04,0.38679945237194857,0.0007050274031514632,548.6303803837413,0.38683736744218356,-5.757092365765654,-5.806769971256557,-5.706897240897192
sin_theta1,5,0.05,0.3640161967192013,0.0007438349313417218,489.37765810835566,0.36403704644493606,-6.338141840142188,-6.392138425078141,-6.283739460858123
sin_theta1,6,0.06,0.3406516486655776,0.0007764326625323093,438.73946203467744,0.3406473579014538,-6.899672146142518,-6.956805269855413,-6.840582316892503
sin_theta1,7,0.07,0.31703610477408584,0.0008045382597981602,394.05969935304597,0.31701742033590086,-7.438957914408835,-7.500094545456198,-7.376450521914751
sin_theta1,8,0.08,0.2935122752112282,0.0008254995151516384,355.5571745639512,0.2934825865242203,-7.9636757750334946,-8.031319761301736,-7.897538131308423
