case,observable,time,C,SE_C,damped_fit,real_exponential_fit
driven_dt1e-3,sin_odd_diff,0.71,-0.08160501231038896,0.0015054723262356857,-0.08219211826376574,0.0008981224850856375
driven_dt1e-3,sin_odd_diff,0.72,-0.07898058959126478,0.0014981844020132986,-0.0795559788049957,0.0008099011611753843
driven_dt1e-3,sin_odd_diff,0.73,-0.07628638264213905,0.0014936744786044854,-0.07688118460738513,0.0007303456953432033
driven_dt1e-3,sin_odd_diff,0.74,-0.0736751990167501,0.0014891438783676213,-0.07417737994433403,0.0006586048523899305
driven_dt1e-3,sin_odd_diff,0.75,-0.07098680655104604,0.0014828672073445108,-0.07145365394255275,0.0005939110127673578
driven_dt1e-3,sin_odd_diff,0.76,-0.06828765372250353,0.0014781347973882295,-0.06871855281583755,0.0005355719591290118
driven_dt1e-3,sin_odd_diff,0.77,-0.06550539285694226,0.0014635398193250367,-0.06598009273999046,0.0004829634696766358
driven_dt1e-3,sin_odd_diff,0.78,-0.06281093075542882,0.0014525523605259155,-0.06324577329262802,0.0004355226390519578
driven_dt1e-3,sin_odd_diff,0.79,-0.06016523776935777,0.0014439422296796244,-0.06052259138511865,0.000392741855307982
driven_dt1e-3,sin_odd_diff,0.8,-0.057486736635890684,0.0014446178821229361,-0.05781705561735313,0.0003541633685140166
driven_dt1e-3,sin_odd_diff,0.81,-0.05478299424284712,0.0014476792335105014,-0.055135200989469,0.0003193743928790931
driven_dt1e-3,sin_odd_diff,0.8200000000000001,-0.05213644425400281,0.001451032941599127,-0.05248260390802151,0.00028800268998698637
driven_dt1e-3,sin_odd_diff,0.8300000000000001,-0.04949007738860533,0.0014587585416653704,-0.0498643974274081,0.0002597125858839327
driven_dt1e-3,sin_odd_diff,0.84,-0.04688485148467826,0.0014592646157335148,-0.04728528667060907,0.0002342013794022789
driven_dt1e-3,sin_odd_diff,0.85,-0.04427845444610274,0.0014610976496330604,-0.04474956437649681,0.00021119610328951505
driven_dt1e-3,sin_odd_diff,0.86,-0.04174266445523528,0.001469390556229004,-0.04226112652408912,0.00019045060348710124
driven_dt1e-3,sin_odd_diff,0.87,-0.03927875756546338,0.0014780885277206892,-0.03982348798716895,0.0001717429053076744
driven_dt1e-3,sin_odd_diff,0.88,-0.03692619786878371,0.0014829431356786394,-0.03743979817566708,0.00015487283832901338
driven_dt1e-3,sin_odd_diff,0.89,-0.03467328024472899,0.0014826187753591298,-0.03511285662309801,0.00013965989459136552
driven_dt1e-3,sin_odd_diff,0.9,-0.03246182418460307,0.0014790574980942345,-0.03284512848215052,0.00012594129718107827
driven_dt1e-3,sin_odd_diff,0.91,-0.03036249501223528,0.0014771561573179975,-0.030638759893264235,0.00011357025853457333
driven_dt1e-3,sin_odd_diff,0.92,-0.028257350588886967,0.0014802182644533452,-0.028495593193666343,0.00010241440982670543
driven_dt1e-3,sin_odd_diff,0.93,-0.0261749908089466,0.0014813113177463424,-0.026417181936898525,9.235438463811684e-05
driven_dt1e-3,sin_odd_diff,0.9400000000000001,-0.024161846317825864,0.0014892121348624775,-0.02440480569533373,8.328254174698329e-05
driven_dt1e-3,sin_odd_diff,0.9500000000000001,-0.022241284291814108,0.0015034073948300844,-0.0224594846205611,7.510181337914904e-05
driven_dt1e-3,sin_odd_diff,0.96,-0.020315036232945335,0.0015147719103690692,-0.020581993738808816,6.772466659305395e-05
driven_dt1e-3,sin_odd_diff,0.97,-0.01852858399951581,0.0015296074037194217,-0.01877287696077473,6.107216668637365e-05
driven_dt1e-3,sin_odd_diff,0.98,-0.016781443091390714,0.0015491303021009843,-0.017032460787347624,5.507313260292584e-05
driven_dt1e-3,sin_odd_diff,0.99,-0.015156197116781928,0.0015728677291696302,-0.01536086769472256,4.9663375302782384e-05
driven_dt1e-3,sin_odd_diff,1.0,-0.013672730684102144,0.0015909160553768428,-0.013758029184348968,4.478501094622637e-05
driven_dt2p5e-4,I1_minus_I3,0.05,4.594326323032043,0.032004114612733135,4.523190401234349,5.843457649637272
driven_dt2p5e-4,I1_minus_I3,0.06,4.454361961134471,0.031053210205406793,4.402905882061831,5.3892584840657625
driven_dt2p5e-4,I1_minus_I3,0.07,4.305519809799196,0.030028917507767358,4.270925418387379,4.970363224909774
driven_dt2p5e-4,I1_minus_I3,0.08,4.14943697596185,0.028960439603707748,4.129056565766236,4.584027776841374
driven_dt2p5e-4,I1_minus_I3,0.09,3.9876557526291587,0.027862360196352395,3.9789867605769267,4.227721337052731
driven_dt2p5e-4,I1_minus_I3,0.1,3.821390987417555,0.026747690237051733,3.8222858853657184,3.899109816495649
driven_dt2p5e-4,I1_minus_I3,0.11,3.6520487827105024,0.025642947491905134,3.660409207986923,3.5960405497518506
driven_dt2p5e-4,I1_minus_I3,0.12,3.48074071573187,0.024562749410655838,3.4947006434944643,3.316528193371551
driven_dt2p5e-4,I1_minus_I3,0.13,3.3083936341499673,0.02350876914945251,3.3263962909035762,3.05874172030329
driven_dt2p5e-4,I1_minus_I3,0.14,3.1362112521377545,0.022494312760898222,3.1566282000553443,2.8209924252182548
driven_dt2p5e-4,I1_minus_I3,0.15,2.964903002749133,0.021538156029368538,2.986428326869606,2.6017228621544732
driven_dt2p5e-4,I1_minus_I3,0.16,2.7952033971829318,0.02063656627067602,2.816732638253127,2.3994966420136916
driven_dt2p5e-4,I1_minus_I3,0.17,2.627675515163461,0.019796915599667318,2.648385330831188,2.212989023076484
driven_dt2p5e-4,I1_minus_I3,0.18,2.463003302132438,0.019035152897566097,2.4821431304840327,2.0409782328960095
driven_dt2p5e-4,I1_minus_I3,0.19,2.301685468364976,0.01834648314793137,2.3186796423886844,1.8823374647219602
