observable,lag_index,time,C,SE_C,SNR_C,C_discard_first_quarter,lambda_eff,lambda_ci_low,lambda_ci_high
sin_theta1,891,8.91,-0.0009563330730339586,0.0006981687236074519,-1.3697735815098766,-0.0007730992261836094,nan,-1.3726320850107963,1.3976698684688138
sin_theta1,944,9.44,-0.00019544184385537767,0.0007289797879987464,-0.26810324109523015,-0.0004459176565889508,nan,nan,nan
sin_theta1,1000,10.0,-0.00081292500384438,0.0007404856130671381,-1.0978268713111028,-0.0017472962926465437,nan,nan,nan
cos_theta3,0,0.0,0.4893388869198829,0.0005792618203725958,844.7628856414666,0.4893035703577683,nan,nan,nan
cos_theta3,1,0.01,0.45060878494375617,0.000624672471050748,721.3520778109477,0.4503593968309985,nan,nan,nan
cos_theta3,2,0.02,0.42164039173166323,0.0006558939404676631,642.8484328289826,0.42128611334714927,-6.945897342130857,-6.989692592809982,-6.899255497965616
cos_theta3,3,0.03,0.3953221161570151,0.0006819548686743526,579.6895576469437,0.394890447565096,-6.501614311843046,-6.542158482615158,-6.459484418975658
cos_theta3,4,0.04,0.37063560236011556,0.0006955832215827341,532.8414930952031,0.37016605296544963,-6.469522629663988,-6.511949713886595,-6.4261606003321585
cos_theta3,5,0.05,0.3474201837029008,0.000710824348096353,488.75672961023497,0.34691629084947406,-6.4847303460944685,-6.52606407985431,-6.441139748968614
cos_theta3,6,0.06,0.3255030700061449,0.0007329447470764461,444.1031487086911,0.3249916851198972,-6.494237396756719,-6.539977351719145,-6.445050549378145
cos_theta3,7,0.07,0.30499997744993906,0.0007505958533444436,406.3438081771237,0.3045004562553674,-6.4819999728929725,-6.534821814625805,-6.427364398736044
