mode,n,clone_count,horizon,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,independent_runs,mean_scgf,run_scgf_se,scgf_ci_low,scgf_ci_high,mean_late_half_scgf,late_half_scgf_se,late_half_ci_low,late_half_ci_high,minimum_weight_ess,minimum_final_unique_roots,minimum_final_root_weight_ess,support_gate
controlled_exact,20,1024,20.0,1.0,0.0005,0.4,0.1,0.5,1.0,4,-0.08091788837420388,0.002866140550987984,-0.0900392267811194,-0.07179654996728836,-0.08388645271421155,0.005090733408166086,-0.10008743844021405,-0.06768546698820906,733.4646784562342,138,65.3807207881282,1
controlled_exact,20,1024,20.0,1.0,0.0005,0.6,0.1,0.5,1.0,4,-0.06958569823169762,0.007250079416692656,-0.09265868668436462,-0.04651270977903062,-0.08453170706900523,0.008433986737042936,-0.11137241699911932,-0.05769099713889114,495.10277783535855,73,35.49441473156861,1
controlled_exact,20,1024,20.0,2.0,0.00025,0.4,0.1,0.5,1.0,4,-0.08293175714078248,0.0037021457608954647,-0.094713637239166,-0.07114987704239896,-0.08589496768471193,0.006409871859081635,-0.1062940406999883,-0.06549589466943556,541.3145160833612,144,78.92337799187115,1
controlled_exact,20,1024,20.0,2.0,0.00025,0.6,0.1,0.5,1.0,4,-0.07285597410240063,0.0029498823045470356,-0.08224381614352813,-0.06346813206127314,-0.08336679967988297,0.0019207976037874158,-0.08947963491725404,-0.07725396444251191,293.86680691709904,61,26.31043308074472,1
controlled_exact,20,1024,20.0,2.0,0.0005,0.4,0.1,0.5,1.0,4,-0.08232248076421494,0.0033834012401373565,-0.09308997354018239,-0.0715549879882475,-0.08903095553842968,0.005134191666191781,-0.10537024483712013,-0.07269166623973924,542.2456708711104,146,62.46729417371619,1
controlled_exact,20,1024,20.0,2.0,0.0005,0.6,0.1,0.5,1.0,4,-0.07184921371408381,0.002886713624784369,-0.08103602482369097,-0.06266240260447666,-0.08798964695230163,0.0021543762643599597,-0.0948458337350049,-0.08113346016959837,268.87327553683446,74,25.484275506732125,1
controlled_exact,20,1024,40.0,1.0,0.0005,0.4,0.1,0.5,1.0,4,-0.08466202176223345,0.001681580497042044,-0.09001356140208204,-0.07931048212238485,-0.088406155150263,0.002333483792588492,-0.09583234202442566,-0.08097996827610034,729.4507668243141,66,38.36440801990341,1
controlled_exact,20,1024,40.0,1.0,0.0005,0.6,0.1,0.5,1.0,4,-0.07779822506601203,0.004012819180684588,-0.09056880664135329,-0.06502764349067076,-0.08601075190032645,0.0043381180783540465,-0.09981657975066874,-0.07220492404998416,475.83182598514514,35,8.735221592802398,1
controlled_exact,20,1024,40.0,2.0,0.00025,0.4,0.1,0.5,1.0,4,-0.0855567715651032,0.002396597342022556,-0.09318381392147564,-0.07792972920873077,-0.08818178598942392,0.00176072334183526,-0.09378519348327433,-0.0825783784955735,530.9574930535939,74,30.42172449808518,1
controlled_exact,20,1024,40.0,2.0,0.00025,0.6,0.1,0.5,1.0,4,-0.0829076936220576,0.0010815478315930264,-0.08634966152269843,-0.07946572572141677,-0.09295941314171456,0.004634877471579766,-0.10770966182658628,-0.07820916445684284,278.5452746326505,28,11.598265640208831,1
controlled_exact,20,1024,40.0,2.0,0.0005,0.4,0.1,0.5,1.0,4,-0.08619330213936256,0.0031103140081103963,-0.09609170946274566,-0.07629489481597947,-0.09006412351451018,0.00355760832140957,-0.10138602097262664,-0.07874222605639372,536.1315012793201,71,35.5642382309049,1
controlled_exact,20,1024,40.0,2.0,0.0005,0.6,0.1,0.5,1.0,4,-0.08070694404339865,0.0034038472302863154,-0.09153950508517351,-0.06987438300162378,-0.08956467437271345,0.005237059494199933,-0.10623133501058099,-0.07289801373484592,268.87327553683446,29,11.756390707686789,1
controlled_exact,20,1024,60.0,1.0,0.0005,0.4,0.1,0.5,1.0,4,-0.08512232420085013,0.001464693295862582,-0.08978363196864182,-0.08046101643305843,-0.08606672704991125,0.001742107424503818,-0.09161089038643075,-0.08052256371339175,729.4507668243141,49,24.4765639589169,1
controlled_exact,20,1024,60.0,1.0,0.0005,0.6,0.1,0.5,1.0,4,-0.08194672316855933,0.0045246869822055,-0.09634629653764451,-0.06754714979947415,-0.08608276214458735,0.006314791066928976,-0.10617924564417403,-0.06598627864500067,475.83182598514514,16,3.4123114171537168,1
controlled_exact,20,1024,60.0,2.0,0.00025,0.4,0.1,0.5,1.0,4,-0.08776692417543,0.0014710824247054666,-0.09244856500270171,-0.08308528334815829,-0.09092789891119907,0.0005754641729976883,-0.0927592827423787,-0.08909651508001944,530.9574930535939,46,19.331440581099518,1
controlled_exact,20,1024,60.0,2.0,0.00025,0.6,0.1,0.5,1.0,4,-0.08488942324467766,0.0017056405380215965,-0.0903175326730466,-0.07946131381630872,-0.09027926379489361,0.006011264147924318,-0.10940978917253977,-0.07114873841724745,272.50218238246464,15,5.63514225217382,1
controlled_exact,20,1024,60.0,2.0,0.0005,0.4,0.1,0.5,1.0,4,-0.08575513510533196,0.002900525584328094,-0.09498590203455777,-0.07652436817610615,-0.08645529683816242,0.003225428710032606,-0.09672005051936168,-0.07619054315696315,533.7032524575255,47,19.982010823995733,1
controlled_exact,20,1024,60.0,2.0,0.0005,0.6,0.1,0.5,1.0,4,-0.08236564243268506,0.001560792243695697,-0.08733277994194989,-0.07739850492342022,-0.09039633428288274,0.0015751984079055044,-0.0954093186362104,-0.08538334992955508,268.87327553683446,17,6.302674761074713,1
