mode,n,clone_count,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,horizons_available,penultimate_horizon,final_horizon,residual_delta_final_minus_penultimate,combined_residual_se,late_half_delta_final_minus_penultimate,combined_late_half_se,both_support_gate,time_convergence_gate
controlled_exact,20,1024,1.0,0.0005,0.4,0.1,0.5,1.0,3,40.0,60.0,0.003688195663930624,0.006445816432600839,0.002411438344612646,0.00819609294539128,1,1
controlled_exact,20,1024,2.0,0.00025,0.4,0.1,0.5,1.0,3,40.0,60.0,-0.00022842298770674174,0.00346218394615784,-0.005426262268596105,0.007813366210127704,1,1
controlled_exact,20,1024,2.0,0.0005,0.4,0.1,0.5,1.0,3,40.0,60.0,0.0020968654233170098,0.005666511297923798,0.004440486586517051,0.007277912441223988,1,1
