mode,n,clone_count,horizon,selection_time,dt,k,one_minus_k,gauge_shift,control_scale,resample_threshold,residual,residual_se,residual_ci_low,residual_ci_high,late_half_residual,late_half_residual_se,late_half_ci_low,late_half_ci_high,paired_support_gate,paired_gc_gate
controlled_exact,30,1024,20.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.002637838322276896,0.0037077681178946686,-0.011768843676196772,0.006493167031642979,0.010092128075800948,0.005035276425342143,-0.002318714595749812,0.022502970747351705,1,0
controlled_exact,30,1024,40.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0010673813586640907,0.003511008216627026,-0.009826372751158628,0.007691610033830447,0.0005030756049487217,0.004573091685656883,-0.010998443298728016,0.01200459450862546,1,1
controlled_exact,30,1024,60.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0012465878498551866,0.0024030167683217266,-0.007901108528772363,0.005407932829061991,0.0007005708970159383,0.002066648692957246,-0.004413855657624137,0.0058149974516560135,1,1
controlled_exact,30,2048,20.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.00420610768399915,0.0026232548937573015,-0.011940829878918443,0.003528614510920144,0.008720954994484678,0.006175319384050557,-0.0063911340175869785,0.023833044006556336,1,1
controlled_exact,30,2048,40.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.004871275671730471,0.0018807280931627754,-0.00949257691349019,-0.00024997442997075174,-0.005536443659461793,0.0023660027479871916,-0.011531737955802972,0.0004588506368793854,1,0
controlled_exact,30,2048,60.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0035741941725689758,0.0018735003138848276,-0.00823549476194226,0.001087106416804309,-0.0011714289820346918,0.0017735746931424295,-0.006205301307421857,0.0038624433433524733,1,1
controlled_exact,30,4096,20.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.004599801388231177,0.003527975458377094,-0.015708993395614587,0.006509390619152235,0.005319535647764523,0.005660173997402282,-0.011296313641809979,0.021935384937339025,1,1
controlled_exact,30,4096,40.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.003144780726388456,0.002273289207709164,-0.009389192194803123,0.0030996307420262095,-0.0016897600645457422,0.0021568565947778055,-0.007006093786854323,0.0036265736577628382,1,1
controlled_exact,30,4096,60.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.002336430496001636,0.0019640261421182913,-0.007250550982729157,0.002577689990725885,-0.0005592970988980567,0.002440711146693111,-0.006683092587677041,0.005564498389880928,1,1
