selection,time,C,SE_C,fitted_or_lambda_eff
driven_dt1e-3:complex,0.38,0.017134406222027432,0.02103192623194308,0.008031431482582684
driven_dt1e-3:complex,0.4,0.013430277649942642,0.019635336006639328,0.0038267276378324408
driven_dt1e-3:complex,0.42,0.010073405310784012,0.01872071484514318,0.0005569681211607369
driven_dt1e-3:complex,0.45,0.006795253235009405,0.017596126881311756,-0.002906439833354386
driven_dt1e-3:complex,0.47000000000000003,0.004079643443363373,0.015539374495009677,-0.004438203097022219
driven_dt1e-3:complex,0.5,-0.0010894728099654673,0.012817241394627378,-0.0058401010881818285
driven_dt1e-3:complex,0.53,-0.004290515206697978,0.009640190793683803,-0.006435712183797756
driven_dt1e-3:complex,0.56,-0.00698588814151283,0.0075054241092866805,-0.0064708761105857875
driven_dt1e-3:complex,0.6,-0.009212043749744356,0.006540972411676872,-0.005970612134769955
driven_dt1e-3:complex,0.63,-0.008554968486627432,0.006069094493234667,-0.005365492826997534
driven_dt1e-3:complex,0.67,-0.007598360316932671,0.005448257304434734,-0.004436566782803705
driven_dt1e-3:complex,0.71,-0.00668465048578709,0.004823055983132856,-0.0035033074900402443
driven_dt1e-3:complex,0.75,-0.0044925480648238605,0.004332379933401004,-0.0026528862562773
driven_dt1e-3:complex,0.79,-0.002657515088995854,0.004083500610520503,-0.0019272568926756832
driven_dt1e-3:complex,0.84,-0.0002924795717100237,0.003450744045516492,-0.001212809183416846
driven_dt1e-3:complex,0.89,0.003222559250533281,0.003344044199822047,-0.0006987259570192992
driven_dt1e-3:complex,0.9400000000000001,0.004453084117382795,0.0027622873003622377,-0.000352006050791263
driven_dt1e-3:complex,1.0,0.00399457241054554,0.0014213501410034431,-0.0001026443906217816
driven_dt1e-3:real,0.0,1.0200842548669358,0.019658687555473165,nan
driven_dt1e-3:real,0.01,1.0092799027180752,0.01958980972210669,nan
driven_dt1e-3:real,0.02,0.9998335126697093,0.019538010192876928,-0.9700527993433208
driven_dt1e-3:real,0.03,0.9904886159855495,0.01948857559167683,-0.9384927360357046
driven_dt1e-3:real,0.04,0.981260916081595,0.01944321850680488,-0.9367823791240842
driven_dt1e-3:real,0.05,0.9720941661330829,0.019401907505984653,-0.9346058083370788
driven_dt1e-3:real,0.06,0.9630617021841938,0.01937119880153524,-0.9318946156348145
driven_dt1e-3:real,0.07,0.9541435583130299,0.01933662053328395,-0.9274358981293902
driven_dt1e-3:real,0.08,0.9453569765050673,0.01929290849371849,-0.9236747489009345
driven_dt1e-3:real,0.09,0.936692677250365,0.01925475636508605,-0.9193854719984332
driven_dt1e-3:real,0.1,0.9281287781068475,0.01922066090398947,-0.9158249024935203
driven_dt1e-3:real,0.11,0.9196918990887382,0.019168912448640947,-0.9130667540725371
driven_dt1e-3:real,0.12,0.9113523661481898,0.01911301425414838,-0.9090824980322059
driven_dt1e-3:real,0.13,0.9030993526228468,0.019060993951358653,-0.9073946370007259
driven_dt1e-3:real,0.14,0.8949852097765709,0.019012349730181375,-0.9067280700023136
driven_dt1e-3:real,0.15,0.8869094897005978,0.01896180818217564,-0.906537702544132
driven_dt1e-3:real,0.16,0.8788906526037267,0.018919470832369552,-0.9071101743954703
driven_dt1e-3:real,0.17,0.8709382373705123,0.018879032859716604,-0.9064062986060569
driven_dt1e-3:real,0.18,0.863093290759287,0.01884023055612138,-0.905592944830178
driven_dt1e-3:real,0.19,0.8553294225252345,0.01879835218349179,-0.9047733130850982
driven_dt1e-3:real,0.2,0.8476236873532109,0.01875591404378368,-0.9044438835324157
driven_dt1e-3:real,0.21,0.8399817217611786,0.018718992329148493,-0.9052587397183345
driven_dt1e-3:real,0.22,0.8324265838779769,0.018671847954430144,-0.9055330216846604
driven_dt1e-3:real,0.24,0.8174778006619321,0.018587246636231458,-0.9049810637703632
driven_dt1e-3:real,0.25,0.8101019640612905,0.01855008428271296,-0.9045720315798761
driven_dt1e-3:real,0.27,0.7955878441096861,0.018456136826016,-0.9019691326034945
driven_dt1e-3:real,0.28,0.7884513527333925,0.018413504795744558,-0.8994962089154952
driven_dt1e-3:real,0.3,0.7744132139558944,0.01835417941854087,-0.8974480275309051
driven_dt1e-3:real,0.32,0.7606667769049366,0.018291643450424066,-0.8964743994400634
driven_dt1e-3:real,0.33,0.7538808912118213,0.018256994713585196,-0.8943911576405456
driven_dt1e-3:real,0.35000000000000003,0.7404939774405691,0.0181873571752122,-0.8938144747915473
driven_dt1e-3:real,0.38,0.7209388397291875,0.018095794901330904,-0.8940955543368974
driven_dt1e-3:real,0.4,0.7081742850280042,0.018040621162839224,-0.8936599581247087
driven_dt1e-3:real,0.42,0.6955937423715696,0.018006535919014705,-0.8951410000738838
driven_dt1e-3:real,0.45,0.6771897435483473,0.017970868319226944,-0.8964192979709781
driven_dt1e-3:real,0.47000000000000003,0.6651360569692526,0.017917061657017046,-0.8975337861037503
driven_dt1e-3:real,0.5,0.6474543563054904,0.01784110720680447,-0.899506401521831
driven_dt1e-3:real,0.53,0.6301998995647232,0.017761701547195082,-0.9012853933738633
driven_dt1e-3:real,0.56,0.613392975945455,0.01769459944600476,-0.9052923688712927
driven_dt1e-3:real,0.6,0.5915963230397994,0.017598976945466804,-0.9091122271136932
driven_dt1e-3:real,0.63,0.575569675848246,0.017513326691466453,-0.9104224676186325
driven_dt1e-3:real,0.67,0.5548852625094504,0.01740295329623228,-0.9099073689088532
driven_dt1e-3:real,0.71,0.5350939989601193,0.017338922286629446,-0.9091738837635628
driven_dt1e-3:real,0.75,0.5161195425199107,0.01724160582529981,-0.9094028209667959
driven_dt1e-3:real,0.79,0.49764773612025276,0.01712341612776834,-0.9128552427188227
driven_dt1e-3:real,0.84,0.4754030062804716,0.016962438560168863,-0.9146564278172109
driven_dt1e-3:real,0.89,0.45401420530242276,0.016760276506911802,-0.9124342777346625
driven_dt1e-3:real,0.9400000000000001,0.4337870254624856,0.016479166492545848,-0.9116434161623551
driven_dt1e-3:real,1.0,0.4108718113070712,0.016211007140462485,-0.9078842828886714
driven_dt1e-3:real,1.06,0.38900855164369386,0.015982255470586505,-0.9047857918718951
driven_dt1e-3:real,1.12,0.36845371564790874,0.015725730333987047,-0.902660423208885
driven_dt1e-3:real,1.19,0.34597179034766856,0.01547562902828213,-0.8991137010743421
driven_dt1e-3:real,1.26,0.3249234321480635,0.015128982356846824,-0.8966848639028905
driven_dt1e-3:real,1.33,0.30516134225671576,0.014818432591178429,-0.8906763741639752
driven_dt1e-3:real,1.41,0.2840858528279145,0.014416607687665346,-0.8904940463133849
driven_dt1e-3:real,1.5,0.2624990767692557,0.013949131806134963,-0.8910388810145523
driven_dt1e-3:real,1.58,0.24435729215941546,0.013555785036808028,-0.8884623436153523
driven_dt1e-3:real,1.68,0.22340293387705018,0.01293587421752749,-0.8959825261583633
driven_dt1e-3:real,1.78,0.20449538827995756,0.012494399381940023,-0.8981548947691861
driven_dt1e-3:real,1.8800000000000001,0.18675063140335646,0.012242557513721351,-0.8887325275098714
driven_dt1e-3:real,2.0,0.1675708774234009,0.0120522241501097,-0.8747505927925147
driven_dt1e-3:real,2.11,0.15244776801540527,0.011948845964526906,-0.8636736590916866
driven_dt1e-3:real,2.24,0.13675078085070191,0.01159275212827335,-0.855194973964368
driven_dt1e-3:real,2.37,0.12231187215987926,0.011134988111166474,-0.8501340130077245
driven_dt1e-3:real,2.5100000000000002,0.10833810879097153,0.010725835723967207,-0.8453533220030057
driven_dt1e-3:real,2.66,0.09551165915313674,0.010110205362215137,-0.8404299903840978
driven_dt1e-3:real,2.82,0.08375159577755627,0.00877244549196348,-0.8738579574118277
driven_dt1e-3:real,2.99,0.07263940317257786,0.007687678360962277,-0.912687192789183
driven_dt1e-3:real,3.16,0.06139014402604588,0.007165653138038641,-0.9432577815013268
driven_dt1e-3:real,3.35,0.0508812335166831,0.006698457057631222,-0.981032878322595
driven_dt1e-3:real,3.5500000000000003,0.04206756617305361,0.0064866881951360185,-0.9371076237059189
driven_dt1e-3:real,3.7600000000000002,0.034127796597226284,0.006368840640704809,-0.850196806221241
driven_dt1e-3:real,3.98,0.028469150148765082,0.00669795007087114,-0.8179002672343316
driven_dt1e-3:real,4.22,0.024284127338413345,0.007006220217210024,-0.8896918941197647
driven_dt1e-3:real,4.47,0.01982232441442163,0.0070284360892197565,-0.9908347560420989
driven_dt1e-3:real,4.73,0.014398313251638192,0.0074074781459450055,-1.1818218310023534
driven_dt1e-3:real,5.01,0.010260086303532725,0.007703066041889455,-1.2749842221584828
driven_dt1e-3:real,5.3100000000000005,0.006696849186935987,0.007440367992930175,-1.3702829049758236
driven_dt1e-3:real,5.62,0.004574863868429359,0.006992003762932771,nan
driven_dt1e-3:real,5.96,0.00266889116273594,0.00750754455365097,nan
driven_dt1e-3:real,6.3100000000000005,-0.001125677921698496,0.008274748808493668,nan
driven_dt1e-3:real,6.68,-0.0011427593633852118,0.008715578136694203,nan
driven_dt1e-3:real,7.08,-0.002987294716894532,0.009146907130628597,nan
driven_dt1e-3:real,7.5,-0.0017883451143547186,0.010200487031379204,nan
driven_dt1e-3:real,7.94,-0.0013862105617777499,0.010125075440779617,nan
driven_dt1e-3:real,8.41,0.0016596032835945328,0.008699594128617634,nan
driven_dt1e-3:real,8.91,0.004027516874694308,0.008182416778604748,nan
driven_dt1e-3:real,9.44,0.002354423181033745,0.00840781659875389,nan
driven_dt1e-3:real,10.0,0.005440585315653677,0.008145177822024254,nan
driven_dt2p5e-4:complex,0.05,0.33993234775700654,0.010496314119222033,0.33346426823190056
driven_dt2p5e-4:complex,0.06,0.31396277422113633,0.010190326238264684,0.310316138284896
driven_dt2p5e-4:complex,0.07,0.28942340795937616,0.009807341900273638,0.28763620114144445
driven_dt2p5e-4:complex,0.08,0.2656866834896924,0.00930422103300397,0.26555430329943136
driven_dt2p5e-4:complex,0.09,0.2427960240140834,0.008950510376214277,0.24417780208090734
driven_dt2p5e-4:complex,0.1,0.22082055422638158,0.008789349024222405,0.22359366921573642
driven_dt2p5e-4:complex,0.11,0.20090573974087572,0.008973266876554515,0.20387048551041426
driven_dt2p5e-4:complex,0.12,0.1818228119485038,0.008919680562427682,0.18506032426462418
driven_dt2p5e-4:complex,0.13,0.16426054222976566,0.008740664251636754,0.16720052235638133
driven_dt2p5e-4:complex,0.14,0.14796898097056402,0.009077051607333997,0.15031533901534538
driven_dt2p5e-4:complex,0.15,0.13222783875715569,0.008505366897291419,0.13441750325513074
driven_dt2p5e-4:complex,0.16,0.11803534553169577,0.008757413995080624,0.11950965175090075
driven_dt2p5e-4:complex,0.17,0.10440840186306369,0.008291235481369601,0.10558565963948113
driven_dt2p5e-4:complex,0.18,0.09212960361880491,0.00829271551306216,0.0926318672964927
driven_dt2p5e-4:complex,0.19,0.08053306613983463,0.008043758761249258,0.08062820661892924
driven_dt2p5e-4:complex,0.2,0.06974831950511208,0.007663625108886191,0.06954923072201652
driven_dt2p5e-4:complex,0.21,0.06009564137367048,0.007423726448536187,0.059365051255396914
driven_dt2p5e-4:complex,0.22,0.05133951037472606,0.007166162932276642,0.0500421877644624
driven_dt2p5e-4:complex,0.24,0.035622917103754675,0.006450330614068484,0.03383304358338278
driven_dt2p5e-4:complex,0.25,0.0289697433645515,0.006222863678945648,0.026868346541438264
driven_dt2p5e-4:complex,0.27,0.01675957521880793,0.005441623423554314,0.015014419672983488
driven_dt2p5e-4:complex,0.28,0.011868285185726959,0.005457805907952999,0.010042198026930915
driven_dt2p5e-4:complex,0.3,0.003719955522132601,0.005226605320510996,0.0018012705347458455
driven_dt2p5e-4:complex,0.32,-0.0027491747763281078,0.0050852570672219955,-0.004434863429061098
driven_dt2p5e-4:complex,0.33,-0.00559838802187832,0.004946961793436161,-0.006897073327919768
driven_dt2p5e-4:complex,0.35000000000000003,-0.009551864520957038,0.0049426963752449895,-0.010689861203013795
driven_dt2p5e-4:complex,0.38,-0.013646414272746852,0.0048769568298372805,-0.01404296430966417
driven_dt2p5e-4:complex,0.4,-0.015143170358161012,0.004462325721790511,-0.015064872077899971
driven_dt2p5e-4:complex,0.42,-0.01587909229481689,0.004082442709579239,-0.015354723079492991
driven_dt2p5e-4:complex,0.45,-0.015998990668911573,0.0034653125103897555,-0.014790359156378453
driven_dt2p5e-4:complex,0.47000000000000003,-0.015360393544978404,0.0031770945294892087,-0.013955113509098945
driven_dt2p5e-4:complex,0.5,-0.013267967980580126,0.0028441825456826833,-0.012296089008275952
driven_dt2p5e-4:complex,0.53,-0.011004710030488337,0.00281512689133004,-0.010404380707150798
driven_dt2p5e-4:complex,0.56,-0.008612910767516656,0.002845336296415935,-0.008486909444819505
driven_dt2p5e-4:complex,0.6,-0.005774610767866592,0.0027204449341331496,-0.006117159801655996
driven_dt2p5e-4:complex,0.63,-0.0038239188019122006,0.002700958688651992,-0.004575626049670834
driven_dt2p5e-4:complex,0.67,-0.001550321157905937,0.002683084132704733,-0.0028908521940963264
driven_dt2p5e-4:complex,0.71,0.0007786758856815788,0.0029797408923785923,-0.00162660104688786
driven_dt2p5e-4:complex,0.75,0.0024235956426715594,0.0028391886548524165,-0.0007374247351810841
driven_dt2p5e-4:complex,0.79,0.0033015754174317495,0.002436446788235049,-0.00015663788164136668
driven_dt2p5e-4:complex,0.84,0.004075816938916267,0.002172723743474502,0.00024390290187132995
driven_dt2p5e-4:complex,0.89,0.0037809059234539307,0.0020333013838888863,0.0003999736030729845
driven_dt2p5e-4:complex,0.9400000000000001,0.003381344262704733,0.001957288840927957,0.0004121168698752321
driven_dt2p5e-4:complex,1.0,0.0025584867627511895,0.0019735972184516193,0.00033611815206324464
driven_dt2p5e-4:real,0.0,1.0131342670413928,0.025469046876054148,nan
driven_dt2p5e-4:real,0.01,1.0023438586994664,0.025353299323325952,nan
driven_dt2p5e-4:real,0.02,0.9926491982009293,0.025274479522018355,-1.0014464009733104
driven_dt2p5e-4:real,0.03,0.98296831443192,0.025185055042577918,-0.9801255544427279
driven_dt2p5e-4:real,0.04,0.9733523882739359,0.025095130673733864,-0.9832715362090566
driven_dt2p5e-4:real,0.05,0.9638072947844815,0.025006838227932766,-0.984156956758982
driven_dt2p5e-4:real,0.06,0.9543652553900424,0.02492843565487133,-0.9824174704675864
driven_dt2p5e-4:real,0.07,0.9450242682190367,0.02484059439742897,-0.9791558316116309
driven_dt2p5e-4:real,0.08,0.935844644475897,0.024758511417882257,-0.9763327563703582
driven_dt2p5e-4:real,0.09,0.9267882733933515,0.02466877280854931,-0.9726158295489562
driven_dt2p5e-4:real,0.1,0.9178125310318984,0.0245807271442967,-0.9715241910954746
driven_dt2p5e-4:real,0.11,0.9089644410333322,0.02449425358828521,-0.9701286870442036
driven_dt2p5e-4:real,0.12,0.9001743951428733,0.024406252831990296,-0.9679563433807049
driven_dt2p5e-4:real,0.13,0.8915129757897996,0.024321895576457253,-0.9652795017541306
driven_dt2p5e-4:real,0.14,0.8829555869803021,0.024225944193948693,-0.9613688753084904
driven_dt2p5e-4:real,0.15,0.8745371671344937,0.024126847236453128,-0.9593832810493841
driven_dt2p5e-4:real,0.16,0.8662155338259949,0.024032890082123563,-0.957823793893252
driven_dt2p5e-4:real,0.17,0.8579490032615986,0.023932436858034683,-0.9580778127164677
driven_dt2p5e-4:real,0.18,0.8497667921916326,0.02383532087680097,-0.9590239754794669
driven_dt2p5e-4:real,0.19,0.8416562544869899,0.023739822205247056,-0.9584405043390821
driven_dt2p5e-4:real,0.2,0.8336159485070842,0.02364144636033518,-0.9568104302037984
driven_dt2p5e-4:real,0.21,0.8256797948451683,0.023545958269306343,-0.9542188695029821
