case,kind,replicate,observable,weight_abs
driven_dt1e-3,complex,376,cos_theta3,0.038872337694719795
driven_dt1e-3,complex,376,cos_theta1_plus_cos_theta3,0.028526012123022738
driven_dt1e-3,complex,377,I2,0.0858117774103212
driven_dt1e-3,complex,377,I1_plus_I3,0.0935431993473277
driven_dt1e-3,complex,377,cos_theta3,0.03751308968857753
driven_dt1e-3,complex,377,cos_theta1_plus_cos_theta3,0.025336269550879604
driven_dt1e-3,complex,378,I2,0.10206616830661365
driven_dt1e-3,complex,378,I1_plus_I3,0.11018541658367248
driven_dt1e-3,complex,378,cos_theta3,0.04567073387218868
driven_dt1e-3,complex,378,cos_theta1_plus_cos_theta3,0.03479846894061084
driven_dt1e-3,complex,379,I2,0.09466092185380438
driven_dt1e-3,complex,379,I1_plus_I3,0.10957916889533495
driven_dt1e-3,complex,379,cos_theta3,0.041865146572899414
driven_dt1e-3,complex,379,cos_theta1_plus_cos_theta3,0.02811416785338127
driven_dt1e-3,complex,380,I2,0.0908473484585064
driven_dt1e-3,complex,380,I1_plus_I3,0.10707971611622065
driven_dt1e-3,complex,380,cos_theta3,0.03749312461067458
driven_dt1e-3,complex,380,cos_theta1_plus_cos_theta3,0.025757471490317443
driven_dt1e-3,complex,381,I2,0.09537893762009296
driven_dt1e-3,complex,381,I1_plus_I3,0.10525855549752305
driven_dt1e-3,complex,381,cos_theta3,0.038685344245598975
driven_dt1e-3,complex,381,cos_theta1_plus_cos_theta3,0.02966879323224889
driven_dt1e-3,complex,382,I2,0.09059830159156737
driven_dt1e-3,complex,382,I1_plus_I3,0.1109442184008289
driven_dt1e-3,complex,382,cos_theta3,0.03790896621613733
driven_dt1e-3,complex,382,cos_theta1_plus_cos_theta3,0.023848078784859745
driven_dt1e-3,complex,383,I2,0.09590758177275498
driven_dt1e-3,complex,383,I1_plus_I3,0.10631002286647767
driven_dt1e-3,complex,383,cos_theta3,0.04303813305435213
driven_dt1e-3,complex,383,cos_theta1_plus_cos_theta3,0.029839826832286243
driven_dt1e-3,complex,384,I2,0.09424258697773702
driven_dt1e-3,complex,384,I1_plus_I3,0.10521354848368179
driven_dt1e-3,complex,384,cos_theta3,0.0436714869300217
driven_dt1e-3,complex,384,cos_theta1_plus_cos_theta3,0.03027805898092521
driven_dt1e-3,complex,385,I2,0.08601418667253259
driven_dt1e-3,complex,385,I1_plus_I3,0.09846267600775009
driven_dt1e-3,complex,385,cos_theta3,0.037279115273557935
driven_dt1e-3,complex,385,cos_theta1_plus_cos_theta3,0.029542017446045597
driven_dt1e-3,complex,386,I2,0.11449006571574465
driven_dt1e-3,complex,386,I1_plus_I3,0.10958724633721587
driven_dt1e-3,complex,386,cos_theta3,0.04272608548840346
driven_dt1e-3,complex,386,cos_theta1_plus_cos_theta3,0.02765999219999115
driven_dt1e-3,complex,387,I2,0.08244730707951281
driven_dt1e-3,complex,387,I1_plus_I3,0.09843932103726297
driven_dt1e-3,complex,387,cos_theta3,0.03776451444580045
driven_dt1e-3,complex,387,cos_theta1_plus_cos_theta3,0.028143011000183363
driven_dt1e-3,complex,388,I2,0.09331934522807853
driven_dt1e-3,complex,388,I1_plus_I3,0.09187599660605011
driven_dt1e-3,complex,388,cos_theta3,0.03676316227463165
driven_dt1e-3,complex,388,cos_theta1_plus_cos_theta3,0.026868380454320422
driven_dt1e-3,complex,389,I2,0.08810051593443802
driven_dt1e-3,complex,389,I1_plus_I3,0.1044550441712881
driven_dt1e-3,complex,389,cos_theta3,0.03911164583795869
driven_dt1e-3,complex,389,cos_theta1_plus_cos_theta3,0.02858309112897781
driven_dt1e-3,complex,390,I2,0.08618235560686927
driven_dt1e-3,complex,390,I1_plus_I3,0.09754625602310325
driven_dt1e-3,complex,390,cos_theta3,0.03787232618260816
driven_dt1e-3,complex,390,cos_theta1_plus_cos_theta3,0.031948551372574026
driven_dt1e-3,complex,391,I2,0.08306376073728806
driven_dt1e-3,complex,391,I1_plus_I3,0.09412874392556594
driven_dt1e-3,complex,391,cos_theta3,0.033697721308236936
driven_dt1e-3,complex,391,cos_theta1_plus_cos_theta3,0.02466253910725529
driven_dt1e-3,complex,392,I2,0.09225864519781618
driven_dt1e-3,complex,392,I1_plus_I3,0.10808194232503056
driven_dt1e-3,complex,392,cos_theta3,0.040675708990486045
driven_dt1e-3,complex,392,cos_theta1_plus_cos_theta3,0.026802933110285043
driven_dt1e-3,complex,393,I2,0.10450063028983443
driven_dt1e-3,complex,393,I1_plus_I3,0.0898272428835613
driven_dt1e-3,complex,393,cos_theta3,0.040712945122052285
driven_dt1e-3,complex,393,cos_theta1_plus_cos_theta3,0.030796368795705895
driven_dt1e-3,complex,394,I2,0.08640948744501607
driven_dt1e-3,complex,394,I1_plus_I3,0.09394447342216145
driven_dt1e-3,complex,394,cos_theta3,0.038480465922824794
driven_dt1e-3,complex,394,cos_theta1_plus_cos_theta3,0.025035526029320965
driven_dt1e-3,complex,395,I2,0.10090986844422008
driven_dt1e-3,complex,395,I1_plus_I3,0.12297657635371448
driven_dt1e-3,complex,395,cos_theta3,0.04544708772995675
driven_dt1e-3,complex,395,cos_theta1_plus_cos_theta3,0.03378486843943948
driven_dt1e-3,complex,396,I2,0.10160674518026924
driven_dt1e-3,complex,396,I1_plus_I3,0.10829526526187819
driven_dt1e-3,complex,396,cos_theta3,0.04402258195896863
driven_dt1e-3,complex,396,cos_theta1_plus_cos_theta3,0.03484709105197044
driven_dt1e-3,complex,397,I2,0.09825953860188455
driven_dt1e-3,complex,397,I1_plus_I3,0.09612524944111431
driven_dt1e-3,complex,397,cos_theta3,0.04081870816733623
driven_dt1e-3,complex,397,cos_theta1_plus_cos_theta3,0.027066480084032046
driven_dt1e-3,complex,398,I2,0.10531464467497151
driven_dt1e-3,complex,398,I1_plus_I3,0.09920991296569082
driven_dt1e-3,complex,398,cos_theta3,0.04301113660006761
driven_dt1e-3,complex,398,cos_theta1_plus_cos_theta3,0.030524068099984033
driven_dt1e-3,complex,399,I2,0.08608356489825868
driven_dt1e-3,complex,399,I1_plus_I3,0.0983673087174409
driven_dt1e-3,complex,399,cos_theta3,0.0352930584675332
driven_dt1e-3,complex,399,cos_theta1_plus_cos_theta3,0.027035166766721644
driven_dt1e-3,complex,400,I2,0.08274829136200675
driven_dt1e-3,complex,400,I1_plus_I3,0.1050033845207731
driven_dt1e-3,complex,400,cos_theta3,0.04037045117957845
driven_dt1e-3,complex,400,cos_theta1_plus_cos_theta3,0.032006240090376774
driven_dt1e-3,complex,401,I2,0.09520016324876127
driven_dt1e-3,complex,401,I1_plus_I3,0.09276783584188503
driven_dt1e-3,complex,401,cos_theta3,0.0402142519357165
driven_dt1e-3,complex,401,cos_theta1_plus_cos_theta3,0.02826288902772622
driven_dt1e-3,complex,402,I2,0.09823611904239145
driven_dt1e-3,complex,402,I1_plus_I3,0.11665981170957809
driven_dt1e-3,complex,402,cos_theta3,0.04486002132493193
driven_dt1e-3,complex,402,cos_theta1_plus_cos_theta3,0.027321666292410382
driven_dt1e-3,complex,403,I2,0.08487134671954155
driven_dt1e-3,complex,403,I1_plus_I3,0.09974352130763396
driven_dt1e-3,complex,403,cos_theta3,0.040041206358495826
driven_dt1e-3,complex,403,cos_theta1_plus_cos_theta3,0.031186798270107667
driven_dt1e-3,complex,404,I2,0.09584051389391135
driven_dt1e-3,complex,404,I1_plus_I3,0.11623592105300912
driven_dt1e-3,complex,404,cos_theta3,0.043318780377244875
driven_dt1e-3,complex,404,cos_theta1_plus_cos_theta3,0.029021890342524368
driven_dt1e-3,complex,405,I2,0.10608237166090514
driven_dt1e-3,complex,405,I1_plus_I3,0.11468630752839258
driven_dt1e-3,complex,405,cos_theta3,0.04542221898845518
driven_dt1e-3,complex,405,cos_theta1_plus_cos_theta3,0.030650838186721922
driven_dt1e-3,complex,406,I2,0.07789395059276286
driven_dt1e-3,complex,406,I1_plus_I3,0.09144289212467496
driven_dt1e-3,complex,406,cos_theta3,0.031968515856374786
driven_dt1e-3,complex,406,cos_theta1_plus_cos_theta3,0.02037897023069509
driven_dt1e-3,complex,407,I2,0.08417530719215519
driven_dt1e-3,complex,407,I1_plus_I3,0.10274060834692535
driven_dt1e-3,complex,407,cos_theta3,0.0361212278200563
driven_dt1e-3,complex,407,cos_theta1_plus_cos_theta3,0.025488894023995498
driven_dt1e-3,complex,408,I2,0.09382733836094992
driven_dt1e-3,complex,408,I1_plus_I3,0.09940042816961522
driven_dt1e-3,complex,408,cos_theta3,0.03864305527147758
driven_dt1e-3,complex,408,cos_theta1_plus_cos_theta3,0.023785898939809588
driven_dt1e-3,complex,409,I2,0.08540463318472631
driven_dt1e-3,complex,409,I1_plus_I3,0.10720216200277376
driven_dt1e-3,complex,409,cos_theta3,0.040060649436593335
driven_dt1e-3,complex,409,cos_theta1_plus_cos_theta3,0.03230258228970185
driven_dt1e-3,complex,410,I2,0.09198537815110765
driven_dt1e-3,complex,410,I1_plus_I3,0.10721180161571334
driven_dt1e-3,complex,410,cos_theta3,0.03898137832212656
driven_dt1e-3,complex,410,cos_theta1_plus_cos_theta3,0.029663349939581647
driven_dt1e-3,complex,411,I2,0.11354329298299401
driven_dt1e-3,complex,411,I1_plus_I3,0.12566775052731946
driven_dt1e-3,complex,411,cos_theta3,0.046011211344735146
driven_dt1e-3,complex,411,cos_theta1_plus_cos_theta3,0.028321674090142624
driven_dt1e-3,complex,412,I2,0.09030639632141253
driven_dt1e-3,complex,412,I1_plus_I3,0.1047164627678719
driven_dt1e-3,complex,412,cos_theta3,0.0436819592993233
driven_dt1e-3,complex,412,cos_theta1_plus_cos_theta3,0.03192244586788338
driven_dt1e-3,complex,413,I2,0.09566252352553618
driven_dt1e-3,complex,413,I1_plus_I3,0.1298517236352003
driven_dt1e-3,complex,413,cos_theta3,0.04039884427489018
driven_dt1e-3,complex,413,cos_theta1_plus_cos_theta3,0.028594935437972435
driven_dt1e-3,complex,414,I2,0.10072654171968655
driven_dt1e-3,complex,414,I1_plus_I3,0.10915849137195584
driven_dt1e-3,complex,414,cos_theta3,0.04060584046105144
driven_dt1e-3,complex,414,cos_theta1_plus_cos_theta3,0.027171273335562306
driven_dt1e-3,complex,415,I2,0.09696697058301539
driven_dt1e-3,complex,415,I1_plus_I3,0.09838144938757784
driven_dt1e-3,complex,415,cos_theta3,0.04378724201310349
driven_dt1e-3,complex,415,cos_theta1_plus_cos_theta3,0.02940910631980571
driven_dt1e-3,complex,416,I2,0.11059803486011355
driven_dt1e-3,complex,416,I1_plus_I3,0.10939416958461581
driven_dt1e-3,complex,416,cos_theta3,0.045687594470458025
driven_dt1e-3,complex,416,cos_theta1_plus_cos_theta3,0.032408832747778074
driven_dt1e-3,complex,417,I2,0.09857693594083591
driven_dt1e-3,complex,417,I1_plus_I3,0.11585748325685812
driven_dt1e-3,complex,417,cos_theta3,0.041951611140807143
driven_dt1e-3,complex,417,cos_theta1_plus_cos_theta3,0.028104707640965877
driven_dt1e-3,complex,418,I2,0.08345515868806042
driven_dt1e-3,complex,418,I1_plus_I3,0.10327216925602238
driven_dt1e-3,complex,418,cos_theta3,0.040881019994860324
driven_dt1e-3,complex,418,cos_theta1_plus_cos_theta3,0.030440107728068676
driven_dt1e-3,complex,419,I2,0.09115511681295185
driven_dt1e-3,complex,419,I1_plus_I3,0.10997901000923853
driven_dt1e-3,complex,419,cos_theta3,0.04221330786316694
driven_dt1e-3,complex,419,cos_theta1_plus_cos_theta3,0.028319765399285397
driven_dt1e-3,complex,420,I2,0.0983677285585313
driven_dt1e-3,complex,420,I1_plus_I3,0.1005785820499312
driven_dt1e-3,complex,420,cos_theta3,0.04213019031893712
driven_dt1e-3,complex,420,cos_theta1_plus_cos_theta3,0.029404137964508612
driven_dt1e-3,complex,421,I2,0.08588344245584346
driven_dt1e-3,complex,421,I1_plus_I3,0.10368432659464093
driven_dt1e-3,complex,421,cos_theta3,0.03657184209591673
driven_dt1e-3,complex,421,cos_theta1_plus_cos_theta3,0.024398734120511637
driven_dt1e-3,complex,422,I2,0.10704146368992433
driven_dt1e-3,complex,422,I1_plus_I3,0.10943885580365248
driven_dt1e-3,complex,422,cos_theta3,0.04747303536249396
driven_dt1e-3,complex,422,cos_theta1_plus_cos_theta3,0.03035971058937786
driven_dt1e-3,complex,423,I2,0.10629679619170662
driven_dt1e-3,complex,423,I1_plus_I3,0.11427124641989027
driven_dt1e-3,complex,423,cos_theta3,0.0469146520200533
driven_dt1e-3,complex,423,cos_theta1_plus_cos_theta3,0.03180801599282179
driven_dt1e-3,complex,424,I2,0.09349244452734028
driven_dt1e-3,complex,424,I1_plus_I3,0.1098635609720199
driven_dt1e-3,complex,424,cos_theta3,0.03783794445581805
driven_dt1e-3,complex,424,cos_theta1_plus_cos_theta3,0.02541135089608036
driven_dt1e-3,complex,425,I2,0.08338761407455174
driven_dt1e-3,complex,425,I1_plus_I3,0.10657663598386095
driven_dt1e-3,complex,425,cos_theta3,0.03749311507782401
driven_dt1e-3,complex,425,cos_theta1_plus_cos_theta3,0.023246379751456124
driven_dt1e-3,complex,426,I2,0.08786220914097387
driven_dt1e-3,complex,426,I1_plus_I3,0.10926804831163464
driven_dt1e-3,complex,426,cos_theta3,0.037366480312773884
driven_dt1e-3,complex,426,cos_theta1_plus_cos_theta3,0.026095211965213305
driven_dt1e-3,complex,427,I2,0.10240507601582924
driven_dt1e-3,complex,427,I1_plus_I3,0.1179170281908688
driven_dt1e-3,complex,427,cos_theta3,0.040665731048359216
driven_dt1e-3,complex,427,cos_theta1_plus_cos_theta3,0.02673137176666742
driven_dt1e-3,complex,428,I2,0.0949129538915236
driven_dt1e-3,complex,428,I1_plus_I3,0.11100898444138652
driven_dt1e-3,complex,428,cos_theta3,0.03772550934683767
driven_dt1e-3,complex,428,cos_theta1_plus_cos_theta3,0.023981007123713767
driven_dt1e-3,complex,429,I2,0.09929056909925153
driven_dt1e-3,complex,429,I1_plus_I3,0.10353100993268138
driven_dt1e-3,complex,429,cos_theta3,0.039742346385903904
driven_dt1e-3,complex,429,cos_theta1_plus_cos_theta3,0.022157991256926614
driven_dt1e-3,complex,430,I2,0.1036971358800986
driven_dt1e-3,complex,430,I1_plus_I3,0.11500935449142735
driven_dt1e-3,complex,430,cos_theta3,0.04580150052053979
driven_dt1e-3,complex,430,cos_theta1_plus_cos_theta3,0.032355571198393746
driven_dt1e-3,complex,431,I2,0.09270474624457985
driven_dt1e-3,complex,431,I1_plus_I3,0.10580887260051185
driven_dt1e-3,complex,431,cos_theta3,0.039483323518729005
driven_dt1e-3,complex,431,cos_theta1_plus_cos_theta3,0.028332148388928228
driven_dt1e-3,complex,432,I2,0.10095829434820904
driven_dt1e-3,complex,432,I1_plus_I3,0.11818077057494092
driven_dt1e-3,complex,432,cos_theta3,0.04306377097737158
driven_dt1e-3,complex,432,cos_theta1_plus_cos_theta3,0.030053258158319888
driven_dt1e-3,complex,433,I2,0.09867696656517672
driven_dt1e-3,complex,433,I1_plus_I3,0.10661217394281763
driven_dt1e-3,complex,433,cos_theta3,0.04502833207394488
driven_dt1e-3,complex,433,cos_theta1_plus_cos_theta3,0.03080569796552767
driven_dt1e-3,complex,434,I2,0.080655555546713
driven_dt1e-3,complex,434,I1_plus_I3,0.09332783484857714
driven_dt1e-3,complex,434,cos_theta3,0.03875048702393059
driven_dt1e-3,complex,434,cos_theta1_plus_cos_theta3,0.025922797689451348
driven_dt1e-3,complex,435,I2,0.09830299196883313
driven_dt1e-3,complex,435,I1_plus_I3,0.10236717521059394
driven_dt1e-3,complex,435,cos_theta3,0.042217432756885685
driven_dt1e-3,complex,435,cos_theta1_plus_cos_theta3,0.031243692724127838
driven_dt1e-3,complex,436,I2,0.09186201029098948
driven_dt1e-3,complex,436,I1_plus_I3,0.10781962642823541
driven_dt1e-3,complex,436,cos_theta3,0.03933156899426716
driven_dt1e-3,complex,436,cos_theta1_plus_cos_theta3,0.03054894087230563
driven_dt1e-3,complex,437,I2,0.09847344844562292
driven_dt1e-3,complex,437,I1_plus_I3,0.0975833936476023
driven_dt1e-3,complex,437,cos_theta3,0.04425282203360015
driven_dt1e-3,complex,437,cos_theta1_plus_cos_theta3,0.03219982825666024
driven_dt1e-3,complex,438,I2,0.10210908592133913
driven_dt1e-3,complex,438,I1_plus_I3,0.10579282159668017
driven_dt1e-3,complex,438,cos_theta3,0.041006488087910936
driven_dt1e-3,complex,438,cos_theta1_plus_cos_theta3,0.026788451127897274
driven_dt1e-3,complex,439,I2,0.09366970479394339
driven_dt1e-3,complex,439,I1_plus_I3,0.09755776225728909
driven_dt1e-3,complex,439,cos_theta3,0.03695349284320203
driven_dt1e-3,complex,439,cos_theta1_plus_cos_theta3,0.024362671515576265
driven_dt1e-3,complex,440,I2,0.09137843948897112
driven_dt1e-3,complex,440,I1_plus_I3,0.09917853417276667
driven_dt1e-3,complex,440,cos_theta3,0.038589822680722065
driven_dt1e-3,complex,440,cos_theta1_plus_cos_theta3,0.02779250633655598
driven_dt1e-3,complex,441,I2,0.10257624677388773
driven_dt1e-3,complex,441,I1_plus_I3,0.11850710872135937
driven_dt1e-3,complex,441,cos_theta3,0.04361475134220032
driven_dt1e-3,complex,441,cos_theta1_plus_cos_theta3,0.030825843349689484
driven_dt1e-3,complex,442,I2,0.08765774557239293
driven_dt1e-3,complex,442,I1_plus_I3,0.09672740114055509
driven_dt1e-3,complex,442,cos_theta3,0.039986963322010655
driven_dt1e-3,complex,442,cos_theta1_plus_cos_theta3,0.024108250542189374
driven_dt1e-3,complex,443,I2,0.08717838339044151
driven_dt1e-3,complex,443,I1_plus_I3,0.10296960438434294
driven_dt1e-3,complex,443,cos_theta3,0.040525308495272
driven_dt1e-3,complex,443,cos_theta1_plus_cos_theta3,0.02990053470624139
driven_dt1e-3,complex,444,I2,0.1057612696254471
driven_dt1e-3,complex,444,I1_plus_I3,0.10224430210390209
driven_dt1e-3,complex,444,cos_theta3,0.04490204325710386
driven_dt1e-3,complex,444,cos_theta1_plus_cos_theta3,0.03163931150318534
driven_dt1e-3,complex,445,I2,0.11075583157921563
driven_dt1e-3,complex,445,I1_plus_I3,0.11645575986357598
driven_dt1e-3,complex,445,cos_theta3,0.046145833246492754
driven_dt1e-3,complex,445,cos_theta1_plus_cos_theta3,0.030706243986282262
driven_dt1e-3,complex,446,I2,0.09852032610336205
driven_dt1e-3,complex,446,I1_plus_I3,0.0956654523456691
driven_dt1e-3,complex,446,cos_theta3,0.039483484865467974
driven_dt1e-3,complex,446,cos_theta1_plus_cos_theta3,0.02735390672475338
driven_dt1e-3,complex,447,I2,0.09622083083423669
driven_dt1e-3,complex,447,I1_plus_I3,0.10598487917280917
driven_dt1e-3,complex,447,cos_theta3,0.039358844674914115
driven_dt1e-3,complex,447,cos_theta1_plus_cos_theta3,0.024416616227726187
driven_dt1e-3,complex,448,I2,0.08382814509406052
driven_dt1e-3,complex,448,I1_plus_I3,0.09897883883580133
driven_dt1e-3,complex,448,cos_theta3,0.04041396069380332
driven_dt1e-3,complex,448,cos_theta1_plus_cos_theta3,0.025771223280481266
driven_dt1e-3,complex,449,I2,0.08989458121817917
driven_dt1e-3,complex,449,I1_plus_I3,0.10442710514385321
driven_dt1e-3,complex,449,cos_theta3,0.04039215546180257
driven_dt1e-3,complex,449,cos_theta1_plus_cos_theta3,0.026660732726152516
driven_dt1e-3,complex,450,I2,0.07679747780766348
driven_dt1e-3,complex,450,I1_plus_I3,0.10251562837476356
driven_dt1e-3,complex,450,cos_theta3,0.033687044464589415
driven_dt1e-3,complex,450,cos_theta1_plus_cos_theta3,0.01957613262466935
driven_dt1e-3,complex,451,I2,0.09562393761862213
driven_dt1e-3,complex,451,I1_plus_I3,0.10930087556345644
driven_dt1e-3,complex,451,cos_theta3,0.04370512773743048
driven_dt1e-3,complex,451,cos_theta1_plus_cos_theta3,0.0260339791859292
driven_dt1e-3,complex,452,I2,0.09454785925756848
driven_dt1e-3,complex,452,I1_plus_I3,0.10803288099802612
driven_dt1e-3,complex,452,cos_theta3,0.041101876545304256
driven_dt1e-3,complex,452,cos_theta1_plus_cos_theta3,0.029116022235420567
driven_dt1e-3,complex,453,I2,0.09722644528206764
driven_dt1e-3,complex,453,I1_plus_I3,0.10903581990885396
driven_dt1e-3,complex,453,cos_theta3,0.03895508075197937
driven_dt1e-3,complex,453,cos_theta1_plus_cos_theta3,0.025875734110987234
driven_dt1e-3,complex,454,I2,0.10029561759974044
driven_dt1e-3,complex,454,I1_plus_I3,0.11022503709419537
driven_dt1e-3,complex,454,cos_theta3,0.04407023994696589
driven_dt1e-3,complex,454,cos_theta1_plus_cos_theta3,0.030619824077064654
driven_dt1e-3,complex,455,I2,0.11026963956384532
driven_dt1e-3,complex,455,I1_plus_I3,0.11188226598823858
driven_dt1e-3,complex,455,cos_theta3,0.04395064417812717
driven_dt1e-3,complex,455,cos_theta1_plus_cos_theta3,0.031362792011205946
driven_dt1e-3,complex,456,I2,0.09525040214268754
driven_dt1e-3,complex,456,I1_plus_I3,0.1070216606591625
driven_dt1e-3,complex,456,cos_theta3,0.044167005336093475
driven_dt1e-3,complex,456,cos_theta1_plus_cos_theta3,0.029043432203280418
driven_dt1e-3,complex,457,I2,0.10644381642453507
driven_dt1e-3,complex,457,I1_plus_I3,0.11886355610299905
driven_dt1e-3,complex,457,cos_theta3,0.048760206428221986
driven_dt1e-3,complex,457,cos_theta1_plus_cos_theta3,0.03213986259506044
driven_dt1e-3,complex,458,I2,0.09714341133136464
driven_dt1e-3,complex,458,I1_plus_I3,0.09949187896046154
driven_dt1e-3,complex,458,cos_theta3,0.042234395541134506
driven_dt1e-3,complex,458,cos_theta1_plus_cos_theta3,0.029795520376225387
driven_dt1e-3,complex,459,I2,0.08754654639818557
driven_dt1e-3,complex,459,I1_plus_I3,0.09177804917568949
driven_dt1e-3,complex,459,cos_theta3,0.03744638057576981
driven_dt1e-3,complex,459,cos_theta1_plus_cos_theta3,0.026411189109949985
driven_dt1e-3,complex,460,I2,0.1000029485100271
driven_dt1e-3,complex,460,I1_plus_I3,0.10021135620287291
driven_dt1e-3,complex,460,cos_theta3,0.04174854737713315
driven_dt1e-3,complex,460,cos_theta1_plus_cos_theta3,0.032867488075702986
driven_dt1e-3,complex,461,I2,0.09451237667713523
driven_dt1e-3,complex,461,I1_plus_I3,0.1171002429106956
driven_dt1e-3,complex,461,cos_theta3,0.045899335946142275
driven_dt1e-3,complex,461,cos_theta1_plus_cos_theta3,0.036156275277498914
driven_dt1e-3,complex,462,I2,0.09750846973454343
driven_dt1e-3,complex,462,I1_plus_I3,0.12621790320724813
driven_dt1e-3,complex,462,cos_theta3,0.04421813450569092
driven_dt1e-3,complex,462,cos_theta1_plus_cos_theta3,0.031260428126229
driven_dt1e-3,complex,463,I2,0.09875038936599813
driven_dt1e-3,complex,463,I1_plus_I3,0.10356154434697748
driven_dt1e-3,complex,463,cos_theta3,0.03663625311428569
driven_dt1e-3,complex,463,cos_theta1_plus_cos_theta3,0.02551995414004531
driven_dt1e-3,complex,464,I2,0.09653687501941788
driven_dt1e-3,complex,464,I1_plus_I3,0.11152778941939129
driven_dt1e-3,complex,464,cos_theta3,0.043156989856041994
driven_dt1e-3,complex,464,cos_theta1_plus_cos_theta3,0.0281147806853162
driven_dt1e-3,complex,465,I2,0.0980122633527866
driven_dt1e-3,complex,465,I1_plus_I3,0.11693739709819269
driven_dt1e-3,complex,465,cos_theta3,0.04418840312880344
driven_dt1e-3,complex,465,cos_theta1_plus_cos_theta3,0.03491075572079252
driven_dt1e-3,complex,466,I2,0.07627429772326436
driven_dt1e-3,complex,466,I1_plus_I3,0.1008915911066989
driven_dt1e-3,complex,466,cos_theta3,0.0354822594977417
driven_dt1e-3,complex,466,cos_theta1_plus_cos_theta3,0.027570681627602334
driven_dt1e-3,complex,467,I2,0.08690214575870868
driven_dt1e-3,complex,467,I1_plus_I3,0.08953488717890207
driven_dt1e-3,complex,467,cos_theta3,0.03667912896383803
driven_dt1e-3,complex,467,cos_theta1_plus_cos_theta3,0.03031790736088054
driven_dt1e-3,complex,468,I2,0.10309825682973171
driven_dt1e-3,complex,468,I1_plus_I3,0.11327802148438992
driven_dt1e-3,complex,468,cos_theta3,0.04542520646121781
driven_dt1e-3,complex,468,cos_theta1_plus_cos_theta3,0.02851636553455806
driven_dt1e-3,complex,469,I2,0.08955974452807157
driven_dt1e-3,complex,469,I1_plus_I3,0.09811227151705768
driven_dt1e-3,complex,469,cos_theta3,0.040661120122587546
driven_dt1e-3,complex,469,cos_theta1_plus_cos_theta3,0.025865502046370187
driven_dt1e-3,complex,470,I2,0.09464754780685113
driven_dt1e-3,complex,470,I1_plus_I3,0.10682253045684399
driven_dt1e-3,complex,470,cos_theta3,0.03852578797395659
driven_dt1e-3,complex,470,cos_theta1_plus_cos_theta3,0.02719506666053175
driven_dt1e-3,complex,471,I2,0.09648909946822798
driven_dt1e-3,complex,471,I1_plus_I3,0.10329101929981188
driven_dt1e-3,complex,471,cos_theta3,0.04524637776403674
driven_dt1e-3,complex,471,cos_theta1_plus_cos_theta3,0.029313069252574972
driven_dt1e-3,complex,472,I2,0.09420124342464495
driven_dt1e-3,complex,472,I1_plus_I3,0.10282122109050167
driven_dt1e-3,complex,472,cos_theta3,0.03882847115374095
driven_dt1e-3,complex,472,cos_theta1_plus_cos_theta3,0.028129687852373596
driven_dt1e-3,complex,473,I2,0.09863172689246173
driven_dt1e-3,complex,473,I1_plus_I3,0.11368296647774229
driven_dt1e-3,complex,473,cos_theta3,0.04197780984595269
driven_dt1e-3,complex,473,cos_theta1_plus_cos_theta3,0.031480785298036544
driven_dt1e-3,complex,474,I2,0.09845490208843834
driven_dt1e-3,complex,474,I1_plus_I3,0.10589871360266317
driven_dt1e-3,complex,474,cos_theta3,0.04174252557337242
driven_dt1e-3,complex,474,cos_theta1_plus_cos_theta3,0.02663629507009197
driven_dt1e-3,complex,475,I2,0.09071106684049779
driven_dt1e-3,complex,475,I1_plus_I3,0.09760861842900724
driven_dt1e-3,complex,475,cos_theta3,0.039744848551363836
driven_dt1e-3,complex,475,cos_theta1_plus_cos_theta3,0.02931929327072132
driven_dt1e-3,complex,476,I2,0.09298970086284669
driven_dt1e-3,complex,476,I1_plus_I3,0.11074143393217889
driven_dt1e-3,complex,476,cos_theta3,0.03978189266965851
driven_dt1e-3,complex,476,cos_theta1_plus_cos_theta3,0.026484225455604974
driven_dt1e-3,complex,477,I2,0.08873625358267864
driven_dt1e-3,complex,477,I1_plus_I3,0.09935459968398203
driven_dt1e-3,complex,477,cos_theta3,0.042160377293674736
driven_dt1e-3,complex,477,cos_theta1_plus_cos_theta3,0.023680224951878836
driven_dt1e-3,complex,478,I2,0.08735933090827684
driven_dt1e-3,complex,478,I1_plus_I3,0.09770516800141978
driven_dt1e-3,complex,478,cos_theta3,0.038185708697941974
driven_dt1e-3,complex,478,cos_theta1_plus_cos_theta3,0.027850393270408023
driven_dt1e-3,complex,479,I2,0.09178010866894391
driven_dt1e-3,complex,479,I1_plus_I3,0.10159576398465742
driven_dt1e-3,complex,479,cos_theta3,0.040162377184183216
driven_dt1e-3,complex,479,cos_theta1_plus_cos_theta3,0.028499564132658455
driven_dt1e-3,complex,480,I2,0.10509962800642035
driven_dt1e-3,complex,480,I1_plus_I3,0.11712344142454663
driven_dt1e-3,complex,480,cos_theta3,0.04111006648492332
driven_dt1e-3,complex,480,cos_theta1_plus_cos_theta3,0.02704564746829598
driven_dt1e-3,complex,481,I2,0.08725709890340119
driven_dt1e-3,complex,481,I1_plus_I3,0.10019070126177045
driven_dt1e-3,complex,481,cos_theta3,0.03386492113140109
driven_dt1e-3,complex,481,cos_theta1_plus_cos_theta3,0.02391235801373258
driven_dt1e-3,complex,482,I2,0.09665508690084801
