# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091301 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,z_delta_I,mean_sin_q3,mean_sin_q4,mean_delta_sin_q4_minus_q3,se_delta_sin,z_delta_sin,sample_count
1,0.30494071806405076,0.30565530124594642,0.0007145831818951724,0.0013816068801639982,0.0023406087144252452,0.51721165561244931,0.0020702023093371342,0.0017224383285148509,-0.00034776398082228272,0.00070281640402131758,-0.49481483191410325,256
2,0.28951005225107534,0.28897378221828074,-0.0005362700327946466,0.0029779637127626052,-0.0018540536514268118,-0.18007943834116039,0.0026059829732501885,0.0047091904956421508,0.002103207522391968,0.0024707971041234059,0.85122631837394347,256
3,0.29467627188126966,0.29544640727178129,0.00077013539051163358,0.0034144201081987321,0.0026100857252832187,0.22555378837606377,0.0046721999773941206,0.0068535615062658975,0.0021813615288717786,0.0022961611846365644,0.95000365978969536,256
4,0.29494577323617527,0.29741209670147495,0.0024663234652997088,0.0036810019247311707,0.0083271400295882175,0.67001417432831911,0.0036485307709395705,0.0060647971933766812,0.0024162664224371051,0.002302215964873895,1.0495394260587787,256
5,0.2960088873427687,0.29638179598105452,0.00037290863828555172,0.0036307411958421266,0.0012589956215827442,0.10270868072684482,0.0047800375332990065,0.0071688297761708531,0.0023887922428718444,0.0023717206059379516,1.0071979966321292,256
6,0.29799803887688958,0.2953988604622696,-0.0025991784146200811,0.0037917443878068223,-0.0087603370274252374,-0.68548355289409901,0.0070868339577409298,0.009647450119291719,0.0025606161615507926,0.0028355688840475848,0.90303437026565347,256
7,0.30162172855605518,0.29801977310047167,-0.0036019554555836285,0.0040544516963552536,-0.012013696335670974,-0.88839520737701816,0.0059634317339388775,0.0060564504761116741,9.3018742172801239e-05,0.0025658828714615204,0.036252138867047347,256
8,0.30039356367997594,0.30100351376141898,0.00060995008144320911,0.0042711328087551076,0.0020284437830599454,0.1428075662252678,0.0087596778489218759,0.0063012298411547797,-0.0024584480077670806,0.0023080913005261716,-1.0651433100617087,256
9,0.30286489160629221,0.30338605791631351,0.00052116631002086704,0.0042191701948172591,0.0017193088453923615,0.12352341478451305,0.006336123703366241,0.0042398357415241563,-0.0020962879618420848,0.0024938190368077044,-0.84059345562038357,256
10,0.30002640076406961,0.30199158607138782,0.0019651853073184493,0.0044650261504558227,0.0065286597752620664,0.4401285101360109,0.0040674606725574622,0.006873267108590886,0.0028058064360334239,0.0023580032795411129,1.1899077750983693,256
