# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=50 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=8000 measure=2000 seed=2026091450 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,z_delta_I,mean_sin_q3,mean_sin_q4,mean_delta_sin_q4_minus_q3,se_delta_sin,z_delta_sin,sample_count
1,0.34279118336125353,0.34371417059318476,0.00092298723193153659,0.0021481318873669535,0.00268894401657585,0.4296697224968235,0.0037191899311697723,0.0039856063325988018,0.00026641640142903038,0.00084350201059172031,0.31584560331058148,256
2,0.3313290399955558,0.33044761199441713,-0.00088142800113862963,0.0030716164436156595,-0.0026638232052707258,-0.28695900589107526,0.0075207388901028464,0.0075958690133592788,7.5130123256423874e-05,0.0022187480931539862,0.033861493104260065,256
3,0.33361947811707898,0.33310941222698509,-0.0005100658900939781,0.0030617606024338044,-0.001530054861821751,-0.16659234875794171,0.010377919388852089,0.0083052175967251105,-0.0020727017921269718,0.002255030171285637,-0.91914592475065815,256
4,0.33547072846094378,0.33457962078298659,-0.00089110767795682016,0.0034336426324961277,-0.0026598230385591944,-0.25952254597590979,0.010066562812918099,0.0072917838274383917,-0.0027747789854797064,0.0021904748177926769,-1.2667477219737353,256
5,0.33881213080013667,0.33451089100166098,-0.0043012397984758368,0.0035999602379607181,-0.012776155453487432,-1.1948020295114079,0.0086181311272673974,0.0077588533883789969,-0.00085927773888839543,0.0023906582893359987,-0.35943143473133438,256
6,0.33880534511202925,0.33517498982549648,-0.0036303552865327385,0.003888096219628664,-0.010772881932435766,-0.93371024827144289,0.0089262363012540015,0.0081831894942582754,-0.00074304680699572396,0.0022647630116887922,-0.3280903137152737,256
7,0.33825908669389987,0.33855267773258463,0.00029359103868486938,0.0038433589786010468,0.00086757073123175398,0.076389179444209573,0.00770600329690774,0.0068343391776422673,-0.00087166411926547398,0.0023582189275504059,-0.36962815838770025,256
8,0.33985274661560938,0.34111879640495296,0.0012660497893435322,0.0039733534458527365,0.0037183632776422882,0.31863507905771526,0.00978677431823732,0.0069216560880792626,-0.0028651182301580509,0.002335527207692061,-1.226754379363161,256
9,0.34182851173750994,0.3394586957678602,-0.0023698159696498048,0.0039072317297979683,-0.0069568779320757319,-0.60652045579399028,0.0086187281588015561,0.0091715596144114845,0.00055283145560992809,0.0022628382358443281,0.24430887142211086,256
10,0.34427444812765223,0.34045197990510334,-0.0038224682225488165,0.0040057418507037515,-0.011164950164201808,-0.95424726929851045,0.0063787259594810944,0.0050975172992168355,-0.0012812086602642563,0.002264010278239326,-0.56590231615937092,256
11,0.34342936965358389,0.34132684844490313,-0.0021025212086808031,0.0043166322206401962,-0.0061409335267355019,-0.48707443701770359,0.0085152898547061224,0.0059152920792615365,-0.0025999977754445885,0.002440383453088044,-1.0654054272309417,256
12,0.34978507539799281,0.34436844617258211,-0.0054166292254111299,0.0044804504368478083,-0.015606430154400415,-1.2089474711881791,0.0049718799054699536,0.0070263554106250597,0.0020544755051551044,0.00243146186596672,0.84495485366712497,256
13,0.35214358371570925,0.34471968712918633,-0.0074238965865227992,0.0046603177303529099,-0.021306608906283348,-1.5930022406349134,0.0055914438325333094,0.0054467969082054426,-0.00014464692432786429,0.0022452640864894552,-0.06442312296279791,256
14,0.35600425385300766,0.34605549498271232,-0.0099487588702953586,0.0049433283097793648,-0.02834163014414131,-2.0125628416412829,0.0076602685322370908,0.0073184578226872998,-0.00034181070954979268,0.0020943174556102887,-0.16320864281302966,256
15,0.36007356758635117,0.34579033319063585,-0.014283234395715267,0.0052074599277058351,-0.040470222035700783,-2.7428409616217242,0.0059896883163359877,0.0081480761829805567,0.0021583878666445689,0.0024196359839509262,0.89202999168504027,256
16,0.35947397673892995,0.34383858094793546,-0.015635395790994461,0.0049866369028350246,-0.044462154472025735,-3.135459046979209,0.004604231927803514,0.005694967206581374,0.0010907352787778602,0.0023342284881802517,0.46727871084642181,256
17,0.35742225587787452,0.34867787559470448,-0.0087443802831700546,0.0050162314076727362,-0.024768102690856497,-1.7432170832060916,0.0064433155824457381,0.0053473942084970756,-0.0010959213739486591,0.0024347434984136464,-0.45011779461068696,256
18,0.36125018881812815,0.35099999558093142,-0.010250193237196907,0.0053311285575980156,-0.028782563940914132,-1.9227060699161262,0.0077707280239322322,0.0075298942363224404,-0.00024083378760979415,0.0024637803469879246,-0.097749699117546579,256
19,0.364981177078608,0.35256340852267976,-0.01241776855592772,0.0054744233414573519,-0.034611838219145319,-2.2683244939953755,0.0067791004248408445,0.0068100209580957147,3.092053325486499e-05,0.0023503411726646245,0.013155763773567315,256
20,0.36212952746169202,0.35588429429395307,-0.0062452331677386825,0.0052467271224414264,-0.017395857791339467,-1.1903102680957853,0.0037481287202136039,0.006601308234488284,0.0028531795142746805,0.0023455486556544307,1.2164230775586344,256
21,0.3611783941106399,0.35442070019258609,-0.0067576939180538712,0.0051800826688645669,-0.018886815178640749,-1.3045532957749311,0.0045423351424560016,0.0077957454884699066,0.003253410346013905,0.0024811741802025608,1.3112381919709883,256
22,0.36048348766721272,0.35278778411581302,-0.0076957035513996429,0.005514956895863221,-0.021578616315674759,-1.3954240616408451,0.0053136916256659641,0.0069605708337628219,0.0016468792080968574,0.0024417695088908035,0.67446136996156025,256
23,0.36153024355901198,0.35446543499936234,-0.0070648085596498955,0.0054739257483167247,-0.019734221228470471,-1.2906292274465687,0.004352468261365601,0.0066949634175383216,0.0023424951561727188,0.0022660971860466493,1.0337134570381559,256
24,0.36313625938030081,0.35787862891996147,-0.0052576304603395504,0.0057342830432215884,-0.014583971969660749,-0.91687669072326627,0.0055942304479520864,0.0059328715683219227,0.00033864112036983821,0.0024005961820058284,0.14106542487578447,256
25,0.36141297700578234,0.35871633511469053,-0.0026966418910918917,0.0058428141275285849,-0.0074893268353469315,-0.46153134983134014,0.0064230809140295858,0.0046984178725771406,-0.0017246630414524376,0.0023680170035860512,-0.72831531143596584,256
26,0.36492359654874418,0.35827325387672987,-0.0066503426720145309,0.0055457896201141967,-0.018391514476596448,-1.1991696633954878,0.0028489303278339843,-0.00028845713799350952,-0.0031373874658274952,0.0023395804314271565,-1.3410043201266102,256
27,0.36584122018297682,0.36063767925562606,-0.0052035409273508033,0.0058267396325263317,-0.014325373885936439,-0.89304503985441952,0.0040337872140735788,0.00087734712857672436,-0.0031564400854968552,0.0024126747317034236,-1.3082741921321115,256
28,0.36609102123427922,0.36383027560975223,-0.0022607456245270071,0.005933327177467051,-0.0061944914727158048,-0.38102493877509785,0.0037130421292178393,0.0033293143328702985,-0.00038372779634754324,0.0024115586001836123,-0.15912024543725656,256
29,0.36401984126725639,0.36323329935438048,-0.0007865419128755657,0.0059562608295652929,-0.0021630485148630648,-0.13205296668194599,0.0013277830498766489,0.0015008688732793488,0.00017308582340270058,0.0023559011331393334,0.073469052231430756,256
30,0.37125409906463847,0.36345845679946281,-0.0077956422651757722,0.0059960418378834195,-0.021220931105518554,-1.300131399337868,0.0015604261500178013,0.002746719963472971,0.0011862938134551714,0.0024023713841707303,0.49380117548505759,256
31,0.37125690575344872,0.3684100791664468,-0.0028468265870020661,0.0067601081482325017,-0.0076975899831743105,-0.42112145613327173,0.0044204738204403037,0.0046017041357526017,0.00018123031531230144,0.0023098265562946116,0.078460573075680773,256
32,0.36906553282698246,0.36860764549869035,-0.00045788732829244176,0.0066890834783846142,-0.0012414368361114267,-0.068452924794865866,0.004049713008029975,0.002859288876110247,-0.0011904241319197278,0.0024571262430834254,-0.484478213225982,256
33,0.37163774949121298,0.36642825615788355,-0.0052094933333296138,0.0065444514682436008,-0.014116605543289029,-0.79601680272338193,0.0019479078430374218,0.00036585146240346225,-0.0015820563806339598,0.0023875784494703542,-0.66261964333985068,256
34,0.37429090011775862,0.36636105069461261,-0.0079298494231464494,0.0066383646573832285,-0.021413160160987172,-1.1945486324447128,0.0015027758140345052,0.002466000401525649,0.00096322458749114551,0.0024375859390992059,0.39515512952421233,256
35,0.3687936282283078,0.36573753189890107,-0.0030560963294070601,0.0065736599677110076,-0.0083212162949705057,-0.46490027540490708,0.0014030169789894162,0.0035879708230002923,0.0021849538440108793,0.0024719664609536441,0.88389299714364244,256
36,0.37165000713577856,0.36806876764480662,-0.0035812394909723062,0.0065873723690745827,-0.0096827054093214567,-0.54365220156446259,0.004646975273993611,0.0021761312527222394,-0.0024708440212713716,0.0022915300440213083,-1.0782507642515535,256
37,0.37082167872488814,0.3702966838138107,-0.0005249949110774962,0.0065222051084879379,-0.0014167640085967581,-0.080493468442792857,0.0025376687775009658,3.8030596165445203e-06,-0.0025338657178844174,0.0024105860854025632,-1.051140937562189,256
38,0.36425731044068105,0.36735591321057059,0.0030986027698896314,0.0064540783008171536,0.0084706035093938814,0.48009996555159795,0.00057448826830414372,-1.4733787004755015e-05,-0.00058922205530889899,0.0021485693244369633,-0.27423925707554525,256
39,0.36329748075960072,0.37139323573601546,0.0080957549764147773,0.0062343410501389928,0.022038538924325942,1.2985742857674245,0.0012351978932414918,-0.0010842069662524534,-0.002319404859493948,0.0022720857126788765,-1.0208263035813383,256
