# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091226 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,z_delta_I,mean_sin_q3,mean_sin_q4,mean_delta_sin_q4_minus_q3,se_delta_sin,z_delta_sin,sample_count
1,0.64002296431534511,0.64218680868145084,0.0021638443661059882,0.0027852798109838919,0.0033751799614639118,0.7768858114623739,0.0040348589108302633,0.0043569987304927504,0.0003221398196624855,0.00076483231939871691,0.42119012428206487,256
2,0.63532140965643713,0.63005791703656044,-0.0052634926198765874,0.0035570600291138384,-0.0083192328321538955,-1.4797311759700238,0.0078830324206173776,0.0082952551360036091,0.00041222271538623258,0.0015198315390875892,0.27122921507057624,256
3,0.63894741633076113,0.63473783785703497,-0.0042095784737262157,0.0037151083501990741,-0.0066100764845716626,-1.1330970935210127,0.0081024580445534615,0.0086020703928935145,0.00049961234834005382,0.0017189716199835735,0.29064607148361654,256
4,0.63626822031522656,0.6381815053450659,0.0019132850298395499,0.0039255152340048781,0.0030025272732485024,0.487397173564802,0.0050097150356325322,0.0091987184179999886,0.0041890033823674538,0.0016535865428202452,2.5332834259904979,256
5,0.63571252957055058,0.63776825007965243,0.0020557205091018744,0.0039316100938641251,0.0032285065341410733,0.52286988282742952,0.0063834116651171552,0.006999680402210948,0.00061626873709379627,0.001479442108520833,0.41655481721413917,256
6,0.63814192984162954,0.64107969601224057,0.0029377661706108064,0.0040858314420424008,0.0045930526989799297,0.71901306069109239,0.0070318816769891247,0.0075621945401460021,0.0005303128631568817,0.00164434202774899,0.3225076378318017,256
7,0.64071869714096052,0.64399408583141626,0.0032753886904556616,0.0039535520564181279,0.0050990209389487912,0.82846732348912733,0.008045716924408506,0.0075693463600870472,-0.00047637056432147111,0.0016365001338546311,-0.2910910634632351,256
8,0.64217188331439379,0.64217588676410819,4.0034497139278084e-06,0.0041111247702406749,6.2342144506282893e-06,0.00097380885710589542,0.0051513116298302405,0.0067268390212134018,0.0015755273913831559,0.0015595668179167407,1.0102339786170464,256
9,0.64228746971601591,0.64305622781857996,0.00076875810256423795,0.0042374936765974761,0.0011961907216548923,0.18141811203397887,0.0048188750207177559,0.0066944849873660809,0.0018756099666483235,0.0016318704635197344,1.1493620410304348,256
10,0.64348782112043124,0.64281373470278413,-0.00067408641764725354,0.0044272393956247139,-0.0010481001357661385,-0.15225885871756328,0.0060843277647083258,0.0043181139467919089,-0.0017662138179164149,0.0016498065838208423,-1.0705581098033814,256
11,0.64472503584792573,0.64362284816465309,-0.0011021876832715107,0.0046944948036183112,-0.0017110094205902379,-0.23478302338773335,0.0053123667272121887,0.004507984497090025,-0.00080438223012216034,0.0017538914109969373,-0.45862715620742894,256
12,0.64514839525184897,0.64295700520128385,-0.0021913900505657964,0.0045528997424186179,-0.0034025011459386852,-0.48131744043229763,0.008285276363911331,0.0056108656564321357,-0.0026744107074791949,0.0016312953843605673,-1.6394398789569962,256
13,0.64784281956884782,0.64217141293100155,-0.0056714066378465225,0.0048525535897533225,-0.0087927814980090693,-1.1687468325589014,0.0063387635980327022,0.0046108131310339624,-0.0017279504669987426,0.0015991060444073525,-1.0805727819252546,256
14,0.65316754231634688,0.64456604176501975,-0.0086015005513275945,0.0053707460960193878,-0.013256188568806105,-1.6015466748098055,0.0043488276073678214,0.0045323130655006896,0.00018348545813286487,0.0018262441888164903,0.10047148089860526,256
15,0.64831307166290408,0.64349636625490658,-0.0048167054079972498,0.0055369488228364013,-0.0074573002280599607,-0.8699205215932998,0.0040345502939031974,0.0034510195934698757,-0.00058353070043332426,0.001711717059910078,-0.34090371247686169,256
16,0.64682740164709596,0.64437485809258366,-0.0024525435545127089,0.0057955935750298787,-0.0037988526367777084,-0.42317383418316473,0.0017573117918053644,0.0026925607673496123,0.00093524897554424745,0.0016677736620776414,0.56077691884110592,256
17,0.64796586714387006,0.64145964869508221,-0.0065062184487881085,0.0059010908953962349,-0.010091654568437636,-1.1025450317777628,0.0048562522671946684,0.0021096838522435763,-0.0027465684149510965,0.0017872832035757667,-1.5367281522346963,256
18,0.65350928639156802,0.64250511530523302,-0.011004171086334905,0.0062075402931816587,-0.016981556797405557,-1.772710375866887,0.0032941260659132411,0.002769208329646475,-0.00052491773626676497,0.0015984080838317729,-0.32840032628489307,256
19,0.65305093736586739,0.64392341562879318,-0.0091275217370746699,0.0065032190324975517,-0.014075099813654134,-1.403539030665135,0.00023854656452130404,0.0021659581137159854,0.0019274115491946832,0.0016102675681968636,1.1969511075435428,256
20,0.65216984461877858,0.64297457157439286,-0.0091952730443848416,0.0069052959507385275,-0.014199610374590629,-1.3316262054490799,-0.00068493841627189787,0.0027748621805550196,0.0034598005968269146,0.0016595257549628585,2.0848128367277718,256
21,0.65705132253422494,0.64233683097365968,-0.014714491560565512,0.0068210564116852456,-0.02264833879059407,-2.1572159314439792,0.0016023255604948054,0.0020197966491446065,0.00041747108864980537,0.0016679595155876361,0.25028850205799319,256
22,0.65352897867736315,0.64256000200105068,-0.010968976676312702,0.0070289591401092493,-0.016926271019712235,-1.5605406800162753,-0.00058605191243081035,0.00052181902524917165,0.0011078709376799811,0.0016594906306392054,0.66759698260739775,256
