# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091500 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
quarter,interval_start,interval_end,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
1,0,500,1,0.23808356232966554,0.0012739145480933094,0.0022969502790093784,0.00050899192946507357,256
1,0,500,2,0.2250283094438511,0.0022094304025327754,0.0046505027618480091,0.0019802480509549451,256
1,0,500,3,0.22721623908285801,0.0022656486167801785,0.0049967526958240782,0.001944000252224727,256
1,0,500,4,0.22818571121917269,0.0024061101151179212,0.0062094387924087613,0.0019334059964039453,256
1,0,500,5,0.22965209197319827,0.0024313684360277431,0.00418193828996089,0.0018419749423459193,256
1,0,500,6,0.23042899642147166,0.002499805930536426,0.0051159408123841827,0.002128428100954022,256
1,0,500,7,0.23050592253397764,0.0027953895868165924,0.0052988692991577267,0.0019928201141549335,256
1,0,500,8,0.23341456393817764,0.0031623817028007244,0.0028033122061728545,0.0021447610082167153,256
1,0,500,9,0.23585319890446904,0.0032557713225943087,0.0028160365561888689,0.0020823251328579658,256
1,0,500,10,0.23441281384560042,0.0030782645544383137,0.0021744813882537115,0.0020517166785494864,256
1,0,500,11,0.233177250484423,0.0031013737177882604,0.0075077194331973247,0.0021097577877371037,256
1,0,500,12,0.23551572399941217,0.0032347085009558248,0.0069824079027181489,0.0020890708315192429,256
1,0,500,13,0.23737464579191403,0.0034398809417301494,0.0054335535779559112,0.0019949882833996562,256
1,0,500,14,0.23719256953795798,0.0036658747308222152,0.0048494823196733759,0.0020164274249147751,256
1,0,500,15,0.24124086167771192,0.0037736490330350222,0.0024008855729096439,0.0021533867607267357,256
1,0,500,16,0.24130398141478618,0.0040364848930707466,0.0036273666538839768,0.002063531183944358,256
1,0,500,17,0.24133008259648536,0.0047210687424545893,0.0046714213410329252,0.0019526017814818059,256
1,0,500,18,0.24141850448185825,0.0042872847013312549,0.0076203495604452989,0.0021132354742008645,256
1,0,500,19,0.23753071896579542,0.0035479856249998544,0.006143965574871472,0.0020030816901703023,256
1,0,500,20,0.24019768097723052,0.0036930012486039456,0.0065353135409858196,0.0021136990607043757,256
1,0,500,21,0.2412755021228605,0.0039509814358352621,0.0069020303563695901,0.0018835760672975604,256
1,0,500,22,0.24169767437908277,0.004045843218867376,0.004635751865887083,0.0020755932797371559,256
1,0,500,23,0.24142242890100934,0.0037527970647789843,0.0040078539397264724,0.0020651896703447001,256
1,0,500,24,0.23863703308525838,0.0034557522624655244,0.0043425797753600497,0.0020057893335655736,256
1,0,500,25,0.23745099347846521,0.0033933921708065866,0.0067903788624520687,0.0020707341213974675,256
1,0,500,26,0.23868949991016211,0.0036389380964479676,0.0048799027558093242,0.0020921895833476696,256
1,0,500,27,0.24170614954619166,0.004061399404410619,0.0035219806570265457,0.0020388782601768124,256
1,0,500,28,0.24554482041428255,0.0042285189437319595,0.0071119181160832594,0.0019878010276899007,256
1,0,500,29,0.2457840381460496,0.004154359852548562,0.0043515517968693599,0.0019030384080744528,256
1,0,500,30,0.24127246640004152,0.0039298945535171711,0.0016215736087110053,0.0021577186987244432,256
1,0,500,31,0.2499777381800605,0.0047373601636601578,0.0012828058350762691,0.0019272629798528331,256
1,0,500,32,0.25111165521654377,0.0052792453273182516,0.0033384553104896649,0.0019954435711713281,256
1,0,500,33,0.24844575391787882,0.0050585760690006042,0.0041292150879307342,0.0020777402316470243,256
1,0,500,34,0.2468251588524728,0.0043720841411944841,0.003260224027953334,0.0019250887282079852,256
1,0,500,35,0.25092648930717165,0.0046703300757925861,0.0032511011971133076,0.0020371504179966748,256
1,0,500,36,0.25022635373865637,0.0048185440716322185,0.0031446184692041513,0.0020917101308187747,256
1,0,500,37,0.25082654635209611,0.0047349548714676832,-0.0023030997145365578,0.0020974684394930825,256
1,0,500,38,0.25365608112655896,0.005134290913073822,-0.0004800784817975804,0.0019043489545709307,256
1,0,500,39,0.25153550966460819,0.0048576852660540595,0.00063274246450757698,0.0021188603581006123,256
1,0,500,40,0.25000033334870575,0.0044667884695637448,0.0023182834784626657,0.0020277811206136872,256
1,0,500,41,0.24764925005194732,0.0044842161945624452,0.0033881941233482372,0.0020260595421944692,256
1,0,500,42,0.24942599060296652,0.0044748896359486281,0.00049508823148331307,0.0020842101186601698,256
1,0,500,43,0.24987688622876134,0.0045948472324979488,0.0015354769610413837,0.0019938031227181917,256
