# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=50 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=8000 measure=2000 seed=2026091451 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
phase,checkpoint,absolute_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
burnin,1,2000,1,0.36593360789720464,0.021814308724825437,0.040779040889901808,0.044142559254689927,256
burnin,1,2000,2,0.32953471683822499,0.023554947475537984,0.044798747211643786,0.043583859839256313,256
burnin,1,2000,3,0.36865047657329342,0.023764915712903654,-0.0014417823635994864,0.044554766355535624,256
burnin,1,2000,4,0.34527207518772229,0.020216711327928284,0.096968012068828102,0.043356182357644199,256
burnin,1,2000,5,0.33130291286005331,0.020778003320033194,-0.011704590563567763,0.043312282706928454,256
burnin,1,2000,6,0.35411827602024459,0.02381111423920982,-0.027635982440187945,0.043406846159969203,256
burnin,1,2000,7,0.33360974439437996,0.024990217253638383,0.017042235453118337,0.04435596154611781,256
burnin,1,2000,8,0.30820340566720006,0.019403387243813141,-0.0217390120451455,0.043072386468666297,256
burnin,1,2000,9,0.35698456206273477,0.024774682916251598,0.0066814115116358153,0.043776336953771755,256
burnin,1,2000,10,0.35781445407292267,0.023751883687340884,0.067910328329162439,0.044260375434749838,256
burnin,1,2000,11,0.35663121642210172,0.028610646073717379,0.079875164975419466,0.046484521049659638,256
burnin,1,2000,12,0.33728828006860567,0.023352172557475417,-0.0033515354089104221,0.043113202459490907,256
burnin,1,2000,13,0.39236842374066327,0.029344044029392034,-0.04751684633174591,0.044066123432903198,256
burnin,1,2000,14,0.3535000714355192,0.034235280461417668,-0.013210921320933267,0.044390448233464462,256
burnin,1,2000,15,0.3397113506871392,0.022172342458244891,0.0015995470457710326,0.044829450169898685,256
burnin,1,2000,16,0.35553834463235034,0.026741324768906571,0.028329003262570041,0.043182916339969422,256
burnin,1,2000,17,0.31326548965262191,0.020631531288575044,0.0033196207441505976,0.043787010436686334,256
burnin,1,2000,18,0.29880406686515926,0.023170771087416244,-0.036752733954926953,0.042794435339167748,256
burnin,1,2000,19,0.3913553367572149,0.031701444174918381,-0.080208305811538594,0.042564184419512624,256
burnin,1,2000,20,0.39623863610131593,0.027767959762031481,0.012874528125394136,0.042921502182146298,256
burnin,1,2000,21,0.36823669225699973,0.036953242247834653,0.098970101530994725,0.043516134663909661,256
burnin,1,2000,22,0.3609132608253276,0.025749515647439433,0.10699344023254298,0.044609490594880008,256
burnin,1,2000,23,0.35366243555108667,0.031072418565029233,0.00012531398169812746,0.045299677589551481,256
burnin,1,2000,24,0.35535144012010278,0.02767118065279895,0.034415225227576229,0.044307256918111479,256
burnin,1,2000,25,0.30855292115518296,0.021282460120146195,0.035605098080850439,0.043928847748679577,256
burnin,1,2000,26,0.26249737109333182,0.020044977875618614,-0.07345990180328954,0.044192677962974068,256
burnin,1,2000,27,0.33727769156666909,0.025939681510613634,0.03596174372069072,0.044108040719105936,256
