# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091501 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
series,checkpoint,absolute_time,mean_total_action,se_total_action,mean_I_left,se_I_left,mean_I_right,se_I_right,sample_count
burnin_snapshot,1,8000,25.480466502439185,0.13968922650991106,0.23901821707977433,0.015448690523692002,0.22282982805046458,0.018306945174874564,256
burnin_snapshot,2,16000,25.393405886886221,0.14935278442659486,0.24413173024072421,0.016174165071154403,0.19099758370683162,0.012993215629803528,256
burnin_snapshot,3,24000,25.623433397239317,0.13694433717290883,0.2301114925434149,0.014492862537058681,0.21521759803584928,0.020241081078855493,256
burnin_snapshot,4,32000,25.439577395272231,0.14849175698525507,0.23525907332191309,0.014903889138397221,0.23127828689291619,0.020858689881053345,256
measurement_snapshot,1,32500,25.522481032234019,0.1495972080708623,0.24683617527454499,0.016088975065145516,0.20312647150240082,0.015701761888793853,256
measurement_snapshot,2,33000,25.416937226538035,0.15592880672495868,0.24412032278809193,0.014453715925238151,0.19996159041471628,0.017749333332133108,256
measurement_snapshot,3,33500,25.468237965094531,0.14744521990292514,0.23225425343337475,0.014272792925925662,0.23636602453075284,0.020853920491628864,256
measurement_snapshot,4,34000,25.420670886485023,0.14004361769843301,0.24643442292056489,0.015103871658344327,0.27000267880740125,0.024873050835507862,256
measurement_quarter,1,32250,25.455735005896511,0.13933104960193682,0.23796509384019868,0.0013973210548252791,0.21349089953584063,0.004379970131492268,256
measurement_quarter,2,32750,25.431086883643932,0.13542887075228074,0.23890524030312785,0.0013395539724457574,0.22002499194521652,0.004348680288984926,256
measurement_quarter,3,33250,25.442690424598318,0.13653246268598249,0.23898028391480203,0.0013293069598689445,0.2236172464821026,0.0044148166339024013,256
measurement_quarter,4,33750,25.420545336951093,0.12557016477286742,0.23822815184342372,0.0012294401088290678,0.22020768213569542,0.00442764987397127,256
measurement_quarter_difference_q4_minus_q3,4,34000,-0.02214508764724335,0.09105044382471264,-0.00075213207137844165,0.00097503041429589045,-0.0034095643464072244,0.0047085355079671222,256
