# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091425 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,z_delta_I,mean_sin_q3,mean_sin_q4,mean_delta_sin_q4_minus_q3,se_delta_sin,z_delta_sin,sample_count
1,0.4955030105535107,0.49453007738238436,-0.00097293317112600534,0.0022786355194026955,-0.0019654558680547917,-0.42698060433159701,0.0035781267230549875,0.0043656541459207781,0.00078752742286578937,0.00085013303755976963,0.92635786173693002,256
2,0.49132497315195672,0.48617452653886445,-0.005150446613091884,0.0029260201928968665,-0.010538003578970521,-1.7602225116542187,0.005066634822425242,0.0072573057821106058,0.0021906709596853646,0.0018530135320309123,1.1822207025570817,256
3,0.49413731206685191,0.48875052407876046,-0.0053867879880916767,0.0030662098375509881,-0.010961144883460817,-1.7568230073888738,0.0077773628107206194,0.0055433687566906831,-0.0022339940540299372,0.0018354027974549975,-1.2171682734316596,256
4,0.49325797825828049,0.49175870129201416,-0.0014992769662656974,0.0031578546719950237,-0.0030441656418451436,-0.47477706290977156,0.0063404485348825717,0.0065153140197471843,0.00017486548486461481,0.0019312767686604333,0.090543979869806293,256
5,0.49557109913738484,0.49083386803779655,-0.0047372310995890217,0.0034390104644774835,-0.0096050430750673817,-1.3774983090401229,0.0067307825440008255,0.0082218564022949782,0.0014910738582941503,0.0019982438830622377,0.74619212946576496,256
6,0.49709238080072693,0.49025392048840932,-0.0068384603123174178,0.0032527463024646895,-0.013852202217983153,-2.1023651021094825,0.0051491703217102338,0.0054111223282276412,0.00026195200651740649,0.0020112116845302109,0.13024586548113387,256
7,0.4992986396896727,0.49266419523567734,-0.0066344444539955978,0.0034308450503069236,-0.013376397220556901,-1.9337639434931868,0.0075100431360340504,0.0065275060522656993,-0.00098253708376835501,0.0018413131998140158,-0.53360671278932748,256
8,0.49737310363482662,0.49195962547760136,-0.0054134781572252044,0.0033503545194438615,-0.010943695680788531,-1.6157926350205496,0.0048183148552994361,0.0060068654940453907,0.0011885506387459516,0.0018636306012926912,0.63776085127681614,256
9,0.49815642895780471,0.49346449150250554,-0.0046919374552999004,0.0034232075529838997,-0.0094631675441496418,-1.370626052519103,0.0025247781849981024,0.0062160202007904538,0.0036912420157923479,0.0018676531295213393,1.9764066236102289,256
10,0.49758876803650864,0.49566031698219964,-0.0019284510543088615,0.0036423508183320162,-0.0038831166993172476,-0.52945230992109082,0.0050042379183445869,0.0035930116893741391,-0.0014112262289704457,0.0018717255819710136,-0.75397069023566976,256
