# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091225 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
phase,checkpoint,absolute_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
measurement,1,2500,20,0.6330613124820843,0.042365953105620052,0.02079211754607968,0.044525966066516029,256
measurement,1,2500,21,0.60949387045548065,0.038098162906544039,0.017763237869075965,0.042521746214175316,256
measurement,1,2500,22,0.67167095390414033,0.050646081647171284,-0.040778779079118976,0.043749452032711508,256
measurement,1,2500,23,0.67742916245424567,0.054708838032032824,-0.0064527809809078462,0.043028055191412375,256
measurement,1,2500,24,0.5650155692241583,0.03835738235088508,-0.028734290731790679,0.045123133967045093,256
measurement,1,2500,25,0.6021029496500887,0.036068899382647714,,,256
burnin,2,1000,1,0.62658045509670046,0.038767898722084887,0.0017114615693571977,0.043894921253044367,256
burnin,2,1000,2,0.64965564570593415,0.047353878048626799,0.018651182201210759,0.044117814809445315,256
burnin,2,1000,3,0.5886196471689118,0.039240947603891199,0.1219475848665752,0.044379287200482363,256
burnin,2,1000,4,0.62981659525075884,0.041498477970092963,0.014666031040178495,0.044916201968287307,256
burnin,2,1000,5,0.57791720165369043,0.032485598842113481,-0.037170226516479943,0.042138242139834026,256
burnin,2,1000,6,0.60920569697736937,0.039167196325894084,0.0089174798758904217,0.04463880432571337,256
burnin,2,1000,7,0.63136014213660019,0.040376645982198422,0.018208724053693004,0.045090246801715306,256
burnin,2,1000,8,0.61053228616123079,0.040099224939102097,-0.12462681380930007,0.043565021499796727,256
burnin,2,1000,9,0.67143241844860313,0.048575456414371471,-0.044690105096378829,0.044446995664054044,256
burnin,2,1000,10,0.67766678645966749,0.043041081122876274,-0.066970788200706011,0.042886020468111567,256
burnin,2,1000,11,0.66708188077677733,0.041972947896798472,0.033705204346006212,0.043045380938794668,256
burnin,2,1000,12,0.76900599432065064,0.052825858865926917,0.0979028769705792,0.04176165038164395,256
burnin,2,1000,13,0.63680181726717677,0.04904666067978334,-0.024444102906272747,0.043808635771578543,256
burnin,2,1000,14,0.56477645563904844,0.037484736985058158,0.10776469674510736,0.042695850577632581,256
burnin,2,1000,15,0.51774815670069074,0.037759447163955122,-0.012776754307196825,0.045132205825228019,256
burnin,2,1000,16,0.63133876506844899,0.050702771744612518,-0.013213038287403833,0.043528289465740937,256
burnin,2,1000,17,0.63899675856191607,0.043424025463026726,-0.0095454590355075197,0.044675844350086577,256
burnin,2,1000,18,0.5660347839516362,0.041048499968504543,0.032481713648053301,0.042833830023079285,256
burnin,2,1000,19,0.67360090362888059,0.047865151674100791,-0.0059427436208352447,0.044226191888699536,256
burnin,2,1000,20,0.69759619412775464,0.053972675755030987,0.024087488180157379,0.044365119327301382,256
burnin,2,1000,21,0.61291464834539511,0.04047083949964405,-0.072227522288812906,0.043796483902028845,256
burnin,2,1000,22,0.68072346838562225,0.055079012171152936,-0.056810420621786761,0.045029221113049273,256
burnin,2,1000,23,0.61083427108997057,0.038268300710851612,0.0044669278177025262,0.043036770460463496,256
burnin,2,1000,24,0.63621075421451678,0.039016759515115788,-0.039023023426125292,0.043495741923085009,256
burnin,2,1000,25,0.60056980301487783,0.043530873053724307,,,256
measurement,2,3000,1,0.71743009710189654,0.043271903359007151,0.020560496497637359,0.044967649918997855,256
measurement,2,3000,2,0.63147739450369045,0.041271768793841951,0.043128818837431027,0.045107089703839524,256
measurement,2,3000,3,0.65742169608893164,0.044738337179040279,-0.045944320513626735,0.044806133951352675,256
measurement,2,3000,4,0.55062767359322606,0.033587190013450507,-0.046655114258555841,0.042451558239603254,256
measurement,2,3000,5,0.60554286630303977,0.045315780288157179,0.10459800206535874,0.043642063415341159,256
measurement,2,3000,6,0.61845535905467841,0.040079132871107447,0.01369032935690484,0.043533500110703789,256
measurement,2,3000,7,0.67661667313677754,0.053344151016171827,-0.060772170954805915,0.044209795564291395,256
measurement,2,3000,8,0.60916728053871338,0.038512273449592058,0.0863338755480072,0.043739925817567846,256
measurement,2,3000,9,0.68230177929353886,0.044271546389866544,-0.027463127957162214,0.043983606839453765,256
measurement,2,3000,10,0.66998613135314145,0.044765267693013353,-0.059018751015173621,0.043371257062269263,256
measurement,2,3000,11,0.66194733605152578,0.043475277255076786,-0.014947763709642459,0.04571703225995874,256
measurement,2,3000,12,0.62667119515646164,0.042580314718296063,-0.026964389129716437,0.042334953168554131,256
measurement,2,3000,13,0.72181692042704526,0.044089661323255605,-0.019533449209347964,0.043184709564765833,256
measurement,2,3000,14,0.7020227270174928,0.05469404878030814,-0.033550537293194793,0.044524006854335552,256
measurement,2,3000,15,0.71560202212194213,0.050417813626293606,-0.025980133808843675,0.043277738733972788,256
measurement,2,3000,16,0.53359625127632171,0.035106846126040848,-0.0094427330750477267,0.043266755465314548,256
measurement,2,3000,17,0.57413249505134445,0.042594825367459843,0.045212852312033647,0.043881755590154947,256
measurement,2,3000,18,0.68038111175746963,0.048610763123974027,0.026473106956473202,0.044558416238204071,256
measurement,2,3000,19,0.58312312691668922,0.040614082920536067,0.055698458116239635,0.04283762246999314,256
measurement,2,3000,20,0.66999720390049333,0.051019048369152081,0.022518324828070035,0.043646176018298295,256
measurement,2,3000,21,0.57926553395088831,0.044919856596881413,-0.019477353958791355,0.042606217833389783,256
measurement,2,3000,22,0.61873187343462632,0.04151513660483893,0.064390622032078682,0.044377050828149266,256
measurement,2,3000,23,0.83515594177180219,0.05987466432691043,0.012657050701818662,0.042978147089438895,256
measurement,2,3000,24,0.69025989642210561,0.046425220692072292,-0.035854815912443883,0.043033309805689063,256
measurement,2,3000,25,0.59095393482675718,0.041479599722766256,,,256
burnin,3,1500,1,0.60383556426904761,0.035409123599481715,-0.029425728433125187,0.043814240989477053,256
burnin,3,1500,2,0.61999780808992,0.03773803830874544,-0.069971516912119114,0.044956724097285468,256
burnin,3,1500,3,0.5895319479200225,0.037510872872512764,-0.060112343693617731,0.044260410326464578,256
burnin,3,1500,4,0.57814349284672062,0.034555152292534239,-0.0098837635650852462,0.044358717505628434,256
burnin,3,1500,5,0.62411348560817714,0.042700769168635536,-0.097384757587860804,0.044457621177599903,256
burnin,3,1500,6,0.66328989640533109,0.040281251619288472,0.10011199576183571,0.043695395659287352,256
burnin,3,1500,7,0.59333724472435279,0.041876654280511502,-0.12775380837001649,0.043322868012901382,256
burnin,3,1500,8,0.65420978120164364,0.045988173115168368,0.006720253481034888,0.043097459538110838,256
burnin,3,1500,9,0.73268105922261384,0.053440370679756002,0.03264308997313492,0.043381143065651211,256
burnin,3,1500,10,0.66510367594378295,0.040337319642165859,-0.024679557987838052,0.044364802036678183,256
burnin,3,1500,11,0.62372326619970409,0.038085967575274604,0.018933626866783015,0.043770651277577635,256
burnin,3,1500,12,0.68096349804454803,0.048644845633509418,0.011739015087186999,0.044543152923788958,256
burnin,3,1500,13,0.66774331034957868,0.046730927197751994,-0.028166010343284142,0.043623597630744942,256
burnin,3,1500,14,0.6550924919033605,0.050414183925961253,-0.075714937947850558,0.043735488122042622,256
burnin,3,1500,15,0.64592954711633865,0.048091634746561786,-0.017314969041763106,0.044917200553101812,256
burnin,3,1500,16,0.64941797497363041,0.050002152319881768,-0.01541447605995927,0.042351410070126043,256
burnin,3,1500,17,0.6961243508546886,0.04397508239475055,0.021478563269852202,0.045417588936278029,256
burnin,3,1500,18,0.67356590480812883,0.055115685833635332,0.03306622270946491,0.042455487694649047,256
burnin,3,1500,19,0.62949149149358163,0.043646883488608075,0.066746268845236045,0.043417174859878942,256
burnin,3,1500,20,0.68047849080812739,0.050417669160732335,-0.066564089423991391,0.044085070479005471,256
burnin,3,1500,21,0.67818699148165251,0.046274045017533766,0.0161113229332841,0.043919835389958341,256
burnin,3,1500,22,0.68652406975570557,0.045019532856806307,0.019831445040836115,0.043597263783244883,256
burnin,3,1500,23,0.6747513567875103,0.045337746950016751,-0.010326957857699881,0.04375778978721992,256
burnin,3,1500,24,0.58241718186945945,0.040024741818130039,-0.02594974003295647,0.045077240275082607,256
burnin,3,1500,25,0.67484622959182161,0.048218622444703096,,,256
measurement,3,3500,1,0.59621072790105245,0.039116392273383135,0.04640109664251213,0.044892802740053653,256
measurement,3,3500,2,0.60170102432948624,0.038079593627290506,0.053215571962937247,0.043968181225696554,256
measurement,3,3500,3,0.61185223598477023,0.038818233622167561,-0.023852429687394761,0.045780593879067973,256
measurement,3,3500,4,0.68983891844209211,0.045232154465578427,-0.021250092277114163,0.045910816368442534,256
measurement,3,3500,5,0.60931912562480472,0.041014518777975247,-0.046224708483350696,0.044583388589310692,256
measurement,3,3500,6,0.6164244609317393,0.042360367007317927,-0.010393731413728347,0.045545015995313243,256
measurement,3,3500,7,0.67034018612503132,0.045611361057427149,-0.03237257450382458,0.04157163699494295,256
measurement,3,3500,8,0.6389458901726357,0.049892892237412202,-0.017892506952080112,0.04492567233410593,256
measurement,3,3500,9,0.58422332955888123,0.041055674076965892,0.0477649451936486,0.043388228535405103,256
measurement,3,3500,10,0.64728922848007642,0.038128094775033927,-0.056671876693599188,0.044557047176799869,256
measurement,3,3500,11,0.72576566841689782,0.055037502906614223,0.053259242434251064,0.045560137467626917,256
measurement,3,3500,12,0.75442986244161148,0.055485999169854583,-0.030408499087570817,0.043426974645474702,256
measurement,3,3500,13,0.64775565867830665,0.049469327722094704,-0.037676300977182109,0.045268472953753268,256
measurement,3,3500,14,0.69199649720849266,0.047902059787512073,0.054797192606201861,0.043920643125306469,256
measurement,3,3500,15,0.69881016776662364,0.045032118464974902,-0.030228071828332759,0.044364811599889718,256
measurement,3,3500,16,0.56520542652748418,0.045211760180953055,0.018869664085286786,0.042964180444290609,256
measurement,3,3500,17,0.66941333252361801,0.045933544557292177,0.031749567951010249,0.045021190530564532,256
measurement,3,3500,18,0.64235069185588145,0.051931015156134311,0.078505823261366459,0.045360682147425939,256
measurement,3,3500,19,0.52634369718271046,0.031171197542112193,0.022601901910093147,0.044425840740562605,256
measurement,3,3500,20,0.65343492627289379,0.047151488645405519,0.0053845710417590453,0.044294759116128686,256
measurement,3,3500,21,0.68497619801655674,0.049297048128608786,-0.084878063513315283,0.044971850968864045,256
measurement,3,3500,22,0.66096774980178452,0.046491197746122891,-0.0076288637374091195,0.043849468250469439,256
measurement,3,3500,23,0.71414111590593166,0.05310241707394716,-0.070689786512957653,0.043032514588417399,256
measurement,3,3500,24,0.70969869753480452,0.048588637535015154,-0.0092489840790221933,0.044756280197529245,256
measurement,3,3500,25,0.64539051588735674,0.044379952042046832,,,256
burnin,4,2000,1,0.68661880154559185,0.041023814010730228,0.0025383443207829259,0.044482882814869944,256
burnin,4,2000,2,0.64814485782881093,0.039549690181658749,0.0018204838816018309,0.044792008783900598,256
burnin,4,2000,3,0.64844433924417899,0.03993593542050386,-0.037688821311348875,0.044777424459118816,256
burnin,4,2000,4,0.68300986617032322,0.042840654683147503,0.0057109163840323163,0.043473205113785593,256
burnin,4,2000,5,0.6995203015540028,0.045830226757522567,-0.0005027911756769754,0.043132755149620242,256
burnin,4,2000,6,0.67539957666303962,0.045054749736470848,0.033974958678300027,0.044881253077171619,256
burnin,4,2000,7,0.60515522032073932,0.038733554563644301,0.028352600279049511,0.04410996544221709,256
burnin,4,2000,8,0.64067631818670634,0.041679956798648755,-0.0051441160685499199,0.045321075351895848,256
burnin,4,2000,9,0.6778367244828587,0.046453729955500754,0.018400576956992154,0.043900919731962806,256
burnin,4,2000,10,0.60824823566690611,0.038452748844819834,-0.039746333959556068,0.045153291841165268,256
burnin,4,2000,11,0.63598858652585477,0.049990554366031073,0.034186344249974354,0.044128943024197814,256
burnin,4,2000,12,0.71370291016501142,0.047334969034268003,0.032204618326431955,0.043558817406097523,256
burnin,4,2000,13,0.60252804458741593,0.043695163564821504,0.059239913855890336,0.042814319973508694,256
burnin,4,2000,14,0.62713866274316388,0.042915815900867849,-0.0085935145020812342,0.044725046473667554,256
burnin,4,2000,15,0.68795270047849044,0.052392723202283935,-0.0010224821417068597,0.043609795525399668,256
burnin,4,2000,16,0.70210942788276043,0.046849635699263724,-0.035563844212447293,0.044919850547010219,256
burnin,4,2000,17,0.6849733750152609,0.049143775301472861,0.027467454290672322,0.044122461910481817,256
burnin,4,2000,18,0.71249992135744833,0.048225425311873328,-0.0044029906057403423,0.042642893029383865,256
burnin,4,2000,19,0.69900960115865018,0.049169034660904477,0.025318160207461915,0.045083421715839608,256
burnin,4,2000,20,0.61334544080935416,0.044722774433098737,-0.063132428331073243,0.044002890975259383,256
burnin,4,2000,21,0.5810865220469168,0.040068715818000034,0.03508641596090456,0.042235760208496724,256
burnin,4,2000,22,0.59068162011294589,0.041632957952749683,0.032568057895332458,0.042884252598237804,256
burnin,4,2000,23,0.59243218966412314,0.041413514319079449,-0.0053783685798407532,0.04416398921910359,256
burnin,4,2000,24,0.63391385856084526,0.043633467255583015,0.071169083767017582,0.045326751929683398,256
burnin,4,2000,25,0.59283041931848857,0.040721326774934778,,,256
measurement,4,4000,1,0.58408375773387888,0.034517116794255134,-0.050417659954518967,0.043248164957267819,256
measurement,4,4000,2,0.56060475398612652,0.038460625039967923,-0.0087577346967009362,0.04480922113976088,256
measurement,4,4000,3,0.52094699754206886,0.030369754079978228,-0.012080614842489013,0.045235230312714404,256
measurement,4,4000,4,0.59795456997017027,0.042437974604005647,0.014184523951371375,0.044547849063131931,256
measurement,4,4000,5,0.67847023467675172,0.047932392457903303,0.053353679608790117,0.045750082567400423,256
measurement,4,4000,6,0.66283448281683377,0.040503586201859738,0.10618404263095726,0.043691699364594827,256
measurement,4,4000,7,0.58360436584189301,0.035445355641578337,-0.0081417157562100329,0.045888031423558059,256
measurement,4,4000,8,0.62504549849109026,0.044927570719416575,0.01430573611651198,0.041931017505512709,256
measurement,4,4000,9,0.63917256534068656,0.043821375567082842,0.052077035768490987,0.045121607166502251,256
measurement,4,4000,10,0.55830727367356303,0.040540658309608062,0.066798337262298446,0.044381847599851497,256
measurement,4,4000,11,0.69715592764259782,0.050321738676762276,0.045261495462909807,0.044794372506283639,256
measurement,4,4000,12,0.65616960682908854,0.046367115274139996,0.0040532680141041055,0.043006567491980237,256
measurement,4,4000,13,0.69327716726502331,0.044724443014082009,0.019798472919774213,0.041781786755549159,256
measurement,4,4000,14,0.76664547702876007,0.051986878024852863,0.047138294052274432,0.042387624948689716,256
measurement,4,4000,15,0.58944120145315537,0.038426284898584996,0.057722282690519933,0.042373160336439966,256
measurement,4,4000,16,0.65288178917580808,0.045156447306418941,-0.0011666681502902065,0.043573480506722509,256
measurement,4,4000,17,0.67799601418300881,0.049515270747063654,-0.070703278723158292,0.046557464838169235,256
measurement,4,4000,18,0.66372698205259439,0.050707590569917721,-0.00010130658483831212,0.044734976666966998,256
measurement,4,4000,19,0.61977271095929609,0.04312111123925956,0.021036264737631427,0.042594477472270971,256
measurement,4,4000,20,0.65868662965476688,0.047284903024815986,-0.018558425521405297,0.043681203063230117,256
measurement,4,4000,21,0.69076045770725614,0.049893416759176863,0.037790830469020875,0.042633835747658125,256
measurement,4,4000,22,0.65286435541088395,0.046499961679683018,0.042914418069798899,0.042793426569700373,256
measurement,4,4000,23,0.66451544473966351,0.048690684890720475,0.057553115322662052,0.043336811288529023,256
measurement,4,4000,24,0.584144824969826,0.0446117405242085,-0.011701749491805913,0.042975065336978584,256
measurement,4,4000,25,0.57368132893680013,0.037870166549830955,,,256
