# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091501 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
phase,checkpoint,absolute_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
burnin,1,8000,1,0.23901821707977433,0.015448690523692002,0.026756037659197318,0.044408229939722987,256
burnin,1,8000,2,0.21473205128404516,0.012370649243316392,-0.050803798795641342,0.045826212144562804,256
burnin,1,8000,3,0.2421336949219608,0.021579315770007559,0.057541559158380551,0.042360570589679708,256
burnin,1,8000,4,0.21271537365043969,0.016907496780328501,0.024655514768255671,0.045115412374043609,256
burnin,1,8000,5,0.22052681588593259,0.015870972575328213,0.033170986166823013,0.044286331954330738,256
burnin,1,8000,6,0.20707985775641191,0.012944832499794761,0.007616112897622429,0.043397872563471648,256
burnin,1,8000,7,0.28102970532791005,0.026419937146866457,-0.029104777688189643,0.043941659221501825,256
burnin,1,8000,8,0.25535766780797076,0.020230496868600099,-0.034709544081124477,0.04316804245701205,256
burnin,1,8000,9,0.22106936012024647,0.017090959176103832,0.14480792653557728,0.043386731499078471,256
burnin,1,8000,10,0.24280846935391764,0.014923862355076239,0.03784856888523791,0.043893316186193659,256
burnin,1,8000,11,0.2629042108194426,0.022347840610388123,0.050541735672595678,0.043253028479112603,256
burnin,1,8000,12,0.2561228541078151,0.022580643595002295,0.067362206353209331,0.045271080278892893,256
burnin,1,8000,13,0.24959803255387669,0.018056128678373116,0.029385465270024724,0.043936910077203212,256
burnin,1,8000,14,0.26466494655824135,0.020030098320197174,0.036964762331990642,0.045533293397949225,256
burnin,1,8000,15,0.26676111420329107,0.018847296420823917,-0.0034238953958265483,0.042859080420578205,256
burnin,1,8000,16,0.22613532650842672,0.018975546871162655,-0.03197613602878846,0.043832407148005056,256
burnin,1,8000,17,0.23201472480945995,0.01836953411708488,-0.029281542641911074,0.044094100338436214,256
burnin,1,8000,18,0.22706921857661655,0.017801441437276869,-0.0024106834935082588,0.042974530947582724,256
burnin,1,8000,19,0.2604970793688608,0.024674533759522544,0.072748891123410431,0.041471307810040263,256
burnin,1,8000,20,0.23655679142234476,0.021264602130422743,0.037046909614787182,0.044473414768059966,256
burnin,1,8000,21,0.26134863222750937,0.018198190979234637,-0.012725833305012202,0.043622339822293514,256
burnin,1,8000,22,0.28533409069768823,0.02868398276663469,-0.033382816582161468,0.043353675340855942,256
burnin,1,8000,23,0.2307205869536233,0.017326024118839947,0.0078325028262042906,0.042200469295458627,256
burnin,1,8000,24,0.21764482985503264,0.01882183719004828,0.017031188934197417,0.042410720306833523,256
burnin,1,8000,25,0.25471554539421959,0.022969022422881152,0.049746601845111371,0.041957534664569064,256
burnin,1,8000,26,0.23436988877710974,0.017366092165944477,0.12974112214578781,0.042814201678900807,256
burnin,1,8000,27,0.24542558144395343,0.017684469401947862,-0.022771704594674702,0.043522838175683976,256
burnin,1,8000,28,0.25895031637401189,0.020601680894212146,0.060838320958168879,0.042141558992066681,256
burnin,1,8000,29,0.26901364070590716,0.024796792140110886,-0.07683114881729125,0.043275493504208631,256
burnin,1,8000,30,0.25207638674197597,0.021679884552661666,-0.052290388173332758,0.043446717138069572,256
burnin,1,8000,31,0.22901480771656679,0.016237028660158876,0.0075059543814859353,0.044734913965522968,256
burnin,1,8000,32,0.27035049969822467,0.027713784901855179,0.034762533947287011,0.042857852507906427,256
burnin,1,8000,33,0.28158040329981304,0.022080408935797099,0.0022610145242651924,0.042217043689146125,256
burnin,1,8000,34,0.24387625412032321,0.020490588871376659,-0.059119074683621875,0.044057123081218064,256
burnin,1,8000,35,0.28128601987282309,0.02660704965316563,0.0072931923969008494,0.044364892232351794,256
burnin,1,8000,36,0.24994038198457247,0.020266358736878428,0.014228794963401015,0.045340802658765729,256
burnin,1,8000,37,0.24173083142250107,0.02489175554346252,-0.017075428937459947,0.043792524270808243,256
burnin,1,8000,38,0.28562315220028722,0.02888874252454145,-0.058974735944502754,0.043645835924935601,256
burnin,1,8000,39,0.25719643971206096,0.028016273882654052,-0.0093792828884033952,0.044207556061881904,256
burnin,1,8000,40,0.26210379529968009,0.02624642488725646,-0.041423607299748255,0.043062500701151286,256
burnin,1,8000,41,0.2996062683105265,0.031104813326918054,0.036314891529400484,0.04235186619313578,256
burnin,1,8000,42,0.285252649367294,0.02979791109532327,0.064107166752521039,0.042050240903141946,256
burnin,1,8000,43,0.27273585634179653,0.023893333097215929,-0.0092359588998078834,0.043972821022938813,256
burnin,1,8000,44,0.28056341006799101,0.029774868499612476,0.070307134525137371,0.045061108098713547,256
burnin,1,8000,45,0.25867571472599593,0.022968502288606731,-0.0007077590526023414,0.043419652750880479,256
burnin,1,8000,46,0.25437291862613165,0.023869145798137526,-0.0039212184742609679,0.044146773890176495,256
burnin,1,8000,47,0.25237778844211789,0.023930889671475716,-0.0070986738865030929,0.044975201178673249,256
burnin,1,8000,48,0.2434104736886411,0.023981995539999652,-0.027740515153709566,0.041683655835068285,256
burnin,1,8000,49,0.23145238333694351,0.018196834523375664,-0.044576369188916942,0.043489470052304434,256
burnin,1,8000,50,0.21659618241839595,0.017625987240121481,-0.0019593788019847125,0.043509738654447593,256
burnin,1,8000,51,0.26446600659367903,0.022532716315807846,0.04146169363525587,0.042458599677592031,256
burnin,1,8000,52,0.23648833237916733,0.017728651472394191,-0.023337076069765317,0.043638670138388104,256
burnin,1,8000,53,0.2310003863331076,0.018077625307028496,0.021567492454778403,0.043683690573603572,256
burnin,1,8000,54,0.24331388552241151,0.02168518711540621,0.066497623178292997,0.043844046244639917,256
burnin,1,8000,55,0.26371883819865616,0.025045764440955985,0.05308288756600632,0.044599762711914182,256
burnin,1,8000,56,0.29983416210177438,0.030325381243245093,0.015114396417629905,0.042818953128816367,256
burnin,1,8000,57,0.24252921534161942,0.025835812120062075,-0.061349547513600555,0.044848964115634084,256
burnin,1,8000,58,0.25857557344102133,0.024503080015653714,0.018366627398624047,0.043116024920018328,256
burnin,1,8000,59,0.25843160663680464,0.027345702958930577,-0.020771160225194762,0.044558591655109052,256
burnin,1,8000,60,0.22434131331010576,0.017164283991525222,0.034425956827817572,0.042433663476915982,256
burnin,1,8000,61,0.24288156195143529,0.020728583042212596,-0.05695650906272931,0.043455585074220884,256
burnin,1,8000,62,0.28905056880495295,0.029714218633020362,0.0061229771763464669,0.042833950226193705,256
burnin,1,8000,63,0.26448849880034686,0.022159343476145798,0.054783972209406784,0.045465393690836062,256
burnin,1,8000,64,0.24072598919019583,0.01952631477414208,-0.082568825328053208,0.041317567533095366,256
burnin,1,8000,65,0.23750682114769006,0.02376186264097806,0.064390449450002052,0.042197946894563215,256
burnin,1,8000,66,0.28959885926519746,0.029900609196289264,-0.072696015606382502,0.042474235641585922,256
burnin,1,8000,67,0.27207210785746838,0.029695708350028344,0.014739800713869045,0.044496355913033594,256
burnin,1,8000,68,0.23108983037684538,0.020132180314380205,-0.040607420811284101,0.042383026514123873,256
