# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091301 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
series,checkpoint,absolute_time,mean_total_action,se_total_action,mean_I_left,se_I_left,mean_I_right,se_I_right,sample_count
burnin_snapshot,1,8000,32.765618245817876,0.19968540809525495,0.31014801260880631,0.019107179600029039,0.25874239265704091,0.016979492658204282,256
burnin_snapshot,2,16000,33.097499429431721,0.18967579800327333,0.32633326236737048,0.02036273259667221,0.26454280576535893,0.018342487530396027,256
burnin_snapshot,3,24000,32.993423137540994,0.19365691884951816,0.29970018527625053,0.017628320772371305,0.26737811791645072,0.02121216781796003,256
burnin_snapshot,4,32000,32.946316800398883,0.18993502763920647,0.29183458241732296,0.01846759080171741,0.2694132215085574,0.025769460677137659,256
measurement_snapshot,1,32500,33.151106536002857,0.1871406441064212,0.31305939167833685,0.019298905405342136,0.27721494183015238,0.02389799648656811,256
measurement_snapshot,2,33000,33.262329133176294,0.17708382998815728,0.33528566849417984,0.019542298308801786,0.27011378343877368,0.023540280970394147,256
measurement_snapshot,3,33500,33.152131299607447,0.18259618050429915,0.28688036520736659,0.018000017197039499,0.27838227801703397,0.020497978558824737,256
measurement_snapshot,4,34000,33.166061492895366,0.19951637558240862,0.32389037997563719,0.019972281697062139,0.2868086193946624,0.020666939564641922,256
measurement_quarter,1,32250,33.067120445772233,0.16387746548634891,0.30527742442312111,0.001566888881011393,0.27704733718770852,0.0047733222156645626,256
measurement_quarter,2,32750,33.082878695747468,0.16777334506538974,0.30527376700617426,0.0016156180811309517,0.28036626588183633,0.0049083102555816244,256
measurement_quarter,3,33250,33.171691179621334,0.17403418662330788,0.30494071806405076,0.0016639803677488882,0.2907627214034007,0.0055208450660888227,256
measurement_quarter,4,33750,33.122230663640977,0.16630401723298407,0.30565530124594642,0.0015632784729968936,0.27708915937140477,0.0049848959360039016,256
measurement_quarter_difference_q4_minus_q3,4,34000,-0.049460515980391334,0.13909392507098933,0.0007145831818951724,0.0013816068801639982,-0.013673562031995958,0.0064183884051601222,256
