# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091425 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
quarter,interval_start,interval_end,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
1,0,500,1,0.49580165935027026,0.0017814874222966785,0.0046308563718944059,0.000587268836981048,256
1,0,500,2,0.48864464466942781,0.0022001839282282405,0.0065975641087536781,0.0013289812539292298,256
1,0,500,3,0.4913017720769095,0.0021286677558752759,0.0080144747091021526,0.0012277901545643761,256
1,0,500,4,0.48947922910839403,0.0020983106766845872,0.0066723781386454671,0.0013210133303265933,256
1,0,500,5,0.49548404393455575,0.0021689313615281319,0.0074036914477278119,0.0013701242591960974,256
1,0,500,6,0.49837102232041541,0.002227873406030889,0.0086087933928172006,0.0012803096585400678,256
1,0,500,7,0.49815095397861076,0.0021943054291528453,0.0075761302336786853,0.0012403750509839037,256
1,0,500,8,0.4998816334846643,0.0024227033496606967,0.0074683171870509523,0.0014438584780534015,256
1,0,500,9,0.5008880592738838,0.0026384297068305883,0.0065479168562228539,0.00130164368878718,256
1,0,500,10,0.49981511785443467,0.0027208966082871112,0.0039841143700653746,0.001311764652612227,256
1,0,500,11,0.50042082964011281,0.0027947656020115771,0.0050415951468953711,0.0013435870366920134,256
1,0,500,12,0.50366584399064684,0.0031302121340375938,0.0032594515859699206,0.0013067665889448458,256
1,0,500,13,0.50409239128376659,0.0033611336946523106,0.0041603620891742625,0.001321898383584602,256
1,0,500,14,0.50273856815155971,0.0035215478157034851,0.0049932981832805107,0.0013769689971282729,256
1,0,500,15,0.50154869725183704,0.0034143926317409595,0.0041417426854658537,0.0014014552246640604,256
1,0,500,16,0.5021375400850504,0.0035344830488517054,0.0012872671327635616,0.0014144888852331912,256
1,0,500,17,0.50438173403408038,0.0035722226182716556,0.0013088118994985078,0.0012286876903549479,256
1,0,500,18,0.50488021667430205,0.0036817950394025839,0.0025545722230513684,0.0012940561917921757,256
1,0,500,19,0.50193639143744551,0.0037820777939978011,0.0039912494349154653,0.0012483487870759626,256
1,0,500,20,0.50302990933994696,0.0040094406505573653,0.0026489105738727466,0.0012214187362257446,256
1,0,500,21,0.49988737785414389,0.0041779895895339304,0.00037219674460485568,0.0013191450296872653,256
1,0,500,22,0.50050354061896962,0.0044305363575461694,0.0019610623352073037,0.0012513457245972063,256
1,0,500,23,0.50092049603768962,0.0045501186914738674,0.0028177478318561562,0.0011978838623613209,256
1,0,500,24,0.50080131130595773,0.0045051762765483038,0.0028167839880097641,0.0012504324552555452,256
1,0,500,25,0.47630646410068461,0.003574553602174858,,,256
2,500,1000,1,0.49570176336589367,0.0017555125282328495,0.0041280710291057244,0.00058018104915991445,256
2,500,1000,2,0.48857257022183698,0.0021486646908793101,0.0062824579271051157,0.0013039681416679096,256
2,500,1000,3,0.49179996844311669,0.0021921884330264687,0.0057461925168484215,0.0014702787965317739,256
2,500,1000,4,0.49257274141481666,0.0023431463258825574,0.0063866118197685,0.0013552399086228023,256
2,500,1000,5,0.49105919214072768,0.0022510003279126813,0.00422650182035885,0.001300309676542954,256
2,500,1000,6,0.49461691643998851,0.0023328026210074908,0.0049882796234277703,0.0012379472269384525,256
2,500,1000,7,0.49625682566428503,0.0027492691346463725,0.0051540921008643228,0.001267759925673074,256
2,500,1000,8,0.49435147991775691,0.0026047147509222035,0.0062867980465174814,0.0012360331640243131,256
2,500,1000,9,0.49801001748966645,0.0026362458417825323,0.0060054013043720194,0.0013188149796321403,256
2,500,1000,10,0.50100870196203873,0.0026881211397884034,0.0054272643295904116,0.0013215925297135576,256
2,500,1000,11,0.50205570740567307,0.002771247337201983,0.0054166796172661876,0.0012953706622910221,256
2,500,1000,12,0.49929248127877074,0.0028860918331481181,0.0070487470390810615,0.0013510189555598646,256
2,500,1000,13,0.49854112886305257,0.0028387985070709512,0.0044727957725012018,0.0013084452052656349,256
2,500,1000,14,0.50163377288550037,0.0032163335576402066,0.0033832559633082565,0.0013689831125200133,256
2,500,1000,15,0.50225448367515146,0.0033162598863152341,0.0046883932922231987,0.0013221684087431098,256
2,500,1000,16,0.50122820948283708,0.0032706738458677638,0.0048495048926563596,0.0014014672990646129,256
2,500,1000,17,0.49947403142122543,0.0033724017681330924,0.0046152178839927241,0.0012898286175790201,256
2,500,1000,18,0.4977585031647131,0.0036284711760897845,0.0019391573120492,0.0012478337411535264,256
2,500,1000,19,0.49693961592221453,0.0036304523522647284,0.0027806990919567618,0.0013278258489855292,256
2,500,1000,20,0.49691817922061043,0.0039388875053004676,0.0031121918985315272,0.0012431094851566714,256
2,500,1000,21,0.49839636600143511,0.0041786988165301939,0.0039565970743660793,0.0013011421931738828,256
2,500,1000,22,0.50301772682857571,0.0044388034787404915,0.0027589817947962208,0.0011593251538035323,256
2,500,1000,23,0.5026438713009117,0.0049557351455163127,0.0021063463720267322,0.0010744072177511952,256
2,500,1000,24,0.50296596456477805,0.0051325717424483301,0.00087982265537051333,0.0012742125866427674,256
2,500,1000,25,0.47758492825864846,0.0037543051704165679,,,256
3,1000,1500,1,0.4955030105535107,0.0015800863106823215,0.0035781267230549875,0.00060159499184292398,256
3,1000,1500,2,0.49132497315195672,0.0020025487917654694,0.005066634822425242,0.0012155186395462556,256
3,1000,1500,3,0.49413731206685191,0.0019072174293007433,0.0077773628107206194,0.0011818191120054784,256
3,1000,1500,4,0.49325797825828049,0.0020967327889984317,0.0063404485348825717,0.0013196060871179585,256
3,1000,1500,5,0.49557109913738484,0.0023552816646785235,0.0067307825440008255,0.0013212511019431421,256
3,1000,1500,6,0.49709238080072693,0.0024687071195000055,0.0051491703217102338,0.0013052638642823422,256
3,1000,1500,7,0.4992986396896727,0.002654758616360939,0.0075100431360340504,0.0013013365118759888,256
3,1000,1500,8,0.49737310363482662,0.002516594509424605,0.0048183148552994361,0.0012748213000121492,256
3,1000,1500,9,0.49815642895780471,0.0025449709209778865,0.0025247781849981024,0.0013563730104934133,256
3,1000,1500,10,0.49758876803650864,0.002638031830790445,0.0050042379183445869,0.0012558027789184355,256
3,1000,1500,11,0.49925950364595473,0.002700229708597365,0.0060875564022680314,0.0012535214748712498,256
3,1000,1500,12,0.49786935252567655,0.0026672455034004554,0.0036036530765260737,0.0013840821052587154,256
3,1000,1500,13,0.50140599029763389,0.0029906635986808052,0.0033857321313461521,0.0013728304656252372,256
3,1000,1500,14,0.50604404954981153,0.0032514237437865595,0.0040516425179024868,0.0012420437149082801,256
3,1000,1500,15,0.50252379603751141,0.003084010756031411,0.0044693400716110691,0.0012768010417326305,256
3,1000,1500,16,0.50294447081145377,0.0033080047522525179,0.0026209522656078376,0.0013710992021259011,256
3,1000,1500,17,0.50352764059584887,0.0034718534233364887,0.0025451040491636691,0.0012900183930546411,256
3,1000,1500,18,0.504479175142175,0.0038160892540051159,0.001827138312615294,0.0012637264708707833,256
3,1000,1500,19,0.50652503466828236,0.003943827281518375,0.0019343703187627943,0.0012443152018466771,256
3,1000,1500,20,0.50637566149278646,0.0037451463115355755,0.00053042900616742032,0.0012662516678958729,256
3,1000,1500,21,0.50025973001965041,0.0037946103188314364,0.0034174859801041368,0.0012029411695183847,256
3,1000,1500,22,0.50170208457181065,0.0042066764770219249,0.0033737706763564443,0.0012368923858264262,256
3,1000,1500,23,0.50078478923951786,0.0042494408866415954,0.0010035541267104102,0.0012525657618161136,256
3,1000,1500,24,0.50258042626364685,0.0043628936806263518,-0.00069335189027436718,0.0013060635145603877,256
3,1000,1500,25,0.4767018675254297,0.0033419787744642109,,,256
4,1500,2000,1,0.49453007738238436,0.001644429139689799,0.0043656541459207781,0.00055972067277105836,256
4,1500,2000,2,0.48617452653886445,0.0021143171561356588,0.0072573057821106058,0.0013948968773142179,256
4,1500,2000,3,0.48875052407876046,0.0022933778644298988,0.0055433687566906831,0.0012735259100170764,256
4,1500,2000,4,0.49175870129201416,0.0021814315464552818,0.0065153140197471843,0.0014079564854823955,256
4,1500,2000,5,0.49083386803779655,0.0022421194211519105,0.0082218564022949782,0.0013570710046166129,256
4,1500,2000,6,0.49025392048840932,0.0022662336531902682,0.0054111223282276412,0.0013584764804572128,256
4,1500,2000,7,0.49266419523567734,0.0023267704387521324,0.0065275060522656993,0.0013182865770948523,256
4,1500,2000,8,0.49195962547760136,0.0023932623066579861,0.0060068654940453907,0.0013241476537136953,256
4,1500,2000,9,0.49346449150250554,0.002448480568625806,0.0062160202007904538,0.0013055757704887403,256
4,1500,2000,10,0.49566031698219964,0.0025432559492472992,0.0035930116893741391,0.0013539178448958348,256
4,1500,2000,11,0.49616642956561441,0.0026493198818781341,0.0050216420766770369,0.001408651372221231,256
4,1500,2000,12,0.49700770082387324,0.0027848376499820934,0.0046990457148425382,0.0013916759328239318,256
4,1500,2000,13,0.49941426382484566,0.0028836355879071434,0.0042740142366347782,0.0012956118121496176,256
4,1500,2000,14,0.50087141994272233,0.0030582770898488908,0.0044491260100814525,0.0012926656359346733,256
4,1500,2000,15,0.50269805931485956,0.0031360383752404952,0.0035729819198738939,0.0013534822784338923,256
4,1500,2000,16,0.50354950069255966,0.0034871872505137531,0.0043180994159943134,0.0012996797183639603,256
4,1500,2000,17,0.50294880017370136,0.0033774354531275657,0.003482903031002797,0.0013117581342810168,256
4,1500,2000,18,0.50448130561224136,0.0036361157595960203,0.0033265490241639198,0.0012427700197230431,256
4,1500,2000,19,0.50274264501546473,0.0037046444943485629,0.0027435855898675864,0.0013216195244503306,256
4,1500,2000,20,0.5025787228014218,0.003757561633065096,0.0031638239378302094,0.0013110086497895594,256
4,1500,2000,21,0.50434046515437325,0.0038288422345437341,0.00024730198384795266,0.001389349803406029,256
4,1500,2000,22,0.50196836321127569,0.0041114728378112793,0.0022046872696605555,0.0012886492580230701,256
4,1500,2000,23,0.50174939133082619,0.0042973616321953798,-2.0444293024214305e-05,0.0011511640274807268,256
4,1500,2000,24,0.5029115581775192,0.0045826840650788113,0.0009373127581868547,0.0011312289494840278,256
4,1500,2000,25,0.47632108684962432,0.0034668454046518265,,,256
