# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=50 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=8000 measure=2000 seed=2026091250 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,z_delta_I,mean_sin_q3,mean_sin_q4,mean_delta_sin_q4_minus_q3,se_delta_sin,z_delta_sin,sample_count
1,0.44196349401416291,0.43987782286369037,-0.0020856711504724399,0.0026571746963489225,-0.0047302640748490424,-0.78492059755734012,0.0046601415648696272,0.0030119938437744918,-0.0016481477210951354,0.000755752387595389,-2.1808038560607401,256
2,0.42292215049433141,0.42811116261761784,0.0051890121232865162,0.0035920682113465725,0.012194615753200081,1.4445750520258889,0.0073690543204756312,0.0074222548834120194,5.3200562936387113e-05,0.0019786707992022132,0.026887020800952451,256
3,0.42630788465634617,0.43281405861912936,0.0065061739627833267,0.0038477382504948044,0.015146101234425429,1.6909086687345891,0.0058076461122351306,0.0089218770752455597,0.0031142309630104279,0.0018512734066357893,1.6822101758971071,256
4,0.42979579710665067,0.43718296253446048,0.0073871654278101113,0.0038857266476264181,0.017041168184715516,1.9011027016845188,0.008813551862394518,0.0087922309289943067,-2.1320933400214087e-05,0.0018869873261672409,-0.011298927716446382,256
5,0.43144471092229908,0.43724474638792871,0.005800035465629255,0.0043097971332582471,0.013353530232974699,1.3457792295769555,0.006906153071979961,0.0071372209425721806,0.00023106787059222532,0.0020588615599754587,0.11223089258851363,256
6,0.43525864850867885,0.44098723025055364,0.0057285817418751984,0.004458465048998838,0.01307528373197462,1.284877570849539,0.0081939691972989434,0.0096573023107625611,0.0014633331134636224,0.0018905125058421247,0.77404043027569602,256
7,0.43624470267602078,0.43937498083222981,0.0031302781562089544,0.0045848117789980452,0.007149857901017501,0.68274954504087382,0.0092786568919454929,0.01157190468213054,0.002293247790185045,0.0022057694302517442,1.0396588867057228,256
8,0.44268790429649485,0.43937157627045331,-0.0033163280260419723,0.0050021922167611046,-0.007519511096712856,-0.66297492825841042,0.0091314231348058571,0.0093075788021433938,0.00017615566733753519,0.0020257259536668273,0.086959278484175284,256
9,0.44226259128281603,0.44424706092187788,0.0019844696390621218,0.0051669586891703728,0.0044770401182364352,0.38406919010625107,0.007758496093897403,0.008651210025151207,0.00089271393125380872,0.0020982530528810693,0.42545580001803934,256
10,0.44582220831951497,0.44631572736493796,0.00049351904542294664,0.0053784527029480875,0.001106373859204443,0.091758554491412445,0.009313776641715333,0.0075567524310754183,-0.001757024210639914,0.0020315488227732243,-0.86486930116768612,256
