# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091426 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,z_delta_I,mean_sin_q3,mean_sin_q4,mean_delta_sin_q4_minus_q3,se_delta_sin,z_delta_sin,sample_count
1,0.49616419343788976,0.49508766190894749,-0.0010765315289425132,0.0022225574141573738,-0.0021720645931418443,-0.48436612799523687,0.0047334091096295572,0.0047964198879189039,6.3010778289347135e-05,0.00088981882787347161,0.070813042290792022,256
2,0.48853422378661121,0.48881358567384237,0.00027936188723095591,0.0031061356986643788,0.00057167342992292189,0.089938725906624092,0.0073758029897916053,0.0060427739168349747,-0.0013330290729566337,0.0019612733523343743,-0.6796753095992546,256
3,0.49144434856659036,0.48935133102865397,-0.0020930175379367264,0.0031281792770067327,-0.0042679990980394097,-0.66908490613730953,0.0051192696055273358,0.0049572877434973977,-0.00016198186202994651,0.0017271329422024991,-0.093786562731749928,256
4,0.49139792733552379,0.49073011646868736,-0.00066781086683612091,0.0032166218958913531,-0.0013599262765156314,-0.20761248553618544,0.0060032258528167921,0.0069860385772566565,0.00098281272443986184,0.0017289576700714904,0.56844232883921542,256
5,0.49082642730146353,0.49040709665657733,-0.00041933064488605676,0.0030693791844206993,-0.00085470101591023095,-0.13661741338915065,0.0062775096430318384,0.0060219329691270649,-0.00025557667390477203,0.0018539129042155016,-0.13785797235869685,256
6,0.49362059098543815,0.49354737963844886,-7.3211346989290925e-05,0.0032180095024752363,-0.00014832601779618434,-0.022750506775377152,0.0051343910092565203,0.0077950152384024529,0.0026606242291459296,0.0019318902970073498,1.377212895197748,256
7,0.49497237974246328,0.49421106217609884,-0.0007613175663642609,0.0032524399752651774,-0.0015392848972232169,-0.23407582373666688,0.0050433526738594284,0.0069096558649392927,0.0018663031910798578,0.0018279546573428387,1.0209789305128407,256
8,0.49440797398612812,0.49388817351181125,-0.00051980047431717013,0.0034367062093524658,-0.0010519123759272853,-0.15124961013618601,0.0062037752161219865,0.0048714018725517687,-0.0013323733435702115,0.0018373061791596816,-0.72517763162348459,256
9,0.49232072026410129,0.50015675603042076,0.007836035766319558,0.0034095663739453098,0.015790858641096615,2.2982499552435023,0.0068269717194884595,0.0033182517134951964,-0.0035087200059932665,0.0019146851435827602,-1.8325310653571727,256
10,0.49375580436999822,0.49680177361588412,0.0030459692458861716,0.0036999019278079644,0.0061500094766416156,0.82325675256229824,0.0053060102987890429,0.0057614860309407835,0.00045547573215174,0.0019868820065861892,0.22924146005747315,256
11,0.49586359008203201,0.49704504106942954,0.0011814509873974526,0.0038464809142220468,0.0023797778573590223,0.30715113729776605,0.0050296083674958494,0.0047075290104403511,-0.00032207935705549489,0.0019371925950074974,-0.16626088592613497,256
12,0.49795253776795079,0.49945278107162988,0.0015002433036792606,0.0039774682026348313,0.0030082921663676324,0.37718549269242191,0.0054397300896817987,0.0051521288007359452,-0.00028760128894585597,0.0018239606052121106,-0.15767955082144466,256
13,0.49800203411998961,0.49745704882925845,-0.00054498529073084305,0.0039652031263883985,-0.0010949426250975868,-0.13744196031319802,0.0044925781795437233,0.0054322698405083435,0.0009396916609646169,0.0018162458012654862,0.51738132598014985,256
14,0.49846241556604876,0.49948718111942259,0.0010247655533738534,0.0042513789079018233,0.0020537421063697944,0.2410431005030329,0.0052457641059637352,0.0045858357019911318,-0.0006599284039726038,0.0018072561391336724,-0.36515488296470666,256
15,0.49974195371981811,0.50146446602516659,0.0017225123053484473,0.0044781359660886659,0.003440873472999074,0.3846493984087177,0.0044642657827484401,0.0052553842070016928,0.00079111842425325562,0.001602706314221576,0.49361409338272727,256
16,0.49999158891411005,0.50081701248383925,0.00082542356972908643,0.0047214435307219374,0.001649513340664975,0.17482440790790824,0.0056622396935160271,0.0062321170999077849,0.00056987740639175325,0.0018722331562585647,0.30438378066681898,256
17,0.50077389872599332,0.50539936564080767,0.0046254669148144707,0.0048573056181813474,0.0091941757520765423,0.95227010165901793,0.0026888162167135205,0.0033849402197389088,0.00069612400302538735,0.0017861477935819661,0.38973482795025066,256
18,0.49941033162138193,0.50622600988615896,0.0068156782647763245,0.0049924631079012348,0.013554956167473023,1.3651935162003721,0.0018930950512108019,0.00252197298197839,0.00062887793076758791,0.0016086206402015101,0.39094234840155295,256
19,0.50128920185790227,0.50443160469198944,0.0031424028340870961,0.0051494066696839676,0.0062490560275213084,0.61024561384660525,0.0025032378799792194,0.0010843162365080652,-0.0014189216434711532,0.0017202894832543216,-0.82481562393030383,256
20,0.50457064269592777,0.50596388857717856,0.0013932458812506226,0.0051656559348537308,0.0027574433888871929,0.26971325593911694,0.0022626753596165206,0.0018354877251734825,-0.00042718763444303943,0.001882567422090489,-0.22691757513187535,256
21,0.50369670575818237,0.50485628361326196,0.0011595778550796826,0.005148969962281362,0.0022994882119230261,0.2252057913668439,0.0017827900119674073,0.001489028076390877,-0.00029376193557653152,0.0018298817596614104,-0.1605360204425926,256
22,0.50391452336042031,0.50427801657218541,0.00036349321176556678,0.0054699713714130745,0.00072107895539450244,0.066452488886000236,0.0030415006784746132,0.0030272273324816815,-1.4273345992927644e-05,0.0017189815898647389,-0.0083033733910150651,256
23,0.50135789476828185,0.50538146672140227,0.0040235719531204802,0.0058392747024481736,0.0079932743409709423,0.68905337702875291,0.0015014256150773589,0.00067548815182022449,-0.00082593746325713307,0.0016888469597967943,-0.48905406050321554,256
24,0.50116435833826556,0.50303292906823405,0.0018685707299685862,0.0058313549619177958,0.0037215211660140404,0.32043508621434652,-0.0013104142388952809,-9.2869147862567007e-05,0.0012175450910327148,0.0017008509661226832,0.71584466557247595,256
25,0.47978431134969046,0.47910203102739429,-0.00068228032229616519,0.0049004019676824407,-0.0014230681826269177,-0.13922946052093715,,,,,,256
