# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=50 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=8000 measure=2000 seed=2026091451 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
series,checkpoint,absolute_time,mean_total_action,se_total_action,mean_I_left,se_I_left,mean_I_right,se_I_right,sample_count
burnin_snapshot,1,2000,17.891277170211339,0.12677701302982733,0.36593360789720464,0.021814308724825437,0.32362647602894867,0.021838516910166274,256
burnin_snapshot,2,4000,17.808052192492021,0.12935000810838276,0.34879469254360629,0.021748391348086434,0.32949714454298373,0.026842502665927883,256
burnin_snapshot,3,6000,17.723458067152151,0.14999409512321579,0.34961521777813687,0.019790642887638071,0.31004489414003444,0.025226592844450425,256
burnin_snapshot,4,8000,17.872172475128593,0.13719766053841798,0.32666761752716411,0.022182891723805137,0.3251097592124097,0.027055222775796944,256
measurement_snapshot,1,8500,17.988107761733438,0.12941591798009119,0.32635037056109423,0.019538090971748252,0.32171163224711563,0.027818195234338188,256
measurement_snapshot,2,9000,17.91158915407846,0.13401344203695248,0.39452775961490261,0.024113446012830921,0.3151483502505279,0.027196157715351919,256
measurement_snapshot,3,9500,17.918810605268156,0.13861345073602485,0.3481320887666966,0.022042494279063095,0.2957145116121751,0.021541218989298557,256
measurement_snapshot,4,10000,17.681537208604112,0.13906346165036984,0.33574503032298253,0.019059332426161098,0.35575151357488721,0.031978569075916133,256
measurement_quarter,1,8250,17.942013055691127,0.10110493562148962,0.33990790332182086,0.0019370174032583673,0.3217525491332463,0.0044776540529383978,256
measurement_quarter,2,8750,17.862309087198479,0.10527611772827289,0.34238839318532105,0.0020681278565781677,0.31641344338729116,0.0040958504056867809,256
measurement_quarter,3,9250,17.851960237976723,0.10470460525549431,0.34241037345403186,0.0019810392638233702,0.31830587764111085,0.0042044963266181122,256
measurement_quarter,4,9750,17.843843656729572,0.098988406376837812,0.34214661074736114,0.0019526034586479016,0.31963932270740653,0.0042227391117865614,256
measurement_quarter_difference_q4_minus_q3,4,10000,-0.0081165812471313045,0.10956533359010137,-0.0002637627066709061,0.0021283323436464491,0.0013334450662954745,0.0058200442583710458,256
