# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091226 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
1,0.64020122611430486,0.00099862815850402728,0.0042664077261764348,0.00025104281144906857,256
2,0.6310525324525551,0.0012554398623285806,0.0077630674753259386,0.00056557240266908511,256
3,0.63455274664624051,0.001336453142115647,0.0082075983753619169,0.00053467162719253946,256
4,0.63652076795549695,0.001299670753323847,0.0088183195697614392,0.00058529535989408155,256
5,0.63617997791326852,0.0013405133791767688,0.007708200911458395,0.00059896578701499931,256
6,0.63889608488454863,0.0013770759110132362,0.0079750410595890702,0.00057768816778964159,256
7,0.64108904562641567,0.0014441373177389409,0.0080261044722115382,0.00058880860032824091,256
8,0.64240678432856968,0.0015246641055996319,0.0069320192637121348,0.00057969550532896701,256
9,0.64317385567818208,0.0014726793325482192,0.0067149314208330571,0.0005947054204067571,256
10,0.64417205420424573,0.0015409025690577335,0.0057778702622839897,0.00059560064305230916,256
11,0.6449120552293599,0.0016013611567650366,0.0052009832618880357,0.00057077596638473822,256
12,0.64451121126209421,0.0015953718924974244,0.0064660246819143955,0.00058378837709805148,256
13,0.6459355785011679,0.0016833429505140433,0.0058123584370475276,0.00053881104627015659,256
14,0.64922727929953372,0.0019426723471724515,0.0050732070391037972,0.00061454854364710642,256
15,0.6485010644347311,0.0019950259450495526,0.0048276267700378753,0.00062497551205130647,256
16,0.64684313771867918,0.0020401107986577965,0.0034247835973086381,0.00057637788548635632,256
17,0.64832942889123879,0.0021696188239173119,0.0033403474691927628,0.00057083599508700412,256
18,0.65088680883195538,0.0023087717177102652,0.0029612630136865705,0.00058023626900652011,256
19,0.65034088799539624,0.0023961193067951448,0.0018143132151429888,0.00061532487238748158,256
20,0.6496445726489557,0.0026030576461462587,0.0012207996811046732,0.00057882360679722251,256
21,0.65163856130818376,0.0026450335671186552,0.0015718493014001567,0.0005514375320971206,256
22,0.65039065032419097,0.0026071457575096964,0.00042303016174994137,0.00055085663425969008,256
23,0.65009656925885251,0.0026561086066175348,-0.00017930903130041251,0.00050415239052183244,256
24,0.64719024651237911,0.0026615010989809603,0.00061411979558636252,0.00051236924223790892,256
25,0.60757210101310788,0.001842461208080317,,,256
