# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=50 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=8000 measure=2000 seed=2026091251 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
series,checkpoint,absolute_time,mean_total_action,se_total_action,mean_I_left,se_I_left,mean_I_right,se_I_right,sample_count
burnin_snapshot,1,2000,23.157175105929458,0.16481306307380703,0.41148945385196339,0.026257444496832264,0.4372166700382536,0.036347932856291655,256
burnin_snapshot,2,4000,23.184143320558057,0.19394525168886828,0.41265655747309166,0.024435397461858195,0.41368679112906648,0.032937475411363493,256
burnin_snapshot,3,6000,23.038364990385475,0.18404327720896382,0.50994920340235694,0.035149394636413957,0.34871100900227248,0.024347156545151283,256
burnin_snapshot,4,8000,23.281760880292438,0.19347699622112471,0.44650343136696302,0.025844738423595304,0.4090344324652051,0.027752601939118278,256
measurement_snapshot,1,8500,23.484044504432305,0.18667177226189549,0.43735482702287209,0.025518307652944647,0.3426765099811746,0.03003077743282449,256
measurement_snapshot,2,9000,23.468080634215916,0.1828927013009384,0.39399054215482465,0.02546645028806592,0.41247261600324236,0.032030484483356457,256
measurement_snapshot,3,9500,23.402254128875178,0.1742564169180299,0.43666784866295655,0.026980358327648467,0.44192385787641797,0.038413128973551619,256
measurement_snapshot,4,10000,23.046318253784833,0.17346028705677613,0.39853163054704055,0.025426816876304915,0.40605560469430202,0.035362351072412708,256
measurement_quarter,1,8250,23.310485609449476,0.13247153495408004,0.43680798103631213,0.002468788769212501,0.4082742259961204,0.004922053606723477,256
measurement_quarter,2,8750,23.315868833082476,0.12205295779273033,0.43765270763811465,0.0023516075041588435,0.39973051498921114,0.0048745060754992403,256
measurement_quarter,3,9250,23.338032575237076,0.11764869486228764,0.43544284846593861,0.002265301043255636,0.40968156472859918,0.0051844361242851071,256
measurement_quarter,4,9750,23.226589600075027,0.12027204849374107,0.43858873421144462,0.0023550383290147272,0.40271796371295349,0.0050903034174848878,256
measurement_quarter_difference_q4_minus_q3,4,10000,-0.11144297516205461,0.13557277773778015,0.0031458857455061986,0.0027360047133936629,-0.0069636010156456391,0.0069120649204942354,256
