# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=50 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=8000 measure=2000 seed=2026091450 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
series,checkpoint,absolute_time,mean_total_action,se_total_action,mean_I_left,se_I_left,mean_I_right,se_I_right,sample_count
burnin_snapshot,1,2000,17.911191686555497,0.12965636437683351,0.3090349008098201,0.019729481914162343,0.29280388483425668,0.021864713691072186,256
burnin_snapshot,2,4000,17.594302661489792,0.13879338064650179,0.33413964687679254,0.020518961124948065,0.30324691076896215,0.020180609599393908,256
burnin_snapshot,3,6000,17.959351175733648,0.14062269199688079,0.30807355144816029,0.019677435901094071,0.29410344768712093,0.02507505447363825,256
burnin_snapshot,4,8000,17.720501873165585,0.129798678587598,0.34678994045748368,0.021113759181684143,0.36367496053617288,0.028591436403439776,256
measurement_snapshot,1,8500,17.928636540683321,0.12908292809833508,0.34078427937532024,0.022265689624955398,0.30276932906167531,0.022366372247566421,256
measurement_snapshot,2,9000,17.946716831811862,0.13220807197548307,0.37510755759831227,0.023663403798434776,0.3254329063354362,0.023950633472901904,256
measurement_snapshot,3,9500,17.599177035560217,0.12661119526671752,0.32552473493387879,0.019755299926291044,0.26847042035751656,0.016838105039908534,256
measurement_snapshot,4,10000,17.787522453357937,0.13609146654458906,0.32987279126034946,0.022673156735811793,0.29735709016586043,0.022182339689970073,256
measurement_quarter,1,8250,17.822150519878416,0.098685480724154936,0.342138006362392,0.0018981644998325561,0.32033876559107999,0.0043230332967410133,256
measurement_quarter,2,8750,17.826867428636064,0.1007472758507148,0.34335089437549293,0.0020010677276857173,0.31507067498510505,0.0043430231978786654,256
measurement_quarter,3,9250,17.833664414682168,0.092484657266154874,0.34279118336125353,0.0018369930048666632,0.31368239747364612,0.0040052824020037035,256
measurement_quarter,4,9750,17.742534370786924,0.096968560185633504,0.34371417059318476,0.0019218040707813049,0.3144025500354265,0.0041211920816373142,256
measurement_quarter_difference_q4_minus_q3,4,10000,-0.091130043895236712,0.10540470291659981,0.00092298723193153659,0.0021481318873669535,0.00072015256178034419,0.0053556708407372991,256
