# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091500 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,z_delta_I,mean_sin_q3,mean_sin_q4,mean_delta_sin_q4_minus_q3,se_delta_sin,z_delta_sin,sample_count
1,0.23720210981406256,0.23850919470213849,0.0013070848880760066,0.0010082249844250264,0.0054952862194658737,1.2964218386448885,0.0015661282998319461,0.0016894429733307524,0.00012331467349880714,0.00085008837320233062,0.14506100469798669,256
2,0.22697707492509819,0.22866226672967319,0.0016851918045750426,0.0027114497903724748,0.0073970425751860467,0.62150950040035446,-0.0011565224719298679,0.0035534682246863587,0.0047099906966162307,0.0024580454847078614,1.916152783143479,256
3,0.23079915176287258,0.23047546630416468,-0.00032368545870797296,0.0031314017822622994,-0.0014034392790323944,-0.10336759100715735,0.0022192892176844427,0.0046969395281019084,0.0024776503104174631,0.0026172160583929713,0.94667396773455348,256
4,0.23010666489227652,0.23381490318539855,0.0037082382931218341,0.0033293267344524434,0.015986488011270727,1.1138102652252027,0.0061800704936529104,0.0062293976976130361,4.9327203960128352e-05,0.0026272752066004695,0.018775042613048017,256
5,0.23277901695701064,0.23598422003834327,0.0032052030813325381,0.003657377325624424,0.013675146975590604,0.87636653152414723,0.0051807678166361799,0.0061778771566610496,0.00099710934002487299,0.0026065640242117225,0.38253782786955287,256
6,0.23404652673401047,0.23353499555332258,-0.00051153118068789311,0.0036176578033407045,-0.002187987147933329,-0.1413984429968812,0.0026101105462602403,0.0040671300968801553,0.0014570195506199166,0.0026081988041460401,0.55863055695900632,256
7,0.23482605214405786,0.23342502810689103,-0.0014010240371669478,0.0036532764345839691,-0.0059840717779704846,-0.38349795375572088,0.003586009432450655,0.0064615159327712232,0.0028755065003205661,0.0028789305162685475,0.99881066391542539,256
8,0.23789197487704813,0.23469453413639033,-0.0031974407406578087,0.0039470415645206074,-0.013531663217948044,-0.8100853989983654,0.0014323457889673622,0.0043095764456808142,0.0028772306567134537,0.0030099276568959004,0.95591355829485436,256
9,0.23902838462833612,0.23337485354065596,-0.0056535310876801572,0.0039751279049018116,-0.023935191933031282,-1.4222262082960078,0.0040418362659517797,0.0051333203651847846,0.0010914840992330053,0.0028831281434485738,0.37857633963069598,256
10,0.2364222176599706,0.23329375629654978,-0.0031284613634208064,0.0038474399819841596,-0.013320651359029127,-0.81312804827885332,0.0045817709223632827,0.0056132392207852528,0.0010314682984219701,0.0028554449301927891,0.36122857335313036,256
11,0.23868738397842706,0.23629446651724018,-0.0023929174611868266,0.0041653578330045427,-0.010075826933975258,-0.57448064659087761,0.0028470374295110653,0.004247247332758484,0.0014002099032474214,0.0026962155622261477,0.51932416786858437,256
12,0.24033101499198767,0.23818154687515725,-0.0021494681168305924,0.0048830563762178028,-0.0089839569036324462,-0.44018908470917029,0.0025488971508609059,0.004764223526405857,0.0022153263755449524,0.0026441972879485119,0.83780676488920502,256
13,0.24083965789525602,0.24071537687178149,-0.00012428102347449,0.0047103839092591413,-0.0005161653995980483,-0.02638447860485265,0.0042569920227084595,0.0065639131540512277,0.0023069211313427604,0.0026703696809592305,0.86389579232868052,256
14,0.24113071381250872,0.23779711925187802,-0.0033335945606307255,0.0043738306851973689,-0.013921072572879927,-0.76216817717997631,0.0041208094192990308,0.003937017373343045,-0.00018379204595598419,0.002810099352559021,-0.065404109569511731,256
15,0.24189716631687516,0.23907313576923206,-0.0028240305476432879,0.0046639895860080133,-0.01174305579947307,-0.60549675241887124,0.0030804837189456428,0.0032369119210854725,0.0001564282021398325,0.002653188973773396,0.058958560315950093,256
16,0.24034862960264933,0.24146134305609268,0.0011127134534433818,0.0049811734859952425,0.0046188892575351409,0.22338379833021629,0.001908125208409517,0.0047123571137894392,0.0028042319053799229,0.0027488616756237397,1.0201429669041528,256
17,0.24450464142470674,0.24221684377984679,-0.0022877976448601837,0.0052318977417019517,-0.0094008492100926891,-0.43727873857793642,0.0024278923645192638,0.0053190796519780375,0.002891187287458772,0.0027662989784414012,1.0451463525781786,256
18,0.24359771752590098,0.24310189615526329,-0.00049582137063757718,0.0051162258609056327,-0.002037484134772248,-0.09691154849637755,0.0044603005449405601,0.0024207886212445767,-0.0020395119236959829,0.0028788544701546172,-0.70844564907320406,256
19,0.24205519710256609,0.24498557975954044,0.0029303826569740876,0.0050979901364459094,0.01203341812919189,0.57481136262398091,0.0053192696011900662,0.0021443469061717584,-0.0031749226950183039,0.0030009054929515016,-1.0579882313773401,256
20,0.2440440950574668,0.24562342959471067,0.0015793345372438592,0.0053488487825692687,0.0064506403129988999,0.29526625287866914,0.0023622427634744452,0.0033949944856536182,0.0010327517221791745,0.0030366710221894607,0.34009338339012879,256
21,0.24774420739430886,0.24655764783681994,-0.0011865595574888179,0.0056022373966297034,-0.0048009512605774012,-0.21180101332418547,0.00076223341587405564,0.0036538293283746694,0.0028915959125006135,0.0033408317673045171,0.86553173398301331,256
22,0.24843362110495945,0.24646631927428855,-0.0019673018306709737,0.0054970468253116344,-0.007950301344402692,-0.35788340416027747,0.0020126305413532054,0.0060840025684720253,0.0040713720271188204,0.0029229733698354059,1.392887143322856,256
23,0.24976306249056499,0.24812787753646848,-0.0016351849540963592,0.0052230670320416901,-0.0065684463107827402,-0.31306987715552398,0.0002208839155815908,0.0032720529200502028,0.0030511690044686107,0.0030682626712435737,0.99442887763972465,256
24,0.24861135254486538,0.24629488736061947,-0.0023164651842462716,0.0055534575325595793,-0.0093612284407190351,-0.41712125656223698,0.0027700492643599551,0.0044171700452245747,0.0016471207808646173,0.0028458297482929951,0.57878401961768955,256
