# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=50 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=8000 measure=2000 seed=2026091450 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
phase,checkpoint,absolute_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
burnin,1,2000,1,0.3090349008098201,0.019729481914162343,0.0070843747780600097,0.044725901190624799,256
burnin,1,2000,2,0.32945909636492843,0.022928521971973342,0.018244512340970687,0.045685555133082839,256
burnin,1,2000,3,0.34402255145897698,0.02533705224018382,0.030357574408299115,0.044858749667550969,256
burnin,1,2000,4,0.36058518444860965,0.029370497267577324,0.023841154456022196,0.042193552230616813,256
burnin,1,2000,5,0.29579139718566694,0.020888814053079248,-0.041093507413393127,0.043370303862875298,256
burnin,1,2000,6,0.32399480087383381,0.019987810255673904,0.046278302224067147,0.044022462082331709,256
burnin,1,2000,7,0.35225631574758154,0.027205458972124209,-0.0031481995993090095,0.04486070438725015,256
burnin,1,2000,8,0.35557461819735181,0.024585142249956147,-0.018316447077950215,0.045030126304382773,256
burnin,1,2000,9,0.36816514780502985,0.031536143387099848,0.049021456417904119,0.044789404981062653,256
burnin,1,2000,10,0.30724575998056025,0.021870254856470567,-0.080047318180731963,0.043823606771572043,256
burnin,1,2000,11,0.3815433967511126,0.027996300749641628,0.014920910884256955,0.045085013790886634,256
burnin,1,2000,12,0.37131634945694714,0.029810151912286639,0.024174819318432128,0.045945001460765737,256
burnin,1,2000,13,0.37483440605279839,0.033764826922666781,-0.044050334014173131,0.044004832802291075,256
burnin,1,2000,14,0.35599077008896529,0.032320272442839082,0.05788191979218027,0.042637899489595801,256
burnin,1,2000,15,0.37771194855599788,0.035962355164595491,-0.00082468184973549796,0.044367781195560944,256
burnin,1,2000,16,0.33665865013927032,0.028825806929783732,-0.018872300312068546,0.042768563106716097,256
burnin,1,2000,17,0.33925078519428098,0.023919611111013504,-0.0032994074135785922,0.044721876866959352,256
burnin,1,2000,18,0.34915497568604792,0.024291073828861226,-0.021011183624068508,0.044619599762488631,256
burnin,1,2000,19,0.34583526709320722,0.026235833947554545,0.049460094369351282,0.045062788047776518,256
burnin,1,2000,20,0.34729486500350504,0.023579196520675742,0.02102242916475916,0.044397262774182863,256
burnin,1,2000,21,0.31016904432783576,0.021110726412497605,-0.051211901388342085,0.043203301342621708,256
burnin,1,2000,22,0.35987791362566668,0.027588484563377962,0.026186593059719598,0.043781192889646367,256
burnin,1,2000,23,0.3581615461534966,0.029775580833273967,-0.0096199708573294629,0.045902383097005048,256
burnin,1,2000,24,0.35900488261199826,0.030788817626523097,0.014446238747041207,0.044713918135720516,256
burnin,1,2000,25,0.36331960322149826,0.026021603346490594,0.056207239518698771,0.043916716022690136,256
burnin,1,2000,26,0.34955975418085927,0.029504328673703308,-0.018446029129336239,0.042910878846179494,256
burnin,1,2000,27,0.37634226440695784,0.032232971167776348,0.0074372072012920398,0.041940786517647877,256
burnin,1,2000,28,0.45053304131852201,0.037314093283505316,0.014169276547818299,0.042720670025867859,256
burnin,1,2000,29,0.36373650396012636,0.031033080077892211,-0.063892324731568806,0.043104886897792086,256
burnin,1,2000,30,0.33285748669732129,0.024838282316352579,0.013626793162984541,0.04450365919785923,256
burnin,1,2000,31,0.337991683160908,0.024193624962822534,0.046894364053969184,0.042621550066301118,256
burnin,1,2000,32,0.32710422164882402,0.023879486143420971,0.011200501864550461,0.045668493413126225,256
burnin,1,2000,33,0.38637450013789021,0.03056322645412823,-0.0032598042101881219,0.045562733271470347,256
burnin,1,2000,34,0.38160679617340065,0.032659921366207427,-0.081638105806632666,0.043893035171048179,256
burnin,1,2000,35,0.36249920233103694,0.032136982852882433,0.014398134652765293,0.045498024463260053,256
burnin,1,2000,36,0.36277176107250853,0.025080577182269352,-0.017435616631701123,0.044139162618403373,256
burnin,1,2000,37,0.38565098503067929,0.033434301223621031,0.045469762990251184,0.041439419314703907,256
burnin,1,2000,38,0.35252105789777488,0.030288306298011564,-0.076349752554961015,0.04342177626598473,256
burnin,1,2000,39,0.4168159686631725,0.034346042089856303,-0.042020933331514243,0.041233466991728467,256
burnin,1,2000,40,0.37958679704047427,0.033246629411678545,0.033594770059153234,0.041559108149229987,256
burnin,1,2000,41,0.37774454667146529,0.034683503285305735,-0.017976799943426158,0.043441283901586081,256
burnin,1,2000,42,0.35946915222575626,0.031376857575271491,0.087065910694946069,0.042871300816175975,256
burnin,1,2000,43,0.32834414553138913,0.024518651523483804,-0.0076890203199582174,0.046210877875802449,256
burnin,1,2000,44,0.38733611549378111,0.033122049114793467,0.029075469385134056,0.042198568405201135,256
burnin,1,2000,45,0.44239223695399232,0.04308851000289371,-0.020138648775173351,0.041153926289387514,256
burnin,1,2000,46,0.40455426564039954,0.037926536691081508,-0.057936703044106252,0.043984253046559306,256
burnin,1,2000,47,0.38224230991318109,0.033003671938045098,-0.025929793535397039,0.044022270980363487,256
burnin,1,2000,48,0.343287167180506,0.025705550077952999,-0.010820826612643941,0.043259662554770685,256
burnin,1,2000,49,0.35081166155532628,0.026224856635934303,0.042507586376814288,0.041510356976918482,256
burnin,1,2000,50,0.29280388483425668,0.021864713691072186,,,256
measurement,1,8500,1,0.34078427937532024,0.022265689624955398,-0.095347148308064789,0.045177900805695538,256
measurement,1,8500,2,0.3180742131386296,0.019224983789302579,-0.060617959210503614,0.044814519344979528,256
measurement,1,8500,3,0.2861060591903879,0.019251601205584883,0.029007333083427511,0.044021741567193115,256
measurement,1,8500,4,0.38892640077847318,0.027945166832111148,0.025511893468319613,0.043815266218395182,256
measurement,1,8500,5,0.34771166423195154,0.025640768389367387,-0.0066446738774175174,0.044710180523435443,256
measurement,1,8500,6,0.34743677597430178,0.024390905961470595,0.012768990112817846,0.044779803114404278,256
measurement,1,8500,7,0.34653154969748812,0.025639387855361899,0.064374652425613021,0.042523556983219225,256
measurement,1,8500,8,0.38703684566928587,0.0332433370067204,-0.082220302746463858,0.042482563707196802,256
measurement,1,8500,9,0.33765296170855663,0.020659709934884377,-0.00010649141404428519,0.044347175845284699,256
measurement,1,8500,10,0.39170413811007165,0.032460994060509479,0.046375339101359714,0.04337271178692962,256
measurement,1,8500,11,0.36050347223283552,0.022123838225988467,-0.018328737840420217,0.045759931621965927,256
measurement,1,8500,12,0.32335585839655323,0.023913599739754481,-0.09265664800363993,0.041819008696223292,256
