# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091300 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
26,0.31987458699754662,0.0029822043471793231,0.004241372406678573,0.00084833335308920983,256
27,0.32364951144640219,0.0031576652226005244,0.0034345607321234952,0.00090526620134629787,256
28,0.32542721661733681,0.0033113898485065711,0.0031607180015550272,0.00086003977297682886,256
29,0.32649575392669905,0.0032433640166222,0.0019706226271184722,0.00081098053639232367,256
30,0.32856746856926644,0.0032991072286136674,0.0017522537758893862,0.00082874606780006656,256
31,0.32928120587041393,0.0033293972763763515,0.0019581323999827457,0.00086969127109105294,256
32,0.32875028935155132,0.0034728059511625223,0.0028971049576800505,0.00089347233909907225,256
33,0.32673775309108244,0.0035503805123119877,0.0027541431142211275,0.0009201393462403047,256
34,0.32752731762920306,0.0035093087579231371,0.00048384708752142872,0.00083962418645708368,256
35,0.32960494171686316,0.0036510394945315876,0.0011352304556344118,0.0008965452022498357,256
36,0.32848152014264898,0.0034250577745953965,0.0017690941025223005,0.0008734901554550336,256
37,0.32972430232441691,0.0035071471463913734,0.0022994328476683692,0.0008279205248458146,256
38,0.3316356110790179,0.0035861839193890724,0.0034895724979472878,0.00088784283021604523,256
39,0.33226361735795906,0.0034855404691186351,0.0026529418722273748,0.00095572875557103877,256
40,0.3327325087573898,0.0035121465899073594,0.00057450067428170017,0.00091323202267630662,256
41,0.33314162420590171,0.003531161660604657,0.0025479294812195056,0.00089379389589168488,256
42,0.33279287445614747,0.003479100364436711,0.001377160144652032,0.00098541404456790188,256
43,0.33409735456397793,0.0036436604405744128,0.001424807812490052,0.00093774335803545512,256
44,0.33534069258334831,0.0036952265043658202,0.0021742198421553474,0.00087409693150904458,256
45,0.33726815780313524,0.0037883461830228215,0.00053336940213757856,0.00092187660993767434,256
46,0.33816823713981364,0.0040507825223002839,0.001743714759942393,0.00093929684261820953,256
47,0.33762107214708198,0.0038385088436257942,0.0022656825526684147,0.0009385496106531847,256
48,0.33617546043250407,0.0037604547769951656,0.0026373946276186636,0.00093397180406694055,256
49,0.33623330375552846,0.003763627265029673,0.00055151302457611285,0.00093040474873314343,256
50,0.33832018245865153,0.0039426427456601496,0.00063647408402376889,0.00091911585985268176,256
51,0.34137597685946408,0.0039947905319890932,0.00093500115982375349,0.00093260243836993425,256
52,0.34121832882721259,0.0039282157242757883,0.00053878038638495624,0.00086920753616337963,256
53,0.33991360581333019,0.0038481439099652976,0.0016402064369145301,0.00089475661993630847,256
54,0.34066032677594699,0.0038450186127045936,0.00086939672317345258,0.00084712361697370138,256
55,0.3398639482808109,0.0038063164881046493,0.0015740350287807142,0.0008715063000634645,256
56,0.33872332069241406,0.0036466220301567256,0.0021400294039653493,0.00089915202195170549,256
57,0.33910023209281187,0.0037948563232681263,0.0014566950195587724,0.00097750392638592198,256
58,0.33915685571221832,0.0037882325161124179,0.0015537465595990895,0.00085104806692492933,256
59,0.33879304524199283,0.0036458574910494786,0.003289101810670643,0.00085284164399743352,256
60,0.33764809329287859,0.0037393912357668404,0.001323410566880684,0.00094412984141243098,256
61,0.33732639320945063,0.0038718509112008704,0.0017099291114610626,0.00091627062342047676,256
62,0.33630315608824396,0.0038195838566021313,0.0009273371745673342,0.00093823900456796211,256
63,0.33632962209734441,0.0038973692263871065,0.0015186317488260104,0.00091272641267741371,256
64,0.33830359569934931,0.0041431220115626648,0.0017563164174848247,0.00094850207987098932,256
65,0.33861177554479399,0.0040606680025463797,0.0017523542668017877,0.00091957525053905712,256
66,0.33883196697236301,0.0040741053483280996,0.0016378222412245411,0.00092642163535459161,256
67,0.33943991852666722,0.0039809892731280921,-0.00012753114441815282,0.00090001516530392115,256
68,0.33896236528221119,0.0040224357685997494,0.00043750911308997167,0.00091916990304799539,256
69,0.34153607094647209,0.0042433192067338199,0.0014328302135852818,0.00084827482688571115,256
70,0.34211508288651415,0.0042717216960885922,0.0012343720480494074,0.00087187537380290566,256
71,0.33973478934777468,0.0040451474645294494,0.00089559373089172418,0.00094714471557343386,256
72,0.3407896447548579,0.0041278259800828221,0.0010691656095735147,0.00097158661916970312,256
73,0.34271766849616164,0.0042483841131944963,0.0016799618646235019,0.00092481241052156412,256
74,0.34322990137252124,0.0043362832026928085,0.00095536315490515813,0.00084637317514298517,256
75,0.34096476895230554,0.0042457020861683291,0.0012641640935048873,0.00090687951153234857,256
76,0.34184641154044448,0.0043547304694251275,0.0015576564030804051,0.00085255676041992015,256
77,0.34005668465040334,0.0042571519648082748,0.001981960401966739,0.0009523450640915584,256
78,0.34261203916776672,0.0044042432160629318,-0.00024858732287813811,0.00087342539618272459,256
79,0.34253482647418143,0.0043761415517926611,-0.00062551447585323862,0.00082915472922989004,256
80,0.34098853818269675,0.0042719355222255303,0.0011694178789114708,0.00092152711001510597,256
81,0.34160229362381567,0.0045166885409310721,0.00011363296552763285,0.00089561414528411697,256
82,0.34043686060575679,0.0044118083106669138,-0.0001807585960619103,0.0008919845282568344,256
83,0.34139807972830472,0.0046895918915998086,0.00088499523831586636,0.00092338921853414233,256
84,0.34468135686742107,0.0049039002428523737,0.00087374619345616722,0.00093167198120651384,256
85,0.34661302515190395,0.0049945000205755463,1.0540769120784162e-05,0.00083066729913047407,256
86,0.34709264747125651,0.0051598969062900662,0.0015769293588372083,0.00088240421210444505,256
87,0.34276551431228519,0.0050050370630283182,0.002140015911247533,0.00085330773514204303,256
88,0.34114734818512654,0.0049067665661457907,0.0020126953775228252,0.00093053361292251178,256
89,0.34167565372355485,0.0048987968595867607,0.0015242495222667213,0.00087188772654486324,256
90,0.34023504581705633,0.0049108706252817156,0.0004445822170205104,0.0009265850686614737,256
91,0.34103801476027185,0.0049684005598094882,0.0018357456990638658,0.00092298370328173813,256
92,0.34364161042006919,0.0051402101224232374,0.0019351338164480727,0.00088995604887286421,256
93,0.34582467379583959,0.0054898567368267285,0.0015522608996164317,0.0009523731601504778,256
94,0.34742337904754134,0.00581742943867594,0.00092430137122709451,0.0008671368097035926,256
95,0.3483469151980802,0.0059880202413800975,0.0010335377879624361,0.00086954978678526764,256
96,0.34572309150005559,0.0059603858333154985,0.0018093980650391004,0.00081324267641999135,256
97,0.34658155001226759,0.0059582659786240966,0.0010222383085805677,0.00084796377336295611,256
98,0.34514537458609762,0.0060194193977752483,0.0001686371605384444,0.00079748105823973341,256
99,0.33330446909384853,0.0055316816177384447,0.0004207880532070906,0.00085732956759957063,256
100,0.27972813411398767,0.0032479051998794816,,,256
