# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091300 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,z_delta_I,mean_sin_q3,mean_sin_q4,mean_delta_sin_q4_minus_q3,se_delta_sin,z_delta_sin,sample_count
1,0.30542937720595059,0.30525344730546178,-0.00017592990048870738,0.0012243220710996519,-0.00057617438522022685,-0.14369576816555471,0.0037521962549277458,0.0030158381072621088,-0.00073635814766563775,0.00078047083096722495,-0.94347939531972125,256
2,0.29108968934057661,0.28972668736112839,-0.0013630019794486513,0.0032284808039401446,-0.0046934006482005942,-0.42218060512709216,0.0059277868730086983,0.0048880450337073101,-0.0010397418393013943,0.0025065669371423724,-0.41480713077894443,256
3,0.29573055367357504,0.2953201473470784,-0.00041040632649663939,0.0035252229636669038,-0.0013887347592615353,-0.11641996285810489,0.0066157419224046549,0.0063045144137910099,-0.00031122750861364178,0.0025034830403985802,-0.12431780187497941,256
4,0.29691201854163873,0.29777497726864893,0.00086295872701025163,0.0037372533554801222,0.0029022283422708169,0.23090720508548127,0.0078576432242891611,0.0059597958333977626,-0.0018978473908913952,0.0025171301905204846,-0.75397267810727109,256
5,0.30103991305789718,0.29852483449720718,-0.0025150785606897191,0.0037848660658996308,-0.0083896812510931198,-0.66450926318099612,0.008156172710309011,0.0094602201414536059,0.0013040474311445914,0.0024003670291704022,0.5432700146674182,256
6,0.30240925114790795,0.30214430634800954,-0.00026494479989815501,0.0041043980977087408,-0.00087649736442066721,-0.064551438138044911,0.0072516374439762768,0.010195561928526298,0.0029439244845500226,0.0025628861552630445,1.1486754799874712,256
7,0.30376300741214646,0.30422132410638175,0.00045831669423511997,0.0045255317062590297,0.001507659557904751,0.10127355722671123,0.005800771509604178,0.0090004789167965893,0.0031997074071924143,0.0024363795739047256,1.3133041507421284,256
8,0.30488773852122514,0.30566348081351735,0.00077574229229228852,0.004827365317973867,0.0025411210975470281,0.16069682760572213,0.0050685094781910637,0.0050397329164814297,-2.8776561709630805e-05,0.0022626041865451622,-0.012718336632078187,256
9,0.3068593899732957,0.30727337891474604,0.00041398894144990654,0.0052605845945121032,0.0013482066498404937,0.078696375661705759,0.0037537254756319889,0.008280891167834592,0.0045271656922026022,0.0023963074995674715,1.8892256912018788,256
10,0.30606097265588506,0.30560840090398672,-0.00045257175189835817,0.0048989556434035596,-0.0014797920950804619,-0.0923812716099493,0.0046672504234085812,0.0076662887249516389,0.0029990383015430569,0.0023237117886324198,1.2906240421959079,256
11,0.30900175224303061,0.3089865293022091,-1.5222940821606992e-05,0.0051766661847134016,-4.9266114831637301e-05,-0.0029406842702278256,0.0060290574612271372,0.0073728516461743681,0.0013437941849472291,0.0023872895961879487,0.56289533833390593,256
12,0.30906268064700154,0.30887170053762025,-0.00019098010938131227,0.0053237305935512911,-0.00061812423841894188,-0.035873360987246264,0.0050096658360377598,0.0059912953848366667,0.00098162954879890685,0.0023484250152302939,0.41799484438835499,256
13,0.31125325135419707,0.30775064764145471,-0.0035026037127421231,0.0052874693337602264,-0.011316903555616303,-0.66243480418471157,0.0051399312730584269,0.0056165216926936257,0.00047659041963519903,0.002367425493963321,0.20131168683046333,256
14,0.31027564441367367,0.30913911303433422,-0.0011365313793394057,0.0051605190595563066,-0.0036696942256329865,-0.22023586507926257,0.0095200246499616385,0.0081821297956173305,-0.0013378948543443072,0.0023230202802969942,-0.57592904620413365,256
15,0.31064970852984569,0.31090985635776403,0.00026014782791843418,0.0060124148136351911,0.00083708092551185837,0.043268443043627113,0.0083464282951696313,0.0059820600379600778,-0.0023643682572095461,0.0024204149623465111,-0.97684417506548971,256
16,0.31264839964553476,0.31219137846565564,-0.00045702117987898362,0.0060758602196675504,-0.0014628427827066304,-0.075219172817637694,0.0083793529565540786,0.0029309218354783952,-0.005448431121075686,0.0023179313360484725,-2.3505576012290246,256
17,0.30871806694775616,0.31260409930575001,0.0038860323579936419,0.0059022378582918849,0.012508912667403848,0.65839982245620043,0.0055983723507180465,0.0026339162120770226,-0.0029644561386410304,0.0022679585505667411,-1.3071033145205591,256
18,0.31114887593829837,0.31320103351614453,0.0020521575778463695,0.0059806592616406954,0.0065737418930341329,0.34313233509367225,0.0058862047951969343,0.0036182139657964752,-0.0022679908294004616,0.0026079461386973456,-0.86964634573830202,256
