# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091426 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
series,checkpoint,absolute_time,mean_total_action,se_total_action,mean_I_left,se_I_left,mean_I_right,se_I_right,sample_count
burnin_snapshot,1,500,12.236555362071854,0.11353744078030754,0.44802866355394144,0.027779047085007561,0.45809957218079944,0.031197450132921814,256
burnin_snapshot,2,1000,12.370045506988648,0.12585760912171737,0.46314359740193095,0.030016519789246247,0.46480269565859089,0.031928292028695432,256
burnin_snapshot,3,1500,12.350508080165483,0.12119897257735424,0.49846259881633159,0.029082000116801263,0.43599588763231623,0.031629814035121467,256
burnin_snapshot,4,2000,12.350432036171753,0.11838730607738668,0.46265347631469922,0.030415197759470571,0.47000304977063934,0.03337021731975913,256
measurement_snapshot,1,2500,12.411036913299981,0.11949270563855012,0.48314857826608204,0.028964860282173415,0.45950137026557059,0.029218949146424908,256
measurement_snapshot,2,3000,12.328636221034699,0.118680407536099,0.49300863781945736,0.028144118417790871,0.48361763946741121,0.030022090356314701,256
measurement_snapshot,3,3500,12.09975901136896,0.11013365886631608,0.4701335868907604,0.027869545828547084,0.47655150666059853,0.030781186933337874,256
measurement_snapshot,4,4000,12.431213421227596,0.10835840740254704,0.482706817194412,0.028039481945991148,0.46777731128787536,0.032744033661194355,256
measurement_quarter,1,2250,12.500924962546183,0.044450159357451717,0.4933320163805508,0.0015983518239078461,0.47659848501631008,0.0035721854904002658,256
measurement_quarter,2,2750,12.385964150062232,0.040893612654197303,0.4989230063652319,0.0016665843509122685,0.47996051888473401,0.0031996401761523749,256
measurement_quarter,3,3250,12.413420578422215,0.038804377623622759,0.49616419343788976,0.0015187131526600227,0.47978431134969046,0.0036073707641690878,256
measurement_quarter,4,3750,12.447390063106734,0.040735202614530515,0.49508766190894749,0.0015964452147897831,0.47910203102739429,0.0032834735102897973,256
measurement_quarter_difference_q4_minus_q3,4,4000,0.033969484684528477,0.056465688225773233,-0.0010765315289425132,0.0022225574141573738,-0.00068228032229616519,0.0049004019676824407,256
