# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091301 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
phase,checkpoint,absolute_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
burnin,1,8000,1,0.31014801260880631,0.019107179600029039,-0.011823341519630048,0.04526814089698121,256
burnin,1,8000,2,0.28102555629493509,0.017833122026941976,0.059066220968816197,0.042955243658264454,256
burnin,1,8000,3,0.30100055938601145,0.020116705515082385,-0.0095503264601575211,0.044917769317563784,256
burnin,1,8000,4,0.27568306472221593,0.017580937320999579,-0.045804364766809158,0.042984105380091231,256
burnin,1,8000,5,0.29221683554283118,0.02059573599116591,0.046786155606241664,0.044247962474167089,256
burnin,1,8000,6,0.29158207701519245,0.017803096425705312,-0.019127616715195472,0.043614437627645782,256
burnin,1,8000,7,0.29894432774494817,0.022750118896968454,0.013217893038017792,0.043187585577629424,256
burnin,1,8000,8,0.34640485434920265,0.023970691796475482,0.017317232058303489,0.042996561276027759,256
burnin,1,8000,9,0.28920027280764771,0.020116244918588232,-0.028794491663575172,0.043515480170054015,256
burnin,1,8000,10,0.29060243751746384,0.024660982490114045,-0.017073617144660602,0.045600187706640392,256
burnin,1,8000,11,0.30336556231281975,0.022207752794931028,0.041538309300449328,0.043462402774087611,256
burnin,1,8000,12,0.29411100042807448,0.022257789537783224,-0.008492727485645446,0.04436217386304292,256
burnin,1,8000,13,0.29635695085517,0.023500991983532109,0.072357441523763555,0.043406824524650001,256
burnin,1,8000,14,0.34521288772634762,0.029125955232143379,0.077875365852378309,0.043985205802778232,256
burnin,1,8000,15,0.30930225411316314,0.025405963129835944,-0.06815397939203649,0.04298594002037763,256
burnin,1,8000,16,0.33230264148960487,0.025401441986958914,0.0079385540357179707,0.043292538882625187,256
burnin,1,8000,17,0.29547154490001049,0.024712367171851827,-0.031812675351829967,0.04437897130605873,256
burnin,1,8000,18,0.28307083381650955,0.018158031015439922,0.02018767210029182,0.043732700100251133,256
burnin,1,8000,19,0.29920477108680643,0.022503043467463246,0.019855458500387613,0.044143774823764095,256
burnin,1,8000,20,0.26604864698038,0.019196297329620384,-0.017567071392477374,0.0443314088320561,256
burnin,1,8000,21,0.29692047753633233,0.022600749108464577,-0.075520007359500596,0.042966615237840775,256
burnin,1,8000,22,0.29733588917315501,0.024355369235288995,0.084244437213783385,0.043652600994213094,256
burnin,1,8000,23,0.298447301503586,0.018267363290042849,0.035162737254722742,0.04553956178963605,256
burnin,1,8000,24,0.26897815830443506,0.023973481204152141,-0.07735416041668941,0.04269056344175242,256
burnin,1,8000,25,0.32009949437360774,0.023225141555948518,-0.021118332622791058,0.044711497277263028,256
burnin,1,8000,26,0.31068365770784112,0.027457906317970487,0.014044545427168487,0.04539574778642122,256
burnin,1,8000,27,0.29461192761698385,0.021165418794049217,0.044509793009638088,0.042419367681929297,256
burnin,1,8000,28,0.31785467472900564,0.025129531076063548,-0.045781359382090159,0.044502776342984413,256
burnin,1,8000,29,0.31221064528506304,0.024359101746798478,0.0080979630301953875,0.04429045838834339,256
burnin,1,8000,30,0.31303134108168251,0.025626202620535804,0.0050750060836435296,0.045736016083768566,256
burnin,1,8000,31,0.34373375030077113,0.027338176427428987,-0.048753386963653611,0.043228629932791765,256
burnin,1,8000,32,0.33754442043664312,0.032128939733521794,0.012822128785046516,0.045698523267584633,256
burnin,1,8000,33,0.34455016172569231,0.038008000218341068,0.089405513397650793,0.043335116518748724,256
burnin,1,8000,34,0.33863919977420665,0.031114478012556807,0.09184297536558006,0.04371800252883231,256
burnin,1,8000,35,0.30151394775430163,0.029708501502665335,-0.0092388428593039862,0.042756497341535242,256
burnin,1,8000,36,0.36695224416337169,0.033938814019510197,0.072999519604877605,0.044464980037759991,256
burnin,1,8000,37,0.32181230060882626,0.02776364703447793,0.019290051443022094,0.044448434188919791,256
