# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=25 T1=10 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026091226 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
series,checkpoint,absolute_time,mean_total_action,se_total_action,mean_I_left,se_I_left,mean_I_right,se_I_right,sample_count
burnin_snapshot,1,500,16.137553554334367,0.15081372108989699,0.65013828809093588,0.039407344414696205,0.63376737757562296,0.048964306073584124,256
burnin_snapshot,2,1000,15.872499135152911,0.15467526440644352,0.61291468941499261,0.038518163496243658,0.61325926224162686,0.040120708246622151,256
burnin_snapshot,3,1500,16.241072113874566,0.16317881012141008,0.6114240514471021,0.037512827557459487,0.61284613363568496,0.04807041518139301,256
burnin_snapshot,4,2000,16.036354648690804,0.15493545439345482,0.67018872218841352,0.048975027682982848,0.60070550878253925,0.041407208810952632,256
measurement_snapshot,1,2500,15.882721785657679,0.15800142244044382,0.61528251656181965,0.038452905517772439,0.65377468767360369,0.044846970644840098,256
measurement_snapshot,2,3000,16.181742449399302,0.14118432400096231,0.66653314290208932,0.040857551891407967,0.60845833472626509,0.039584290675859363,256
measurement_snapshot,3,3500,15.821443805602307,0.16869336215347061,0.63773628540041449,0.037661176075770866,0.51456120309831022,0.038940630674625429,256
measurement_snapshot,4,4000,16.053415803648285,0.15303551726441317,0.63118213776436227,0.038679020535295844,0.68007350118386967,0.048162455621629123,256
measurement_quarter,1,2250,16.118971848212635,0.053120190505135355,0.63876143654044015,0.0019762069242813232,0.61450320549762749,0.0043000889779887747,256
measurement_quarter,2,2750,16.071810342858509,0.049622564552751235,0.63983369293470738,0.001976157851489324,0.60497335766186244,0.003840866806391066,256
measurement_quarter,3,3250,16.105804623228991,0.052530947028957824,0.64002296431534511,0.0020105372413463754,0.60932564502902697,0.0041422325786410561,256
measurement_quarter,4,3750,16.000474175625779,0.050032967055772738,0.64218680868145084,0.0019814175760754682,0.60148620194980829,0.0037456021009295462,256
measurement_quarter_difference_q4_minus_q3,4,4000,-0.10533044760319706,0.07163039121760538,0.0021638443661059882,0.0027852798109838919,-0.0078394430792193843,0.0055937150629801549,256
