# bc_id=4
# bc_label=OPEN_left_BC1_right_free
# left:b_I=2*gamma*(2*T_left-(2*M*I_1-I_1^2+2*I_1*I_2*cos(delta_1)));right:b_I=0
# left:b_phi=gamma*(2*I_2*sin(delta_1));right:b_phi=0
# left:sigma_I=2*sqrt(2*gamma*T_left*I_1),sigma_phi=sqrt(2*gamma*T_left/I_1);right:sigma_I=0,sigma_phi=0
# right_boundary_bath=none;right_b_I=right_b_phi=right_sigma_I=right_sigma_phi=0
# n=100 T1=6 Tn=0 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=32000 measure=2000 seed=2026091500 requested_trajectories=256 threads=2 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024000256
phase,checkpoint,absolute_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta,sample_count
burnin,1,8000,1,0.24032565933885053,0.015006184482256619,0.023866821475166944,0.044646024841269137,256
burnin,1,8000,2,0.2249927976881736,0.01438000045175827,-0.024021296412684023,0.045519409526437273,256
burnin,1,8000,3,0.21985229965127928,0.012898319357601501,0.066965766631255974,0.044163819864305433,256
burnin,1,8000,4,0.22219055806499455,0.01398151610506845,-0.041803306443171095,0.043754407285848521,256
burnin,1,8000,5,0.2371854338398407,0.02187388248317703,-0.050068490247213049,0.043178192639342035,256
burnin,1,8000,6,0.21297605257905161,0.013769611677844087,0.096178682483696321,0.043995645535683733,256
burnin,1,8000,7,0.21921548776902,0.014558568768651655,-0.058779611834324896,0.044430731281178332,256
burnin,1,8000,8,0.22418545519826694,0.013483980265835886,0.012300182257288128,0.042507216960014187,256
burnin,1,8000,9,0.22565769981429185,0.014965043814359716,-0.13904449976098476,0.044348279755182358,256
burnin,1,8000,10,0.26444570646526699,0.02383221597898658,-0.045298242004719214,0.044452634306535163,256
burnin,1,8000,11,0.23367044250994695,0.016564918782691125,-0.045332660965868854,0.043561200087925911,256
burnin,1,8000,12,0.23192096446177857,0.017961431521036561,-0.032433192910502839,0.044987311710920429,256
burnin,1,8000,13,0.22339953041080207,0.016600336757029915,0.092841349674927187,0.043507650389735586,256
burnin,1,8000,14,0.24144257076035558,0.020957164635607088,0.054520848900665442,0.043666105280771285,256
burnin,1,8000,15,0.23139668974022243,0.021709008881115523,0.0056310074487555539,0.044515148310356405,256
burnin,1,8000,16,0.27390898024941635,0.021705611151387673,0.0096011604769046244,0.044511873085873774,256
burnin,1,8000,17,0.24668040349979492,0.019161292613460702,0.023936564669384097,0.043081625435793608,256
burnin,1,8000,18,0.26001483562458816,0.021418836107013346,-0.085512139707248025,0.042798475582863864,256
