theta1,theta3,density
-3.03687,-3.03687,0.0980495
-3.03687,-2.82743,0.094771
-3.03687,-2.61799,0.087722
-3.03687,-2.40855,0.0777576
-3.03687,-2.19911,0.0675509
-3.03687,-1.98968,0.0585906
-3.03687,-1.78024,0.0501558
-3.03687,-1.5708,0.0425926
-3.03687,-1.36136,0.0367153
-3.03687,-1.15192,0.0315476
-3.03687,-0.942478,0.0267146
-3.03687,-0.733038,0.0230134
-3.03687,-0.523599,0.0202705
-3.03687,-0.314159,0.0185876
-3.03687,-0.10472,0.0177962
-3.03687,0.10472,0.0176299
-3.03687,0.314159,0.018512
-3.03687,0.523599,0.0207337
-3.03687,0.733038,0.0227761
-3.03687,0.942478,0.0259676
-3.03687,1.15192,0.031081
-3.03687,1.36136,0.0367115
-3.03687,1.5708,0.0437367
-3.03687,1.78024,0.0508149
-3.03687,1.98968,0.0601626
-3.03687,2.19911,0.0687847
-3.03687,2.40855,0.0778745
-3.03687,2.61799,0.0853023
-3.03687,2.82743,0.093133
-3.03687,3.03687,0.097259
-2.82743,-3.03687,0.0932266
-2.82743,-2.82743,0.0906058
-2.82743,-2.61799,0.0851939
-2.82743,-2.40855,0.0769116
-2.82743,-2.19911,0.0672426
-2.82743,-1.98968,0.0571863
-2.82743,-1.78024,0.0478675
-2.82743,-1.5708,0.0413075
-2.82743,-1.36136,0.0351372
-2.82743,-1.15192,0.0303254
-2.82743,-0.942478,0.0258165
-2.82743,-0.733038,0.0224592
-2.82743,-0.523599,0.0195797
-2.82743,-0.314159,0.0178299
-2.82743,-0.10472,0.0169889
-2.82743,0.10472,0.0169999
-2.82743,0.314159,0.0181252
-2.82743,0.523599,0.0196914
-2.82743,0.733038,0.0218876
-2.82743,0.942478,0.0257761
-2.82743,1.15192,0.0299661
-2.82743,1.36136,0.0359961
-2.82743,1.5708,0.0432848
-2.82743,1.78024,0.0507022
-2.82743,1.98968,0.0580947
-2.82743,2.19911,0.0671741
-2.82743,2.40855,0.075184
-2.82743,2.61799,0.0819524
-2.82743,2.82743,0.088719
-2.82743,3.03687,0.0926945
-2.61799,-3.03687,0.0867553
-2.61799,-2.82743,0.0851248
-2.61799,-2.61799,0.0800241
-2.61799,-2.40855,0.0736249
-2.61799,-2.19911,0.0643544
-2.61799,-1.98968,0.0545348
-2.61799,-1.78024,0.0460247
-2.61799,-1.5708,0.0393217
-2.61799,-1.36136,0.0330857
-2.61799,-1.15192,0.0291399
-2.61799,-0.942478,0.0242045
-2.61799,-0.733038,0.0202955
-2.61799,-0.523599,0.0180136
-2.61799,-0.314159,0.0163073
-2.61799,-0.10472,0.0155691
-2.61799,0.10472,0.0157282
-2.61799,0.314159,0.0166848
-2.61799,0.523599,0.0177593
-2.61799,0.733038,0.0197718
-2.61799,0.942478,0.0237059
-2.61799,1.15192,0.0284901
-2.61799,1.36136,0.0336656
-2.61799,1.5708,0.0404339
-2.61799,1.78024,0.0478061
-2.61799,1.98968,0.055359
-2.61799,2.19911,0.0630879
-2.61799,2.40855,0.0701041
-2.61799,2.61799,0.0766396
-2.61799,2.82743,0.0826019
-2.61799,3.03687,0.0855196
-2.40855,-3.03687,0.0777784
-2.40855,-2.82743,0.076351
-2.40855,-2.61799,0.0735669
-2.40855,-2.40855,0.0676563
-2.40855,-2.19911,0.0596564
-2.40855,-1.98968,0.0507757
-2.40855,-1.78024,0.0431059
-2.40855,-1.5708,0.0363989
-2.40855,-1.36136,0.0301802
-2.40855,-1.15192,0.0255551
-2.40855,-0.942478,0.0213059
-2.40855,-0.733038,0.0182033
-2.40855,-0.523599,0.0155328
-2.40855,-0.314159,0.0144962
-2.40855,-0.10472,0.0140325
-2.40855,0.10472,0.0138516
-2.40855,0.314159,0.0148079
-2.40855,0.523599,0.0157932
-2.40855,0.733038,0.0177902
-2.40855,0.942478,0.0203788
-2.40855,1.15192,0.0244486
-2.40855,1.36136,0.0296861
-2.40855,1.5708,0.0360749
-2.40855,1.78024,0.0431511
-2.40855,1.98968,0.0516165
-2.40855,2.19911,0.0574719
-2.40855,2.40855,0.0640169
-2.40855,2.61799,0.0700705
-2.40855,2.82743,0.073309
-2.40855,3.03687,0.0770971
-2.19911,-3.03687,0.0680646
-2.19911,-2.82743,0.0664893
-2.19911,-2.61799,0.0629146
-2.19911,-2.40855,0.059838
-2.19911,-2.19911,0.0530464
-2.19911,-1.98968,0.0452014
-2.19911,-1.78024,0.0378444
-2.19911,-1.5708,0.0323844
-2.19911,-1.36136,0.026727
-2.19911,-1.15192,0.0220322
-2.19911,-0.942478,0.0180791
-2.19911,-0.733038,0.0151286
-2.19911,-0.523599,0.0133345
-2.19911,-0.314159,0.0124148
-2.19911,-0.10472,0.0117744
-2.19911,0.10472,0.0116291
-2.19911,0.314159,0.0120123
-2.19911,0.523599,0.0133744
-2.19911,0.733038,0.0149137
-2.19911,0.942478,0.0176155
-2.19911,1.15192,0.0203228
-2.19911,1.36136,0.0254481
-2.19911,1.5708,0.0313609
-2.19911,1.78024,0.0380147
-2.19911,1.98968,0.0450637
-2.19911,2.19911,0.0523601
-2.19911,2.40855,0.0568365
