event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_observable_rate,tilted_mean_observable_rate,population_mean_action_current,population_mean_potential_rate,population_mean_log_likelihood_ratio_rate,weight_ess,max_weight_fraction,resampled,unique_parents,parent_count_ess,unique_roots,root_count_ess,root_weight_ess
1,2,0.14493970231169406,0.14493970231169406,0.072469851155847032,-0.34367667664058649,-0.75814173118855543,-0.2061308835963481,-0.56514114977277119,0.0039225430390616564,0,-0.7645864360307596,347.47189542662198,0.010597590477671011,1,506,338.03223726627982,506,338.03223726627982,338.03223726627982
2,4,-0.1397652140120389,0.0051744882996551667,0.0012936220749137917,0.036446211646397539,-0.53552701723985063,0.085707841878991387,-0.39309162618570248,0.021904377162784313,0,-0.88806198359125776,266.91751150381378,0.015762749318592301,1,459,258.52465483234715,305,162.16764614908755,162.16764614908755
3,6,-0.092651202965051027,-0.08747671466539586,-0.014579452444232643,0.10588854061711335,-0.61905987167095977,0.15433715145574609,-0.48135131330852532,0.048168629512441934,0,-0.84078012359427556,290.84044621265605,0.010637102718662922,1,470,276.52320675105483,225,107.87818930041152,107.87818930041152
4,8,-0.052529169485699079,-0.14000588415109494,-0.017500735518886867,0.27926916442798128,-0.54354858797799044,0.2578621282463131,-0.46614307330977039,-0.020392034636113304,0,-0.7930598198082659,293.50842916746507,0.00955923685506457,1,471,282.63504043126687,180,75.480564353584796,75.480564353584796
5,10,-0.022080037014350573,-0.16208592116544551,-0.016208592116544553,0.28452002507627777,-0.65640559616817384,0.34721081793722508,-0.44514089196117218,0.055676306054703605,0,-0.80740357735845236,251.55388126571208,0.015407908658216061,1,445,242.16535796766743,141,56.284272678475574,56.284272678475574
6,12,-0.012080671910882135,-0.17416659307632765,-0.014513882756360638,0.29770466135154089,-0.60631808103840834,0.28768736746841073,-0.4882710530140687,-0.092531282928092512,0,-0.73569077404228966,222.32416624861222,0.01984478841269981,1,458,217.99916839916841,118,42.597335066623337,42.597335066623337
7,14,-0.19716491275598802,-0.37133150583231567,-0.026523678988022548,0.33593687569845349,-0.67296268040401153,0.34464314929187234,-0.43318262741159103,0.14749892907865292,0,-0.82494873554973369,260.82950643773938,0.011405498090102717,1,450,256.5009784735812,95,41.259778075076731,41.259778075076731
8,16,-0.032499765093774613,-0.40383127092609028,-0.025239454432880642,0.36610602594705122,-0.40360288309144204,0.32112561574240583,-0.35483554634936121,-0.022973348684273434,0,-0.8403334569946791,259.14599146643297,0.014201595416992426,1,466,253.64683115626511,84,38.451631829849653,38.451631829849653
9,18,-0.069163570070858604,-0.47299484099694888,-0.02627749116649716,0.27852539742596932,-0.62961491745423614,0.26253894694786434,-0.42378866820460842,0.026467404101868076,0,-0.8598196230062487,237.86562707386224,0.015547464646338884,1,454,232.19131975199292,77,30.169639774427438,30.169639774427438
10,20,-0.056542025766264103,-0.52953686676321299,-0.026476843338160649,0.16411413118085699,-0.53606052616335598,0.17034688172450974,-0.39429704291505047,-0.036221634433465363,0,-0.87154038496321218,299.25529436763964,0.010970038146518375,1,456,286.1834061135371,70,32.920256184854956,32.920256184854956
