theta1,theta3,density
-3.03687,-3.03687,0.0915068
-3.03687,-2.82743,0.0873116
-3.03687,-2.61799,0.0811366
-3.03687,-2.40855,0.073216
-3.03687,-2.19911,0.0649406
-3.03687,-1.98968,0.0560638
-3.03687,-1.78024,0.0484713
-3.03687,-1.5708,0.0417609
-3.03687,-1.36136,0.0356874
-3.03687,-1.15192,0.0307076
-3.03687,-0.942478,0.0267203
-3.03687,-0.733038,0.0233154
-3.03687,-0.523599,0.0211199
-3.03687,-0.314159,0.0198534
-3.03687,-0.10472,0.0194792
-3.03687,0.10472,0.0192618
-3.03687,0.314159,0.0195319
-3.03687,0.523599,0.0208547
-3.03687,0.733038,0.0231476
-3.03687,0.942478,0.026265
-3.03687,1.15192,0.029631
-3.03687,1.36136,0.0350164
-3.03687,1.5708,0.0411962
-3.03687,1.78024,0.0480395
-3.03687,1.98968,0.0561521
-3.03687,2.19911,0.0655759
-3.03687,2.40855,0.0732767
-3.03687,2.61799,0.08146
-3.03687,2.82743,0.0873222
-3.03687,3.03687,0.091999
-2.82743,-3.03687,0.0879641
-2.82743,-2.82743,0.0857902
-2.82743,-2.61799,0.0788875
-2.82743,-2.40855,0.0718663
-2.82743,-2.19911,0.0629327
-2.82743,-1.98968,0.0542639
-2.82743,-1.78024,0.0466853
-2.82743,-1.5708,0.0406816
-2.82743,-1.36136,0.0350398
-2.82743,-1.15192,0.0300558
-2.82743,-0.942478,0.0257926
-2.82743,-0.733038,0.0225584
-2.82743,-0.523599,0.0203781
-2.82743,-0.314159,0.0190812
-2.82743,-0.10472,0.0184384
-2.82743,0.10472,0.0181936
-2.82743,0.314159,0.0188533
-2.82743,0.523599,0.0204239
-2.82743,0.733038,0.0224513
-2.82743,0.942478,0.0252282
-2.82743,1.15192,0.0289994
-2.82743,1.36136,0.0341581
-2.82743,1.5708,0.040134
-2.82743,1.78024,0.0468071
-2.82743,1.98968,0.0547284
-2.82743,2.19911,0.0627898
-2.82743,2.40855,0.0705815
-2.82743,2.61799,0.0780536
-2.82743,2.82743,0.0835901
-2.82743,3.03687,0.0872436
-2.61799,-3.03687,0.0816587
-2.61799,-2.82743,0.080704
-2.61799,-2.61799,0.0743651
-2.61799,-2.40855,0.0673488
-2.61799,-2.19911,0.0605461
-2.61799,-1.98968,0.0522117
-2.61799,-1.78024,0.0444819
-2.61799,-1.5708,0.0380653
-2.61799,-1.36136,0.0329626
-2.61799,-1.15192,0.0282804
-2.61799,-0.942478,0.02441
-2.61799,-0.733038,0.0216473
-2.61799,-0.523599,0.0189999
-2.61799,-0.314159,0.0178271
-2.61799,-0.10472,0.0170065
-2.61799,0.10472,0.0168625
-2.61799,0.314159,0.0176302
