model_version,coordinates,energy_convention,n,T1,Tn,gamma,dt,burnin,block_time,blocks_per_stream,batches,lanes,n_streams,n_blocks,bond,seed,threads,mean_q_left_rate,mean_q_right_rate,mean_energy_drift_rate,mean_entropy_rate,mean_action_current,mean_energy_balance_error_rate,rms_energy_balance_error_rate,midpoint_failure_count,midpoint_failure_rate,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate,elapsed_seconds
gibbs-cartesian-entropy-ft-v1,cartesian,E=H/2,10,6.5,5.5,0.10000000000000001,0.00025000000000000001,500,5,31252,8,16,128,4000256,5,2026091101,2,0.44789908654642774,-0.44792089698371201,-2.1811702452504271e-05,0.01253261131157175,0.057399794795793518,1.2651789597619795e-09,2.3996560790142146e-06,0,0,5.0000465406911836,-1.3403379527738634e-09,38929.328238540998
