site,mean_action
1,0.84262736699058649
2,0.83515511481919869
3,0.82914628710687455
4,0.82232379217191687
5,0.81547046063733486
6,0.80880911975827996
7,0.80207363854620617
8,0.79486968424633186
9,0.78812932204369468
10,0.74841824142681068
