model_version,coordinates,energy_convention,n,T1,Tn,gamma,dt,burnin,block_time,blocks_per_stream,batches,lanes,n_streams,n_blocks,bond,seed,threads,mean_q_left_rate,mean_q_right_rate,mean_energy_drift_rate,mean_entropy_rate,mean_action_current,mean_energy_balance_error_rate,rms_energy_balance_error_rate,midpoint_failure_count,midpoint_failure_rate,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate,elapsed_seconds
gibbs-cartesian-entropy-ft-v1,cartesian,E=H/2,10,8,4,0.10000000000000001,0.00025000000000000001,500,5,31252,8,16,128,4000256,5,2026091103,2,1.7447203941042566,-1.7447104801801456,9.8806488560884151e-06,0.21808757078201754,0.22190642828380766,3.3275059961003137e-08,3.1521616070465396e-06,0,0,5.0003241344252363,-3.335072757726214e-08,38887.906614125
