site,mean_action
1,0.97432155446925783
2,0.91714359521295263
3,0.89645876053654672
4,0.87235172111880832
5,0.84712437631701232
6,0.82124027742961114
7,0.7940968104902848
8,0.76528075170620813
9,0.73748090937524113
10,0.59982125675509168
