model_version,coordinates,energy_convention,n,T1,Tn,gamma,dt,burnin,block_time,blocks_per_stream,batches,lanes,n_streams,n_blocks,bond,seed,threads,mean_q_left_rate,mean_q_right_rate,mean_energy_drift_rate,mean_entropy_rate,mean_action_current,mean_energy_balance_error_rate,rms_energy_balance_error_rate,midpoint_failure_count,midpoint_failure_rate,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate,elapsed_seconds
gibbs-cartesian-entropy-ft-v1,cartesian,E=H/2,10,8,4,0.10000000000000001,0.000125,500,5,31252,8,16,128,4000256,5,2026091104,2,1.7472972792201473,-1.7473008917806425,-3.6204142044721128e-06,0.21841306304262645,0.22226232091124234,7.8538284840458767e-09,7.8983296923436798e-07,0,0,4.2582491626331658,-7.8671491411777869e-09,51856.482236000003
