case,delta_beta,t,k,Q_center,count_plus,count_minus,log_ratio,log_ratio_se
dbeta_0p027972,0.02797202797202797,20,21,27.15293533117276,14915,7165,0.7331593566865766,0.014374071748371511
dbeta_0p027972,0.02797202797202797,20,22,28.445932251704797,14094,6723,0.7402146914179311,0.0148221219419671
dbeta_0p027972,0.02797202797202797,20,23,29.738929172236833,13540,5959,0.8207455857192871,0.015545695070692294
dbeta_0p027972,0.02797202797202797,20,24,31.03192609276887,13041,5630,0.8399887985231657,0.01594682192568757
dbeta_0p027972,0.02797202797202797,20,25,32.324923013300904,12356,5098,0.8852934691024116,0.01664595132770974
dbeta_0p027972,0.02797202797202797,20,26,33.617919933832944,11634,4712,0.9038193991392842,0.01726786229560314
dbeta_0p027972,0.02797202797202797,20,27,34.91091685436498,11090,4316,0.9437147539663875,0.01794066164741507
dbeta_0p027972,0.02797202797202797,20,28,36.20391377489701,10439,4113,0.9313961031778744,0.018409947053224844
dbeta_0p027972,0.02797202797202797,20,29,37.49691069542905,10022,3659,1.0075927905004631,0.019315258176725844
dbeta_0p027972,0.02797202797202797,20,30,38.789907615961084,9291,3297,1.0360332255695814,0.02027158298165875
dbeta_0p027972,0.02797202797202797,20,31,40.082904536493125,8754,2957,1.0853354978983634,0.021270027778412696
dbeta_0p027972,0.02797202797202797,20,32,41.37590145702516,8268,2660,1.134066519025914,0.022290986604003006
dbeta_0p027972,0.02797202797202797,20,33,42.66889837755719,7719,2455,1.1455580607212328,0.023170723671569134
dbeta_0p027972,0.02797202797202797,20,34,43.96189529808923,7348,2279,1.170691417089332,0.023976663570550668
dbeta_0p027972,0.02797202797202797,20,35,45.254892218621265,6663,1938,1.2349133201118256,0.025808495063311877
dbeta_0p027972,0.02797202797202797,20,36,46.547889139153305,6340,1688,1.3233343722753692,0.027388789097657826
dbeta_0p027972,0.02797202797202797,20,37,47.84088605968534,5852,1614,1.288067913310121,0.028115128246591778
dbeta_0p027972,0.02797202797202797,20,38,49.13388298021737,5441,1437,1.3314052604069004,0.029659466762067644
dbeta_0p027972,0.02797202797202797,20,39,50.42687990074941,4976,1304,1.3391898919324172,0.03111005939996342
dbeta_0p027972,0.02797202797202797,20,40,51.719876821281446,4712,1122,1.434999639248781,0.033218815538888405
dbeta_0p027972,0.02797202797202797,20,41,53.012873741813486,4313,967,1.4951905011945488,0.03558065962530108
dbeta_0p027972,0.02797202797202797,20,42,54.30587066234552,4090,864,1.554727480232792,0.037442037670424935
dbeta_0p027972,0.02797202797202797,20,43,55.59886758287755,3769,776,1.5804124730839166,0.039420580417973854
dbeta_0p027972,0.02797202797202797,20,44,56.89186450340959,3373,706,1.563942597568408,0.04138722723617057
dbeta_0p027972,0.02797202797202797,20,45,58.184861423941626,3133,602,1.6494888456433707,0.0445007017911326
dbeta_0p027972,0.02797202797202797,20,46,59.47785834447367,2815,566,1.6041234623706078,0.0460654343206807
dbeta_0p027972,0.02797202797202797,20,47,60.7708552650057,2569,473,1.6921766086179506,0.05003420255094799
dbeta_0p027972,0.02797202797202797,20,48,62.06385218553774,2433,412,1.7758569934339963,0.053274756438505634
dbeta_0p027972,0.02797202797202797,20,49,63.356849106069774,2188,409,1.67702800749907,0.053870457268209514
dbeta_0p027972,0.02797202797202797,20,50,64.64984602660181,2023,334,1.8011958441910452,0.05906206353706253
dbeta_0p027972,0.02797202797202797,20,51,65.94284294713384,1824,331,1.706668795257214,0.05974440266911089
dbeta_0p027972,0.02797202797202797,20,52,67.23583986766589,1680,273,1.817077277212345,0.06525520483640948
dbeta_0p027972,0.02797202797202797,20,53,68.52883678819792,1556,263,1.7777196725605724,0.0666704949034593
dbeta_0p027972,0.02797202797202797,20,54,69.82183370872995,1430,223,1.8582579517938342,0.07199726128149685
dbeta_0p027972,0.02797202797202797,20,55,71.11483062926199,1221,181,1.908928442844879,0.07964836908219688
dbeta_0p027972,0.02797202797202797,20,56,72.40782754979402,1134,158,1.9709114512607306,0.08491730176600161
dbeta_0p027972,0.02797202797202797,20,57,73.70082447032607,1067,139,2.0381323181710616,0.0901745625278586
dbeta_0p027972,0.02797202797202797,20,58,74.9938213908581,947,118,2.0826144687204136,0.09762449733682499
dbeta_0p027972,0.02797202797202797,20,59,76.28681831139014,843,107,2.064138123539949,0.10262569859897025
dbeta_0p027972,0.02797202797202797,20,60,77.57981523192217,764,95,2.0846908975659795,0.10878978037037253
dbeta_0p027972,0.02797202797202797,20,61,78.8728121524542,703,68,2.335849186634558,0.12699747028829672
dbeta_0p027972,0.02797202797202797,20,62,80.16580907298625,631,77,2.1035004406875295,0.1207137069304713
dbeta_0p027972,0.02797202797202797,20,63,81.45880599351828,551,71,2.049054932111599,0.1260927796304031
dbeta_0p027972,0.02797202797202797,20,64,82.75180291405032,516,50,2.334083760053417,0.14811476798794923
dbeta_0p027972,0.02797202797202797,20,65,84.04479983458235,474,48,2.2900063107871858,0.15146959422499137
dbeta_0p027972,0.02797202797202797,20,66,85.33779675511438,424,48,2.178532444324067,0.15228862038698449
dbeta_0p027972,0.02797202797202797,20,67,86.63079367564643,368,31,2.4740957336837845,0.18701726075546304
dbeta_0p027972,0.02797202797202797,20,68,87.92379059617846,312,26,2.4849066497880004,0.2041241452319315
dbeta_0p027972,0.02797202797202797,20,69,89.2167875167105,292,25,2.457877977400081,0.20838583813264897
dbeta_0p027972,0.02797202797202797,20,70,90.50978443724253,281,25,2.419478844465545,0.20870725636932216
dbeta_0p027972,0.02797202797202797,20,71,91.80278135777456,250,28,2.1892564076870427,0.1992844341996778
dbeta_0p027972,0.02797202797202797,20,72,93.09577827830661,239,15,2.7684133508293005,0.2661780740126367
dbeta_0p027972,0.02797202797202797,20,73,94.38877519883864,180,16,2.4203681286504293,0.2608745973749755
dbeta_0p027972,0.02797202797202797,20,74,95.68177211937068,168,10,2.8213788864092133,0.32550327333589285
dbeta_0p027972,0.02797202797202797,40,1,1.8163838795475793,9315,9065,0.027205159846737378,0.014753580127237527
dbeta_0p027972,0.02797202797202797,40,2,3.6327677590951586,9845,8697,0.12398557348346077,0.014715861545041382
dbeta_0p027972,0.02797202797202797,40,3,5.449151638642737,9754,8361,0.15409942011993996,0.014903857237315722
dbeta_0p027972,0.02797202797202797,40,4,7.265535518190317,10088,8188,0.20867693086357528,0.014874731013033066
dbeta_0p027972,0.02797202797202797,40,5,9.081919397737897,9964,7865,0.23655606088969292,0.015083331275732597
dbeta_0p027972,0.02797202797202797,40,6,10.898303277285475,9938,7612,0.26663984374622585,0.015231394769890275
dbeta_0p027972,0.02797202797202797,40,7,12.714687156833055,10025,7076,0.348373196895094,0.015526538721612462
dbeta_0p027972,0.02797202797202797,40,8,14.531071036380634,10292,6760,0.420344004364625,0.01565540925721649
dbeta_0p027972,0.02797202797202797,40,9,16.347454915928214,10269,6441,0.4664458406514043,0.015894522975025253
dbeta_0p027972,0.02797202797202797,40,10,18.163838795475794,10341,6072,0.5324285361095092,0.01616764759182933
dbeta_0p027972,0.02797202797202797,40,11,19.980222675023374,10140,5924,0.5374761017574848,0.01635310951986116
dbeta_0p027972,0.02797202797202797,40,12,21.79660655457095,10000,5516,0.5949321330629903,0.016771725922750058
dbeta_0p027972,0.02797202797202797,40,13,23.61299043411853,10053,5347,0.6313354414566885,0.016926120450211607
dbeta_0p027972,0.02797202797202797,40,14,25.42937431366611,9854,4973,0.6838541843891698,0.017394467381567743
dbeta_0p027972,0.02797202797202797,40,15,27.24575819321369,9768,4553,0.7633253804557586,0.017944651225432748
dbeta_0p027972,0.02797202797202797,40,16,29.06214207276127,9269,4259,0.7776411079526192,0.018511709917761132
dbeta_0p027972,0.02797202797202797,40,17,30.87852595230885,9366,4006,0.8492928735177234,0.018878419603416036
dbeta_0p027972,0.02797202797202797,40,18,32.69490983185643,9255,3695,0.9181833916252957,0.019459848340894058
dbeta_0p027972,0.02797202797202797,40,19,34.51129371140401,8906,3455,0.9469027496798775,0.020042940257375564
dbeta_0p027972,0.02797202797202797,40,20,36.32767759095159,8781,3166,1.0201213349190381,0.02073012820596422
dbeta_0p027972,0.02797202797202797,40,21,38.14406147049917,8445,2998,1.0356291505793573,0.02125956175672281
dbeta_0p027972,0.02797202797202797,40,22,39.96044535004675,8014,2654,1.1051220763039369,0.022395789413693648
dbeta_0p027972,0.02797202797202797,40,23,41.77682922959433,7733,2544,1.1117592401490226,0.02285602064655815
dbeta_0p027972,0.02797202797202797,40,24,43.5932131091419,7487,2323,1.170308729460276,0.02374958265158228
dbeta_0p027972,0.02797202797202797,40,25,45.40959698868948,7213,2098,1.2349004435474302,0.024804898558756762
dbeta_0p027972,0.02797202797202797,40,26,47.22598086823706,6837,1883,1.2894827892566416,0.026025572547114816
dbeta_0p027972,0.02797202797202797,40,27,49.04236474778464,6561,1690,1.3564145014277584,0.02727877868613684
dbeta_0p027972,0.02797202797202797,40,28,50.85874862733222,6335,1538,1.41560694268965,0.02842618959770699
dbeta_0p027972,0.02797202797202797,40,29,52.6751325068798,6030,1400,1.4602747741178812,0.02966687030267988
dbeta_0p027972,0.02797202797202797,40,30,54.49151638642738,5609,1250,1.50122889921199,0.031277546247572424
dbeta_0p027972,0.02797202797202797,40,31,56.30790026597496,5508,1147,1.5690517427191748,0.032456026938609286
dbeta_0p027972,0.02797202797202797,40,32,58.12428414552254,5126,1086,1.5518244064301356,0.03340500260659348
dbeta_0p027972,0.02797202797202797,40,33,59.94066802507012,4918,938,1.6569072737699133,0.035629100043663466
dbeta_0p027972,0.02797202797202797,40,34,61.7570519046177,4652,788,1.775554423780676,0.038522679553214756
dbeta_0p027972,0.02797202797202797,40,35,63.57343578416528,4283,732,1.7666284636540595,0.039995017481459505
dbeta_0p027972,0.02797202797202797,40,36,65.38981966371286,3966,623,1.8509667902922882,0.04309616750877698
dbeta_0p027972,0.02797202797202797,40,37,67.20620354326043,3752,616,1.8067973465925955,0.04347299326745844
dbeta_0p027972,0.02797202797202797,40,38,69.02258742280802,3461,501,1.9327067425504794,0.04780106503189981
dbeta_0p027972,0.02797202797202797,40,39,70.83897130235559,3196,440,1.9828805799738585,0.050848976259307704
dbeta_0p027972,0.02797202797202797,40,40,72.65535518190318,2934,416,1.9534366984416638,0.05238967248438705
dbeta_0p027972,0.02797202797202797,40,41,74.47173906145075,2677,354,2.023155130386578,0.056554497974839864
dbeta_0p027972,0.02797202797202797,40,42,76.28812294099833,2540,299,2.139475786621896,0.061140677071428846
dbeta_0p027972,0.02797202797202797,40,43,78.10450682054591,2432,287,2.1369870273264366,0.062413978947168595
dbeta_0p027972,0.02797202797202797,40,44,79.9208907000935,2182,223,2.280825394932897,0.07030362774997405
dbeta_0p027972,0.02797202797202797,40,45,81.73727457964107,2023,219,2.223265107351245,0.07113737005871251
dbeta_0p027972,0.02797202797202797,40,46,83.55365845918865,1916,183,2.348508805689385,0.07737183946614812
dbeta_0p027972,0.02797202797202797,40,47,85.37004233873623,1705,179,2.253934583876862,0.07856909343183596
dbeta_0p027972,0.02797202797202797,40,48,87.1864262182838,1578,142,2.408086443804559,0.08761259659773231
dbeta_0p027972,0.02797202797202797,40,49,89.00281009783139,1467,115,2.5460426497797317,0.0968365397577971
dbeta_0p027972,0.02797202797202797,40,50,90.81919397737896,1356,98,2.627326989829769,0.10460183917836588
dbeta_0p027972,0.02797202797202797,40,51,92.63557785692655,1285,92,2.6367254202802797,0.1079248596669128
dbeta_0p027972,0.02797202797202797,40,52,94.45196173647412,1150,83,2.628676613560698,0.1136563152159863
dbeta_0p027972,0.02797202797202797,40,53,96.2683456160217,1012,69,2.6855773452501515,0.12442224847541747
dbeta_0p027972,0.02797202797202797,40,54,98.08472949556928,890,61,2.680347598552874,0.13235194795910182
dbeta_0p027972,0.02797202797202797,40,55,99.90111337511686,854,49,2.8581108956779433,0.146898343941175
dbeta_0p027972,0.02797202797202797,40,56,101.71749725466444,744,43,2.850840919139529,0.15684355254518353
dbeta_0p027972,0.02797202797202797,40,57,103.53388113421202,681,29,3.1562664761630383,0.1896079834867028
dbeta_0p027972,0.02797202797202797,40,58,105.3502650137596,578,30,2.9583764870102223,0.18725233547158152
dbeta_0p027972,0.02797202797202797,40,59,107.16664889330718,563,39,2.669717982010044,0.16558147413073201
dbeta_0p027972,0.02797202797202797,40,60,108.98303277285476,516,37,2.6351888528373384,0.17019110294945228
dbeta_0p027972,0.02797202797202797,40,61,110.79941665240234,426,19,3.11000036710293,0.2344760047163547
dbeta_0p027972,0.02797202797202797,40,62,112.61580053194992,399,17,3.155748072833647,0.24764853134215253
dbeta_0p027972,0.02797202797202797,40,63,114.4321844114975,366,19,2.9581943542349256,0.23529517501327327
dbeta_0p027972,0.02797202797202797,40,64,116.24856829104507,301,14,3.068052935133617,0.2734059812161834
dbeta_0p027972,0.02797202797202797,40,65,118.06495217059265,298,14,3.0580361568901457,0.2734671390250719
dbeta_0p027972,0.02797202797202797,80,1,2.5645392291712548,4112,3936,0.04374454896285696,0.022299230976179557
dbeta_0p027972,0.02797202797202797,80,2,5.1290784583425095,4232,3730,0.12626646090027405,0.022458660039627345
dbeta_0p027972,0.02797202797202797,80,3,7.693617687513765,4360,3532,0.21060777461922944,0.02263809855043942
dbeta_0p027972,0.02797202797202797,80,4,10.258156916685019,4505,3397,0.2822952018818544,0.022723401472979635
dbeta_0p027972,0.02797202797202797,80,5,12.822696145856273,4588,3265,0.34018443653872993,0.022896257532807694
dbeta_0p027972,0.02797202797202797,80,6,15.38723537502753,4706,3106,0.41550256557867543,0.02311822201733076
dbeta_0p027972,0.02797202797202797,80,7,17.951774604198782,4756,2940,0.4809973974779451,0.023460536603382643
dbeta_0p027972,0.02797202797202797,80,8,20.516313833370038,4933,2837,0.5532001664248869,0.023562712474233867
dbeta_0p027972,0.02797202797202797,80,9,23.080853062541294,4980,2584,0.6560913051162062,0.024244589435091977
dbeta_0p027972,0.02797202797202797,80,10,25.645392291712547,4948,2401,0.7230981372911253,0.024871569857982348
dbeta_0p027972,0.02797202797202797,80,11,28.209931520883803,5017,2287,0.7855912304614717,0.02523046469579482
dbeta_0p027972,0.02797202797202797,80,12,30.77447075005506,5004,2056,0.8894752450117459,0.026195828882760713
dbeta_0p027972,0.02797202797202797,80,13,33.33900997922631,4961,2115,0.8525525208206706,0.0259689334095031
dbeta_0p027972,0.02797202797202797,80,14,35.903549208397564,5123,1900,0.9918863187846704,0.026861011067561728
dbeta_0p027972,0.02797202797202797,80,15,38.468088437568824,5009,1767,1.0419531010379204,0.027668964622099834
dbeta_0p027972,0.02797202797202797,80,16,41.032627666740076,4986,1519,1.1885817614877303,0.02930681524271559
dbeta_0p027972,0.02797202797202797,80,17,43.59716689591133,5102,1514,1.2148774647043625,0.02926608189557476
dbeta_0p027972,0.02797202797202797,80,18,46.16170612508259,4943,1417,1.249430473616279,0.030133413244640077
dbeta_0p027972,0.02797202797202797,80,19,48.72624535425384,4752,1260,1.327453861096957,0.03168735558686626
dbeta_0p027972,0.02797202797202797,80,20,51.29078458342509,4783,1168,1.4097750802921245,0.032637986865217676
dbeta_0p027972,0.02797202797202797,80,21,53.85532381259635,4694,1031,1.5157558923940089,0.03439433129895915
dbeta_0p027972,0.02797202797202797,80,22,56.419863041767606,4525,960,1.5504395716721446,0.0355339435160916
dbeta_0p027972,0.02797202797202797,80,23,58.98440227093886,4477,895,1.60988473996611,0.036615328695529775
dbeta_0p027972,0.02797202797202797,80,24,61.54894150011012,4281,773,1.7116628575575241,0.03908006324772661
dbeta_0p027972,0.02797202797202797,80,25,64.11348072928136,4164,715,1.761948887040852,0.040481540200051104
dbeta_0p027972,0.02797202797202797,80,26,66.67801995845262,4104,674,1.8064872759382984,0.041561331097204765
dbeta_0p027972,0.02797202797202797,80,27,69.24255918762388,3976,570,1.942395206947869,0.04478721937381508
dbeta_0p027972,0.02797202797202797,80,28,71.80709841679513,3851,569,1.912207699688578,0.04491260465108633
dbeta_0p027972,0.02797202797202797,80,29,74.37163764596639,3678,474,2.0489170834691897,0.048801552602369826
dbeta_0p027972,0.02797202797202797,80,30,76.93617687513765,3543,389,2.209149761247026,0.05341292700278713
dbeta_0p027972,0.02797202797202797,80,31,79.50071610430889,3377,353,2.258274963452271,0.05593730425302202
dbeta_0p027972,0.02797202797202797,80,32,82.06525533348015,3214,341,2.2433890690139413,0.056953402774009676
dbeta_0p027972,0.02797202797202797,80,33,84.62979456265141,3046,301,2.314474268706231,0.0604198522447191
dbeta_0p027972,0.02797202797202797,80,34,87.19433379182266,2941,293,2.306332329536928,0.06126164937789811
dbeta_0p027972,0.02797202797202797,80,35,89.75887302099392,2771,255,2.3856999997045523,0.06544042463179325
dbeta_0p027972,0.02797202797202797,80,36,92.32341225016518,2595,186,2.6355951218867877,0.07590586631309942
dbeta_0p027972,0.02797202797202797,80,37,94.88795147933642,2450,177,2.6276935709649436,0.07783238901273952
dbeta_0p027972,0.02797202797202797,80,38,97.45249070850768,2360,156,2.716560890770119,0.08266792137108403
dbeta_0p027972,0.02797202797202797,80,39,100.01702993767894,2213,138,2.774850654893845,0.08773968368997152
dbeta_0p027972,0.02797202797202797,80,40,102.58156916685019,2071,121,2.8399963157988433,0.09352711549262212
dbeta_0p027972,0.02797202797202797,80,41,105.14610839602145,1916,94,3.014700176260802,0.10564193551993867
dbeta_0p027972,0.02797202797202797,80,42,107.7106476251927,1776,94,2.9388241412821117,0.10583648206267765
dbeta_0p027972,0.02797202797202797,80,43,110.27518685436395,1738,78,3.1037814791357454,0.1157406014050745
dbeta_0p027972,0.02797202797202797,80,44,112.83972608353521,1554,71,3.0859076538862773,0.12135900331559321
dbeta_0p027972,0.02797202797202797,80,45,115.40426531270647,1523,51,3.396611720170836,0.14235322952211876
dbeta_0p027972,0.02797202797202797,80,46,117.96880454187772,1353,49,3.3182593300601613,0.14542098048555452
dbeta_0p027972,0.02797202797202797,80,47,120.53334377104898,1194,40,3.396184839838611,0.1607405391866764
dbeta_0p027972,0.02797202797202797,80,48,123.09788300022024,1053,42,3.2217288938506075,0.15735053678287245
dbeta_0p027972,0.02797202797202797,80,49,125.66242222939148,1045,33,3.455264602932431,0.17680488709895256
dbeta_0p027972,0.02797202797202797,80,50,128.22696145856273,939,21,3.80029304148484,0.22064453391224584
dbeta_0p027972,0.02797202797202797,80,51,130.791500687734,887,18,3.8974732244134147,0.23808181633936648
dbeta_0p027972,0.02797202797202797,80,52,133.35603991690525,820,20,3.713572066704308,0.22631728213974725
dbeta_0p027972,0.02797202797202797,80,53,135.9205791460765,760,14,3.994261103665118,0.26971162544884053
dbeta_0p027972,0.02797202797202797,160,1,3.631329205583241,1615,1465,0.09747971420558921,0.036080311848637324
dbeta_0p027972,0.02797202797202797,160,2,7.262658411166482,1789,1400,0.24518456790536913,0.035682729810646484
dbeta_0p027972,0.02797202797202797,160,3,10.893987616749722,1788,1275,0.3381514981409329,0.036655120267450936
dbeta_0p027972,0.02797202797202797,160,4,14.525316822332965,1864,1284,0.37274451099562994,0.03626702201824994
dbeta_0p027972,0.02797202797202797,160,5,18.156646027916207,2024,1177,0.5421069231470794,0.03665636122547678
dbeta_0p027972,0.02797202797202797,160,6,21.787975233499445,1983,1082,0.6057996691133691,0.037795513654927664
dbeta_0p027972,0.02797202797202797,160,7,25.419304439082687,2047,1025,0.691682694088781,0.03826394570805337
dbeta_0p027972,0.02797202797202797,160,8,29.05063364466593,2155,989,0.7788516709151361,0.03840780478982989
dbeta_0p027972,0.02797202797202797,160,9,32.68196285024917,2245,854,0.9665296063877847,0.04020440878553756
dbeta_0p027972,0.02797202797202797,160,10,36.31329205583241,2202,805,1.0062790398640618,0.04118699590363302
dbeta_0p027972,0.02797202797202797,160,11,39.944621261415655,2327,758,1.1216517776599202,0.04182103625719686
dbeta_0p027972,0.02797202797202797,160,12,43.57595046699889,2373,743,1.1612142117180044,0.0420392973447695
dbeta_0p027972,0.02797202797202797,160,13,47.20727967258213,2382,626,1.336345378815147,0.044913910659539626
dbeta_0p027972,0.02797202797202797,160,14,50.838608878165374,2356,609,1.3529022770615804,0.045458600309646935
dbeta_0p027972,0.02797202797202797,160,15,54.469938083748616,2465,496,1.603371159751863,0.04921187402896428
dbeta_0p027972,0.02797202797202797,160,16,58.10126728933186,2411,524,1.5263051938601289,0.04819919712991547
dbeta_0p027972,0.02797202797202797,160,17,61.7325964949151,2518,465,1.689182809016936,0.05047453043047228
dbeta_0p027972,0.02797202797202797,160,18,65.36392570049834,2604,392,1.8935421635379974,0.05417605546490285
dbeta_0p027972,0.02797202797202797,160,19,68.99525490608158,2485,350,1.9600947840472698,0.0570925331725996
dbeta_0p027972,0.02797202797202797,160,20,72.62658411166483,2466,351,1.9495664602584237,0.05704838168658248
dbeta_0p027972,0.02797202797202797,160,21,76.25791331724807,2467,323,2.0331057933067003,0.05917200233633822
dbeta_0p027972,0.02797202797202797,160,22,79.88924252283131,2374,290,2.1024506521890935,0.06220535229097546
dbeta_0p027972,0.02797202797202797,160,23,83.52057172841455,2553,288,2.182063937105538,0.06216042363185903
dbeta_0p027972,0.02797202797202797,160,24,87.15190093399778,2385,229,2.343232399768202,0.06918164090865637
dbeta_0p027972,0.02797202797202797,160,25,90.78323013958102,2342,170,2.622962107107401,0.07943134408827579
dbeta_0p027972,0.02797202797202797,160,26,94.41455934516426,2424,145,2.816440604768631,0.08549323352326395
dbeta_0p027972,0.02797202797202797,160,27,98.0458885507475,2340,164,2.658039780527549,0.08077692370324698
dbeta_0p027972,0.02797202797202797,160,28,101.67721775633075,2275,150,2.719100037288795,0.08429844071053216
dbeta_0p027972,0.02797202797202797,160,29,105.30854696191399,2174,119,2.9052005745696254,0.0941453288553064
dbeta_0p027972,0.02797202797202797,160,30,108.93987616749723,2196,108,3.0122615755052013,0.09856283612727637
dbeta_0p027972,0.02797202797202797,160,31,112.57120537308047,2077,87,3.1727717052215287,0.10943361696963909
dbeta_0p027972,0.02797202797202797,160,32,116.20253457866372,2001,75,3.283914221047423,0.11761412950096968
dbeta_0p027972,0.02797202797202797,160,33,119.83386378424696,1874,79,3.166382610331346,0.11485576075088136
dbeta_0p027972,0.02797202797202797,160,34,123.4651929898302,1909,55,3.5470016384932768,0.13676860988591716
dbeta_0p027972,0.02797202797202797,160,35,127.09652219541344,1868,61,3.4217497546154765,0.1301106241962293
dbeta_0p027972,0.02797202797202797,160,36,130.72785140099668,1754,47,3.61950657122207,0.14780636377461873
dbeta_0p027972,0.02797202797202797,160,37,134.3591806065799,1661,35,3.859827048123881,0.17080244591659519
dbeta_0p027972,0.02797202797202797,160,38,137.99050981216317,1633,39,3.7346124468408184,0.1620289959002029
dbeta_0p027972,0.02797202797202797,160,39,141.6218390177464,1631,43,3.6357484869274517,0.1544957434309534
dbeta_0p027972,0.02797202797202797,160,40,145.25316822332965,1491,32,3.841466411965012,0.17866362475763187
dbeta_0p027972,0.02797202797202797,160,41,148.88449742891288,1376,34,3.7005754938771274,0.17360446103694704
dbeta_0p027972,0.02797202797202797,160,42,152.51582663449614,1289,22,4.070579549580872,0.21501241974503538
dbeta_0p027972,0.02797202797202797,160,43,156.14715584007936,1239,20,4.126327608075152,0.22540430896949987
dbeta_0p027972,0.02797202797202797,320,1,5.130857060121408,508,442,0.1391715655007837,0.06504573295706569
dbeta_0p027972,0.02797202797202797,320,2,10.261714120242816,578,417,0.32648764687357607,0.06425095595398216
dbeta_0p027972,0.02797202797202797,320,3,15.392571180364225,549,371,0.39189637890209544,0.06720797136151133
dbeta_0p027972,0.02797202797202797,320,4,20.523428240485632,591,377,0.44957082995808745,0.0659133315136306
dbeta_0p027972,0.02797202797202797,320,5,25.65428530060704,631,316,0.691563648954301,0.06891547733207717
dbeta_0p027972,0.02797202797202797,320,6,30.78514236072845,689,295,0.8482659146738387,0.06957879934537496
dbeta_0p027972,0.02797202797202797,320,7,35.91599942084986,714,286,0.9148911515197319,0.06997902343269112
dbeta_0p027972,0.02797202797202797,320,8,41.046856480971265,768,232,1.1970523614813622,0.07491614085709127
dbeta_0p027972,0.02797202797202797,320,9,46.17771354109267,833,265,1.1453038161806204,0.0705270522405212
dbeta_0p027972,0.02797202797202797,320,10,51.30857060121408,794,212,1.3204971865751234,0.07730735395746118
dbeta_0p027972,0.02797202797202797,320,11,56.439427661335486,915,179,1.6315382594347663,0.08172813685405007
dbeta_0p027972,0.02797202797202797,320,12,61.5702847214569,892,166,1.6814783442234662,0.08452912290285536
dbeta_0p027972,0.02797202797202797,320,13,66.7011417815783,1012,165,1.8137383759468304,0.08395682433903857
dbeta_0p027972,0.02797202797202797,320,14,71.83199884169971,975,144,1.9126241714218466,0.08927533517207017
dbeta_0p027972,0.02797202797202797,320,15,76.96285590182111,996,120,2.1162555148025524,0.09662996117970017
dbeta_0p027972,0.02797202797202797,320,16,82.09371296194253,1053,95,2.4055216205334347,0.10712601647502798
dbeta_0p027972,0.02797202797202797,320,17,87.22457002206394,1101,101,2.3888536198814205,0.10396756856083644
dbeta_0p027972,0.02797202797202797,320,18,92.35542708218534,1142,78,2.6838275635263638,0.11703063514768147
dbeta_0p027972,0.02797202797202797,320,19,97.48628414230676,1096,84,2.568605668664647,0.11321294388843527
dbeta_0p027972,0.02797202797202797,320,20,102.61714120242816,1118,67,2.8146040343240784,0.12577689580028137
