model_version,mode,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,guided,10,2,0.10000000000000001,10,256,500,20,0.5,0.00050000000000000001,0.10000000000000001,2026083703,1,5,40,-0.093509690388335759,0.79447977524311197,0.40318195818086638,236.7416612626233,202.27160493827159,32.833667334669336,222,50,0,5.3262438138521633,-1.8428048092571529e-07
