timestep,marginal,bin,center,left,right,target_density,reconstructed_density,seed_min_density,seed_max_density
fine,log_I1,16,-4.795563170423927,-4.8574320635003625,-4.733694277347491,0.007627044971232453,0.007819742020615814,0.007808176179539409,0.007827726227624836
fine,log_I1,17,-4.671825384271054,-4.733694277347491,-4.609956491194618,0.00861648577539692,0.008716479358676097,0.008702428923004322,0.008725098433231632
fine,log_I1,18,-4.548087598118181,-4.609956491194618,-4.486218705041745,0.009628701431831213,0.009840299278284717,0.009827931451742374,0.009848037627790903
fine,log_I1,19,-4.424349811965309,-4.486218705041745,-4.362480918888873,0.011124250064212962,0.010677652906275314,0.010664134701859253,0.010684769360146026
fine,log_I1,20,-4.300612025812438,-4.362480918888873,-4.238743132736001,0.012455313652424065,0.012297936867838852,0.012276780337184677,0.012309566898637922
fine,log_I1,21,-4.176874239659565,-4.238743132736001,-4.115005346583128,0.013907843119407189,0.013595532874807805,0.013579709951616219,0.013606000143555234
fine,log_I1,22,-4.053136453506692,-4.115005346583128,-3.9912675604302565,0.015679220518167315,0.015215880841093737,0.015196730546085835,0.015228954864045892
fine,log_I1,23,-3.92939866735382,-3.9912675604302565,-3.867529774277384,0.01778715962269168,0.017531907677257593,0.017512841037038394,0.01754211889908788
fine,log_I1,24,-3.8056608812009483,-3.867529774277384,-3.743791988124512,0.019943178970896733,0.019721187508381456,0.01969571089155204,0.01973583312192773
fine,log_I1,25,-3.681923095048076,-3.743791988124512,-3.62005420197164,0.021929652196649118,0.02203805319293385,0.022019775750918253,0.02205000862567597
fine,log_I1,26,-3.5581853088952036,-3.62005420197164,-3.4963164158187676,0.024829650052333303,0.02470146197444344,0.024674980441661214,0.024725232042800728
fine,log_I1,27,-3.4344475227423317,-3.4963164158187676,-3.3725786296658953,0.028132003631450193,0.02804460348230046,0.028013345636248185,0.028060595463391347
fine,log_I1,28,-3.310709736589459,-3.3725786296658953,-3.248840843513023,0.03155329255019811,0.03138663560220595,0.031354846414019664,0.031407764490858636
fine,log_I1,29,-3.186971950436587,-3.248840843513023,-3.125103057360151,0.03578435399409361,0.03528896941818869,0.03525691295927635,0.03531089885719571
fine,log_I1,30,-3.063234164283715,-3.125103057360151,-3.0013652712072787,0.04028112204780284,0.03900214933836659,0.03896802439117564,0.039026227371340164
fine,log_I1,31,-2.9394963781308423,-3.0013652712072787,-2.8776274850544064,0.044466633787158656,0.04395716134950426,0.04391632936594041,0.043984229222937044
fine,log_I1,32,-2.8157585919779704,-2.8776274850544064,-2.753889698901534,0.0497124414266294,0.04886472975864983,0.04882730471666737,0.048887138911366854
fine,log_I1,33,-2.692020805825098,-2.753889698901534,-2.630151912748662,0.05587683477431447,0.05581791055589272,0.055771035764367975,0.05584527976860253
fine,log_I1,34,-2.5682830196722257,-2.630151912748662,-2.5064141265957893,0.06266880182898818,0.06181625453946312,0.06177760856496969,0.06185132971371466
fine,log_I1,35,-2.4445452335193534,-2.5064141265957893,-2.3826763404429174,0.06916975688243793,0.06824655689236377,0.06820910606828036,0.06828443672336973
fine,log_I1,36,-2.3208074473664815,-2.3826763404429174,-2.2589385542900455,0.07841128582568309,0.07612754492137024,0.07609271360444335,0.07615942317422543
fine,log_I1,37,-2.197069661213609,-2.2589385542900455,-2.1352007681371727,0.08622559069335527,0.08513784017126051,0.08509602063111751,0.08518313778238853
fine,log_I1,38,-2.073331875060737,-2.1352007681371727,-2.011462981984301,0.09491546210384436,0.09314937322969681,0.09312260918426113,0.09319043564664949
fine,log_I1,39,-1.9495940889078645,-2.011462981984301,-1.887725195831428,0.10483517553689975,0.10357573178171686,0.10351932777181008,0.10363051595691308
fine,log_I1,40,-1.825856302754992,-1.887725195831428,-1.7639874096785562,0.11657940769067947,0.11380142860168328,0.11376532022631429,0.11385648261625475
fine,log_I1,41,-1.7021185166021202,-1.7639874096785562,-1.6402496235256843,0.12812625779145376,0.1267858961845122,0.12674413773162535,0.1268561144185312
fine,log_I1,42,-1.5783807304492479,-1.6402496235256843,-1.5165118373728115,0.14115853436804437,0.138514041667,0.13847149627887143,0.13859548712077227
fine,log_I1,43,-1.4546429442963755,-1.5165118373728115,-1.3927740512199396,0.15284962519986153,0.1519570960939751,0.15188367041081255,0.15206895259498884
fine,log_I1,44,-1.3309051581435032,-1.3927740512199396,-1.2690362650670668,0.16864271997937652,0.16555404109746474,0.1654395772363856,0.16568677320044395
fine,log_I1,45,-1.2071673719906308,-1.2690362650670668,-1.145298478914195,0.18204445527056784,0.18129427095721984,0.1811640163920014,0.18145527110414947
fine,log_I1,46,-1.083429585837759,-1.145298478914195,-1.021560692761323,0.19607629480788835,0.196464849106586,0.1962950240650023,0.19666022735511404
fine,log_I1,47,-0.9596917996848866,-1.021560692761323,-0.8978229066084502,0.21347628194199245,0.21122759373045416,0.21101003207745336,0.21145340253827727
fine,log_I1,48,-0.8359540135320143,-0.8978229066084502,-0.7740851204555783,0.22889485692862943,0.22734419997493313,0.22707049972918997,0.22760712124897567
fine,log_I1,49,-0.7122162273791419,-0.7740851204555783,-0.6503473343027055,0.24619615303623094,0.24448707492513466,0.24414792356428097,0.24479720229849877
fine,log_I1,50,-0.5884784412262696,-0.6503473343027055,-0.5266095481498336,0.262611760444456,0.26209419336976286,0.2616867971354219,0.2624282665946832
fine,log_I1,51,-0.4647406550733977,-0.5266095481498336,-0.40287176199696173,0.279138711574887,0.2792501970431491,0.2787856123914464,0.27962521105000876
fine,log_I1,52,-0.34100286892052534,-0.40287176199696173,-0.27913397584408894,0.2928744780326984,0.2947424192047883,0.29421056244735677,0.2951371916924455
fine,log_I1,53,-0.217265082767653,-0.27913397584408894,-0.15539618969121705,0.3078679224436336,0.31182984041687095,0.3112944722489329,0.31223985966127055
fine,log_I1,54,-0.0935272966147811,-0.15539618969121705,-0.03165840353834515,0.32069269481065615,0.32461236509934627,0.32408577908810043,0.32501464797488505
fine,log_I1,55,0.030210489538091245,-0.03165840353834515,0.09207938261452764,0.32988614351021833,0.33516461916724954,0.3346796697447028,0.3355391537306263
fine,log_I1,56,0.1539482756909636,0.09207938261452764,0.21581716876739954,0.3398969563523559,0.3441257798101645,0.34368958778515246,0.34444652199219256
fine,log_I1,57,0.27768606184383593,0.21581716876739954,0.3395549549202723,0.34337138659306415,0.35115784248721144,0.3508284588334211,0.3513897275248497
fine,log_I1,58,0.40142384799670827,0.3395549549202723,0.4632927410731442,0.3453806346710887,0.34839043022858657,0.3481814983802716,0.34849854110842965
fine,log_I1,59,0.5251616341495802,0.4632927410731442,0.5870305272260161,0.3416354367422818,0.3454011306284819,0.34534801410473026,0.34549392553020225
fine,log_I1,60,0.6488994203024525,0.5870305272260161,0.7107683133788889,0.33402863608417566,0.335438462035835,0.3352112393439392,0.33556583249558825
fine,log_I1,61,0.7726372064553249,0.7107683133788889,0.8345060995317608,0.31941224200526674,0.3209211946006909,0.32051783516925647,0.3212317027245425
fine,log_I1,62,0.8963749926081972,0.8345060995317608,0.9582438856846336,0.30272080583066296,0.29953517227643106,0.2989681460431393,0.30004650304208397
fine,log_I1,63,1.0201127787610695,0.9582438856846336,1.0819816718375055,0.2756086094730724,0.27363189425247286,0.2729490428612458,0.2743244768280229
fine,log_I1,64,1.1438505649139414,1.0819816718375055,1.2057194579903774,0.2424003443246041,0.23794287848073792,0.2372513214538852,0.23874843277189148
fine,log_I1,65,1.2675883510668138,1.2057194579903774,1.3294572441432502,0.2028910367148308,0.20085320914378893,0.2001903455430053,0.20166645245615505
fine,log_I1,66,1.3913261372196866,1.3294572441432502,1.453195030296123,0.16395363095094465,0.16149122461133278,0.1609005509739692,0.1622075453250887
fine,log_I1,67,1.5150639233725585,1.453195030296123,1.576932816448994,0.122855144760573,0.12377202614418303,0.1233180111436668,0.12432206361158121
fine,log_I1,68,1.6388017095254304,1.576932816448994,1.7006706026018668,0.08586372359618,0.08779853135827399,0.08746582500570792,0.0881580138327945
fine,log_I1,69,1.7625394956783031,1.7006706026018668,1.8244083887547395,0.053556330381938445,0.055230893666326275,0.055009898952610575,0.05542909564326617
fine,log_I1,70,1.886277281831175,1.8244083887547395,1.9481461749076106,0.030323450527630774,0.03152521841052521,0.031387979516628556,0.03160008961567081
fine,log_I1,71,2.010015067984047,1.9481461749076106,2.071883961060484,0.01443925633903514,0.015976568471693264,0.01588972297735963,0.016046820489507087
fine,log_I2,0,-6.1696430140809015,-6.22872526265736,-6.110560765504443,0.0011686029519720684,0.0009882313112905012,0.0009851356551098265,0.0009911444725316362
fine,log_I2,1,-6.051478516927985,-6.110560765504443,-5.992396268351527,0.0012904980444680212,0.001096627550241269,0.001093050295292901,0.001100357791993942
fine,log_I2,2,-5.933314019775069,-5.992396268351527,-5.874231771198611,0.001211001245014139,0.0011581979187666024,0.001153746988666326,0.0011608407691134314
fine,log_I2,3,-5.815149522622153,-5.874231771198611,-5.756067274045694,0.0014918899364178562,0.001426558824225108,0.001419956571749058,0.0014320568224832286
fine,log_I2,4,-5.696985025469236,-5.756067274045694,-5.637902776892778,0.0017409799080400205,0.001687100959247139,0.0016800625460413107,0.0016934971860783647
fine,log_I2,5,-5.578820528316319,-5.637902776892778,-5.519738279739861,0.001793977774342595,0.002070333300544945,0.002061812886722569,0.0020773748720604697
fine,log_I2,6,-5.460656031163403,-5.519738279739861,-5.4015737825869445,0.0025147487560578073,0.002245371429821094,0.0022360463113064964,0.0022534163802560413
fine,log_I2,7,-5.342491534010486,-5.4015737825869445,-5.283409285434028,0.002957280939684418,0.0027351888404285266,0.002725349201343267,0.0027448767247349524
fine,log_I2,8,-5.22432703685757,-5.283409285434028,-5.165244788281112,0.003026178165877783,0.0030503061860382963,0.003039226802147477,0.003059766158876305
fine,log_I2,9,-5.106162539704654,-5.165244788281112,-5.047080291128196,0.003476660029449782,0.0034750843998434763,0.0034621172602170144,0.0034874672804812543
fine,log_I2,10,-4.987998042551737,-5.047080291128196,-4.928915793975279,0.0039695401860638515,0.0038896391330598815,0.003875795332599726,0.003902811938362004
fine,log_I2,11,-4.869833545398821,-4.928915793975279,-4.810751296822363,0.004743309034081638,0.004513284502956363,0.004496522268512142,0.004527132100232374
fine,log_I2,12,-4.751669048245905,-4.810751296822363,-4.692586799669446,0.005458780229166538,0.005104677957032286,0.005086565780797072,0.005121213003098999
fine,log_I2,13,-4.6335045510929875,-4.692586799669446,-4.574422302516529,0.006068255691646342,0.005959737383501178,0.005937582424813545,0.005979048065713544
fine,log_I2,14,-4.515340053940071,-4.574422302516529,-4.456257805363613,0.0066008842479873524,0.006641789827129933,0.0066143655042402725,0.00666539035497614
fine,log_I2,15,-4.397175556787155,-4.456257805363613,-4.338093308210697,0.007379952882635398,0.00781539065298456,0.0077839758055610764,0.007843463394282815
fine,log_I2,16,-4.279011059634239,-4.338093308210697,-4.21992881105778,0.00803712642478749,0.008486404265333388,0.008454497678993384,0.008512821466377855
fine,log_I2,17,-4.160846562481322,-4.21992881105778,-4.101764313904864,0.009253427456431889,0.009486689155608873,0.009451286872787856,0.009517081732420706
fine,log_I2,18,-4.042682065328406,-4.101764313904864,-3.9835998167519477,0.01094935917811471,0.010612301165853433,0.010574927617793472,0.010645590351651496
fine,log_I2,19,-3.9245175681754896,-3.9835998167519477,-3.8654353195990314,0.011206398829682261,0.01237804314912624,0.012334925047546684,0.01241747725459628
fine,log_I2,20,-3.8063530710225733,-3.8654353195990314,-3.7472708224461146,0.012589643140179765,0.013495504979924402,0.013445505948725572,0.013538518355303002
fine,log_I2,21,-3.6881885738696565,-3.7472708224461146,-3.6291063252931983,0.014131881049585128,0.014697499070679736,0.014643132439124818,0.014742341047464054
fine,log_I2,22,-3.57002407671674,-3.6291063252931983,-3.510941828140282,0.015697967998826605,0.017246880731961834,0.01719083105203216,0.017295483166916474
fine,log_I2,23,-3.451859579563824,-3.510941828140282,-3.3927773309873657,0.017343551747521967,0.019018508816760166,0.01895857200913336,0.019069833609384995
fine,log_I2,24,-3.3336950824109075,-3.3927773309873657,-3.2746128338344493,0.01899178538953246,0.02172053750899598,0.02165220650685271,0.021779767872353237
fine,log_I2,25,-3.2155305852579907,-3.2746128338344493,-3.1564483366815326,0.02175827401052748,0.024477158889051373,0.02440291034380057,0.024538532935802552
fine,log_I2,26,-3.0973660881050744,-3.1564483366815326,-3.0382838395286162,0.024829500362762543,0.027048867120909075,0.026963045537666885,0.027116640735549695
fine,log_I2,27,-2.979201590952158,-3.0382838395286162,-2.9201193423757,0.029032231160557784,0.03038009046877498,0.030288892332819412,0.030454557257319693
fine,log_I2,28,-2.8610370937992418,-2.9201193423757,-2.8019548452227836,0.03212995644594406,0.032639007518450704,0.03254637178638491,0.032715852902561966
fine,log_I2,29,-2.7428725966463254,-2.8019548452227836,-2.683790348069867,0.036589726895306714,0.0365143956938008,0.03641664788176982,0.03659251487128031
fine,log_I2,30,-2.6247080994934087,-2.683790348069867,-2.5656258509169505,0.04020153148382823,0.04189688531486103,0.041800767474987836,0.04197261439391726
fine,log_I2,31,-2.5065436023404923,-2.5656258509169505,-2.447461353764034,0.04432211558885446,0.0454833423184316,0.045379417663962064,0.04556535007476984
fine,log_I2,32,-2.388379105187576,-2.447461353764034,-2.329296856611118,0.05148212732633412,0.05074364696488621,0.05063191498407254,0.05082685771856845
fine,log_I2,33,-2.2702146080346592,-2.329296856611118,-2.211132359458201,0.05636853059943253,0.055712432714921295,0.055604027633635554,0.05579347329137746
fine,log_I2,34,-2.152050110881743,-2.211132359458201,-2.0929678623052848,0.06233609034510417,0.06219888284347641,0.06209026682035325,0.06227951510709606
fine,log_I2,35,-2.0338856137288266,-2.0929678623052848,-1.9748033651523684,0.06994393405284069,0.0700326877211923,0.06991643462153078,0.07011518592979901
fine,log_I2,36,-1.9157211165759103,-1.9748033651523684,-1.856638867999452,0.07905691716357073,0.07786111519239568,0.07775097041254013,0.07792891340014421
fine,log_I2,37,-1.797556619422994,-1.856638867999452,-1.7384743708465358,0.08701719668221947,0.08751881410621316,0.08741444177957057,0.08758101600436562
fine,log_I2,38,-1.6793921222700776,-1.7384743708465358,-1.6203098736936195,0.0980407528731578,0.09815723663108267,0.09805402527915978,0.09822504437113841
fine,log_I2,39,-1.5612276251171613,-1.6203098736936195,-1.5021453765407031,0.10739752616887972,0.1068910469771558,0.10680357781118605,0.10693874452026293
fine,log_I2,40,-1.443063127964245,-1.5021453765407031,-1.3839808793877868,0.11773211009788441,0.11698980457219675,0.11693506726407933,0.11703378300101176
fine,log_I2,41,-1.3248986308113282,-1.3839808793877868,-1.2658163822348696,0.12976527564188609,0.1311599172679195,0.13111794780564304,0.13120342847489075
fine,log_I2,42,-1.2067341336584114,-1.2658163822348696,-1.1476518850819533,0.1409001273520608,0.14145117985668065,0.14142511433901497,0.14147371882034684
fine,log_I2,43,-1.088569636505495,-1.1476518850819533,-1.029487387929037,0.15379185833016537,0.15610468625932197,0.15608652250080174,0.15611881974635305
fine,log_I2,44,-0.9704051393525788,-1.029487387929037,-0.9113228907761206,0.16861536153499931,0.17214436284415469,0.17211616704444063,0.17218062454591349
fine,log_I2,45,-0.8522406421996624,-0.9113228907761206,-0.7931583936232043,0.1874852518320358,0.18804105989638686,0.1879939053158982,0.18812349797960873
fine,log_I2,46,-0.7340761450467461,-0.7931583936232043,-0.674993896470288,0.20348265777547203,0.20417668651948573,0.2041105180413911,0.2043074909921179
fine,log_I2,47,-0.6159116478938298,-0.674993896470288,-0.5568293993173716,0.22090305642913274,0.22230670814659292,0.22219888027662082,0.22248564889125305
fine,log_I2,48,-0.49774715074091347,-0.5568293993173716,-0.4386649021644553,0.2377378286601499,0.24238704123032348,0.2422297521584771,0.24262595397317616
fine,log_I2,49,-0.37958265358799714,-0.4386649021644553,-0.320500405011539,0.2590138220873239,0.25690993414783503,0.25671409281156476,0.25720875945542304
fine,log_I2,50,-0.2614181564350804,-0.320500405011539,-0.20233590785862177,0.2776425720926815,0.27279556137816824,0.27256188458804254,0.27314854173503084
fine,log_I2,51,-0.1432536592821636,-0.20233590785862177,-0.08417141070570544,0.2968357493741659,0.2876296048197358,0.2873759080185605,0.2880021830808219
fine,log_I2,52,-0.025089162129247278,-0.08417141070570544,0.033993086447210885,0.3120540866829541,0.3085246998938714,0.30824017629561373,0.30895113269108954
fine,log_I2,53,0.09307533502366905,0.033993086447210885,0.1521575836001272,0.3279269476405792,0.3245789822914437,0.3242823805090505,0.32500595374186514
fine,log_I2,54,0.21123983217658537,0.1521575836001272,0.27032208075304354,0.3437362111586413,0.3426999009349738,0.3423938736731179,0.34313484923484716
fine,log_I2,55,0.3294043293295017,0.27032208075304354,0.38848657790595986,0.3592592861986693,0.3545180115950323,0.35423396301060883,0.35491439248493367
fine,log_I2,56,0.447568826482418,0.38848657790595986,0.5066510750588762,0.3686637575740636,0.3656614111714444,0.36542098572686127,0.36599665016292726
fine,log_I2,57,0.5657333236353344,0.5066510750588762,0.6248155722117925,0.3760278110968082,0.36977202856415675,0.36962719224591933,0.36996725186593266
fine,log_I2,58,0.6838978207882507,0.6248155722117925,0.7429800693647088,0.3714116969418528,0.3731978399122961,0.37316591652475,0.37325104732916536
fine,log_I2,59,0.8020623179411674,0.7429800693647088,0.861144566517626,0.3696150692741923,0.3676344727091698,0.36756833578516274,0.36770969571204437
fine,log_I2,60,0.9202268150940842,0.861144566517626,0.9793090636705424,0.36307513257245566,0.3564989766683042,0.3562711929278068,0.35670491045692204
fine,log_I2,61,1.0383913122470005,0.9793090636705424,1.0974735608234587,0.34369911265222947,0.34066817319183545,0.34035517145455996,0.3409815643949973
fine,log_I2,62,1.1565558093999169,1.0974735608234587,1.215638057976375,0.31814884130775173,0.31710388185818505,0.31676219769533515,0.31746981261327273
fine,log_I2,63,1.2747203065528332,1.215638057976375,1.3338025551292914,0.28548890619878176,0.288200937138307,0.28791917794561,0.2885785290843539
fine,log_I2,64,1.3928848037057495,1.3338025551292914,1.4519670522822077,0.24820755714822615,0.24982777779472323,0.2496573994962534,0.25013247404025696
fine,log_I2,65,1.5110493008586658,1.4519670522822077,1.570131549435124,0.20606895365103833,0.21034216179358314,0.2102326078973777,0.2105245999834274
fine,log_I2,66,1.6292137980115822,1.570131549435124,1.6882960465880403,0.16253915616340756,0.1671562373190548,0.16709774156223994,0.1672247668839257
fine,log_I2,67,1.747378295164499,1.6882960465880403,1.8064605437409575,0.12093583111587496,0.12239730070728032,0.12238678943632506,0.12241526026983542
fine,log_I2,68,1.8655427923174157,1.8064605437409575,1.9246250408938739,0.08340804198701321,0.08493513629918455,0.08489599524153961,0.08497468373195124
fine,log_I2,69,1.983707289470332,1.9246250408938739,2.04278953804679,0.05165702028513266,0.05328680985547899,0.053230643732529954,0.053335499885001726
fine,log_I2,70,2.1018717866232484,2.04278953804679,2.1609540351997065,0.02873279321594816,0.030187541917115906,0.03012138475616916,0.03024927377099905
fine,log_I2,71,2.2200362837761647,2.1609540351997065,2.2791185323526233,0.014616811526253753,0.014934459945519113,0.014883285239280983,0.014972195455645949
fine,log_I3,0,-6.31166915151596,-6.371670381267711,-6.251667921764209,0.0010567695155299032,0.0010866025715618255,0.0010832046176738666,0.0010912629681609145
fine,log_I3,1,-6.191666692012458,-6.251667921764209,-6.131665462260707,0.0012602954962986162,0.0011033918106237103,0.0011001286969157787,0.001107967207248752
fine,log_I3,2,-6.071664232508956,-6.131665462260707,-6.011663002757205,0.0013777143313574935,0.0012422259249990322,0.0012379682083557965,0.0012479175045506516
fine,log_I3,3,-5.951661773005454,-6.011663002757205,-5.891660543253703,0.0013803236388032565,0.0015231297414893125,0.001518299965102735,0.0015290785050365082
fine,log_I3,4,-5.8316593135019525,-5.891660543253703,-5.771658083750202,0.001659519535498811,0.001613039401685352,0.0016081924391426116,0.0016198289381096174
fine,log_I3,5,-5.71165685399845,-5.771658083750202,-5.6516556242466995,0.0019282782024113401,0.0018613092254513395,0.0018559121629413199,0.001868775368823013
fine,log_I3,6,-5.591654394494949,-5.6516556242466995,-5.531653164743197,0.0021839903320951173,0.002016520490005102,0.0020099292642942173,0.0020257798908018287
fine,log_I3,7,-5.4716519349914465,-5.531653164743197,-5.411650705239696,0.0024214373096586423,0.002508725537814029,0.0025014047084070414,0.0025189591114695253
fine,log_I3,8,-5.351649475487945,-5.411650705239696,-5.291648245736194,0.0028389265009790983,0.002664502946956299,0.002656799970923763,0.0026754794685471058
fine,log_I3,9,-5.231647015984443,-5.291648245736194,-5.171645786232692,0.0029824384104954827,0.002975926948900026,0.00296728614718016,0.0029878750743655763
fine,log_I3,10,-5.111644556480941,-5.171645786232692,-5.05164332672919,0.003548658126223846,0.003250248342380149,0.003240260394527451,0.0032642032892925997
fine,log_I3,11,-4.991642096977439,-5.05164332672919,-4.931640867225688,0.0037704492591128648,0.003683639994575983,0.0036735475958561267,0.0036990133274661667
fine,log_I3,12,-4.871639637473938,-4.931640867225688,-4.811638407722187,0.0046054276417537765,0.004498706379382366,0.004485831304279276,0.004517884017834781
fine,log_I3,13,-4.751637177970435,-4.811638407722187,-4.691635948218685,0.005090758826663768,0.004792660434316445,0.0047793011035899054,0.004812362864727874
fine,log_I3,14,-4.631634718466934,-4.691635948218685,-4.571633488715182,0.0056961181540784245,0.005562887623001312,0.00554658938828524,0.005585923143277461
fine,log_I3,15,-4.511632258963432,-4.571633488715182,-4.451631029211681,0.006512831384599107,0.006271940920824722,0.006252756005843249,0.0062977306016678124
fine,log_I3,16,-4.39162979945993,-4.451631029211681,-4.3316285697081796,0.006979897417388867,0.0071474725933656945,0.007126531659111125,0.007177409378084652
fine,log_I3,17,-4.271627339956428,-4.3316285697081796,-4.211626110204677,0.00828455114026523,0.007976568981164727,0.007953281043201837,0.0080093404117509
fine,log_I3,18,-4.1516248804529265,-4.211626110204677,-4.091623650701175,0.008942096616594944,0.008805897735355056,0.008779633853367108,0.008842506424526443
fine,log_I3,19,-4.031622420949424,-4.091623650701175,-3.9716211911976735,0.010228485187351163,0.009997419092965002,0.009967002610488978,0.010040195336388552
fine,log_I3,20,-3.911619961445923,-3.9716211911976735,-3.8516187316941717,0.011405282845385655,0.011370393949307436,0.011336231853030902,0.011417845673057661
fine,log_I3,21,-3.7916175019424205,-3.8516187316941717,-3.73161627219067,0.012908243934139288,0.01265515455043457,0.01261636305107542,0.01270842264210733
fine,log_I3,22,-3.671615042438919,-3.73161627219067,-3.611613812687168,0.014807819754647357,0.014106272235684149,0.014064431344136418,0.014163475440693407
fine,log_I3,23,-3.551612582935417,-3.611613812687168,-3.491611353183666,0.01621684577535389,0.0166113060587644,0.01655905496181781,0.016681541992089214
fine,log_I3,24,-3.4316101234319154,-3.491611353183666,-3.3716088936801643,0.018056407524609637,0.01801018367946013,0.017955367549791636,0.018084131058328397
fine,log_I3,25,-3.311607663928413,-3.3716088936801643,-3.2516064341766624,0.020652668433133715,0.020771337161354753,0.02070875159738147,0.02085632198785928
fine,log_I3,26,-3.1916052044249117,-3.2516064341766624,-3.1316039746731605,0.02348898562666705,0.02350431542252367,0.023432420617258445,0.023602252979163053
fine,log_I3,27,-3.0716027449214094,-3.1316039746731605,-3.0116015151696587,0.026278335286176832,0.026095870729080244,0.026016638026321127,0.026205388879927717
fine,log_I3,28,-2.951600285417908,-3.0116015151696587,-2.891599055666157,0.0293286156902619,0.028780481501064794,0.02869486678670334,0.028901466347210046
fine,log_I3,29,-2.8315978259144057,-2.891599055666157,-2.771596596162655,0.03303644157067668,0.03275435694941453,0.03265467826987036,0.03288953656356582
fine,log_I3,30,-2.7115953664109043,-2.771596596162655,-2.651594136659153,0.03693474689463142,0.0367868900366513,0.03667586730902446,0.036937987579701105
fine,log_I3,31,-2.591592906907402,-2.651594136659153,-2.5315916771556513,0.04160801652997475,0.04117613635505064,0.04105465174139843,0.04134124180391061
fine,log_I3,32,-2.4715904474039005,-2.5315916771556513,-2.4115892176521494,0.04691795718208178,0.046461452223207945,0.04632291352270042,0.04664895750668117
fine,log_I3,33,-2.3515879879003982,-2.4115892176521494,-2.2915867581486475,0.052405330740499995,0.05165317081131556,0.051499437269622604,0.05185662511053124
fine,log_I3,34,-2.2315855283968964,-2.2915867581486475,-2.1715842986451452,0.058811180519822995,0.05770291111525291,0.05753615294745444,0.05792634944583886
fine,log_I3,35,-2.1115830688933945,-2.1715842986451452,-2.051581839141644,0.06608592967858237,0.06539577146816673,0.06521132157812394,0.06564895527666266
fine,log_I3,36,-1.9915806093898931,-2.051581839141644,-1.9315793796381424,0.07428176436569206,0.07309998595567348,0.07289203538487905,0.0733822134850547
fine,log_I3,37,-1.8715781498863913,-1.9315793796381424,-1.8115769201346401,0.08221144969333435,0.08163349244647808,0.0814091416605397,0.08194150331442751
fine,log_I3,38,-1.751575690382889,-1.8115769201346401,-1.6915744606311378,0.09158408203847852,0.09106004901773956,0.09081135817849445,0.09140146810689313
fine,log_I3,39,-1.631573230879387,-1.6915744606311378,-1.5715720011276364,0.10280932267010795,0.10112748440940968,0.10085997704653045,0.10149830069413553
fine,log_I3,40,-1.5115707713758857,-1.5715720011276364,-1.451569541624135,0.11425374512717994,0.1133705910754715,0.11308253679713123,0.11377511322504096
fine,log_I3,41,-1.3915683118723838,-1.451569541624135,-1.3315670821206327,0.12701586784435617,0.12516435322406463,0.1248544205309007,0.12559962695722066
fine,log_I3,42,-1.2715658523688815,-1.3315670821206327,-1.2115646226171304,0.1389899797129159,0.1392614490055291,0.13893183965859326,0.13973512424639134
fine,log_I3,43,-1.1515633928653797,-1.2115646226171304,-1.091562163113629,0.15437706572052148,0.15337946622649623,0.15304026271366666,0.15388170222664826
fine,log_I3,44,-1.0315609333618783,-1.091562163113629,-0.9715597036101276,0.16973284003877698,0.17008766941151898,0.16973159722760564,0.17062128273669463
fine,log_I3,45,-0.9115584738583764,-0.9715597036101276,-0.8515572441066253,0.18688120857226334,0.1862307331497999,0.18586093801400436,0.18678839826352728
fine,log_I3,46,-0.7915560143548741,-0.8515572441066253,-0.731554784603123,0.20544643104879468,0.20360187053118828,0.20323851076948748,0.2041800894212646
fine,log_I3,47,-0.6715535548513722,-0.731554784603123,-0.6115523250996215,0.22456743601127305,0.22164799477343075,0.221286610073937,0.22222551863315143
fine,log_I3,48,-0.5515510953478708,-0.6115523250996215,-0.49154986559612013,0.24239683378810228,0.24220469183219498,0.24186872496252157,0.24277761825380464
fine,log_I3,49,-0.431548635844369,-0.49154986559612013,-0.3715474060926178,0.2619222814046689,0.2619505863805817,0.2616309714792733,0.2625055065994146
fine,log_I3,50,-0.3115461763408667,-0.3715474060926178,-0.2515449465891155,0.28234272147513056,0.28209412174846354,0.2817928466490356,0.28260835021821107
fine,log_I3,51,-0.19154371683736482,-0.2515449465891155,-0.1315424870856141,0.3020168996161091,0.3014750868699434,0.30123075712454095,0.3019225500318481
fine,log_I3,52,-0.0715412573338634,-0.1315424870856141,-0.0115400275821127,0.31929312421443873,0.32103543076403857,0.3208491678401599,0.3214003014201556
fine,log_I3,53,0.04846120216963845,-0.0115400275821127,0.1084624319213896,0.3378531280760762,0.33795043345344267,0.3378167629994318,0.3382014074838286
fine,log_I3,54,0.16846366167314075,0.1084624319213896,0.2284648914248919,0.35118668912387313,0.3525251638493851,0.35245357971809105,0.3526195186672454
fine,log_I3,55,0.2884661211766426,0.2284648914248919,0.3484673509283933,0.36178569596852383,0.3654312680832272,0.3653407536294108,0.36551707135640493
fine,log_I3,56,0.408468580680144,0.3484673509283933,0.46846981043189473,0.3701824473289565,0.374736894731118,0.37444247971152717,0.37493838321773865
fine,log_I3,57,0.5284710401836459,0.46846981043189473,0.588472269935397,0.37424774832943664,0.3764461834853907,0.3759249547920762,0.3767745361854868
fine,log_I3,58,0.6484734996871482,0.588472269935397,0.7084747294388993,0.37387461736469396,0.3746253337149814,0.3738534591876865,0.3750833701179871
